Date,GERMANY EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0004090335053
1999-01-04,1033.851851190596
1999-01-05,1030.0036420745917
1999-01-06,1039.8978535451986
1999-01-07,1021.3404537327377
1999-01-08,1008.3291588896045
1999-01-11,992.1910683038383
1999-01-12,983.7522974596196
1999-01-13,963.3963606671642
1999-01-14,961.6962882185697
1999-01-15,954.9847872967035
1999-01-18,954.084526858304
1999-01-19,956.9796990355795
1999-01-20,957.0721262376579
1999-01-21,958.7217488921373
1999-01-22,944.3196207659967
1999-01-25,937.2101960397905
1999-01-26,934.0991586425409
1999-01-27,933.5367406684328
1999-01-28,936.1493986501724
1999-01-29,934.3540849136491
1999-02-01,933.6256763248781
1999-02-02,930.6135838362064
1999-02-03,932.3550048833841
1999-02-04,923.5629916185452
1999-02-05,937.6595930759672
1999-02-08,935.2608017708087
1999-02-09,925.8857796177829
1999-02-10,913.4593839467112
1999-02-11,923.3766066931064
1999-02-12,930.5457464584807
1999-02-15,927.1601520304105
1999-02-16,925.9200981004977
1999-02-17,920.0142097685043
1999-02-18,924.1436500473822
1999-02-19,909.5263992966252
1999-02-22,906.3114652502751
1999-02-23,909.5286376527204
1999-02-24,913.1999607267496
1999-02-25,907.1621138491334
1999-02-26,899.2383240907786
1999-03-01,880.0654230522099
1999-03-02,880.2374076468384
1999-03-03,871.9225297219002
1999-03-04,867.4235323529728
1999-03-05,879.2089721361251
1999-03-08,875.9693966882965
1999-03-09,875.2495077440734
1999-03-10,869.8182916002694
1999-03-11,866.5040357509688
1999-03-12,902.6886216226295
1999-03-15,905.7468694603945
1999-03-16,905.8787855309816
1999-03-17,913.4903360608325
1999-03-18,910.7562128271703
1999-03-19,915.1972446295878
1999-03-22,908.474589635634
1999-03-23,888.9563419047282
1999-03-24,879.9579516307086
1999-03-25,886.622398665149
1999-03-26,868.4142888862169
1999-03-29,875.9536276990991
1999-03-30,876.2623530932901
1999-03-31,884.3032761326845
1999-04-01,887.9983146796956
1999-04-02,886.0270840870568
1999-04-05,880.6472672613138
1999-04-06,890.854654092951
1999-04-07,897.7025841347315
1999-04-08,908.1585362891713
1999-04-09,915.9824354327649
1999-04-12,923.722030550932
1999-04-13,926.6897356953488
1999-04-14,927.4507463172035
1999-04-15,929.3026295991134
1999-04-16,928.7341726307735
1999-04-19,940.6022080091144
1999-04-20,927.163541913202
1999-04-21,927.4303120965089
1999-04-22,933.220016826537
1999-04-23,936.2826438159767
1999-04-26,940.4851494460356
1999-04-27,964.2497805409181
1999-04-28,959.5320742752917
1999-04-29,959.2565801239401
1999-04-30,953.2583727203545
1999-05-03,957.7631648947255
1999-05-04,970.1006716146547
1999-05-05,970.4408548612782
1999-05-06,981.8861829676175
1999-05-07,986.4127533867862
1999-05-10,989.452816906755
1999-05-11,991.5925168379562
1999-05-12,982.5227428394438
1999-05-13,978.2883261841188
1999-05-14,971.9395827687861
1999-05-17,957.5373187887449
1999-05-18,968.6006855708795
1999-05-19,975.9607248709343
1999-05-20,980.2478536560526
1999-05-21,967.0462629727102
1999-05-24,968.6495323206359
1999-05-25,961.1502876471385
1999-05-26,949.7018773611954
1999-05-27,930.4416074539831
1999-05-28,930.8695246654078
1999-05-31,924.7425732041518
1999-06-01,929.7487729554038
1999-06-02,919.4141819818176
1999-06-03,919.1250468961905
1999-06-04,923.178692563102
1999-06-07,939.1261124468459
1999-06-08,949.582945627521
1999-06-09,959.5573943528076
1999-06-10,962.3038503959742
1999-06-11,972.3519693746401
1999-06-14,962.4769415694516
1999-06-15,968.1135929486688
1999-06-16,961.1986318685242
1999-06-17,961.1927814065227
1999-06-18,967.1600914510939
1999-06-21,973.6061577876975
1999-06-22,974.7254865382231
1999-06-23,966.8594441089821
1999-06-24,965.2088396412264
1999-06-25,976.3252333491564
1999-06-28,967.4600038649733
1999-06-29,966.2760069552185
1999-06-30,968.2981916116323
1999-07-01,973.3076770201368
1999-07-02,975.1100486816032
1999-07-05,988.2842338504653
1999-07-06,988.3721223655231
1999-07-07,985.5151337007812
1999-07-08,980.4003411564005
1999-07-09,987.9118957050807
1999-07-12,982.4579107854753
1999-07-13,972.340034206717
1999-07-14,980.3572570128789
1999-07-15,987.6137098836971
1999-07-16,985.3316702249703
1999-07-19,984.8521946312142
1999-07-20,996.5053960287006
1999-07-21,993.1856888679754
1999-07-22,980.4251761982548
1999-07-23,979.1402119197346
1999-07-26,981.706418432447
1999-07-27,978.627568175792
1999-07-28,978.5034789602328
1999-07-29,971.2343302716968
1999-07-30,977.5766982805228
1999-08-02,968.8081604088877
1999-08-03,972.786974683272
1999-08-04,983.9244201129383
1999-08-05,976.226518739272
1999-08-06,977.1570226488196
1999-08-09,975.5893514092329
1999-08-10,970.1391693400797
1999-08-11,965.7627943412622
1999-08-12,979.9338562077609
1999-08-13,979.916827557503
1999-08-16,991.1078304984308
1999-08-17,980.9330238188068
1999-08-18,978.0976679236436
1999-08-19,982.4677213424079
1999-08-20,995.7232715645277
1999-08-23,997.8640109214243
1999-08-24,989.769664502173
1999-08-25,991.5706183084744
1999-08-26,985.0391880108106
1999-08-27,986.192783222937
1999-08-30,981.6484045115072
1999-08-31,968.8751479116858
1999-09-01,986.7803795331242
1999-09-02,988.1039165293944
1999-09-03,990.1950152665561
1999-09-06,993.0396905514367
1999-09-07,1003.6571703995161
1999-09-08,1000.5052799989232
1999-09-09,1002.9940738207079
1999-09-10,999.3286525965285
1999-09-13,985.9362762860069
1999-09-14,983.6416323449884
1999-09-15,978.8819421905606
1999-09-16,965.9071854120939
1999-09-17,965.6294726811539
1999-09-20,968.5627176207868
1999-09-21,964.1547377504762
1999-09-22,953.891929923016
1999-09-23,954.5856987084376
1999-09-24,938.694246370234
1999-09-27,942.1395737690955
1999-09-28,934.475958881893
1999-09-29,941.9300275085852
1999-09-30,950.8953452094618
1999-10-01,950.5694247213796
1999-10-04,954.4018409704853
1999-10-05,961.0688180239734
1999-10-06,969.4111500109603
1999-10-07,978.2369116037738
1999-10-08,962.0619498120659
1999-10-11,966.7703304533447
1999-10-12,967.7710019262062
1999-10-13,961.6427870455184
1999-10-14,960.1019415730502
1999-10-15,961.5529294349967
1999-10-18,950.2262184077775
1999-10-19,958.7525881063217
