Date,SWITZERLAND EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1027.6038162429331
1999-01-05,1029.9465880856412
1999-01-06,1034.0771096626036
1999-01-07,1018.2803841501885
1999-01-08,1018.5479872803173
1999-01-11,999.5832494429694
1999-01-12,991.9748723465277
1999-01-13,981.6145674784449
1999-01-14,974.8860709553813
1999-01-15,973.7899961992281
1999-01-18,969.4045377932202
1999-01-19,966.9064389981587
1999-01-20,963.6216107175973
1999-01-21,956.8120489378039
1999-01-22,952.5054882853167
1999-01-25,953.8042565661071
1999-01-26,953.1734468882481
1999-01-27,946.7757609868623
1999-01-28,949.2060459139485
1999-01-29,951.0380848577421
1999-02-01,955.3409392150627
1999-02-02,968.2374733503192
1999-02-03,967.8531967612776
1999-02-04,954.291319881022
1999-02-05,958.9711987321866
1999-02-08,949.0248075510765
1999-02-09,938.1190135382723
1999-02-10,936.855274397831
1999-02-11,935.1921761381035
1999-02-12,943.770966638186
1999-02-15,941.1882420611174
1999-02-16,941.4452485895328
1999-02-17,939.8040161306559
1999-02-18,935.3814685482373
1999-02-19,922.1189572621839
1999-02-22,932.5630789915215
1999-02-23,934.5446847689892
1999-02-24,945.7930769752163
1999-02-25,947.7065179399469
1999-02-26,940.3225988019552
1999-03-01,931.7104533058338
1999-03-02,931.033101386603
1999-03-03,928.7839197626884
1999-03-04,929.4878274649075
1999-03-05,942.8866499260881
1999-03-08,941.229981882244
1999-03-09,945.3707139861845
1999-03-10,941.1073455925575
1999-03-11,949.4880900302826
1999-03-12,955.3704918065989
1999-03-15,960.2091018061798
1999-03-16,958.0803968876166
1999-03-17,975.8658596450898
1999-03-18,976.4964467724725
1999-03-19,981.8493466076185
1999-03-22,971.92755334386
1999-03-23,956.656353504582
1999-03-24,944.632659920961
1999-03-25,956.6903414847994
1999-03-26,936.3171892626178
1999-03-29,946.2923483596677
1999-03-30,943.672737981287
1999-03-31,954.0630708622859
1999-04-01,955.0190855580324
1999-04-02,952.5675064692529
1999-04-05,946.0487620439014
1999-04-06,953.9411266625868
1999-04-07,966.6597276105624
1999-04-08,981.8138989317421
1999-04-09,980.1771823764064
1999-04-12,982.4173226671913
1999-04-13,976.0857616958344
1999-04-14,975.197057360534
1999-04-15,959.8765573756194
1999-04-16,957.7525966139059
1999-04-19,961.4328109445488
1999-04-20,951.4662947105074
1999-04-21,953.9104795299112
1999-04-22,964.0411916211023
1999-04-23,964.6661621339761
1999-04-26,972.820057577855
1999-04-27,991.739438813964
1999-04-28,988.3056517943093
1999-04-29,980.3950096982752
1999-04-30,983.4647155404718
1999-05-03,989.1007373626273
1999-05-04,992.9654653225814
1999-05-05,994.7779928093156
1999-05-06,1002.2078214007906
1999-05-07,1002.091597954145
1999-05-10,1005.8012201247047
1999-05-11,1003.4274604237064
1999-05-12,998.0662811136325
1999-05-13,995.0205700262485
1999-05-14,992.73759056334
1999-05-17,972.104566340664
1999-05-18,982.7537848183676
1999-05-19,989.1350964209288
1999-05-20,996.3829932114568
1999-05-21,982.0304107969437
1999-05-24,985.0430721264543
1999-05-25,976.7901561648622
1999-05-26,965.0963903917486
1999-05-27,948.427255301281
1999-05-28,951.5535936714813
1999-05-31,961.4455195495761
1999-06-01,960.235556517422
1999-06-02,960.5962866719558
1999-06-03,970.215628344218
1999-06-04,974.5377768273485
1999-06-07,975.6997845296459
1999-06-08,984.3822806625601
1999-06-09,991.5686624352165
1999-06-10,981.3526002146352
1999-06-11,988.0254643988774
1999-06-14,979.4871670299606
1999-06-15,979.637933142236
1999-06-16,975.3515656611464
1999-06-17,980.5992762623112
1999-06-18,990.2773185299613
1999-06-21,990.4716107733816
1999-06-22,982.3792722392626
1999-06-23,976.4193310334044
1999-06-24,972.3545452233583
1999-06-25,976.3280547744203
1999-06-28,965.632680203794
1999-06-29,967.4478048322342
1999-06-30,952.8204337680896
1999-07-01,961.4809287769226
1999-07-02,967.7754233713072
1999-07-05,977.6967853385088
1999-07-06,975.1628948234038
1999-07-07,971.0526201777515
1999-07-08,970.8542165356731
1999-07-09,976.1758978526407
1999-07-12,973.0288044379554
1999-07-13,969.1090785450639
1999-07-14,974.9503807375474
1999-07-15,984.3368607793785
1999-07-16,975.7443826570567
1999-07-19,971.6513019307856
1999-07-20,976.1311273627634
1999-07-21,982.5967821603533
1999-07-22,972.7904113757266
1999-07-23,955.1304135526428
1999-07-26,962.7858877369703
1999-07-27,976.4436795851459
1999-07-28,971.616602132645
1999-07-29,968.8681520086643
1999-07-30,985.7796591635391
1999-08-02,981.1329065420077
1999-08-03,984.3088938687087
1999-08-04,988.5590830258861
1999-08-05,981.5326255168178
1999-08-06,976.1800824586556
1999-08-09,970.0408932832731
1999-08-10,963.4693420423793
1999-08-11,963.3935678478273
1999-08-12,974.4642174929115
1999-08-13,975.9459446448402
