Date,UNITED KINGDOM EQUAL WEIGHTED
1999-08-04,1178.4410261952205
1999-08-05,1161.4193083461403
1999-08-06,1162.2519200104753
1999-08-09,1156.6321054257055
1999-08-10,1148.0079370073142
1999-08-11,1152.2844013959714
1999-08-12,1164.3002604010271
1999-08-13,1171.768659554493
1999-08-16,1173.6061018127746
1999-08-17,1162.9487748647712
1999-08-18,1169.576202069862
1999-08-19,1170.2399982647537
1999-08-20,1175.320783140627
1999-08-23,1182.0447981043362
1999-08-24,1171.6392037088415
1999-08-25,1167.5987540939643
1999-08-26,1167.177000699651
1999-08-27,1168.3540954405366
1999-08-30,1168.0965542304318
1999-08-31,1167.9023993569579
1999-09-01,1173.9251171085098
1999-09-02,1177.1063527021847
1999-09-03,1187.0541751595551
1999-09-06,1191.4513946122202
1999-09-07,1186.7807961510853
1999-09-08,1189.6083442338957
1999-09-09,1192.03406928414
1999-09-10,1173.9292367752644
1999-09-13,1154.9821529184803
1999-09-14,1140.4277983734155
1999-09-15,1128.7825467398586
1999-09-16,1126.8015703676988
1999-09-17,1127.7709047601327
1999-09-20,1129.5069812636852
1999-09-21,1122.4767368903028
1999-09-22,1111.0841783175283
1999-09-23,1115.807326447076
1999-09-24,1103.9291980732464
1999-09-27,1125.552294680201
1999-09-28,1121.3966574625947
1999-09-29,1115.79100662842
1999-09-30,1123.0912668385415
1999-10-01,1119.415117650489
1999-10-04,1131.4487416391396
1999-10-05,1132.5131085449
1999-10-06,1131.8704919459144
1999-10-07,1140.0190071706063
1999-10-08,1137.7923817363126
1999-10-11,1131.2264909231421
1999-10-12,1117.9868007559608
1999-10-13,1104.1419772987108
1999-10-14,1100.4266749862754
1999-10-15,1088.1175680733793
1999-10-18,1076.9255930524569
1999-10-19,1090.422242290587
1999-10-20,1090.2074198618375
1999-10-21,1079.4598415269468
1999-10-22,1077.332505900929
1999-10-25,1073.9181363113664
1999-10-26,1077.597928070052
1999-10-27,1066.8950781435724
1999-10-28,1071.078317879455
1999-10-29,1087.0165271628716
1999-11-01,1094.4976387912877
1999-11-02,1103.8315676596878
1999-11-03,1104.4614917132935
1999-11-04,1110.3968908865525
1999-11-05,1104.1404191332042
1999-11-08,1095.2631691871309
1999-11-09,1097.8897333229143
1999-11-10,1100.425122821478
1999-11-11,1105.2244229395783
1999-11-12,1104.5356454275886
1999-11-15,1110.8342470804084
1999-11-16,1109.65799187786
1999-11-17,1109.7436976628708
1999-11-18,1106.5629333246047
1999-11-19,1103.9866731240231
1999-11-22,1104.991549908046
1999-11-23,1122.1503799191091
1999-11-24,1107.1177896584577
1999-11-25,1114.723029697373
1999-11-26,1112.1089135953753
1999-11-29,1110.7414865714388
1999-11-30,1090.6660730800174
1999-12-01,1093.2761273255696
1999-12-02,1096.248594214694
1999-12-03,1109.946424275276
1999-12-06,1113.126564141066
1999-12-07,1109.3850893297008
1999-12-08,1101.6654300324674
1999-12-09,1101.281616952577
1999-12-10,1110.1885151160577
1999-12-13,1110.939446466465
1999-12-14,1109.2163339418203
1999-12-15,1097.6765086234834
1999-12-16,1107.4743854063363
1999-12-17,1113.9492595131765
1999-12-20,1112.9608779989337
1999-12-21,1116.1037565208396
1999-12-22,1123.828083051784
1999-12-23,1133.4300698117072
1999-12-24,1138.2827015906246
1999-12-27,1139.40978391165
1999-12-28,1137.4373898498557
1999-12-29,1139.7712790567962
1999-12-30,1147.6412127249962
1999-12-31,1147.6412127249962
2000-01-03,1156.1860377871665
2000-01-04,1147.610617581191
2000-01-05,1135.6540842219722
2000-01-06,1143.2311794511018
2000-01-07,1146.3560383020879
2000-01-10,1159.1052284939137
2000-01-11,1163.511990514184
2000-01-12,1151.8626953306286
2000-01-13,1147.069593273425
2000-01-14,1146.6283525734793
2000-01-17,1145.0157215902695
2000-01-18,1129.0168378412602
2000-01-19,1115.853613688326
2000-01-20,1104.001276220272
2000-01-21,1093.6415903925229
2000-01-24,1095.7668837965462
2000-01-25,1078.1938362589262
2000-01-26,1083.2803646796785
2000-01-27,1081.7459764035689
2000-01-28,1063.1851181522657
2000-01-31,1058.4905627844985
2000-02-01,1054.2286023137087
2000-02-02,1049.0919400755743
2000-02-03,1061.8377315047564
2000-02-04,1042.0219975804491
2000-02-07,1032.8465599221743
2000-02-08,1049.3486459199362
2000-02-09,1064.2425230885594
2000-02-10,1039.9826643902588
2000-02-11,1029.1284301155242
2000-02-14,1014.9366766779557
2000-02-15,1018.8150909234896
2000-02-16,1039.7767626719658
2000-02-17,1050.5701971580302
2000-02-18,1046.962662788683
2000-02-21,1043.3503399066701
2000-02-22,1043.8160513554224
2000-02-23,1055.9340338707214
2000-02-24,1049.1514198235964
2000-02-25,1055.710513900444
2000-02-28,1048.2803492271955
2000-02-29,1053.7866711311997
2000-03-01,1091.3594329873197
2000-03-02,1093.2083871933626
2000-03-03,1097.4549673040492
2000-03-06,1096.862685050723
2000-03-07,1090.9047294550858
2000-03-08,1077.2165476201242
2000-03-09,1088.5682552125802
2000-03-10,1084.8304118935944
2000-03-13,1075.1351431725138
2000-03-14,1080.3905886409423
2000-03-15,1075.7574113524183
2000-03-16,1106.3297166269065
2000-03-17,1099.6186611375415
2000-03-20,1102.6827185332743
2000-03-21,1110.4853265420054
2000-03-22,1112.4564594266037
2000-03-23,1124.7782642982388
2000-03-24,1143.3970275821077
2000-03-27,1145.0563876165047
2000-03-28,1146.51956307612
2000-03-29,1139.0617475223437
2000-03-30,1128.8630062069396
2000-03-31,1138.6580451668033
2000-04-03,1132.4984556618826
2000-04-04,1133.2591251273423
2000-04-05,1123.8380537026633
2000-04-06,1126.1909872504684
2000-04-07,1135.150565399752
2000-04-10,1139.266707669217
2000-04-11,1130.6265624120529
2000-04-12,1130.1540025963286
2000-04-13,1129.3429309600415
2000-04-14,1116.956322546493
2000-04-17,1080.4572877232738
2000-04-18,1087.8015007045972
2000-04-19,1099.7433045415667
2000-04-20,1111.4064368215595
2000-04-21,1111.4064368215595
2000-04-24,1111.1954369917614
2000-04-25,1122.8801201149458
2000-04-26,1126.1981788027435
2000-04-27,1115.407597442819
2000-04-28,1122.9406721786047
2000-05-01,1114.7594779540727
2000-05-02,1136.7471005663117
2000-05-03,1117.0616811412278
2000-05-04,1106.7393571268547
2000-05-05,1097.6584663464255
2000-05-08,1101.722896100558
2000-05-09,1101.726619698004
2000-05-10,1089.4914223534613
2000-05-11,1093.7347592297751
2000-05-12,1112.7852824608506
2000-05-15,1110.3142184667236
2000-05-16,1112.8809097258725
2000-05-17,1095.132481924282
2000-05-18,1091.9496780003717
2000-05-19,1077.3373419416605
2000-05-22,1083.373807464602
2000-05-23,1076.2088733666544
2000-05-24,1073.3940370113673
2000-05-25,1080.612811280595
2000-05-26,1087.4563832868264
2000-05-29,1091.9631771526667
2000-05-30,1109.825445434103
2000-05-31,1101.8860957074385
2000-06-01,1119.3812973945544
2000-06-02,1150.7212164553277
2000-06-05,1155.5124127009956
2000-06-06,1168.0787982675415
2000-06-07,1157.9640816357896
2000-06-08,1151.7723738614407
2000-06-09,1139.952021300585
2000-06-12,1139.7162956348836
2000-06-13,1143.2689287616442
2000-06-14,1144.0117275617652
2000-06-15,1146.2301561919646
2000-06-16,1158.3354452037227
2000-06-19,1157.7745941301437
2000-06-20,1164.4185359808212
2000-06-21,1146.8211683744373
2000-06-22,1150.9092639991525
2000-06-23,1147.0386556088104
2000-06-26,1143.7104075434938
2000-06-27,1140.272256562019
2000-06-28,1145.1385101068843
2000-06-29,1147.48135603186
2000-06-30,1160.4422729446892
2000-07-03,1168.9578627723956
2000-07-04,1169.0225495284687
2000-07-05,1159.9217217809846
2000-07-06,1161.2320630111296
2000-07-07,1168.435123588237
2000-07-10,1165.402314645235
2000-07-11,1167.5675588439096
2000-07-12,1173.4318233689962
2000-07-13,1160.3624697507755
2000-07-14,1169.1857863009527
2000-07-17,1168.2585447957688
2000-07-18,1160.286562558844
2000-07-19,1161.2352047030704
2000-07-20,1171.8069769494214
2000-07-21,1176.2483262880244
2000-07-24,1176.5061624262034
2000-07-25,1178.8928618602959
2000-07-26,1174.079181222453
2000-07-27,1171.342030707649
2000-07-28,1161.9713269233032
2000-07-31,1163.1096329618472
2000-08-01,1168.009171149612
2000-08-02,1159.8392351548237
2000-08-03,1150.9277303102945
2000-08-04,1161.092956540802
2000-08-07,1170.087493028517
2000-08-08,1165.2932274418192
2000-08-09,1175.9455613691812
2000-08-10,1177.4050744290048
2000-08-11,1182.2747401234994
2000-08-14,1193.9952964020918
2000-08-15,1200.496687258482
2000-08-16,1201.2355701674687
2000-08-17,1195.6843155423994
2000-08-18,1198.81615766461
2000-08-21,1198.1117140707195
2000-08-22,1190.6131055605078
2000-08-23,1187.511519489477
2000-08-24,1190.3730736007412
2000-08-25,1184.4040084631274
2000-08-28,1182.8373896288026
2000-08-29,1177.4572686701551
2000-08-30,1179.1444715090847
2000-08-31,1185.0286994926757
2000-09-01,1191.9686565301747
2000-09-04,1194.3863577335962
2000-09-05,1173.0786851655048
2000-09-06,1168.997603319811
2000-09-07,1144.403458933708
2000-09-08,1123.6417216653265
2000-09-11,1115.9932931643657
2000-09-12,1100.7175440268531
2000-09-13,1101.843171311836
2000-09-14,1105.1048832487413
2000-09-15,1088.3751135682294
2000-09-18,1086.2164300612212
2000-09-19,1083.483515041631
2000-09-20,1080.0273486379294
2000-09-21,1078.4041900363839
2000-09-22,1106.2719154091822
2000-09-25,1114.3090116513831
2000-09-26,1111.307855171581
2000-09-27,1120.0860389261354
2000-09-28,1121.3230162697687
2000-09-29,1136.0383143057704
2000-10-02,1130.5813417524012
2000-10-03,1127.2012253394573
2000-10-04,1127.3356113056332
2000-10-05,1126.2393083334157
2000-10-06,1124.1891671559065
2000-10-09,1109.844683299347
2000-10-10,1104.490874520015
2000-10-11,1099.392801452262
2000-10-12,1099.6502183532077
2000-10-13,1096.752250616909
2000-10-16,1098.920422032752
2000-10-17,1081.8637400067373
2000-10-18,1084.5982930113018
2000-10-19,1086.630300830928
2000-10-20,1099.563029904158
2000-10-23,1107.7490312687478
2000-10-24,1119.5144939772747
2000-10-25,1105.75976189665
2000-10-26,1099.7409855359815
2000-10-27,1120.8543471285884
2000-10-30,1129.685791085933
2000-10-31,1142.4767458767544
2000-11-01,1150.1515677022462
2000-11-02,1151.4038079603035
2000-11-03,1156.1983354488434
2000-11-06,1157.8257385162692
2000-11-07,1152.8408268506935
2000-11-08,1150.3548517146212
2000-11-09,1142.6831182583314
2000-11-10,1145.4507145975324
2000-11-13,1138.0105680354789
2000-11-14,1143.132385446179
2000-11-15,1143.2538688540908
2000-11-16,1143.2335808421183
2000-11-17,1145.6955007440265
2000-11-20,1139.5814587366247
2000-11-21,1133.5541191040115
2000-11-22,1114.973417140135
2000-11-23,1108.090020762619
2000-11-24,1114.1649390095251
2000-11-27,1133.814925607565
2000-11-28,1122.8020340106707
2000-11-29,1116.907588790971
2000-11-30,1114.806236766003
2000-12-01,1138.8260537446392
2000-12-04,1154.9056210175934
2000-12-05,1170.495451169085
2000-12-06,1167.583118378289
2000-12-07,1161.539260825727
2000-12-08,1175.4479268286352
2000-12-11,1194.4263761350553
2000-12-12,1186.7561417845218
2000-12-13,1190.7254844061315
2000-12-14,1188.927757586331
2000-12-15,1175.5023709798284
2000-12-18,1181.1698996091507
2000-12-19,1181.5009396599921
2000-12-20,1176.3392899029884
2000-12-21,1174.366847324406
2000-12-22,1179.0431517050183
2000-12-25,1179.0431517050183
2000-12-26,1181.7581850377626
2000-12-27,1204.511654458131
2000-12-28,1207.9637318173732
2000-12-29,1214.4380297573225
2001-01-01,1214.4380297573225
2001-01-02,1209.0305421428209
2001-01-03,1195.4021568430537
2001-01-04,1220.7710901099676
2001-01-05,1220.6035488193565
2001-01-08,1224.6220541948944
2001-01-09,1219.1871119751029
2001-01-10,1218.70475770554
2001-01-11,1218.32139062101
2001-01-12,1209.369163913399
2001-01-15,1211.4420631238372
2001-01-16,1192.0710156976359
2001-01-17,1212.2567650275337
2001-01-18,1218.8305861284914
2001-01-19,1220.1610611050626
2001-01-22,1208.770363338646
2001-01-23,1214.222593229466
2001-01-24,1211.8457944887655
2001-01-25,1211.9104991158947
2001-01-26,1210.8125958991534
2001-01-29,1213.5387181012147
2001-01-30,1217.5421768548263
2001-01-31,1215.0341344634512
2001-02-01,1232.667191904539
2001-02-02,1225.7639089868442
2001-02-05,1227.0751852514882
2001-02-06,1222.3094458006053
2001-02-07,1219.8983498601815
2001-02-08,1202.6339750334498
2001-02-09,1193.1911920533944
2001-02-12,1207.3785029218664
2001-02-13,1215.286098183372
2001-02-14,1216.816821679588
2001-02-15,1212.1935916935583
2001-02-16,1198.5819086618483
2001-02-19,1195.4588150537184
2001-02-20,1185.9975729279354
2001-02-21,1186.1872681843668
2001-02-22,1188.5177843129663
2001-02-23,1180.0546554827665
2001-02-26,1178.0191506629296
2001-02-27,1185.8104530256358
2001-02-28,1178.5024350881897
2001-03-01,1180.027025392106
2001-03-02,1189.9928875200133
2001-03-05,1194.6056522346146
2001-03-06,1201.2893216486839
2001-03-07,1198.5345741993701
2001-03-08,1200.0281506480098
2001-03-09,1188.3933949919133
2001-03-12,1169.1104972655764
2001-03-13,1137.9134925027272
2001-03-14,1114.5408424919842
2001-03-15,1128.242346695543
2001-03-16,1091.8485132242454
2001-03-19,1082.6491687562664
2001-03-20,1092.8662616789052
2001-03-21,1069.3308012951384
2001-03-22,1023.1408117922894
2001-03-23,1045.1752991190715
2001-03-26,1070.9442693512376
2001-03-27,1093.104889688639
2001-03-28,1079.7018880394344
2001-03-29,1081.7455500418662
2001-03-30,1078.767714419249
2001-04-02,1073.1834101693871
2001-04-03,1047.8786793497657
2001-04-04,1059.5068193945199
2001-04-05,1071.4030169232735
2001-04-06,1073.350958774409
2001-04-09,1082.527159594962
2001-04-10,1093.9723068522355
2001-04-11,1095.429615834506
2001-04-12,1099.75396771666
2001-04-13,1099.75396771666
2001-04-16,1095.1345963800502
2001-04-17,1093.3029356296604
2001-04-18,1114.6968370276331
2001-04-19,1129.7245834999833
2001-04-20,1141.4400278323246
2001-04-23,1130.6750357662288
2001-04-24,1124.8702563560971
2001-04-25,1121.2309928599336
2001-04-26,1125.8047981499635
2001-04-27,1141.791282876661
2001-04-30,1148.3509377459247
2001-05-01,1145.7956320957508
2001-05-02,1152.4065638101874
2001-05-03,1141.0699889953896
2001-05-04,1153.2114874276424
2001-05-07,1155.4177846242653
2001-05-08,1157.7997873073575
2001-05-09,1145.0086632605214
2001-05-10,1157.5933323044183
2001-05-11,1144.784942062568
2001-05-14,1126.1257583637553
2001-05-15,1145.5349509486546
2001-05-16,1155.365395945022
2001-05-17,1162.452849021981
2001-05-18,1166.2114144293096
2001-05-21,1179.9829917860254
2001-05-22,1187.017283419056
2001-05-23,1176.4950925452517
2001-05-24,1162.050051553994
2001-05-25,1164.4261918762238
2001-05-28,1164.2212810621813
2001-05-29,1159.333629650216
2001-05-30,1152.1756236115725
2001-05-31,1152.699866306189
2001-06-01,1152.1702195932507
2001-06-04,1162.9632529127616
2001-06-05,1164.0415909110716
2001-06-06,1146.762286969517
2001-06-07,1140.425741485328
2001-06-08,1136.5475581765206
2001-06-11,1115.2830460408097
2001-06-12,1102.3261176323806
2001-06-13,1107.2898105171423
2001-06-14,1101.574763943351
2001-06-15,1092.4355235814824
2001-06-18,1090.840982467926
2001-06-19,1093.1379364177026
2001-06-20,1080.8706628869893
2001-06-21,1099.4550546236549
2001-06-22,1102.5022593261028
2001-06-25,1102.1465594709373
2001-06-26,1090.3315475807842
2001-06-27,1097.2209865282455
2001-06-28,1100.4434186741357
2001-06-29,1103.4665604010318
2001-07-02,1116.4346310581118
2001-07-03,1101.7745489687697
2001-07-04,1091.9394874940044
2001-07-05,1070.3863612594594
2001-07-06,1060.192469859047
2001-07-09,1061.3958294600625
2001-07-10,1067.5024006989954
2001-07-11,1064.4888964180016
2001-07-12,1072.2466766214834
2001-07-13,1072.2723029941835
2001-07-16,1069.5493149441988
2001-07-17,1058.4160661268575
2001-07-18,1068.4612596436286
2001-07-19,1070.4434982448383
2001-07-20,1074.8024349029845
2001-07-23,1065.657292106535
2001-07-24,1051.6970616816834
2001-07-25,1046.1758874001898
2001-07-26,1049.7615613944688
2001-07-27,1064.7703188533399
2001-07-30,1076.3899010708508
2001-07-31,1088.7224976686502
2001-08-01,1101.9576209613115
2001-08-02,1114.0814150058961
2001-08-03,1106.722256590228
2001-08-06,1094.7460528925835
2001-08-07,1092.6797315777628
2001-08-08,1080.2894065735284
2001-08-09,1074.172971256705
2001-08-10,1080.7691909466246
2001-08-13,1078.1904847526228
2001-08-14,1087.9746981563228
2001-08-15,1100.1024802090715
2001-08-16,1096.8812052117014
2001-08-17,1091.3597356578482
2001-08-20,1094.926268625848
2001-08-21,1107.996471885602
2001-08-22,1110.2258440373553
2001-08-23,1105.979717305697
2001-08-24,1117.2113040450367
2001-08-27,1114.5078751428262
2001-08-28,1112.1684996248787
2001-08-29,1112.1734660998006
2001-08-30,1095.2855326506785
2001-08-31,1095.820180802548
2001-09-03,1092.3374101508207
2001-09-04,1094.0533515851253
2001-09-05,1087.2200388288422
2001-09-06,1062.2959113585978
2001-09-07,1047.5146140033905
2001-09-10,1031.030582640781
2001-09-11,984.1843451289202
2001-09-12,991.0813608165607
2001-09-13,1004.216104395858
2001-09-14,972.9158994562127
2001-09-17,968.1481737467799
2001-09-18,943.8404757707956
2001-09-19,928.8115274876649
2001-09-20,894.9110450400798
2001-09-21,859.7611841212712
2001-09-24,897.1624199172331
2001-09-25,913.407531613175
2001-09-26,922.586510647276
2001-09-27,922.8156949332536
2001-09-28,939.9328039513642
2001-10-01,928.7113351767133
2001-10-02,921.1262972676853
2001-10-03,937.094562883984
2001-10-04,966.0148007511303
2001-10-05,975.1621600010769
2001-10-08,964.2061028843931
2001-10-09,966.6817752354441
2001-10-10,964.9309287357348
2001-10-11,978.6045773471278
2001-10-12,984.4546806566118
2001-10-15,973.3260042114482
2001-10-16,980.3744397883044
2001-10-17,1005.115597292186
2001-10-18,981.2255421476907
2001-10-19,959.7477673067052
2001-10-22,957.5810565843274
2001-10-23,971.8558720574542
2001-10-24,975.381918644083
2001-10-25,974.9187726911977
2001-10-26,994.0631976130078
2001-10-29,984.6729861128756
2001-10-30,969.1737652232881
2001-10-31,979.9327717318948
2001-11-01,989.973776027043
2001-11-02,1003.922720470449
2001-11-05,1014.4750247987998
2001-11-06,1020.6288758667305
2001-11-07,1029.274898292449
2001-11-08,1046.6664487188275
2001-11-09,1044.7738864284256
2001-11-12,1025.570221603287
2001-11-13,1044.6681322818035
2001-11-14,1053.8222819333073
2001-11-15,1061.6938772770613
2001-11-16,1064.3896416763412
2001-11-19,1070.5952755265332
2001-11-20,1055.0251642589487
2001-11-21,1044.6542161643652
2001-11-22,1050.093662043619
2001-11-23,1041.1243765473853
2001-11-26,1052.3839482688684
2001-11-27,1047.196965480569
2001-11-28,1040.674576379002
2001-11-29,1036.9601857990779
2001-11-30,1052.6923985088408
2001-12-03,1045.1752061058705
2001-12-04,1053.3397180647737
2001-12-05,1078.0066220483045
2001-12-06,1099.4403375364366
2001-12-07,1090.3104695357679
2001-12-10,1075.3276259908282
2001-12-11,1070.9920441307188
2001-12-12,1067.8480124714533
2001-12-13,1052.3326695953667
2001-12-14,1055.9356154078591
2001-12-17,1071.6663027436143
2001-12-18,1075.9682774233681
2001-12-19,1065.4223729190796
2001-12-20,1056.6831837777918
2001-12-21,1059.1469181232826
2001-12-24,1064.8376312645746
2001-12-25,1064.8376312645746
2001-12-26,1071.0517733394825
2001-12-27,1084.6280924308305
2001-12-28,1087.7500755953954
2001-12-31,1093.5067627481592
2002-01-01,1093.5067627481592
2002-01-02,1090.293539320203
2002-01-03,1107.0426176581118
2002-01-04,1121.7371096206118
2002-01-07,1117.3566095245963
2002-01-08,1110.4739540420323
2002-01-09,1105.304068312576
2002-01-10,1102.1996412439494
2002-01-11,1104.5214263074263
2002-01-14,1096.237861094419
2002-01-15,1096.9205761492367
2002-01-16,1081.3388928703373
2002-01-17,1084.0839797121594
2002-01-18,1080.1479060059844
2002-01-21,1078.5902621747778
2002-01-22,1072.1419908224768
2002-01-23,1069.6694155077062
2002-01-24,1074.6883851283317
2002-01-25,1056.4884292861511
2002-01-28,1058.4433704765481
2002-01-29,1044.8187082203067
2002-01-30,1038.474149861809
2002-01-31,1051.2994443707178
2002-02-01,1053.1207584057204
2002-02-04,1049.4938466902036
2002-02-05,1038.6672755217903
2002-02-06,1032.9117004524821
2002-02-07,1036.148692303906
2002-02-08,1045.9790048656826
2002-02-11,1053.8976919990857
2002-02-12,1059.5947964178267
2002-02-13,1057.6880719633975
2002-02-14,1061.0424013142078
2002-02-15,1066.1270244726297
2002-02-18,1056.0165087599003
2002-02-19,1044.8487298179366
2002-02-20,1032.3586321792748
2002-02-21,1035.0955314436596
2002-02-22,1029.7448322899616
2002-02-25,1039.4081153438242
2002-02-26,1047.8142264514079
2002-02-27,1053.5417405324986
2002-02-28,1046.96427512291
2002-03-01,1059.5038952332968
2002-03-04,1081.1253958092873
2002-03-05,1071.1723463712422
2002-03-06,1078.782606799748
2002-03-07,1100.1688143433116
2002-03-08,1102.149132586881
2002-03-11,1100.5703855128188
2002-03-12,1085.7294180361969
2002-03-13,1090.003023378367
2002-03-14,1094.7959090791726
2002-03-15,1103.350961568719
2002-03-18,1108.2826057605675
2002-03-19,1111.2658451309721
2002-03-20,1110.8443379708067
2002-03-21,1110.6552791686838
2002-03-22,1109.8669034705204
2002-03-25,1099.8441282730885
2002-03-26,1104.6557306846164
2002-03-27,1105.2419959038562
2002-03-28,1114.7920920790891
2002-03-29,1114.7920920790891
2002-04-01,1126.0652705383156
2002-04-02,1129.3742872951852
2002-04-03,1122.0166015729503
2002-04-04,1117.5793776695075
2002-04-05,1123.0242203988594
2002-04-08,1107.7324752630402
2002-04-09,1112.0300029088658
2002-04-10,1122.9937048490406
2002-04-11,1112.0247753181857
2002-04-12,1117.0292136309133
2002-04-15,1120.1285639669459
2002-04-16,1125.6245034091262
2002-04-17,1131.4433796645724
2002-04-18,1125.5439766078484
2002-04-19,1130.4232833130463
2002-04-22,1133.4150714542104
2002-04-23,1129.1525723281281
2002-04-24,1128.1885132618024
2002-04-25,1121.2531565632023
2002-04-26,1113.3596389817496
2002-04-29,1114.3860703087803
2002-04-30,1118.963702923809
2002-05-01,1119.1889519609165
2002-05-02,1130.7699034252635
2002-05-03,1136.9240545778728
2002-05-06,1136.304519639066
2002-05-07,1121.2727051972213
2002-05-08,1134.30633765394
2002-05-09,1128.3735302097637
2002-05-10,1126.4158124697587
2002-05-13,1123.2637490157874
2002-05-14,1114.5510572055093
2002-05-15,1124.2297070769444
2002-05-16,1123.152111846973
2002-05-17,1125.8011249452666
2002-05-20,1122.6737434564864
2002-05-21,1118.650691889306
2002-05-22,1107.4778636653157
2002-05-23,1103.6621547313212
