Date,JAPAN EQUAL WEIGHTED
1998-02-11,1070.71150735
1998-02-12,1074.72388872
1998-02-13,1037.46702344
1998-02-16,1013.68520422
1998-02-17,1007.37084745
1998-02-18,1000.30137498
1998-02-19,1002.60683497
1998-02-20,998.57859539
1998-02-23,985.54843151
1998-02-24,965.34937499
1998-02-25,964.13748362
1998-02-26,979.73993344
1998-02-27,1020.544611
1998-03-02,1055.8006767
1998-03-03,1049.43062251
1998-03-04,1034.64601677
1998-03-05,1013.8744119
1998-03-06,1026.3694982
1998-03-09,1019.36402093
1998-03-10,1020.12282442
1998-03-11,998.73113927
1998-03-12,986.4520963
1998-03-13,1022.55486745
1998-03-16,1000.5576138
1998-03-17,1008.02709618
1998-03-18,982.13127949
1998-03-19,983.43834415
1998-03-20,990.10310722
1998-03-23,986.58757051
1998-03-24,979.06113047
1998-03-25,990.56097401
1998-03-26,1012.28219796
1998-03-27,992.72651849
1998-03-30,952.65699448
1998-03-31,951.26631018
1998-04-01,925.552874
1998-04-02,882.83699637
1998-04-03,874.25874318
1998-04-06,891.51057684
1998-04-07,917.62932393
1998-04-08,949.78044465
1998-04-09,976.9705465
1998-04-10,971.57495895
1998-04-13,968.6382114
1998-04-14,965.41164695
1998-04-15,967.61976113
1998-04-16,926.30546878
1998-04-17,922.23104895
1998-04-20,918.71544737
1998-04-21,929.47297343
1998-04-22,929.32848783
1998-04-23,936.55215799
1998-04-24,943.46544992
1998-04-27,915.63006401
1998-04-28,902.57440039
1998-04-29,904.69504663
1998-04-30,919.00348875
1998-05-01,906.47808227
1998-05-04,905.52525599
1998-05-05,915.49194509
1998-05-06,892.34240566
1998-05-07,885.00432163
1998-05-08,889.91791683
1998-05-11,899.93671479
1998-05-12,888.63981591
1998-05-13,887.75197378
1998-05-14,887.10890407
1998-05-15,885.81166124
1998-05-18,873.59405375
1998-05-19,881.83184951
1998-05-20,891.76508527
1998-05-21,906.66744826
1998-05-22,902.49015484
1998-05-25,892.99056498
1998-05-26,892.93222842
1998-05-27,884.54688776
1998-05-28,884.19582281
1998-05-29,879.1354911
1998-06-01,856.44316842
1998-06-02,874.69447801
1998-06-03,869.23167492
1998-06-04,871.88769609
1998-06-05,859.90484726
1998-06-08,852.27523454
1998-06-09,860.04737572
1998-06-10,845.3660166
1998-06-11,824.85332614
1998-06-12,812.45342165
1998-06-15,792.80368708
1998-06-16,797.48637678
1998-06-17,837.04509229
1998-06-18,877.32897796
1998-06-19,895.46024155
1998-06-22,869.47505594
1998-06-23,851.07050711
1998-06-24,844.76183035
1998-06-25,841.82618038
1998-06-26,833.73106318
1998-06-29,851.08308038
1998-06-30,896.97753807
1998-07-01,934.0384935
1998-07-02,920.07915892
1998-07-03,930.29004214
1998-07-06,924.5235021
1998-07-07,939.37874997
1998-07-08,931.22284152
1998-07-09,910.23018644
1998-07-10,892.30901076
1998-07-13,904.69835634
1998-07-14,921.6277842
1998-07-15,922.16872894
1998-07-16,929.58334553
1998-07-17,924.89728505
1998-07-20,929.19077348
1998-07-21,921.61708348
1998-07-22,901.68751406
1998-07-23,894.70928354
1998-07-24,904.45536749
1998-07-27,876.79816214
1998-07-28,887.34203654
1998-07-29,882.76797015
1998-07-30,887.63059221
1998-07-31,889.18752165
1998-08-03,869.40173401
1998-08-04,866.66159169
1998-08-05,873.00720402
1998-08-06,866.0492649
1998-08-07,857.06959767
1998-08-10,838.52013118
1998-08-11,823.05597483
1998-08-12,828.79390157
1998-08-13,834.92961162
1998-08-14,821.34908688
1998-08-17,807.28793797
1998-08-18,820.88973778
1998-08-19,839.17093011
1998-08-20,846.68047081
1998-08-21,824.63948975
1998-08-24,817.46035475
1998-08-25,816.70222821
1998-08-26,805.68370117
1998-08-27,793.99826358
1998-08-28,769.81113012
1998-08-31,796.68045093
1998-09-01,833.94226741
1998-09-02,827.51635023
1998-09-03,838.13035957
1998-09-04,824.8677023
1998-09-07,879.27222884
1998-09-08,876.50866288
1998-09-09,836.52793838
1998-09-10,846.76807503
1998-09-11,831.66458154
1998-09-14,835.08133959
1998-09-15,836.96845798
1998-09-16,822.33192922
1998-09-17,819.81747254
1998-09-18,828.75546317
1998-09-21,804.81537457
1998-09-22,802.29078123
1998-09-23,795.78913983
1998-09-24,816.22717447
1998-09-25,797.74125931
1998-09-28,803.06140756
1998-09-29,810.56723236
1998-09-30,777.3616309
1998-10-01,764.0490999
1998-10-02,774.45022957
1998-10-05,763.75920414
1998-10-06,782.24181245
1998-10-07,882.95209988
1998-10-08,882.0783835
1998-10-09,893.85051072
1998-10-12,918.00058661
1998-10-13,879.54186584
1998-10-14,871.66101814
1998-10-15,874.01007204
1998-10-16,898.97947916
1998-10-19,926.55225617
1998-10-20,918.40175349
1998-10-21,947.27844197
1998-10-22,957.30627799
1998-10-23,944.51536115
1998-10-26,926.27175374
1998-10-27,919.99323524
1998-10-28,910.66917821
1998-10-29,928.33282118
1998-10-30,925.77040833
1998-11-02,965.37535038
1998-11-03,961.983955
1998-11-04,989.95089588
1998-11-05,973.75039195
1998-11-06,951.66714291
1998-11-09,926.4093303
1998-11-10,911.59617708
1998-11-11,934.89061884
1998-11-12,906.24100005
1998-11-13,928.29106044
1998-11-16,954.8943547
1998-11-17,948.65745284
1998-11-18,955.15879562
1998-11-19,967.47602177
1998-11-20,980.71472514
1998-11-23,974.71646994
1998-11-24,999.67682156
1998-11-25,987.06756349
1998-11-26,993.24422819
1998-11-27,982.2110273
1998-11-30,967.44417011
1998-12-01,973.37438241
1998-12-02,991.85975799
1998-12-03,988.39027486
1998-12-04,984.91986759
1998-12-07,979.5333842
1998-12-08,981.70428784
1998-12-09,1003.5981618
1998-12-10,1007.30455444
1998-12-11,992.93759172
1998-12-14,992.93799997
1998-12-15,976.04424678
1998-12-16,981.35882096
1998-12-17,978.77054838
1998-12-18,987.09793602
1998-12-21,982.51590388
1998-12-22,956.75066718
1998-12-23,965.00243023
1998-12-24,956.69341675
1998-12-25,966.71257436
1998-12-28,966.35874247
1998-12-29,978.20756084
1998-12-30,983.30645513
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,977.3776260252539
1999-01-05,973.7188243055007
1999-01-06,978.756342048242
1999-01-07,997.0751585087395
1999-01-08,986.2209813581942
1999-01-11,1007.5221628973077
1999-01-12,983.5766365858126
1999-01-13,966.3370772632776
1999-01-14,982.5811074710069
1999-01-15,978.1362107223788
1999-01-18,974.1520334849481
1999-01-19,979.044547447688
1999-01-20,993.3716288976526
1999-01-21,1006.6584512859222
1999-01-22,988.0937736941833
1999-01-25,998.9519424215138
1999-01-26,1010.5479147057221
1999-01-27,1002.9026850964739
1999-01-28,989.7861250433475
1999-01-29,998.5656703945651
1999-02-01,1005.4510327962909
1999-02-02,1024.7240097065405
1999-02-03,1012.8416345866742
1999-02-04,1008.7332332765802
1999-02-05,993.9933825750267
1999-02-08,989.838051484964
1999-02-09,977.6661555927801
1999-02-10,979.8466341109468
1999-02-11,981.7326031354823
1999-02-12,984.9071793566055
1999-02-15,981.9521058018333
1999-02-16,968.7944105592418
1999-02-17,954.3833631185513
1999-02-18,945.124939489808
1999-02-19,934.9796217164991
1999-02-22,947.8306549224897
1999-02-23,947.6706234108307
1999-02-24,941.3311770703966
1999-02-25,960.4599753444018
1999-02-26,966.898847472494
1999-03-01,956.2786988196891
1999-03-02,932.7887802921819
1999-03-03,934.1747113831259
1999-03-04,919.3957375339065
1999-03-05,961.5802515199707
1999-03-08,958.9055761291442
1999-03-09,974.8589175187225
1999-03-10,1007.6781803732209
1999-03-11,1016.4290948829806
1999-03-12,1027.953644025058
1999-03-15,1059.8143056619413
1999-03-16,1095.5489843272671
1999-03-17,1095.6691637846175
1999-03-18,1067.5506241854491
1999-03-19,1105.5598491388644
1999-03-22,1098.0132055489653
1999-03-23,1092.3488471727342
1999-03-24,1074.9520894283773
1999-03-25,1097.042949831578
1999-03-26,1085.6138847236477
1999-03-29,1089.7829301808601
1999-03-30,1074.1844512703465
1999-03-31,1102.3027493476322
1999-04-01,1113.3100375783476
1999-04-02,1104.1870834862862
1999-04-05,1097.4751081674515
1999-04-06,1124.8745306625315
1999-04-07,1130.0001522182033
1999-04-08,1151.6435685933957
1999-04-09,1149.1676951065954
1999-04-12,1144.0103186221068
1999-04-13,1159.3349521808082
1999-04-14,1183.9156816368854
1999-04-15,1174.7511476654229
1999-04-16,1196.749923601496
1999-04-19,1197.406651694425
1999-04-20,1188.4215839680455
1999-04-21,1158.4403188330539
1999-04-22,1156.8174642768156
1999-04-23,1172.5966985447717
1999-04-26,1180.0405434723298
1999-04-27,1174.2721278577574
1999-04-28,1184.4854860655767
1999-04-29,1184.7837825153726
1999-04-30,1175.3678339608173
1999-05-03,1167.9315837730112
1999-05-04,1160.1569627117585
1999-05-05,1159.006869068426
1999-05-06,1202.9261232468957
1999-05-07,1200.6825093556806
1999-05-10,1208.3672047698246
1999-05-11,1189.8676928926122
1999-05-12,1196.2608011577024
1999-05-13,1184.6790104848767
1999-05-14,1174.6709119096092
1999-05-17,1136.5607648251387
1999-05-18,1135.5118768780906
1999-05-19,1104.1126724550104
1999-05-20,1104.8038009465313
1999-05-21,1113.2179560141512
1999-05-24,1118.6089092964737
1999-05-25,1117.2718353427667
1999-05-26,1123.3174028664694
1999-05-27,1123.1385913671543
1999-05-28,1120.9343647897692
1999-05-31,1124.4067501630414
1999-06-01,1146.1203893357197
1999-06-02,1148.4622677810376
1999-06-03,1130.0942355787581
1999-06-04,1127.6988599471451
1999-06-07,1146.0599570640834
1999-06-08,1165.2332621667792
1999-06-09,1178.515531734794
1999-06-10,1204.866260654857
1999-06-11,1220.7694299509858
1999-06-14,1196.5115588012984
1999-06-15,1199.7510558192926
1999-06-16,1198.6878431012797
1999-06-17,1218.2902532699404
1999-06-18,1207.627310864813
1999-06-21,1207.209836298981
1999-06-22,1212.4220733756795
1999-06-23,1197.8432613314296
1999-06-24,1196.595481043403
1999-06-25,1196.3429825686867
1999-06-28,1203.600777517171
1999-06-29,1209.8876738183005
1999-06-30,1197.6093980846535
1999-07-01,1215.0146458004513
1999-07-02,1219.586329202624
1999-07-05,1216.6349944196268
1999-07-06,1218.8010029254513
1999-07-07,1214.0515159918402
1999-07-08,1206.3566421312883
1999-07-09,1208.5002422496045
1999-07-12,1217.9433455611106
1999-07-13,1224.6705221014147
1999-07-14,1237.1473395694775
1999-07-15,1242.598410559355
1999-07-16,1227.3273545538093
1999-07-19,1256.61739555887
1999-07-20,1255.0904574682302
1999-07-21,1262.9155700975202
1999-07-22,1241.8428453606741
1999-07-23,1237.7235088572475
1999-07-26,1235.5929423626906
1999-07-27,1229.197618623831
1999-07-28,1234.7548991162043
1999-07-29,1256.426325868656
1999-07-30,1271.864189949322
1999-08-02,1268.2906431906592
1999-08-03,1271.1590044265768
1999-08-04,1265.336614752628
1999-08-05,1249.5265103205782
1999-08-06,1230.8256878818547
1999-08-09,1223.6704630053584
1999-08-10,1236.2174132572088
1999-08-11,1228.0417295302861
1999-08-12,1238.4257397503434
1999-08-13,1234.8087392176187
1999-08-16,1271.7136848795324
1999-08-17,1276.9986163041544
1999-08-18,1283.2755911195718
1999-08-19,1288.0810035724123
1999-08-20,1311.0405334739405
1999-08-23,1328.267842697545
1999-08-24,1320.2857393166807
1999-08-25,1308.939685996109
1999-08-26,1289.3841176041135
1999-08-27,1285.146643072202
1999-08-30,1305.880567919565
1999-08-31,1288.0640234191526
1999-09-01,1324.8133352553227
1999-09-02,1320.487338774802
1999-09-03,1311.587971220401
1999-09-06,1320.216914608926
1999-09-07,1295.5875781390355
1999-09-08,1287.8377225320917
1999-09-09,1323.0268357727439
1999-09-10,1321.728775855518
1999-09-13,1359.8430162117807
1999-09-14,1355.8019584410822
1999-09-15,1369.5133375261603
1999-09-16,1336.2204994475505
1999-09-17,1312.7532881216607
1999-09-20,1324.0585170076329
1999-09-21,1366.8880640773762
1999-09-22,1334.9165832741394
1999-09-23,1332.542428612481
1999-09-24,1294.8068858194745
1999-09-27,1269.217866147685
1999-09-28,1299.6842681595122
1999-09-29,1289.2745384342477
1999-09-30,1330.0813232617197
1999-10-01,1348.7237339780706
1999-10-04,1335.0592208235917
1999-10-05,1319.894054327762
1999-10-06,1315.3129422591742
1999-10-07,1324.5528092745913
1999-10-08,1327.6838572545785
1999-10-11,1335.9566121393225
1999-10-12,1341.2470369174512
1999-10-13,1308.7326258052622
1999-10-14,1312.7743207287676
1999-10-15,1320.1287988551342
1999-10-18,1296.5564810232147
1999-10-19,1296.2601344625782
1999-10-20,1313.8383498047842
1999-10-21,1306.9895523059897
1999-10-22,1310.8271472143203
1999-10-25,1329.7645823503535
1999-10-26,1329.4677545280322
1999-10-27,1321.859951412138
1999-10-28,1309.1080666400662
1999-10-29,1345.715982605624
1999-11-01,1339.5916345571848
1999-11-02,1349.1869588888549
1999-11-03,1337.4331164877951
1999-11-04,1355.4473764324632
1999-11-05,1331.3324396054527
1999-11-08,1320.6248701197314
1999-11-09,1325.3481631656261
1999-11-10,1338.4562168822936
1999-11-11,1303.2716364741643
1999-11-12,1295.0423725794685
1999-11-15,1273.332857054261
1999-11-16,1264.2875562648387
1999-11-17,1312.978556575828
1999-11-18,1331.009893550074
1999-11-19,1331.6629345325384
1999-11-22,1344.2175981062044
1999-11-23,1352.5431248085138
1999-11-24,1330.7872610808315
1999-11-25,1310.2235815859344
1999-11-26,1344.849627219732
1999-11-29,1354.7830569668165
1999-11-30,1338.1954761707148
1999-12-01,1349.834631379757
1999-12-02,1352.107984283255
1999-12-03,1347.6451213974517
1999-12-06,1337.1165593972491
1999-12-07,1346.7083366058387
1999-12-08,1328.0210885392091
1999-12-09,1326.6505835524051
1999-12-10,1337.7417991988318
1999-12-13,1316.9643303171597
1999-12-14,1310.971675197867
1999-12-15,1309.8801669697275
1999-12-16,1308.1740617456621
1999-12-17,1296.9453234282862
1999-12-20,1297.5428735158646
1999-12-21,1303.3105730645311
1999-12-22,1320.9711104263054
1999-12-23,1317.662844533959
1999-12-24,1310.3995357673202
1999-12-27,1309.0289638998452
1999-12-28,1304.5894639703833
1999-12-29,1302.0055763188814
1999-12-30,1299.116462198603
1999-12-31,1299.116462198603
2000-01-03,1310.8346361232059
2000-01-04,1284.0505127705244
2000-01-05,1270.905220216688
2000-01-06,1236.4631850703556
2000-01-07,1242.7597597667384
2000-01-10,1243.8803727151305
2000-01-11,1266.2170372495737
2000-01-12,1255.3438477665923
2000-01-13,1281.802811244796
2000-01-14,1303.8007214028598
2000-01-17,1349.2161051936926
2000-01-18,1334.968944766401
2000-01-19,1319.0249353472266
2000-01-20,1326.8548912398778
2000-01-21,1325.315052202357
2000-01-24,1324.2089563245913
2000-01-25,1310.52933074572
2000-01-26,1317.4048763612548
2000-01-27,1325.0448490949136
2000-01-28,1317.6690808368114
2000-01-31,1322.5647984339128
2000-02-01,1299.3204471636031
2000-02-02,1299.6853231803193
2000-02-03,1301.3146142327348
2000-02-04,1307.4501488876758
2000-02-07,1296.1836301304882
2000-02-08,1279.311391060516
2000-02-09,1284.6359453219627
2000-02-10,1279.1719967420263
2000-02-11,1274.4741241010054
2000-02-14,1261.6557901052392
2000-02-15,1240.5509834567542
2000-02-16,1238.6434176706275
2000-02-17,1234.2161937388682
2000-02-18,1224.940793325886
2000-02-21,1188.9964388230217
2000-02-22,1181.481049803478
2000-02-23,1191.2937036056264
2000-02-24,1200.6645440429131
2000-02-25,1222.2814505372696
2000-02-28,1239.1409663772458
2000-02-29,1232.928427714402
2000-03-01,1262.2687865722382
2000-03-02,1262.1471916722173
2000-03-03,1262.6715303660767
2000-03-06,1261.0230060441118
2000-03-07,1279.7147670900022
2000-03-08,1266.4015337232427
2000-03-09,1275.9499764723198
2000-03-10,1292.4175315302423
2000-03-13,1294.1214082962915
2000-03-14,1288.5546255321367
2000-03-15,1281.0258789201428
2000-03-16,1295.3085695252119
2000-03-17,1308.0771201523426
2000-03-20,1302.1862629240916
2000-03-21,1298.0705803936953
2000-03-22,1289.6781391115562
2000-03-23,1289.0680539795962
2000-03-24,1304.58650660617
2000-03-27,1340.2220834457376
2000-03-28,1359.3235432086553
2000-03-29,1386.6678287689551
2000-03-30,1366.0603090927862
2000-03-31,1403.7028279913548
2000-04-03,1407.551397265343
2000-04-04,1401.7755698973742
2000-04-05,1415.3515811118173
2000-04-06,1406.3438919951516
2000-04-07,1402.909110342531
2000-04-10,1396.3335325254045
2000-04-11,1380.3466682598112
2000-04-12,1413.618627285932
2000-04-13,1409.7362141155168
2000-04-14,1418.31840006623
2000-04-17,1357.2346700914923
2000-04-18,1374.098559336463
2000-04-19,1381.6566332328714
2000-04-20,1366.3371419254977
2000-04-21,1330.7590564182526
2000-04-24,1383.5814986269795
2000-04-25,1378.3082150771077
2000-04-26,1359.7145893211039
2000-04-27,1344.535956602281
2000-04-28,1324.34225285195
2000-05-01,1329.7962820736207
2000-05-02,1345.3371694330344
2000-05-03,1343.1168357742258
2000-05-04,1355.6710720810322
2000-05-05,1348.8056506948662
2000-05-08,1353.122636858413
2000-05-09,1341.8895764515087
2000-05-10,1349.9483025538932
2000-05-11,1339.8677459081186
2000-05-12,1362.3423134658954
2000-05-15,1369.1081601717606
2000-05-16,1371.2198077723624
2000-05-17,1370.1066690116502
2000-05-18,1369.1212083617586
2000-05-19,1394.4140126057746
2000-05-22,1372.1197263906447
2000-05-23,1385.1343602429636
2000-05-24,1367.633343351778
2000-05-25,1373.8276690359125
2000-05-26,1372.6223378396946
2000-05-29,1378.644631798571
2000-05-30,1375.5918136199355
2000-05-31,1350.806298576021
2000-06-01,1360.2230102751055
2000-06-02,1362.6314364698374
2000-06-05,1393.2356083061038
2000-06-06,1423.148842673894
2000-06-07,1431.4246780012816
2000-06-08,1431.440287787496
2000-06-09,1428.4633583942925
2000-06-12,1445.0345221709883
2000-06-13,1442.5805214293955
2000-06-14,1430.9166663992023
2000-06-15,1416.2963897770844
2000-06-16,1418.8618917222068
2000-06-19,1438.6471928243673
2000-06-20,1463.2124609313973
2000-06-21,1475.0487855418824
2000-06-22,1477.1295238998855
2000-06-23,1474.9637000054984
2000-06-26,1456.204361972638
2000-06-27,1486.386553906179
2000-06-28,1495.805678550466
2000-06-29,1516.3917465087875
2000-06-30,1523.8438950376358
2000-07-03,1548.8003694068918
2000-07-04,1537.806267177384
2000-07-05,1520.5156071225329
2000-07-06,1508.2825998369665
2000-07-07,1509.2601012438668
2000-07-10,1530.8178760453266
2000-07-11,1533.657004375374
2000-07-12,1510.162642669245
2000-07-13,1478.0534042368683
2000-07-14,1485.3253811305826
2000-07-17,1474.5879054792213
2000-07-18,1448.5166092946254
2000-07-19,1442.4627752510098
2000-07-20,1441.5292287063764
2000-07-21,1416.500978964006
2000-07-24,1397.0390131276363
2000-07-25,1394.4765415969534
2000-07-26,1391.644961956019
2000-07-27,1372.049696657449
2000-07-28,1347.4376097715756
2000-07-31,1335.3636224515694
2000-08-01,1356.0336329607817
