Date,TAIWAN MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.3009383324127
1999-01-05,956.7936957208151
1999-01-06,984.4377335581512
1999-01-07,1030.450212678851
1999-01-08,1049.928917851059
1999-01-11,1056.865231560247
1999-01-12,1049.9387936222581
1999-01-13,1028.619029335162
1999-01-14,1016.0480000986142
1999-01-15,1062.8103980640155
1999-01-18,1039.908854149268
1999-01-19,1034.6757585153475
1999-01-20,1037.3623768471846
1999-01-21,1040.677796676364
1999-01-22,1018.4287242590499
1999-01-25,991.0722386911096
1999-01-26,1007.86075323061
1999-01-27,1018.7339839193273
1999-01-28,1009.5808077334347
1999-01-29,1002.8047268161569
1999-02-01,982.5787534405695
1999-02-02,960.4209149385207
1999-02-03,972.6355043310421
1999-02-04,943.482613643833
1999-02-05,945.5070094742208
1999-02-08,991.9192579936857
1999-02-09,966.7846670683508
1999-02-10,969.8311456733474
1999-02-11,971.5906177998554
1999-02-12,973.5718492410713
1999-02-15,977.1675624741513
1999-02-16,982.1058421950628
1999-02-17,975.9612543094224
1999-02-18,976.9179085419479
1999-02-19,984.2526276395549
1999-02-22,1054.2263262451906
1999-02-23,1034.4232915208881
1999-02-24,1049.9407592757589
1999-02-25,1047.8855414378666
1999-02-26,1064.4222791765008
1999-03-01,1071.0545320809679
1999-03-02,1051.8619588355884
1999-03-03,1069.8639431281704
1999-03-04,1061.6918939775837
1999-03-05,1062.2163632941051
1999-03-08,1081.8422687024733
1999-03-09,1090.2344688215242
1999-03-10,1087.8309959987814
1999-03-11,1092.3659918016133
1999-03-12,1087.4850332187768
1999-03-15,1121.492135028603
1999-03-16,1136.1928319988624
1999-03-17,1146.1638584764428
1999-03-18,1179.5683952455759
1999-03-19,1204.3191225131027
1999-03-22,1230.091394527019
1999-03-23,1199.8692959473294
1999-03-24,1192.2746754536481
1999-03-25,1206.1872367586177
1999-03-26,1245.7250474313987
1999-03-29,1216.5193173852801
1999-03-30,1216.4208304720937
1999-03-31,1203.9168557446833
1999-04-01,1237.2002679974391
1999-04-02,1269.2177323771164
1999-04-05,1265.3635033531534
1999-04-06,1263.113436595584
1999-04-07,1256.1937503229208
1999-04-08,1286.7946272100735
1999-04-09,1306.6587283306642
1999-04-12,1310.197451985799
1999-04-13,1335.8590289543213
1999-04-14,1336.0082573734653
1999-04-15,1362.0109574074006
1999-04-16,1349.070555607272
1999-04-19,1389.8034789869903
1999-04-20,1378.8994930153374
1999-04-21,1359.2691840075322
1999-04-22,1362.653650786378
1999-04-23,1372.8894649304996
1999-04-26,1378.6744106354806
1999-04-27,1360.0508471442156
1999-04-28,1347.1361449934798
1999-04-29,1297.0425283982995
1999-04-30,1303.3758712313145
1999-05-03,1285.8564038124723
1999-05-04,1328.3232027673153
1999-05-05,1311.814076978777
1999-05-06,1291.6994246463616
1999-05-07,1267.8053677812848
1999-05-10,1266.8966262619017
1999-05-11,1277.6887250803145
1999-05-12,1283.5324097101472
1999-05-13,1287.0755727166716
1999-05-14,1315.1006165837496
1999-05-17,1312.0424996193176
1999-05-18,1302.219226095305
1999-05-19,1308.8006813844638
1999-05-20,1314.9947814450948
1999-05-21,1326.8558981930112
1999-05-24,1325.3666597951853
1999-05-25,1299.1438865147973
1999-05-26,1329.9764316140388
1999-05-27,1345.0429641625935
1999-05-28,1327.363820946898
1999-05-31,1308.640565804217
1999-06-01,1316.6345695414168
1999-06-02,1355.6665446141383
1999-06-03,1372.7557757502277
1999-06-04,1388.1925812740376
1999-06-07,1454.0662933479114
1999-06-08,1467.705189735544
1999-06-09,1491.6045923466495
1999-06-10,1486.7515523762331
1999-06-11,1483.581326614893
1999-06-14,1490.547746756346
1999-06-15,1501.4769186663686
1999-06-16,1547.6824380887467
1999-06-17,1608.1744697875308
1999-06-18,1597.8143354491701
1999-06-21,1636.5873322101274
1999-06-22,1696.1950074571769
1999-06-23,1662.0102573924084
1999-06-24,1697.87033751752
1999-06-25,1591.4609781643035
1999-06-28,1618.9709412460434
1999-06-29,1695.4008725679982
1999-06-30,1675.7503905195606
1999-07-01,1686.0222855486443
1999-07-02,1713.6525242323733
1999-07-05,1683.5692023638178
1999-07-06,1660.5865712341463
1999-07-07,1671.4460553776473
1999-07-08,1710.5313407103506
1999-07-09,1697.242376935146
1999-07-12,1693.3116871936254
1999-07-13,1624.3991467153508
1999-07-14,1546.5113710518865
1999-07-15,1556.0511892252064
1999-07-16,1460.3235824386063
1999-07-19,1501.043894186639
1999-07-20,1553.4558508469204
1999-07-21,1544.3464906058375
1999-07-22,1515.0383543847095
1999-07-23,1517.1352018315495
1999-07-26,1458.3129174017884
1999-07-27,1408.8689388169746
1999-07-28,1440.6121260607658
1999-07-29,1405.1566963263724
1999-07-30,1423.4791208010993
1999-08-02,1383.4083039827547
1999-08-03,1388.2089181711658
