Date,CHINA A RMB MOMENTUM
2008-11-25,1000.0
2008-11-26,1009.8986300053621
2008-11-27,1019.8782868063024
2008-11-28,1028.1058393396038
2008-12-01,1044.498557358542
2008-12-02,1030.4012153512851
2008-12-03,1060.4428908441323
2008-12-04,1062.9593274502029
2008-12-05,1073.974412608819
2008-12-08,1080.114856123298
2008-12-09,1062.0712486372379
2008-12-10,1078.9132617555717
2008-12-11,1040.1030096851753
2008-12-12,1003.5347501074048
2008-12-15,986.7380161464556
2008-12-16,989.3064461807593
2008-12-17,955.2171708314293
2008-12-18,952.0873482923669
2008-12-19,993.3576933086341
2008-12-22,980.0895269511382
2008-12-23,944.9166692830876
2008-12-24,928.4546655548121
2008-12-25,925.9189635042574
2008-12-26,910.5837921374415
2008-12-29,897.5314330933123
2008-12-30,898.6474866571863
2008-12-31,912.4273691784168
2009-01-01,912.427369178417
2009-01-02,910.2337193386385
2009-01-05,945.3894331799621
2009-01-06,971.8884678353598
2009-01-07,944.2784216456702
2009-01-08,925.0423275281635
2009-01-09,948.9180469469557
2009-01-12,955.2498707147176
2009-01-13,950.4995804220988
2009-01-14,978.0982306913354
2009-01-15,980.4926929228152
2009-01-16,973.1729349725426
2009-01-19,989.5836442155883
2009-01-20,1006.5592279250176
2009-01-21,1002.4245363450134
2009-01-22,999.8455853181861
2009-01-23,1010.138147252406
2009-01-26,983.8318654050561
2009-01-27,980.9187998657635
2009-01-28,977.0244988227394
2009-01-29,987.8184924830389
2009-01-30,1008.2069428351081
2009-02-02,1021.8963530949742
2009-02-03,1031.4881628643311
2009-02-04,1054.954278329537
2009-02-05,1049.1212259258136
2009-02-06,1082.7127441421837
2009-02-09,1092.7442739106286
2009-02-10,1114.558982077812
2009-02-11,1124.1761956062442
2009-02-12,1137.4633935381526
2009-02-13,1155.3461046004174
2009-02-16,1182.1916025143958
2009-02-17,1173.353343547339
2009-02-18,1135.5058951387834
2009-02-19,1136.5558710104629
2009-02-20,1154.389003375451
2009-02-23,1170.6123370585524
2009-02-24,1122.4390687912269
2009-02-25,1118.5317551999426
2009-02-26,1067.9658379551852
2009-02-27,1062.9184176207968
2009-03-02,1085.7062700313784
2009-03-03,1079.8670946694997
2009-03-04,1135.7886659950027
2009-03-05,1136.099155258425
2009-03-06,1111.0549406284115
2009-03-09,1079.705493602308
2009-03-10,1080.0380791700607
2009-03-11,1070.2744446341878
2009-03-12,1066.3941615290637
2009-03-13,1052.6981146969515
2009-03-16,1053.3788087748924
2009-03-17,1083.0651914792345
2009-03-18,1073.135574547192
2009-03-19,1043.014878193358
2009-03-20,1052.3944004096052
2009-03-23,1074.1850386494152
2009-03-24,1086.47176870129
2009-03-25,1061.742236747067
2009-03-26,1083.227509543607
2009-03-27,1114.8399214106714
2009-03-30,1121.3598984177818
2009-03-31,1129.0959019277764
2009-04-01,1145.0509701902986
2009-04-02,1128.7926950370347
2009-04-03,1121.8113028300343
2009-04-06,1123.3593789975976
2009-04-07,1137.690319874582
2009-04-08,1112.7431496281913
2009-04-09,1129.4868970766381
2009-04-10,1156.6558404916452
2009-04-13,1163.9321380605186
2009-04-14,1174.4975364499119
2009-04-15,1182.5341991267078
2009-04-16,1180.3506659148618
2009-04-17,1188.9082146055791
2009-04-20,1214.8448383541195
2009-04-21,1204.5147963710747
2009-04-22,1167.099768066004
2009-04-23,1168.108158245661
2009-04-24,1145.6294748494097
2009-04-27,1141.7987305510042
2009-04-28,1149.3136526373135
2009-04-29,1156.0065835422408
2009-04-30,1163.174274031535
2009-05-01,1162.9987402996958
2009-05-04,1181.2425491723461
2009-05-05,1188.2115076178045
2009-05-06,1201.7688965459024
2009-05-07,1177.599999455317
2009-05-08,1175.605905315093
2009-05-11,1134.2634422175993
2009-05-12,1149.9012719748782
2009-05-13,1163.298323730137
2009-05-14,1161.4122941505832
2009-05-15,1161.65702001245
2009-05-18,1170.3236297187452
2009-05-19,1163.642068793107
2009-05-20,1138.7420415340066
2009-05-21,1128.8384206827461
2009-05-22,1104.5290451695485
2009-05-25,1104.2314781720418
2009-05-26,1102.1706856031742
2009-05-27,1117.0956650038313
2009-05-28,1116.0941088560367
2009-05-29,1099.3383069462618
2009-06-01,1152.8622415900988
2009-06-02,1148.1966566512172
2009-06-03,1188.4205987884436
2009-06-04,1173.7326071393088
2009-06-05,1188.2303686562543
2009-06-08,1184.5841277213678
2009-06-09,1171.303205083893
2009-06-10,1174.6254863069541
2009-06-11,1149.2610631667453
2009-06-12,1136.9119721287357
2009-06-15,1153.0552129941661
2009-06-16,1158.0500302472083
2009-06-17,1195.057031855819
2009-06-18,1205.8585216100344
2009-06-19,1205.1758168356187
2009-06-22,1202.2017070704528
2009-06-23,1178.4334624544697
2009-06-24,1224.8378785707603
2009-06-25,1235.0710743472814
2009-06-26,1231.5493774588126
2009-06-29,1255.1975124372161
2009-06-30,1271.9550384138886
2009-07-01,1293.429986423326
2009-07-02,1326.7254640240858
2009-07-03,1358.884462841895
2009-07-06,1364.979103501243
2009-07-07,1331.9145470885449
2009-07-08,1373.0929189620697
2009-07-09,1384.3290383075428
2009-07-10,1390.3982181153767
2009-07-13,1367.9029292796265
2009-07-14,1400.1218978114962
2009-07-15,1414.0375645103725
2009-07-16,1409.8768954448392
2009-07-17,1421.3916508200825
2009-07-20,1443.3597879865629
2009-07-21,1416.1614018195887
2009-07-22,1446.4249877009001
2009-07-23,1472.8521278431033
2009-07-24,1473.925572398534
2009-07-27,1503.373130576893
2009-07-28,1496.4871563110319
2009-07-29,1407.2170042932448
2009-07-30,1416.5562399675753
2009-07-31,1452.9689893665968
2009-08-03,1428.1537272087216
2009-08-04,1446.6381051963158
2009-08-05,1430.1113876844445
2009-08-06,1413.5833709705405
2009-08-07,1367.2390485460842
2009-08-10,1369.6088354516876
2009-08-11,1381.666079054156
2009-08-12,1324.2935320453162
2009-08-13,1355.8723189305745
2009-08-14,1336.3097994879668
2009-08-17,1244.1174214067685
2009-08-18,1256.7030801992325
2009-08-19,1170.400131140596
2009-08-20,1219.1949458392787
2009-08-21,1240.9187941672728
2009-08-24,1270.5959058511057
2009-08-25,1227.9110479866476
2009-08-26,1269.858924889759
2009-08-27,1251.7872451477026
2009-08-28,1199.8024720936241
2009-08-31,1103.1885604987017
2009-09-01,1094.9136071247417
2009-09-02,1124.3150466690345
2009-09-03,1203.6065221255171
2009-09-04,1219.8227281657896
2009-09-07,1216.9778578683815
2009-09-08,1248.7655997434472
2009-09-09,1265.3328101651286
2009-09-10,1248.3377728151393
2009-09-11,1266.3058653255216
2009-09-14,1286.730272965892
2009-09-15,1303.6023101082967
2009-09-16,1290.650776499098
2009-09-17,1301.8038427075905
2009-09-18,1247.1184208443105
2009-09-21,1263.1852851769168
2009-09-22,1218.598310310857
2009-09-23,1174.5208892930225
2009-09-24,1182.6374476889994
2009-09-25,1166.0841987059152
2009-09-28,1121.5416607516304
2009-09-29,1132.6211607676225
2009-09-30,1149.5807297926447
2009-10-01,1153.962265383311
2009-10-02,1150.525267194733
2009-10-05,1148.716265202288
2009-10-06,1139.4081388288905
2009-10-07,1144.5302950910368
2009-10-08,1138.173300868971
2009-10-09,1219.4902360428616
2009-10-12,1208.6681814522321
2009-10-13,1228.7283581040977
2009-10-14,1242.392124697556
2009-10-15,1244.1043878073208
2009-10-16,1260.805741525756
2009-10-19,1302.0481238289863
2009-10-20,1316.2909031501313
2009-10-21,1305.2900754569268
2009-10-22,1290.5567084445865
2009-10-23,1326.5852025850243
2009-10-26,1337.523853740643
2009-10-27,1292.2036147341655
2009-10-28,1308.5624746380574
2009-10-29,1261.4350800161835
2009-10-30,1281.7549023704667
2009-11-02,1316.6456432907598
2009-11-03,1338.8183377434648
2009-11-04,1328.9881834553382
2009-11-05,1328.1415161511802
2009-11-06,1342.5151677633332
2009-11-09,1332.3032397187549
2009-11-10,1338.5994710695904
2009-11-11,1321.7296647058217
2009-11-12,1327.8963148557327
2009-11-13,1331.8726700107447
2009-11-16,1394.1052711978743
2009-11-17,1402.9305002704316
2009-11-18,1398.9901122881083
2009-11-19,1410.5522066364133
2009-11-20,1397.6796700543912
2009-11-23,1402.7327186119846
2009-11-24,1366.3098735199412
2009-11-25,1395.0127096877875
2009-11-26,1366.5651714832725
2009-11-27,1308.4581975572835
2009-11-30,1359.6045168594385
2009-12-01,1368.9511341099071
2009-12-02,1393.6616205221421
2009-12-03,1386.3708821809762
2009-12-04,1406.2195854612414
2009-12-07,1411.5138964173589
2009-12-08,1407.938188378985
2009-12-09,1392.0538015294815
2009-12-10,1399.672541091625
2009-12-11,1408.638814289447
2009-12-14,1411.82532879136
2009-12-15,1420.8543734726964
2009-12-16,1406.2212339562766
2009-12-17,1396.7363694921507
2009-12-18,1359.4932613183814
2009-12-21,1358.27677359213
2009-12-22,1328.2710265670662
2009-12-23,1335.8211977343387
2009-12-24,1399.1405942354795
2009-12-25,1391.8185681901602
2009-12-28,1406.7858013408127
2009-12-29,1407.7149050868622
2009-12-30,1425.252466771607
2009-12-31,1424.3886675107062
2010-01-01,1424.388667510706
2010-01-04,1397.7796385497593
2010-01-05,1408.1165314305417
2010-01-06,1402.2652622598443
2010-01-07,1378.9944520361046
2010-01-08,1367.818605168229
2010-01-11,1335.4217612486175
2010-01-12,1355.1758386351903
2010-01-13,1311.5391773994124
2010-01-14,1338.2004409101164
2010-01-15,1350.6208016316114
2010-01-18,1354.7641980450892
2010-01-19,1366.1685613787324
2010-01-20,1335.0574171425765
2010-01-21,1326.899377829363
2010-01-22,1288.0826443457054
2010-01-25,1280.516013840284
2010-01-26,1256.059239676495
2010-01-27,1240.4702637419718
