Date,CHINA A ONSHORE MOMENTUM
2007-11-30,1000.0
2007-12-03,1007.4734130833783
2007-12-04,1014.4442249539018
2007-12-05,1055.2754897513375
2007-12-06,1055.102250107535
2007-12-07,1067.9452170917323
2007-12-10,1084.251772802115
2007-12-11,1084.2394754978436
2007-12-12,1067.4479744134592
2007-12-13,1032.215382271135
2007-12-14,1064.6396231116332
2007-12-17,1031.0001384711245
2007-12-18,1025.703051910258
2007-12-19,1053.6686808841328
2007-12-20,1077.6098267166644
2007-12-21,1091.5399949815503
2007-12-24,1115.611969116856
2007-12-25,1116.1653596783776
2007-12-26,1114.6744146279336
2007-12-27,1141.4768007386936
2007-12-28,1129.6278332907955
2007-12-31,1136.1179490868644
2008-01-01,1136.1179490868644
2008-01-02,1129.6334988745116
2008-01-03,1132.550901284786
2008-01-04,1145.2172477502672
2008-01-07,1167.5868358000641
2008-01-08,1168.1418352828384
2008-01-09,1193.9256609966576
2008-01-10,1206.4771922601371
2008-01-11,1212.776516509102
2008-01-14,1213.9417545579565
2008-01-15,1208.9457523915041
2008-01-16,1179.6921913843682
2008-01-17,1151.1280927083212
2008-01-18,1168.6248882320222
2008-01-21,1120.0262833138213
2008-01-22,1024.890286457414
2008-01-23,1080.8821967059328
2008-01-24,1078.846370581526
2008-01-25,1097.8123815243878
2008-01-28,1019.4278004662285
2008-01-29,1025.0892856888454
2008-01-30,1008.412550021768
2008-01-31,986.1872328642283
2008-02-01,979.0800785236235
2008-02-04,1064.541781817622
2008-02-05,1071.8419398408387
2008-02-06,1070.745052302199
2008-02-07,1082.1143588871294
2008-02-08,1082.6368850494584
2008-02-11,1082.6368850494584
2008-02-12,1075.5882263043193
2008-02-13,1047.4035707817795
2008-02-14,1062.2421142336448
2008-02-15,1045.2598893409927
2008-02-18,1069.512208803915
2008-02-19,1087.1477601728382
2008-02-20,1071.3902419532217
2008-02-21,1052.1599424849392
2008-02-22,1010.4453341772825
2008-02-25,964.0099874231217
2008-02-26,955.3966808433432
2008-02-27,971.462921969058
2008-02-28,966.2482441245103
2008-02-29,977.9705614114586
2008-03-03,1002.6726396303627
2008-03-04,970.894561732931
2008-03-05,959.3016412051195
2008-03-06,966.4754732118697
2008-03-07,953.6062203479174
2008-03-10,910.6150462500447
2008-03-11,911.7976284718213
2008-03-12,873.4625747589268
2008-03-13,851.5414359152255
2008-03-14,839.9090862447281
2008-03-17,794.6147761289322
2008-03-18,755.24371619748
2008-03-19,787.3844972229404
2008-03-20,820.2279204934063
2008-03-21,827.6297298304814
2008-03-24,789.8577090757095
2008-03-25,789.4391408762085
2008-03-26,789.2784065933577
2008-03-27,759.826596363926
2008-03-28,796.9219056326266
2008-03-31,767.7137126335695
2008-04-01,738.7268226553512
2008-04-02,729.2429134886825
2008-04-03,749.957101924093
2008-04-04,744.8359084378716
2008-04-07,789.7900264927973
2008-04-08,801.2570470594355
2008-04-09,756.3480062821175
2008-04-10,771.6618119626567
2008-04-11,773.6935300905244
2008-04-14,720.2811620282339
2008-04-15,732.1370929931791
2008-04-16,707.8055362367201
2008-04-17,691.370757709203
2008-04-18,676.2591181023088
2008-04-21,667.7210025474536
2008-04-22,674.274343570584
2008-04-23,714.3185995167071
2008-04-24,787.3464320427132
2008-04-25,794.9196348789728
2008-04-28,778.7029109600369
2008-04-29,793.2610290112542
2008-04-30,834.8663801032518
2008-05-01,841.2695169623978
2008-05-02,843.7816658656579
2008-05-05,859.9491653703541
2008-05-06,847.0279447643786
2008-05-07,816.5849498811522
2008-05-08,837.0151230238065
2008-05-09,827.0282223639254
2008-05-12,828.1275584524027
2008-05-13,817.6185441247403
2008-05-14,846.2325036079045
2008-05-15,837.8761754115765
2008-05-16,832.5210260120151
2008-05-19,830.6347373770417
2008-05-20,781.5385288153658
2008-05-21,792.0844686137883
2008-05-22,782.0824610646542
2008-05-23,773.3505731344619
2008-05-26,747.5944122846943
2008-05-27,750.8524470119614
2008-05-28,777.7266053626482
2008-05-29,762.27520848011
2008-05-30,766.503585347979
2008-06-02,770.6581678834713
2008-06-03,772.3048921375365
2008-06-04,752.9896425208564
2008-06-05,737.8938048509674
2008-06-06,727.0732830666913
2008-06-09,727.3044008018597
2008-06-10,689.5851654465168
2008-06-11,679.5889743155913
2008-06-12,672.9527613681811
2008-06-13,654.4301155982977
2008-06-16,638.1075617190204
2008-06-17,616.0402953762069
2008-06-18,648.6952570799672
2008-06-19,609.5637074276641
2008-06-20,622.7163253679088
2008-06-23,616.4561958878285
2008-06-24,627.2783122940027
2008-06-25,654.6014651719818
2008-06-26,648.5568082268849
2008-06-27,619.9128225955254
2008-06-30,616.5471378830729
2008-07-01,600.527028896765
2008-07-02,601.3633515401182
2008-07-03,625.1867761234821
2008-07-04,619.2648308189974
2008-07-07,645.357505616667
2008-07-08,649.7678412575632
2008-07-09,663.8630724933768
2008-07-10,652.8342799596173
2008-07-11,646.6119268063626
2008-07-14,652.831746003956
2008-07-15,631.6136065873627
2008-07-16,618.899089090843
2008-07-17,609.4212148976551
2008-07-18,627.408695908507
2008-07-21,643.4418391633967
2008-07-22,643.570295724821
2008-07-23,639.9466403498341
2008-07-24,656.6266200915846
2008-07-25,650.554693678882
2008-07-28,648.2352199174412
2008-07-29,646.4763698414469
2008-07-30,641.312395717802
2008-07-31,622.7505635368262
2008-08-01,626.9213646220953
2008-08-04,611.5617582605573
2008-08-05,597.0552798017975
2008-08-06,598.6770901810735
2008-08-07,597.2698117163193
2008-08-08,588.600020326618
2008-08-11,561.1634605910328
2008-08-12,562.7503209903888
2008-08-13,567.4147735408807
2008-08-14,566.1351017744782
2008-08-15,570.0721936786794
2008-08-18,538.7891813131963
2008-08-19,544.3245578761681
2008-08-20,580.9474980732542
2008-08-21,555.337876668949
2008-08-22,549.6744209357897
2008-08-25,545.7822050612192
2008-08-26,531.8294685212181
2008-08-27,523.8552758555742
2008-08-28,525.4137987916673
2008-08-29,536.358655116498
2008-09-01,523.4071485186684
2008-09-02,516.9872748490005
2008-09-03,507.83543760754424
2008-09-04,512.6976532400265
2008-09-05,503.3474768085039
2008-09-08,490.9763622908051
2008-09-09,495.64648338045396
2008-09-10,498.50076629049806
2008-09-11,490.86118668225856
2008-09-12,482.3878694913212
2008-09-15,481.87792777086804
2008-09-16,473.4696916205898
2008-09-17,460.4516912223276
2008-09-18,449.3300342286006
2008-09-19,486.14776340309027
2008-09-22,501.53704076893587
2008-09-23,482.04530296139956
2008-09-24,488.40738950717724
2008-09-25,506.10958758821164
2008-09-26,514.2712392064677
2008-09-29,520.3992417797133
2008-09-30,534.7739903512812
2008-10-01,536.4735648813936
2008-10-02,544.2277018996031
2008-10-03,544.0306250566193
2008-10-06,531.7713308687662
2008-10-07,521.4113380100993
2008-10-08,506.0861029671851
2008-10-09,498.1647941853968
2008-10-10,482.40577707427025
2008-10-13,490.9866563379726
2008-10-14,476.2287924655117
2008-10-15,471.66310117452997
2008-10-16,456.81026102542353
2008-10-17,457.27149108791866
2008-10-20,477.0463198584037
2008-10-21,478.79203603468557
2008-10-22,480.76672374716225
2008-10-23,484.7541647740751
2008-10-24,478.770543479085
2008-10-27,460.67964205914757
2008-10-28,472.9578196326273
2008-10-29,447.4034818760123
2008-10-30,455.4933009775023
2008-10-31,453.2135036526683
2008-11-03,446.60795675214143
2008-11-04,433.19362997141394
2008-11-05,444.5815156566641
2008-11-06,445.39973780710875
2008-11-07,449.1914234094879
2008-11-10,474.4579806978137
2008-11-11,479.43241149235286
2008-11-12,483.62926593429955
2008-11-13,499.61052267807366
2008-11-14,515.1301541642174
2008-11-17,529.9368894485266
2008-11-18,496.9262875066231
2008-11-19,524.7029681290293
2008-11-20,526.0226028846027
2008-11-21,521.5245594678411
2008-11-24,491.3046383793521
2008-11-25,484.0907760188515
2008-11-26,487.8397937610103
2008-11-27,494.791809729843
2008-11-28,498.6597348778701
