Date,CHILE MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1007.2703030995294
1999-01-05,1008.514590991959
1999-01-06,1019.2389571029439
1999-01-07,1007.0595267223879
1999-01-08,1019.2934149571347
1999-01-11,984.1292291198333
1999-01-12,957.9361472486956
1999-01-13,893.1598297540339
1999-01-14,872.1604286369528
1999-01-15,905.5928038843465
1999-01-18,906.4503352954348
1999-01-19,903.5504363793194
1999-01-20,924.5705930801607
1999-01-21,925.5487934556055
1999-01-22,926.6529390785549
1999-01-25,961.9139911463177
1999-01-26,967.8300286333653
1999-01-27,982.5825639068664
1999-01-28,984.6802746970056
1999-01-29,995.2329958241006
1999-02-01,1003.8542520855137
1999-02-02,992.7697319367564
1999-02-03,999.1641873783536
1999-02-04,1011.205242002757
1999-02-05,1014.3513369023436
1999-02-08,1028.9361947532168
1999-02-09,1034.0368506416007
1999-02-10,1041.6475850973495
1999-02-11,1068.1067820661922
1999-02-12,1065.5980001115768
1999-02-15,1065.2403722830302
1999-02-16,1078.228893454342
1999-02-17,1071.322622076168
1999-02-18,1083.5238981126058
1999-02-19,1115.6195822940786
1999-02-22,1118.7322749327514
1999-02-23,1111.807302294941
1999-02-24,1127.546562420651
1999-02-25,1100.1568415172096
1999-02-26,1086.743072887346
1999-03-01,1088.6255581777677
1999-03-02,1079.411690693177
1999-03-03,1104.5033963980568
1999-03-04,1143.1175122640045
1999-03-05,1139.1392582908213
1999-03-08,1148.8802870412735
1999-03-09,1147.2279478300852
1999-03-10,1153.0828214059363
1999-03-11,1169.5041951138032
1999-03-12,1167.9926319097688
1999-03-15,1171.0329279273417
1999-03-16,1181.0444977914315
1999-03-17,1170.7979796830898
1999-03-18,1181.4938067343905
1999-03-19,1201.522048064782
1999-03-22,1205.4533067555478
1999-03-23,1197.552020087026
1999-03-24,1195.4270150249747
1999-03-25,1221.353756183173
1999-03-26,1237.4629492168492
1999-03-29,1241.8787360643187
1999-03-30,1242.6452348509165
1999-03-31,1251.0457508248812
1999-04-01,1253.139712307302
1999-04-02,1255.927694054266
1999-04-05,1282.06266845991
1999-04-06,1284.5855339664008
1999-04-07,1292.4372780469166
1999-04-08,1316.7017840570766
1999-04-09,1335.0769314227964
1999-04-12,1327.1915725689366
1999-04-13,1352.6423771380873
1999-04-14,1364.2336323512939
1999-04-15,1383.7825832554295
1999-04-16,1409.8979480896946
1999-04-19,1464.8773313784754
1999-04-20,1477.6222561348484
1999-04-21,1466.0303528915829
1999-04-22,1430.6212975974013
1999-04-23,1404.7204623935042
1999-04-26,1397.7578969183846
1999-04-27,1361.3227386270269
1999-04-28,1401.5001917204875
1999-04-29,1390.6286586400595
1999-04-30,1414.516376675293
1999-05-03,1429.724073046375
1999-05-04,1408.2030882403292
1999-05-05,1389.9582149311223
1999-05-06,1387.061269422003
1999-05-07,1414.671916359245
1999-05-10,1457.56655638008
1999-05-11,1481.8874651620308
1999-05-12,1491.97309470332
1999-05-13,1509.7966710253725
1999-05-14,1487.9502856488484
1999-05-17,1473.8072674165421
1999-05-18,1463.9979698032062
1999-05-19,1445.3591934433257
1999-05-20,1435.3209105720907
1999-05-21,1444.7714153596194
1999-05-24,1390.7581691958483
1999-05-25,1373.6823875110022
1999-05-26,1410.432401805224
1999-05-27,1409.0251800568358
1999-05-28,1396.12269840599
1999-05-31,1403.1973871643863
1999-06-01,1396.222364939628
1999-06-02,1411.1941158597424
1999-06-03,1411.943808474176
1999-06-04,1438.1814804796134
1999-06-07,1453.1631033234496
1999-06-08,1442.5404913063564
1999-06-09,1431.8226317016379
1999-06-10,1433.6948011609488
1999-06-11,1440.088159664203
1999-06-14,1447.085912645677
1999-06-15,1431.1222425559533
1999-06-16,1466.0495437294192
1999-06-17,1473.1258911667526
1999-06-18,1458.1672906074982
1999-06-21,1469.1040682914856
1999-06-22,1498.6328696274381
1999-06-23,1480.1052788295608
1999-06-24,1463.6342686813098
1999-06-25,1432.3788321699067
1999-06-28,1447.430648425839
1999-06-29,1452.3312600529157
1999-06-30,1480.4655372812272
1999-07-01,1527.1647725119335
1999-07-02,1551.258522861918
1999-07-05,1563.57957470803
1999-07-06,1563.5708806276166
1999-07-07,1575.4162730381922
1999-07-08,1575.727812131449
1999-07-09,1574.887599597489
1999-07-12,1562.3195595750856
1999-07-13,1559.5695192531296
1999-07-14,1555.0076930262312
1999-07-15,1552.0688079017916
1999-07-16,1547.6162511876425
1999-07-19,1544.736250443175
1999-07-20,1499.3219133011194
1999-07-21,1491.197135974352
1999-07-22,1491.8090332357763
1999-07-23,1473.541656050061
1999-07-26,1419.923995935723
1999-07-27,1419.9182899320836
1999-07-28,1425.264853688844
1999-07-29,1399.9526500832774
1999-07-30,1403.4789487119815
1999-08-02,1410.6440817583125
1999-08-03,1407.846958137353
1999-08-04,1412.2533317792597
