Date,KOREA MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1089.3017855195044
1999-01-05,1132.9341200285019
1999-01-06,1156.7512350124557
1999-01-07,1221.943672650326
1999-01-08,1170.7724531830454
1999-01-11,1188.4908187041885
1999-01-12,1141.5183250580576
1999-01-13,1117.1729788314929
1999-01-14,1044.900522493907
1999-01-15,1080.568310175993
1999-01-18,1099.9456885722393
1999-01-19,1104.3572962082392
1999-01-20,1120.2068242321825
1999-01-21,1065.4340105680992
1999-01-22,1003.8834406392331
1999-01-25,996.0425637464502
1999-01-26,996.5071267088108
1999-01-27,1073.5711385446853
1999-01-28,1082.866595440525
1999-01-29,1076.565391381547
1999-02-01,1102.9997983824874
1999-02-02,1069.7007960572446
1999-02-03,1040.4649781330918
1999-02-04,1045.7236942160919
1999-02-05,1053.925162127019
1999-02-08,1038.6411191342634
1999-02-09,1012.1750879983339
1999-02-10,1009.2435096363578
1999-02-11,1009.2613749381633
1999-02-12,1069.1046544568976
1999-02-15,1073.0532009936271
1999-02-16,1078.9808734057688
1999-02-17,1073.8899817214008
1999-02-18,1031.221026508129
1999-02-19,991.7602399405835
1999-02-22,964.0083436540053
1999-02-23,961.5348757558635
1999-02-24,959.208016581103
1999-02-25,953.5661763367448
1999-02-26,999.9688151216948
1999-03-01,1007.6993094014247
1999-03-02,1026.593369061612
1999-03-03,1024.9038728546102
1999-03-04,1016.2609176912124
1999-03-05,1016.4724660916921
1999-03-08,1086.8225761332196
1999-03-09,1093.1975335045997
1999-03-10,1076.5933590392635
1999-03-11,1115.5796617053154
1999-03-12,1116.4048507501502
1999-03-15,1121.4308635762768
1999-03-16,1137.813704911523
1999-03-17,1129.2926309769239
1999-03-18,1105.387629555239
1999-03-19,1159.5860794210007
1999-03-22,1175.7878344504568
1999-03-23,1187.0415265601227
1999-03-24,1167.2400162131771
1999-03-25,1165.0421112125628
1999-03-26,1184.5334054620555
1999-03-29,1178.2312544466968
1999-03-30,1203.2812580344773
1999-03-31,1188.9851509822074
1999-04-01,1241.3095146566773
1999-04-02,1255.683589900254
1999-04-05,1261.7064016140944
1999-04-06,1288.2768317648488
1999-04-07,1304.8382513827166
1999-04-08,1314.4771275303506
1999-04-09,1330.7134259117347
1999-04-12,1298.8675960719738
1999-04-13,1307.4841459849415
1999-04-14,1314.1065168829275
1999-04-15,1419.6783355987566
1999-04-16,1464.1189830638589
1999-04-19,1596.5216210707947
1999-04-20,1612.88502043926
1999-04-21,1565.9913505815348
1999-04-22,1560.7360408011582
1999-04-23,1608.7571633006091
1999-04-26,1720.4948142081412
1999-04-27,1769.84104763943
1999-04-28,1758.0238344217007
1999-04-29,1639.2534890314219
1999-04-30,1622.4203479700102
1999-05-03,1610.6157607064044
1999-05-04,1630.3929897040132
1999-05-05,1618.015382462552
1999-05-06,1703.6920643231592
1999-05-07,1720.4239465307296
1999-05-10,1732.0404340129921
1999-05-11,1673.263333547354
1999-05-12,1651.2414640299462
1999-05-13,1555.1965739328384
1999-05-14,1560.5515678484169
1999-05-17,1539.522010003199
1999-05-18,1568.0663933276799
1999-05-19,1581.629726838792
1999-05-20,1522.1035988311112
1999-05-21,1536.6494140601442
1999-05-24,1507.8056446132168
1999-05-25,1524.6953746370557
1999-05-26,1580.175226614047
1999-05-27,1595.6721352740797
1999-05-28,1607.4441420247445
1999-05-31,1623.8379211198583
1999-06-01,1628.3609080300441
1999-06-02,1732.1843852819475
1999-06-03,1731.7331336084042
1999-06-04,1780.00958086091
1999-06-07,1950.2426654400883
1999-06-08,1989.8412401390478
1999-06-09,1873.9600693318641
1999-06-10,1994.9978717023455
1999-06-11,1934.4003973631534
1999-06-14,1841.8821728055145
1999-06-15,1819.120237378855
1999-06-16,1850.79900413256
1999-06-17,1880.9019707235545
1999-06-18,1843.1993792100702
1999-06-21,1877.1924351894718
1999-06-22,1883.5422229019887
1999-06-23,1941.4633717680524
1999-06-24,1913.9297567366007
1999-06-25,1920.0255976861588
1999-06-28,1962.4669192062347
1999-06-29,1960.2881324957636
1999-06-30,1946.826866794132
1999-07-01,2035.4978004754894
1999-07-02,2087.11078873585
1999-07-05,2174.031977756757
1999-07-06,2153.913570939789
1999-07-07,2220.299285690901
1999-07-08,2191.2339783781135
1999-07-09,2276.0666333019794
1999-07-12,2172.679146335137
1999-07-13,2080.183860814182
1999-07-14,1980.1985470870716
1999-07-15,2051.085647868435
1999-07-16,2163.982359932063
1999-07-19,2133.9285482609384
1999-07-20,2011.9724832588497
1999-07-21,1909.2995534433644
1999-07-22,1930.7482520722958
1999-07-23,1764.8676005828593
1999-07-26,1605.8171591309595
1999-07-27,1762.1021835982942
1999-07-28,1809.1727245980426
1999-07-29,1852.020796998993
1999-07-30,1752.0880068550114
1999-08-02,1725.119989005564
1999-08-03,1748.530515399766
