Date,MEXICO MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,983.828263923947
1999-01-05,974.6728546173262
1999-01-06,962.6160928565289
1999-01-07,958.1229671200883
1999-01-08,957.1266882076482
1999-01-11,935.826653435983
1999-01-12,895.7975729594132
1999-01-13,829.9975238610112
1999-01-14,844.3819539789301
1999-01-15,944.9952318508003
1999-01-18,957.3855293922855
1999-01-19,946.1893358414596
1999-01-20,998.3888871488524
1999-01-21,983.1216732549259
1999-01-22,981.1509435244532
1999-01-25,985.7663302514175
1999-01-26,996.8127636069922
1999-01-27,1004.5446082995876
1999-01-28,1045.687753279571
1999-01-29,1050.8667111396771
1999-02-01,1083.0446010472253
1999-02-02,1078.1565460547392
1999-02-03,1074.554208842748
1999-02-04,1071.5782031773085
1999-02-05,1073.7737712640292
1999-02-08,1073.623931323524
1999-02-09,1053.764075508052
1999-02-10,1061.3630025493528
1999-02-11,1101.6802928784984
1999-02-12,1107.0459957092116
1999-02-15,1108.6598081310415
1999-02-16,1125.0335118936478
1999-02-17,1097.626990693051
1999-02-18,1104.3969169640131
1999-02-19,1143.1337525122974
1999-02-22,1153.515464152926
1999-02-23,1154.5813181302724
1999-02-24,1153.3404456670141
1999-02-25,1148.3543883099467
1999-02-26,1159.101731602426
1999-03-01,1152.4567057339525
1999-03-02,1145.0643247677215
1999-03-03,1133.659608706664
1999-03-04,1168.7298846152353
1999-03-05,1187.3683598473046
1999-03-08,1222.625899977802
1999-03-09,1250.708684255398
1999-03-10,1273.8293257372698
1999-03-11,1291.1923280628512
1999-03-12,1276.0379578218663
1999-03-15,1296.954795245577
1999-03-16,1327.2716994057823
1999-03-17,1301.900247144677
1999-03-18,1311.0816223983572
1999-03-19,1301.6239614631108
1999-03-22,1292.1127934169851
1999-03-23,1279.9595128519334
1999-03-24,1317.5561826801913
1999-03-25,1327.8328552410567
1999-03-26,1320.3117275456825
1999-03-29,1340.1220380355944
1999-03-30,1343.6985343560293
1999-03-31,1348.6817323461173
1999-04-01,1345.1933731409729
1999-04-02,1351.4484682498235
1999-04-05,1395.23464206479
1999-04-06,1390.65012620101
1999-04-07,1385.642455334201
1999-04-08,1377.6569152726438
1999-04-09,1385.4654638179038
1999-04-12,1397.3647560736451
1999-04-13,1401.5490158820658
1999-04-14,1391.1322630648237
1999-04-15,1447.396589614391
1999-04-16,1458.992080130708
1999-04-19,1477.7667469036307
1999-04-20,1445.1637617811912
1999-04-21,1431.817839861049
1999-04-22,1484.716192212047
1999-04-23,1485.8597731310174
1999-04-26,1474.1836005578464
1999-04-27,1478.1474460662982
1999-04-28,1492.0882593941596
1999-04-29,1510.107523428993
1999-04-30,1500.6170160512058
1999-05-03,1545.9984234933531
1999-05-04,1541.4073463493137
1999-05-05,1531.303070070393
1999-05-06,1563.804199264913
1999-05-07,1599.6795340563722
1999-05-10,1630.7124463087584
1999-05-11,1619.3268122296615
1999-05-12,1600.106360851349
1999-05-13,1647.5122123511305
1999-05-14,1603.77306886511
1999-05-17,1591.6148247774577
1999-05-18,1598.7038529617914
1999-05-19,1560.5767148264067
1999-05-20,1578.4634459218448
1999-05-21,1546.9024261685015
1999-05-24,1505.350097161686
1999-05-25,1461.1903287476914
1999-05-26,1546.5189584102038
1999-05-27,1493.295390137919
1999-05-28,1494.3050661045875
1999-05-31,1509.631964840751
1999-06-01,1480.4774351369329
1999-06-02,1490.5773940521608
1999-06-03,1475.426367621011
1999-06-04,1500.0017614721653
1999-06-07,1521.6431429908594
1999-06-08,1503.0008751690812
1999-06-09,1490.4591980403627
1999-06-10,1470.8082145869162
1999-06-11,1430.9001288171007
1999-06-14,1413.4369808950787
1999-06-15,1464.7819958634602
1999-06-16,1589.2497818233976
1999-06-17,1605.009227348687
1999-06-18,1611.6618067347383
1999-06-21,1655.1830645807531
1999-06-22,1637.1408785441304
1999-06-23,1589.6734582911145
1999-06-24,1546.9876332041895
1999-06-25,1507.3348373924994
1999-06-28,1554.1683048473167
1999-06-29,1581.2523025296823
1999-06-30,1651.9016254574124
1999-07-01,1659.266379139286
1999-07-02,1683.1141414085632
1999-07-05,1694.8390269937543
1999-07-06,1680.5622131654673
1999-07-07,1697.1348587973712
1999-07-08,1682.9375388089938
1999-07-09,1671.795599924041
1999-07-12,1638.7844199260696
1999-07-13,1658.8983146710295
1999-07-14,1662.6070507631696
1999-07-15,1667.6395004892286
1999-07-16,1678.6340955284043
1999-07-19,1704.6613706911382
1999-07-20,1626.8059267738658
1999-07-21,1624.4798511333267
1999-07-22,1600.0649578052262
1999-07-23,1544.1732951789763
1999-07-26,1474.4988150878855
1999-07-27,1478.326504737233
1999-07-28,1509.765647089556
1999-07-29,1437.9336660225729
1999-07-30,1444.2455915888222
1999-08-02,1401.672463592083
1999-08-03,1421.606794414432
1999-08-04,1394.8232645502267
