Date,EM SMALL CAP VALUE WEIGHTED
1998-04-23,806.5883940586242
1998-04-24,802.1736299737469
1998-04-27,787.9509085709583
1998-04-28,786.94406054694
1998-04-29,787.2327748521639
1998-04-30,794.2411478786779
1998-05-01,796.0762356789184
1998-05-04,792.8869081191833
1998-05-05,791.1761657986027
1998-05-06,771.9542234610193
1998-05-07,764.5242371027642
1998-05-08,762.5446452711627
1998-05-11,756.2480949423192
1998-05-12,744.1227469045631
1998-05-13,727.0875246249864
1998-05-14,732.4873744449993
1998-05-15,728.7016387078118
1998-05-18,720.5455688190441
1998-05-19,722.2509597876502
1998-05-20,735.8534169394095
1998-05-21,741.5635844927657
1998-05-22,736.7249556846577
1998-05-25,734.5693096119677
1998-05-26,719.6060627125783
1998-05-27,699.0288902709699
1998-05-28,700.4760398806482
1998-05-29,703.7161515061246
1998-06-01,685.5914065488967
1998-06-02,681.3300127010415
1998-06-03,689.3543158876191
1998-06-04,687.7084148925088
1998-06-05,684.7138357649343
1998-06-08,683.5376709949367
1998-06-09,681.0254370150247
1998-06-10,660.7507114471837
1998-06-11,653.5484381765331
1998-06-12,639.1980422758049
1998-06-15,611.4009165089406
1998-06-16,606.0722780129468
1998-06-17,625.7509131591427
1998-06-18,637.0376870890666
1998-06-19,631.9317838724969
1998-06-22,618.7477398264974
1998-06-23,616.9707091976109
1998-06-24,618.4636782375783
1998-06-25,614.0748526704291
1998-06-26,601.6593855849745
1998-06-29,600.4926971003084
1998-06-30,603.732751211302
1998-07-01,605.805130618289
1998-07-02,602.8257414635282
1998-07-03,601.4839883815558
1998-07-06,601.9792563820665
1998-07-07,609.640382236666
1998-07-08,609.5187690750671
1998-07-09,605.7025152657562
1998-07-10,599.1549157724206
1998-07-13,598.9364875110618
1998-07-14,609.9740745737855
1998-07-15,615.0601427464704
1998-07-16,622.8294145176366
1998-07-17,626.9038577910006
1998-07-20,634.1718211678291
1998-07-21,633.7737949302281
1998-07-22,627.6938858979851
1998-07-23,617.6803556868007
1998-07-24,619.7761691485595
1998-07-27,615.3631865772342
1998-07-28,611.0266018806659
1998-07-29,613.3888443625045
1998-07-30,617.8844116465849
1998-07-31,620.5626677779696
1998-08-03,607.9100731939611
1998-08-04,604.6380155651376
1998-08-05,594.6143724711873
1998-08-06,582.7667589082296
1998-08-07,578.6554222554756
1998-08-10,567.9139218838176
1998-08-11,554.0537657904434
1998-08-12,551.7716563351494
1998-08-13,548.1899998374818
1998-08-14,549.8928410743126
1998-08-17,543.5317103093764
1998-08-18,541.3852732087092
1998-08-19,554.9234504237784
1998-08-20,556.8529457361242
1998-08-21,542.4253119344049
1998-08-24,536.6058061187206
1998-08-25,535.3844133229674
1998-08-26,523.3365297172445
1998-08-27,505.8808219086467
1998-08-28,496.22926553988714
1998-08-31,489.2393929502546
1998-09-01,489.9200763148101
1998-09-02,501.1786649669059
1998-09-03,503.49649430680546
1998-09-04,514.415879881011
1998-09-07,551.9410291441978
1998-09-08,522.2234506330327
1998-09-09,527.0042196519929
1998-09-10,519.1624299104884
1998-09-11,508.068800900263
1998-09-14,516.0983169153889
1998-09-15,513.2371559430999
1998-09-16,521.2219109113005
1998-09-17,514.2636921933998
1998-09-18,515.2443165313705
1998-09-21,504.3057834665937
1998-09-22,506.7863083475074
1998-09-23,504.46189307977244
1998-09-24,518.3921952067437
1998-09-25,515.5114092206777
1998-09-28,520.0381754963889
1998-09-29,521.0864972822415
1998-09-30,484.47669735314247
1998-10-01,476.00898286514126
1998-10-02,475.03138526604675
1998-10-05,471.88294746764103
1998-10-06,477.62141652320355
1998-10-07,483.9432824337868
1998-10-08,489.48170695075885
1998-10-09,500.4850922539589
1998-10-12,515.9107429814585
1998-10-13,509.5778886779192
1998-10-14,510.2512313938159
1998-10-15,525.9519389817773
1998-10-16,534.2396787528937
1998-10-19,541.2330970771326
1998-10-20,557.4072362378921
1998-10-21,561.8542226631882
1998-10-22,563.5110446898535
1998-10-23,560.4573159572813
1998-10-26,560.9109610621265
1998-10-27,552.0087570664763
1998-10-28,554.9395021441187
1998-10-29,562.2269171225745
1998-10-30,562.8259340677713
1998-11-02,576.6457340752218
1998-11-03,581.8357838730059
1998-11-04,593.3905228588782
1998-11-05,604.2323021514861
1998-11-06,616.3319412900653
1998-11-09,621.3164433707096
1998-11-10,603.831492817604
1998-11-11,611.4218989990698
1998-11-12,598.3002164107472
1998-11-13,601.0043204120212
1998-11-16,617.3372574465291
1998-11-17,619.5122643423525
1998-11-18,624.6032197815507
1998-11-19,635.9177384924121
1998-11-20,650.0251731837732
1998-11-23,674.613747730265
1998-11-24,679.3487780950525
1998-11-25,688.4440498878242
1998-11-26,687.7155240359958
1998-11-27,686.5515556025699
1998-11-30,696.5346448193502
1998-12-01,693.4723553810072
1998-12-02,698.3232321279559
1998-12-03,694.8180180115601
1998-12-04,698.8182272814511
1998-12-07,720.2108218226703
1998-12-08,715.4675600023244
1998-12-09,723.7624103550786
1998-12-10,738.236507778465
1998-12-11,737.915547819112
1998-12-14,746.9460665469827
1998-12-15,765.3331944031103
1998-12-16,747.7872591030812
1998-12-17,722.6319901431887
1998-12-18,718.4056122359797
1998-12-21,734.8617890674866
1998-12-22,713.7046215349343
1998-12-23,717.0772042912007
1998-12-24,719.0267850935687
1998-12-25,720.1748300552855
1998-12-28,718.2447381844589
1998-12-29,718.4358052557183
1998-12-30,727.2041818129507
1998-12-31,728.9991814597432
1999-01-01,728.9914991749183
1999-01-04,745.7078572094407
1999-01-05,759.6390667998077
1999-01-06,779.3407780062407
1999-01-07,787.7572892411387
1999-01-08,790.055005667502
1999-01-11,802.9602100039122
1999-01-12,800.9594730390984
1999-01-13,783.8948969578605
1999-01-14,766.2996812256087
1999-01-15,770.0916594730687
1999-01-18,776.1109548849969
1999-01-19,771.6621711787421
1999-01-20,768.2537392132501
1999-01-21,745.2005351363722
1999-01-22,728.4154275391816
1999-01-25,709.8166815534681
1999-01-26,704.8693806748561
1999-01-27,719.8822533194508
1999-01-28,720.1947077564291
1999-01-29,721.4450064532294
1999-02-01,730.2655711206539
1999-02-02,726.5816749519978
1999-02-03,719.3817035490054
1999-02-04,713.9572062201712
1999-02-05,710.7880852906526
1999-02-08,698.599540454197
1999-02-09,688.1077964137112
1999-02-10,693.1889246900014
1999-02-11,698.7362264763492
1999-02-12,712.147061303154
1999-02-15,713.2253319091623
1999-02-16,713.3755201781534
1999-02-17,713.570090851898
1999-02-18,706.1200042770562
1999-02-19,695.245522810689
1999-02-22,686.0568827727848
1999-02-23,680.6460125517464
1999-02-24,675.876968034427
1999-02-25,673.3636749346869
1999-02-26,697.9917916554097
1999-03-01,697.4671992669748
1999-03-02,699.7815930275578
1999-03-03,697.7671990891973
1999-03-04,697.9787734804679
1999-03-05,702.9615523290828
1999-03-08,718.7110007919437
1999-03-09,724.3932753022553
1999-03-10,729.1437023062304
1999-03-11,739.6784013279748
1999-03-12,743.4291062870105
1999-03-15,749.951128677219
1999-03-16,752.8226992084003
1999-03-17,757.9718447645542
1999-03-18,756.2488237514701
1999-03-19,768.299152599233
1999-03-22,765.6724094269686
1999-03-23,766.1488902347675
1999-03-24,760.559846627512
1999-03-25,771.1485431010531
1999-03-26,769.5994760976102
1999-03-29,767.0429241054019
1999-03-30,775.396769363713
1999-03-31,782.1401251147141
1999-04-01,790.0481518264313
1999-04-02,800.306738305896
1999-04-05,796.0186919132772
1999-04-06,812.7123935511111
1999-04-07,814.4962252051706
1999-04-08,819.8354736456687
1999-04-09,824.6138711389335
1999-04-12,827.7012682955403
1999-04-13,832.8891566523922
1999-04-14,839.7896004303639
1999-04-15,856.811268117086
1999-04-16,869.7535626680955
1999-04-19,885.646954614722
1999-04-20,893.8390445749383
1999-04-21,888.0481889264759
1999-04-22,895.4235989179836
1999-04-23,901.731221599777
1999-04-26,916.360870061707
1999-04-27,930.508796590432
1999-04-28,940.3583615206135
1999-04-29,937.9977784610002
1999-04-30,951.0800643898588
1999-05-03,963.4281896534075
1999-05-04,975.2796664364737
1999-05-05,984.7567642658416
1999-05-06,1005.9080145328985
1999-05-07,1008.193941327158
1999-05-10,1026.4950631947224
1999-05-11,1018.8182136226254
1999-05-12,1003.7071512028308
1999-05-13,991.254043929671
1999-05-14,995.3403839619338
1999-05-17,975.1110237568372
1999-05-18,993.0603250814476
1999-05-19,998.4592491215731
1999-05-20,982.4094485892545
1999-05-21,974.5682143491173
1999-05-24,957.676544860038
1999-05-25,962.9182614627036
1999-05-26,973.2894159735821
1999-05-27,974.2160594759514
1999-05-28,972.9539079599477
1999-05-31,968.8184527369082
1999-06-01,975.1515132232337
1999-06-02,971.055268048024
1999-06-03,975.906200162115
1999-06-04,982.3258707889211
1999-06-07,995.2792304886792
1999-06-08,1019.441321176565
1999-06-09,1015.223628391141
1999-06-10,1029.8325323508186
1999-06-11,1041.0964445562902
1999-06-14,1048.9930002095539
1999-06-15,1041.2998724277656
1999-06-16,1058.4523050754979
1999-06-17,1079.4421973687301
1999-06-18,1089.2961474821036
1999-06-21,1104.367151372742
1999-06-22,1111.9505774689344
1999-06-23,1105.9080368070747
1999-06-24,1104.4963324914067
1999-06-25,1103.4368176124933
1999-06-28,1111.2084706112364
1999-06-29,1121.9810461112443
1999-06-30,1123.1376503892566
1999-07-01,1137.106119070699
1999-07-02,1150.63628243816
1999-07-05,1173.789082725896
1999-07-06,1188.082683723806
1999-07-07,1186.3928897219173
1999-07-08,1193.0845386952458
1999-07-09,1200.8397561792779
1999-07-12,1202.9344499122085
1999-07-13,1184.0554633220834
1999-07-14,1185.6026124245657
1999-07-15,1188.8095183553821
1999-07-16,1188.6776071164563
1999-07-19,1192.1330830549766
1999-07-20,1181.2655857700415
1999-07-21,1171.5300740276768
1999-07-22,1165.722205514892
1999-07-23,1139.4651479866802
1999-07-26,1109.3596319022681
1999-07-27,1122.7518898073909
1999-07-28,1126.8493492213859
1999-07-29,1121.132818570699
1999-07-30,1112.7654892879348
1999-08-02,1090.1500334464224
1999-08-03,1100.5881097458064
1999-08-04,1092.3402591381052
1999-08-05,1070.7494080987644
1999-08-06,1070.9477940950878
1999-08-09,1055.2743916354195
1999-08-10,1056.252852676026
1999-08-11,1053.395441257516
1999-08-12,1076.0677010908382
1999-08-13,1079.803267563375
1999-08-16,1084.7218839603574
1999-08-17,1072.8503037451417
1999-08-18,1078.7039191921954
1999-08-19,1085.7972319373416
1999-08-20,1097.419475908642
1999-08-23,1126.7379310726512
1999-08-24,1129.3342182568438
1999-08-25,1128.0077388606726
1999-08-26,1118.9235618966293
1999-08-27,1116.888401821122
1999-08-30,1141.9573675455356
1999-08-31,1143.7302624954996
1999-09-01,1135.2533736622688
1999-09-02,1123.8376932294511
1999-09-03,1129.3424825084242
1999-09-06,1138.646698352912
1999-09-07,1139.805532618332
1999-09-08,1130.62588273317
1999-09-09,1130.7387623055058
1999-09-10,1140.5806311780518
1999-09-13,1144.0502669498705
1999-09-14,1143.810316415336
1999-09-15,1133.9772740025578
1999-09-16,1129.5884183909611
1999-09-17,1129.5909538285946
1999-09-20,1123.177594963589
1999-09-21,1119.0880448486269
1999-09-22,1111.4772717225933
1999-09-23,1101.3858672178076
1999-09-24,1091.01013182151
1999-09-27,1075.3331364109617
1999-09-28,1078.2049073300873
1999-09-29,1080.3094047280597
1999-09-30,1075.881862315197
1999-10-01,1076.4468951376882
1999-10-04,1082.337324409326
1999-10-05,1092.90239102223
1999-10-06,1105.834165016138
1999-10-07,1120.5957759764499
1999-10-08,1124.3380218306563
1999-10-11,1140.285243594948
1999-10-12,1151.5413571867878
1999-10-13,1141.2254846449696
1999-10-14,1138.6487152657016
1999-10-15,1119.691400045472
1999-10-18,1096.0655195215293
1999-10-19,1103.9810126538375
1999-10-20,1124.5258639316667
1999-10-21,1125.2672699058053
1999-10-22,1129.1268111221866
1999-10-25,1122.2946465303858
1999-10-26,1116.9330210712196
1999-10-27,1103.30262877554
1999-10-28,1107.4089583689733
1999-10-29,1110.2363427238
1999-11-01,1113.0607812587143
1999-11-02,1120.4790959886413
1999-11-03,1115.736122558241
1999-11-04,1121.7924913092488
1999-11-05,1130.7217138147857
1999-11-08,1138.4972879909021
1999-11-09,1141.8341107562396
1999-11-10,1152.66246494969
1999-11-11,1156.1446815568274
1999-11-12,1153.282672112448
1999-11-15,1158.8866382965994
1999-11-16,1160.5683894909805
1999-11-17,1153.5705110892516
1999-11-18,1152.1586804701483
1999-11-19,1165.277646231804
1999-11-22,1175.6626621908074
1999-11-23,1177.6736210059441
1999-11-24,1161.5530716156372
1999-11-25,1161.3205400199786
1999-11-26,1156.6828890017614
1999-11-29,1155.9634910186555
1999-11-30,1156.174496469854
1999-12-01,1157.187282338764
1999-12-02,1159.6209076880978
1999-12-03,1161.7679970095242
1999-12-06,1170.6969196376604
1999-12-07,1157.9118983098447
1999-12-08,1153.161322622524
1999-12-09,1152.2360635221544
1999-12-10,1168.9977919667938
1999-12-13,1191.2026636305657
1999-12-14,1193.0564162249927
1999-12-15,1184.5855033644207
1999-12-16,1188.8482733883036
1999-12-17,1188.1345824666653
1999-12-20,1192.9190907605307
1999-12-21,1189.1078281094003
1999-12-22,1192.253544701816
1999-12-23,1185.853447384472
1999-12-24,1184.1202225400314
1999-12-27,1191.5779792064695
1999-12-28,1196.2220634005985
1999-12-29,1204.755218524269
1999-12-30,1217.3955316178774
1999-12-31,1218.7115292250342
2000-01-03,1245.9018389952817
2000-01-04,1258.2536591489406
2000-01-05,1244.615780230261
2000-01-06,1239.3976392120885
2000-01-07,1255.5581828363993
2000-01-10,1277.018993106564
2000-01-11,1266.527017642439
2000-01-12,1272.0750324556889
2000-01-13,1286.0145927394003
2000-01-14,1299.4952395739947
2000-01-17,1318.5396592962995
2000-01-18,1312.760950813204
2000-01-19,1287.7058482340235
2000-01-20,1297.9908428827107
2000-01-21,1302.5789149631955
2000-01-24,1307.930787489511
2000-01-25,1293.402324600979
2000-01-26,1291.135896364981
2000-01-27,1301.1835765342628
2000-01-28,1291.3855122475895
2000-01-31,1278.6143648904274
2000-02-01,1284.0832236181927
2000-02-02,1290.1444598264654
2000-02-03,1308.1874061801295
2000-02-04,1319.3136504860424
2000-02-07,1322.524329168387
2000-02-08,1329.034271714247
2000-02-09,1330.1603859301872
2000-02-10,1329.7639788121564
2000-02-11,1332.9041824168808
2000-02-14,1315.1946320289169
2000-02-15,1305.0153961150654
2000-02-16,1301.8854553705978
2000-02-17,1306.0461388966578
2000-02-18,1302.7235558971074
2000-02-21,1292.9821606833605
2000-02-22,1278.794534329661
2000-02-23,1288.7829066095549
2000-02-24,1286.587390255032
2000-02-25,1279.3539759357302
2000-02-28,1252.4933464870362
2000-02-29,1246.773447225414
2000-03-01,1257.0767503176403
2000-03-02,1249.7558058232078
2000-03-03,1247.743880013428
2000-03-06,1251.8703082251654
2000-03-07,1238.0495817086444
2000-03-08,1234.50152673363
2000-03-09,1246.6878052341722
2000-03-10,1256.407335286664
2000-03-13,1234.346122518805
2000-03-14,1227.299531417224
2000-03-15,1219.6719620479305
2000-03-16,1221.95130870583
2000-03-17,1226.6447406449865
2000-03-20,1222.4988364087324
2000-03-21,1221.8745045314902
2000-03-22,1228.4782385745175
2000-03-23,1232.3956686459155
2000-03-24,1234.990039152084
2000-03-27,1242.2693865298004
2000-03-28,1238.442378479805
2000-03-29,1232.8049215923122
2000-03-30,1213.287533024762
2000-03-31,1219.9797238139133
2000-04-03,1203.524011417781
2000-04-04,1191.4068785327795
2000-04-05,1177.35555582257
2000-04-06,1181.2829845024912
2000-04-07,1195.0091825530817
2000-04-10,1209.1672577492761
2000-04-11,1194.2952395439947
2000-04-12,1193.762160623728
2000-04-13,1179.6531770072556
2000-04-14,1166.7371983824737
2000-04-17,1099.170531862654
2000-04-18,1114.0092034652548
2000-04-19,1117.8317423876695
2000-04-20,1113.4097322744813
2000-04-21,1120.1044725654078
2000-04-24,1109.8061231196223
2000-04-25,1111.2651189842986
2000-04-26,1105.1650927163187
2000-04-27,1096.4970012002989
2000-04-28,1109.4195413752284
2000-05-01,1109.4308513917488
2000-05-02,1104.673067039856
2000-05-03,1092.594672804235
2000-05-04,1088.5544842816623
2000-05-05,1099.779452329959
2000-05-08,1096.831958205065
2000-05-09,1093.095991137457
2000-05-10,1089.7714762434914
2000-05-11,1080.6138087570537
2000-05-12,1078.4647434386713
2000-05-15,1074.824239501336
2000-05-16,1079.9719836133975
2000-05-17,1066.3506019775073
2000-05-18,1052.0771450556651
2000-05-19,1045.4377753987508
2000-05-22,1022.466309861751
2000-05-23,1011.5604266097992
2000-05-24,1007.2327528442235
2000-05-25,1017.1571739967159
2000-05-26,1005.0029729445486
2000-05-29,1015.2332641956172
2000-05-30,1025.29550110409
2000-05-31,1040.759771447137
2000-06-01,1041.038273079512
2000-06-02,1056.5315000848218
2000-06-05,1076.3338910590417
