Date,CHILE VALUE WEIGHTED
1997-05-12,1073.1011892145773
1997-05-13,1062.5267920852946
1997-05-14,1060.3877104721025
1997-05-15,1060.9550890243631
1997-05-16,1068.683885881313
1997-05-19,1075.9894146241127
1997-05-20,1085.4082559169503
1997-05-21,1085.4082559169503
1997-05-22,1103.1117201276875
1997-05-23,1112.7407190697784
1997-05-26,1111.7278251878804
1997-05-27,1120.0093961910422
1997-05-28,1127.1522618986164
1997-05-29,1127.1522618986164
1997-05-30,1146.5396595439736
1997-06-02,1171.8401667636006
1997-06-03,1168.1529985920063
1997-06-04,1162.9968296746351
1997-06-05,1149.0034855386623
1997-06-06,1147.1057423525
1997-06-09,1148.8569549703764
1997-06-10,1161.335306334685
1997-06-11,1180.2914402957542
1997-06-12,1205.3904579518958
1997-06-13,1205.9327227742472
1997-06-16,1189.7114044148043
1997-06-17,1180.273945360117
1997-06-18,1178.1454764657547
1997-06-19,1186.2290870226702
1997-06-20,1186.600201501084
1997-06-23,1175.271125492563
1997-06-24,1182.3532410689797
1997-06-25,1178.651498444474
1997-06-26,1183.3836360937257
1997-06-27,1189.201079652925
1997-06-30,1187.8571124582609
1997-07-01,1199.7951793280577
1997-07-02,1210.633428106123
1997-07-03,1221.695951486248
1997-07-04,1228.313332955055
1997-07-07,1222.4970675431528
1997-07-08,1218.3623864183874
1997-07-09,1218.8816264660613
1997-07-10,1220.357788319669
1997-07-11,1211.7751414629167
1997-07-14,1207.9152693326505
1997-07-15,1183.6629417976148
1997-07-16,1192.0982909390482
1997-07-17,1183.3688397334636
1997-07-18,1168.2965046978898
1997-07-21,1151.2949161352562
1997-07-22,1161.861970393971
1997-07-23,1178.3133134027044
1997-07-24,1190.1152757316806
1997-07-25,1201.2524590937976
1997-07-28,1192.975396218246
1997-07-29,1197.7645701874214
1997-07-30,1200.7551216281079
1997-07-31,1197.1409586379948
1997-08-01,1199.9331686904547
1997-08-04,1206.124767191202
1997-08-05,1194.2007362938887
1997-08-06,1203.300165441023
1997-08-07,1204.0125459968153
1997-08-08,1199.6005491589437
1997-08-11,1187.252313158647
1997-08-12,1178.9839156001701
1997-08-13,1173.8844614105342
1997-08-14,1182.8115430288349
1997-08-15,1183.2250841269886
1997-08-18,1175.0389402440817
1997-08-19,1186.9199737377003
1997-08-20,1195.4860816871926
1997-08-21,1188.0324361584037
1997-08-22,1169.224449502618
1997-08-25,1163.7963777768405
1997-08-26,1162.7731534763307
1997-08-27,1159.6852532814385
1997-08-28,1149.0391112238378
1997-08-29,1137.1968489359845
1997-09-01,1136.1436425560541
1997-09-02,1151.2315636342942
1997-09-03,1175.8540004188087
1997-09-04,1171.074551730208
1997-09-05,1165.1692957150271
1997-09-08,1158.3483622555657
1997-09-09,1163.9481305105464
1997-09-10,1158.0465000587915
1997-09-11,1158.0465000587917
1997-09-12,1152.7423890968928
1997-09-15,1140.8393413096499
1997-09-16,1151.8548757684516
1997-09-17,1156.0157659869824
1997-09-18,1156.015765986982
1997-09-19,1156.0157659869815
1997-09-22,1157.2571990804167
1997-09-23,1149.6594675857045
1997-09-24,1146.3095707625066
1997-09-25,1134.719288824811
1997-09-26,1139.8510069749998
1997-09-29,1142.0046533086447
1997-09-30,1142.2806105514608
1997-10-01,1139.4223852640548
1997-10-02,1131.228619328022
1997-10-03,1130.6985256449693
1997-10-06,1121.5571213157732
1997-10-07,1107.712162748419
1997-10-08,1100.3009260952313
1997-10-09,1111.20836966235
1997-10-10,1104.8730551432166
1997-10-13,1103.5267516196798
1997-10-14,1097.4317307140614
1997-10-15,1091.2415837136543
1997-10-16,1093.120533197327
1997-10-17,1076.3255208726641
1997-10-20,1077.3757607677594
1997-10-21,1083.215153248179
1997-10-22,1091.3793713098385
1997-10-23,1077.4153342540105
1997-10-24,1062.428089135549
1997-10-27,1006.1433103087978
1997-10-28,1001.1947671336501
1997-10-29,1034.135495590037
1997-10-30,1027.772238870855
1997-10-31,1034.837283016821
1997-11-03,1052.2562895446408
1997-11-04,1041.2016799419732
1997-11-05,1046.5050592766083
1997-11-06,1032.5419449156138
1997-11-07,1007.7497826783343
1997-11-10,1006.1106081743186
1997-11-11,1003.613774800142
1997-11-12,983.4231038724603
1997-11-13,980.6814286909855
1997-11-14,977.1080436394893
1997-11-17,982.1260532020427
1997-11-18,972.0343224572232
1997-11-19,967.5331709000252
1997-11-20,971.7543964299662
1997-11-21,976.6449527871665
1997-11-24,973.1246671853569
1997-11-25,967.2668367577497
1997-11-26,964.0424037056495
1997-11-27,959.7529340497794
1997-11-28,953.5291777783143
1997-12-01,947.4030799104723
1997-12-02,957.273721112156
1997-12-03,952.865448367974
1997-12-04,958.4848619359954
1997-12-05,949.2330856663044
1997-12-08,949.2330856663044
1997-12-09,932.7485202768513
1997-12-10,929.2579498923571
1997-12-11,929.289268031038
1997-12-12,927.8909091631701
1997-12-15,918.7997677487473
1997-12-16,909.3395020918703
1997-12-17,915.7293703040799
1997-12-18,904.7745335106853
1997-12-19,889.5233816753992
1997-12-22,888.4261892598875
1997-12-23,885.7463667150104
1997-12-24,888.5604021124622
1997-12-25,888.5604021124622
1997-12-26,889.3186364260258
1997-12-29,900.4196613655564
1997-12-30,920.4485176577183
1997-12-31,925.3437575806092
1998-01-01,925.3437575806092
1998-01-02,927.477300664713
1998-01-05,924.4990788525147
1998-01-06,902.099169961677
1998-01-07,873.5980821360326
1998-01-08,826.2252846029129
1998-01-09,804.1854424667649
1998-01-12,790.2780884046601
1998-01-13,798.2481552488151
1998-01-14,798.5996155775408
1998-01-15,781.9377259930749
1998-01-16,794.6300759934295
1998-01-19,802.1947201385962
1998-01-20,797.5949453775764
1998-01-21,790.7503859272697
1998-01-22,778.4466819540339
1998-01-23,775.1588712129198
1998-01-26,775.8104423703816
1998-01-27,771.8174092908881
1998-01-28,773.2357927599701
1998-01-29,770.9389902329622
1998-01-30,789.8629447218242
1998-02-02,814.4020257259848
1998-02-03,807.4331403124473
1998-02-04,797.2634127433059
1998-02-05,792.1730077871725
1998-02-06,793.2694344231196
1998-02-09,796.5808050412842
1998-02-10,798.3666403686929
1998-02-11,797.1687462828969
1998-02-12,793.071582035332
1998-02-13,801.1577765831124
1998-02-16,807.1044381195759
1998-02-17,827.8973747456394
1998-02-18,840.982871068175
1998-02-19,844.7737910610614
1998-02-20,845.8522087309026
1998-02-23,843.4862654610986
1998-02-24,829.4567132409851
1998-02-25,826.369666368633
1998-02-26,849.0065227659246
1998-02-27,861.7229293415838
1998-03-02,872.860082023122
1998-03-03,873.9659651075322
1998-03-04,870.7224098757944
1998-03-05,868.5082524407521
1998-03-06,883.0237567323327
1998-03-09,887.4143776790517
1998-03-10,901.8997514175256
1998-03-11,912.2416210190512
1998-03-12,913.0699213347586
1998-03-13,928.5162963050548
1998-03-16,936.865877065205
1998-03-17,938.479777294644
1998-03-18,919.9137366789371
1998-03-19,913.8605754319727
1998-03-20,934.3657462738024
1998-03-23,928.5800307130877
1998-03-24,929.0862725747537
1998-03-25,922.0365534101371
1998-03-26,925.5536213342747
1998-03-27,923.8046408892737
1998-03-30,925.0696929464418
1998-03-31,929.6829229803957
1998-04-01,932.604979482787
1998-04-02,937.091970358168
1998-04-03,933.6912203807063
1998-04-06,933.7307923588232
1998-04-07,923.1962742356135
1998-04-08,916.821592118571
1998-04-09,919.33571938715
1998-04-10,919.33571938715
1998-04-13,909.2910006473165
1998-04-14,905.327236891194
1998-04-15,903.3720673690171
1998-04-16,894.163059066647
1998-04-17,887.0269166424999
1998-04-20,876.4058191634708
1998-04-21,874.0533533774073
1998-04-22,879.056394063644
1998-04-23,873.4826695380879
1998-04-24,864.5975863247271
1998-04-27,852.4250467409549
1998-04-28,860.5208402321302
1998-04-29,864.8727010351001
1998-04-30,869.3109880361309
1998-05-01,869.3109880361311
1998-05-04,871.2391842713037
1998-05-05,860.567191562669
1998-05-06,860.5417250392803
1998-05-07,860.1959240355025
1998-05-08,854.3766341575613
1998-05-11,844.2765765505527
1998-05-12,838.6977345560751
1998-05-13,827.4992705153186
1998-05-14,826.9205389672079
1998-05-15,819.5658688960053
1998-05-18,811.7833691142832
1998-05-19,811.3571781345299
1998-05-20,818.3812955574791
1998-05-21,818.3812955574791
1998-05-22,824.9741508007676
1998-05-25,823.4726301386503
1998-05-26,808.7478013453937
1998-05-27,801.5335692437684
1998-05-28,797.8560993283888
1998-05-29,797.7272984045205
1998-06-01,789.4494188951024
1998-06-02,782.549434535765
1998-06-03,791.5967064363637
1998-06-04,792.8133740996991
1998-06-05,796.2152672599792
1998-06-08,797.217232033513
1998-06-09,811.1637321383553
1998-06-10,797.6956436621792
1998-06-11,797.6956436621792
1998-06-12,779.2873789816841
1998-06-15,757.5768089928805
1998-06-16,750.2459983391352
1998-06-17,761.4418388949335
1998-06-18,756.7970100241124
1998-06-19,754.5444066220543
1998-06-22,745.096144125199
1998-06-23,746.5861209521554
1998-06-24,741.9071920581962
1998-06-25,732.150278724872
1998-06-26,724.0753320519826
1998-06-29,724.0753320519826
1998-06-30,726.0459382039772
1998-07-01,730.44184164883
1998-07-02,723.1649104103367
1998-07-03,717.2865400159901
1998-07-06,718.103986404753
1998-07-07,711.9191507494983
1998-07-08,724.7967116371894
1998-07-09,728.2390534674364
1998-07-10,729.636071414784
1998-07-13,735.3813628569648
1998-07-14,749.6435798005285
1998-07-15,767.5911267895922
1998-07-16,782.9909214947928
1998-07-17,814.8172402789764
1998-07-20,813.1451810575531
1998-07-21,793.6325030310201
1998-07-22,778.8028427782926
1998-07-23,776.685315441266
1998-07-24,775.2809231798425
1998-07-27,774.1205481438207
1998-07-28,769.6196515408025
1998-07-29,765.781597896532
1998-07-30,762.6828735175319
1998-07-31,766.0239789430574
1998-08-03,762.5032771715363
1998-08-04,751.6610611889616
1998-08-05,748.553971824176
1998-08-06,746.215192558918
1998-08-07,738.649357373564
1998-08-10,728.7470963956023
1998-08-11,706.9422832546676
1998-08-12,705.2490305491008
1998-08-13,699.7361671506795
1998-08-14,698.4106886985343
1998-08-17,681.8307763780889
1998-08-18,678.1531786022853
1998-08-19,672.9239152770814
1998-08-20,647.6388052275825
1998-08-21,629.2872467695995
1998-08-24,623.7225603966888
1998-08-25,629.3216685320148
1998-08-26,608.5391749745747
1998-08-27,576.4323884904113
1998-08-28,576.2283936817344
1998-08-31,553.414673525588
1998-09-01,572.6869315720693
1998-09-02,567.2650154736712
1998-09-03,545.5713443689397
1998-09-04,529.5595147719281
1998-09-07,536.2421225072313
1998-09-08,530.9947527491859
1998-09-09,526.5750804464701
1998-09-10,496.58938671496077
1998-09-11,496.58938671496077
1998-09-14,499.1002705620013
1998-09-15,532.6908155147294
1998-09-16,533.3906791477484
1998-09-17,524.6103663908636
1998-09-18,524.6103663908636
1998-09-21,527.022778433566
1998-09-22,542.5386882843923
1998-09-23,579.9607295365595
1998-09-24,569.415063790465
1998-09-25,571.7325034246046
1998-09-28,585.9551152039697
1998-09-29,585.6345340196292
1998-09-30,580.9261772642934
1998-10-01,567.0843418776608
1998-10-02,578.9921213962343
1998-10-05,572.8984410692693
1998-10-06,570.3475380577322
1998-10-07,562.9580662713278
1998-10-08,548.1301258134592
1998-10-09,556.3235064031575
1998-10-12,556.3235064031577
1998-10-13,564.490862230553
1998-10-14,573.6781145603576
1998-10-15,575.7179983914995
1998-10-16,579.8020491381216
1998-10-19,583.6419908326832
1998-10-20,594.7401949423873
1998-10-21,584.6284066094406
1998-10-22,596.6350388256395
1998-10-23,603.3912351013574
1998-10-26,600.9037927307791
1998-10-27,605.2433672050506
1998-10-28,602.5082156046336
1998-10-29,601.9984146375315
1998-10-30,624.7138441928319
1998-11-02,635.8497745126818
1998-11-03,656.8935166580377
1998-11-04,679.3434142135669
1998-11-05,684.0023438036255
1998-11-06,699.5784504581227
1998-11-09,688.2958675532003
1998-11-10,681.4837980593145
1998-11-11,702.1403291721015
1998-11-12,698.2060541769374
1998-11-13,695.1512230894609
1998-11-16,697.1910421521878
1998-11-17,694.9543014472848
1998-11-18,692.7150033954865
1998-11-19,709.3945411318226
1998-11-20,724.9095489963815
1998-11-23,725.6354331853232
1998-11-24,723.7666162334427
1998-11-25,723.090496796057
1998-11-26,730.2851888229155
1998-11-27,739.1270956840342
1998-11-30,734.3084826411713
1998-12-01,722.9789754083475
1998-12-02,699.3079557766898
1998-12-03,678.6618243705935
1998-12-04,669.316218564187
1998-12-07,673.4999799439548
1998-12-08,673.4999799439548
1998-12-09,656.2260965111099
1998-12-10,655.526212735829
1998-12-11,645.0860276748986
1998-12-14,632.2342047538058
1998-12-15,643.7011544728606
1998-12-16,646.4670607369135
1998-12-17,656.5203643800093
1998-12-18,663.9545572173024
1998-12-21,676.3883106927505
1998-12-22,668.5588470057397
1998-12-23,667.7823917277645
1998-12-24,668.9431704081741
1998-12-25,668.943170408174
1998-12-28,653.7538667692999
1998-12-29,657.4613728578719
1998-12-30,657.3207585237843
1998-12-31,657.3207585237843
1999-01-01,657.3207585237843
1999-01-04,666.0243342453996
1999-01-05,665.6012045596267
1999-01-06,669.2412659866521
1999-01-07,659.8086267958867
1999-01-08,658.5851417710062
1999-01-11,637.1215443696077
1999-01-12,620.4154283017709
1999-01-13,592.5854439476518
1999-01-14,579.0181821567776
1999-01-15,590.2055310116317
1999-01-18,592.6467577719626
1999-01-19,588.8292834324324
1999-01-20,600.481992748062
1999-01-21,600.61106229639
1999-01-22,601.9733674201706
1999-01-25,631.9314308401276
1999-01-26,640.2697710522442
1999-01-27,642.5746026550635
1999-01-28,639.3884866847299
1999-01-29,638.6153341976367
1999-02-01,641.7432570678094
1999-02-02,637.8011785569857
1999-02-03,640.1595200438669
1999-02-04,643.3680017286474
1999-02-05,644.4555514286229
1999-02-08,650.6239383188405
1999-02-09,658.1609673086256
1999-02-10,664.22788240018
1999-02-11,675.8304911030394
1999-02-12,672.6784632288884
1999-02-15,670.4740089613047
1999-02-16,673.5705692182861
1999-02-17,672.4149955740022
1999-02-18,681.2354973285724
1999-02-19,694.811318601126
1999-02-22,691.5736949419214
1999-02-23,682.3591867137442
1999-02-24,691.7120082957572
1999-02-25,681.9621885470654
1999-02-26,668.9825103982365
1999-03-01,667.506494710695
1999-03-02,660.3240233004698
1999-03-03,676.1941847507243
1999-03-04,696.5798140682573
1999-03-05,693.2482223701699
1999-03-08,701.0797551330255
1999-03-09,701.4346041098884
1999-03-10,712.8606770377936
1999-03-11,717.1116108072231
1999-03-12,725.4162000858327
1999-03-15,727.258907356729
1999-03-16,729.2026387249115
1999-03-17,729.912796004567
1999-03-18,733.9227015269636
1999-03-19,741.0701840363054
1999-03-22,741.4296690343135
1999-03-23,738.0034318771634
1999-03-24,740.2828121072765
1999-03-25,752.9106183375454
1999-03-26,756.1190528551293
1999-03-29,758.3459099779938
1999-03-30,763.0665954041567
1999-03-31,772.6117780648864
1999-04-01,779.2071440149858
1999-04-02,779.2071440149858
1999-04-05,789.7938205398382
1999-04-06,792.4808047638921
1999-04-07,800.098951799317
1999-04-08,815.3052158225266
1999-04-09,818.2020566271198
1999-04-12,819.0083677317867
1999-04-13,827.5691367457218
1999-04-14,838.6926030375602
1999-04-15,847.6080691952873
1999-04-16,859.8695387843966
1999-04-19,885.0629314690709
1999-04-20,899.6148818464408
1999-04-21,881.1352048789506
1999-04-22,857.0797101314424
1999-04-23,838.3899631420944
1999-04-26,825.9544704678797
1999-04-27,807.5891468048537
1999-04-28,832.5740828440045
1999-04-29,821.763509170666
1999-04-30,834.1509048057993
1999-05-03,840.2970045178071
1999-05-04,842.5058409891899
1999-05-05,842.7009497547815
1999-05-06,845.2559648390461
1999-05-07,866.2027948436081
1999-05-10,891.6867793498689
1999-05-11,884.3069219683048
1999-05-12,886.7452153790213
1999-05-13,900.1502846629656
1999-05-14,884.0057717162575
1999-05-17,867.1048890240431
1999-05-18,863.1876950908993
1999-05-19,850.5457761311227
1999-05-20,838.9676419848555
1999-05-21,838.9676419848555
1999-05-24,810.9010571893352
1999-05-25,800.0151118761969
1999-05-26,816.3434543116655
1999-05-27,813.0044536663038
1999-05-28,808.2167071371038
1999-05-31,809.8070164951091
1999-06-01,811.0971506192928
1999-06-02,810.2232937275498
1999-06-03,810.2232937275498
1999-06-04,820.8787393723445
1999-06-07,829.933761522398
1999-06-08,835.2528881635526
1999-06-09,829.7804336166861
1999-06-10,833.6151440189641
1999-06-11,838.1984686191862
1999-06-14,837.4296350860371
1999-06-15,833.5703426805146
1999-06-16,849.3451477939333
1999-06-17,856.8375781528423
1999-06-18,851.350117618674
1999-06-21,854.5163668255539
1999-06-22,868.7195344139352
1999-06-23,853.5672875528778
1999-06-24,847.279972085327
1999-06-25,835.8592061005858
1999-06-28,834.9506468662737
1999-06-29,834.9506468662739
1999-06-30,856.3494271419353
1999-07-01,879.6922759632841
1999-07-02,892.5966487174838
1999-07-05,900.2650245091636
1999-07-06,903.8947434884416
1999-07-07,907.7552652007872
1999-07-08,902.2805155299734
1999-07-09,907.7280583476812
1999-07-12,894.9325090329463
1999-07-13,900.1072486898715
1999-07-14,896.973395258485
1999-07-15,902.1678746123263
1999-07-16,900.2546735527314
1999-07-19,893.9314675867175
1999-07-20,891.6822296778339
1999-07-21,896.5099886612303
1999-07-22,894.6607515732915
1999-07-23,875.3338270370547
1999-07-26,861.4995589142426
1999-07-27,858.6659421714538
1999-07-28,867.0784017111496
1999-07-29,860.5251126632432
1999-07-30,860.4758660183841
1999-08-02,864.4468587848415
1999-08-03,862.3316257224379
1999-08-04,872.325768227854
1999-08-05,868.389972259727
1999-08-06,867.4584923991528
1999-08-09,857.5509107087261
1999-08-10,846.6107486336963
1999-08-11,844.7445850472429
1999-08-12,845.2850369682218
1999-08-13,846.8345756548629
1999-08-16,843.9183487051405
1999-08-17,842.069671055127
1999-08-18,829.3318850890887
1999-08-19,819.9499710101181
1999-08-20,820.2232058308415
1999-08-23,825.6043585154421
1999-08-24,827.595795812534
1999-08-25,844.5362860390281
1999-08-26,851.1263656108748
1999-08-27,845.5600075316878
1999-08-30,847.102017239536
1999-08-31,844.9809185283867
1999-09-01,857.6543823165933
1999-09-02,854.9261104743051
1999-09-03,861.962504149767
1999-09-06,861.9625041497673
1999-09-07,866.5560622777691
1999-09-08,870.6722675191834
1999-09-09,882.7881767880675
1999-09-10,875.6573154800061
1999-09-13,873.4023744784416
1999-09-14,875.7518994976512
1999-09-15,866.67391909808
1999-09-16,860.0042972278864
1999-09-17,853.6795198281872
1999-09-20,858.074915954854
1999-09-21,848.57024441402
1999-09-22,845.7295384367919
1999-09-23,835.0244568757251
1999-09-24,833.4549837939696
1999-09-27,833.8504624007387
1999-09-28,824.636179495683
1999-09-29,814.7511095502125
1999-09-30,813.2418154541937
1999-10-01,810.088624640565
1999-10-04,817.1696581910464
1999-10-05,822.4093952490388
1999-10-06,818.3789536977989
1999-10-07,818.2235314300581
1999-10-08,809.6013228031128
1999-10-11,802.9898195739926
1999-10-12,802.9898195739926
1999-10-13,784.5514079601653
1999-10-14,784.1366510713565
1999-10-15,761.7036440487506
1999-10-18,743.9103670004048
1999-10-19,749.9587516980408
1999-10-20,769.2897421305041
1999-10-21,779.0724375259566
1999-10-22,783.1799591451836
1999-10-25,773.4322148822971
1999-10-26,767.1545083716832
1999-10-27,760.9964704604243
1999-10-28,771.8567114816018
1999-10-29,795.1915525364547
1999-11-01,795.1915525364545
1999-11-02,801.9029215381281
1999-11-03,809.3566340467914
1999-11-04,803.6691188019427
1999-11-05,816.1240678479019
1999-11-08,819.0210995354249
1999-11-09,836.5909102445264
1999-11-10,836.0592731093212
1999-11-11,835.8706915127993
1999-11-12,840.6148897376123
1999-11-15,849.7053469746091
1999-11-16,854.4531080388413
1999-11-17,847.476402014009
1999-11-18,854.6198791702056
1999-11-19,857.6461903545202
1999-11-22,851.604123271536
1999-11-23,852.6696007854471
1999-11-24,843.0497703804771
1999-11-25,847.9638726161169
1999-11-26,852.2342339997147
1999-11-29,861.3800819354806
1999-11-30,863.4990835320542
1999-12-01,872.6478073727507
1999-12-02,880.1198324303742
1999-12-03,892.6035331632264
1999-12-06,893.7343053536598
1999-12-07,892.414209500779
1999-12-08,892.414209500779
1999-12-09,889.7665282313602
1999-12-10,890.8759341501457
1999-12-13,896.4959803431514
1999-12-14,899.9040696884543
1999-12-15,896.3015020346546
1999-12-16,901.5131367458545
1999-12-17,913.3399822349664
1999-12-20,915.8417915352649
1999-12-21,916.1045243204643
1999-12-22,915.5793110337413
1999-12-23,921.6145335935411
1999-12-24,924.8087043762961
1999-12-27,924.5702448362555
1999-12-28,922.4765304071664
1999-12-29,930.190036101286
1999-12-30,938.5946002630071
1999-12-31,938.594600263007
2000-01-03,953.1022509616417
2000-01-04,941.7997626677869
2000-01-05,943.8275954912833
2000-01-06,944.6946511885573
2000-01-07,952.2572921370237
2000-01-10,968.5917691966356
2000-01-11,966.4861871428876
2000-01-12,982.5108247558585
2000-01-13,1021.9142829185276
2000-01-14,1039.3851594330029
2000-01-17,1058.7905904035567
2000-01-18,1044.0140226207811
2000-01-19,1039.1264465858485
2000-01-20,1034.688021056512
2000-01-21,1038.436659881792
2000-01-24,1029.146542899142
2000-01-25,1013.3594707513862
2000-01-26,1010.5778525340198
2000-01-27,1002.1460812369255
2000-01-28,1002.5462126529602
2000-01-31,990.1358296952359
2000-02-01,987.7459730812811
2000-02-02,998.6384067902733
2000-02-03,1019.9150849411899
2000-02-04,1043.346265505245
2000-02-07,1046.8209466517103
2000-02-08,1061.7031203770068
2000-02-09,1062.7391478860875
2000-02-10,1053.1192822087717
2000-02-11,1059.0556109325528
2000-02-14,1045.072929421232
2000-02-15,1034.1476225835636
2000-02-16,1023.6746631208589
2000-02-17,1018.8916013067477
2000-02-18,996.2530638701692
2000-02-21,992.9734614677498
2000-02-22,976.5660708756616
2000-02-23,978.0898246726949
2000-02-24,967.1413621075341
2000-02-25,956.8472333794577
2000-02-28,965.0035644561159
2000-02-29,975.889209856726
2000-03-01,993.8477651477883
2000-03-02,996.5655372487364
2000-03-03,1007.0020603601911
2000-03-06,999.406844519916
2000-03-07,979.035872951274
2000-03-08,988.5957026994045
2000-03-09,980.7045584237734
2000-03-10,982.4524627867485
2000-03-13,966.002960793748
2000-03-14,961.9753982707265
2000-03-15,960.8235998019004
2000-03-16,971.9381129374901
2000-03-17,977.6202583906094
2000-03-20,973.0403946759498
2000-03-21,969.6367586540453
2000-03-22,966.1268593401932
2000-03-23,969.9770292996391
2000-03-24,980.6176794069794
2000-03-27,989.3538795453734
2000-03-28,975.5876867517418
2000-03-29,969.39380225505
2000-03-30,971.461947555108
2000-03-31,973.0009883698813
2000-04-03,961.7791039398084
2000-04-04,946.8307956177262
2000-04-05,955.4192349737829
2000-04-06,957.8451191514307
2000-04-07,967.1828061930328
2000-04-10,966.2351742182711
2000-04-11,961.4180683944096
2000-04-12,951.2272710912513
2000-04-13,939.6492836531945
2000-04-14,917.7636837297432
2000-04-17,901.3376376973288
2000-04-18,918.3283529249991
2000-04-19,917.2949860384159
2000-04-20,923.6362168311198
2000-04-21,923.6362168311198
2000-04-24,909.8076048341713
2000-04-25,923.9353625588633
2000-04-26,922.0219070920235
2000-04-27,914.749670296886
2000-04-28,903.0719654109695
2000-05-01,903.0719654109695
2000-05-02,908.8198432152585
2000-05-03,888.8350692549709
2000-05-04,886.7907737681036
2000-05-05,894.1385862898301
2000-05-08,882.3892834081145
2000-05-09,882.8990468801696
2000-05-10,872.2624159176316
2000-05-11,885.2669894640693
2000-05-12,921.3206732106179
2000-05-15,960.1536645164589
2000-05-16,960.5153357397926
2000-05-17,949.307352263524
2000-05-18,941.7853656326606
2000-05-19,935.0008823920995
2000-05-22,916.512948460152
2000-05-23,912.6729285596048
2000-05-24,913.2648102085973
2000-05-25,902.3573140794819
2000-05-26,900.7522295710427
2000-05-29,895.7902057889522
2000-05-30,905.8074386351749
2000-05-31,913.7381340680589
2000-06-01,919.9535460926764
2000-06-02,930.0884651543357
2000-06-05,916.0344124956318
2000-06-06,911.157906011543
2000-06-07,901.969865750169
2000-06-08,899.2957976729051
2000-06-09,903.2492180482251
2000-06-12,893.5733391729639
2000-06-13,889.1194412191613
2000-06-14,893.580365301515
2000-06-15,886.3625572371761
2000-06-16,887.6899566287688
2000-06-19,887.6899566287688
2000-06-20,879.5191668053232
2000-06-21,876.956849079501
2000-06-22,872.7418329629634
2000-06-23,868.4416347746767
2000-06-26,868.4416347746767
