Date,BRAZIL VALUE WEIGHTED
1997-09-15,2030.7525931297935
1997-09-16,2081.622349322521
1997-09-17,2159.42613110185
1997-09-18,2195.0090880000084
1997-09-19,2199.191473870049
1997-09-22,2210.6534186936274
1997-09-23,2172.487181909453
1997-09-24,2165.295124181006
1997-09-25,2151.0133404619246
1997-09-26,2175.463162417351
1997-09-29,2180.7709109512734
1997-09-30,2200.351507644415
1997-10-01,2243.9691856719573
1997-10-02,2280.247882046481
1997-10-03,2304.9573010326367
1997-10-06,2314.386709878592
1997-10-07,2278.0820096254806
1997-10-08,2271.8622013144
1997-10-09,2303.954712872057
1997-10-10,2313.946142681445
1997-10-13,2316.187654533366
1997-10-14,2338.3932905397246
1997-10-15,2323.276208645407
1997-10-16,2289.9107783715926
1997-10-17,2267.884130785632
1997-10-20,2311.152543407718
1997-10-21,2345.65630167622
1997-10-22,2343.6583853879583
1997-10-23,2173.9355939113166
1997-10-24,2123.640601899695
1997-10-27,1853.7907925221352
1997-10-28,1939.8436102308303
1997-10-29,1839.082034792521
1997-10-30,1670.8562569877126
1997-10-31,1675.987746976667
1997-11-03,1801.7823491123086
1997-11-04,1877.6276663820859
1997-11-05,1860.4601638138463
1997-11-06,1790.9904772807429
1997-11-07,1672.237765062984
1997-11-10,1699.2343055438178
1997-11-11,1665.4827710187963
1997-11-12,1486.6185395389805
1997-11-13,1523.3768399228716
1997-11-14,1630.1671807808543
1997-11-17,1684.7059454942955
1997-11-18,1689.6080326911472
1997-11-19,1729.262746905765
1997-11-20,1702.002078096882
1997-11-21,1741.451964744782
1997-11-24,1688.979849313575
1997-11-25,1688.098446868405
1997-11-26,1720.146567275464
1997-11-27,1759.9935192583043
1997-11-28,1730.0004563943316
1997-12-01,1760.0414348750062
1997-12-02,1807.025616536401
1997-12-03,1807.7934093328379
1997-12-04,1818.9465619949895
1997-12-05,1810.941883266329
1997-12-08,1817.692944071433
1997-12-09,1793.7852340279262
1997-12-10,1739.0359867432735
1997-12-11,1678.8613256618346
1997-12-12,1689.1874916118084
1997-12-15,1752.3059110757
1997-12-16,1787.385787848992
1997-12-17,1808.651557534945
1997-12-18,1759.2109533542216
1997-12-19,1706.8508923597517
1997-12-22,1752.0315466843108
1997-12-23,1762.4173286822318
1997-12-24,1762.4963963057705
1997-12-25,1762.4963963057705
1997-12-26,1793.4156658452937
1997-12-29,1836.6747555944373
1997-12-30,1868.8472424594115
1997-12-31,1868.8472424594115
1998-01-01,1868.8472424594115
1998-01-02,1905.2062044392533
1998-01-05,1927.8000768466466
1998-01-06,1849.2261452364016
1998-01-07,1800.9783345327548
1998-01-08,1749.700012002593
1998-01-09,1663.1618096189013
1998-01-12,1671.6787284920033
1998-01-13,1698.3585890599572
1998-01-14,1688.5404644732487
1998-01-15,1649.7236814082455
1998-01-16,1703.1844874800397
1998-01-19,1754.309581024236
1998-01-20,1718.065614055533
1998-01-21,1681.4897779900125
1998-01-22,1723.1544963487347
1998-01-23,1682.968570827853
1998-01-26,1684.1590211493763
1998-01-27,1698.1614220043614
1998-01-28,1702.4114244619022
1998-01-29,1712.0802731256354
1998-01-30,1702.3323292065647
1998-02-02,1736.9671785587946
1998-02-03,1746.4263121712086
1998-02-04,1740.2654565923583
1998-02-05,1748.1995459544041
1998-02-06,1751.9045667774085
1998-02-09,1792.3147602878332
1998-02-10,1805.1878129006338
1998-02-11,1833.9327584847258
1998-02-12,1808.0146167278274
1998-02-13,1817.909216802635
1998-02-16,1784.9722598580768
1998-02-17,1798.4020935739586
1998-02-18,1789.0848199632933
1998-02-19,1774.042737206327
1998-02-20,1788.9556961113765
1998-02-23,1788.9556961113765
1998-02-24,1788.9556961113765
1998-02-25,1819.503752621586
1998-02-26,1819.3876683386356
1998-02-27,1822.094114621048
1998-03-02,1856.819957582661
1998-03-03,1869.7522920672752
1998-03-04,1864.9685097234985
1998-03-05,1877.0695571513352
1998-03-06,1908.4123851378818
1998-03-09,1912.499872996248
1998-03-10,1917.0996369013344
1998-03-11,1928.8024800385547
1998-03-12,1945.6950270813281
1998-03-13,1980.0351475359391
1998-03-16,1978.353220892599
1998-03-17,1997.9289806451802
1998-03-18,2014.7554951671414
1998-03-19,2025.3963147824059
1998-03-20,2050.370115074486
1998-03-23,2078.5357423496266
1998-03-24,2049.028247813533
1998-03-25,2020.5382299800533
1998-03-26,2041.0620904820257
1998-03-27,2031.1426012346087
1998-03-30,2016.479577044458
1998-03-31,2039.019600424569
1998-04-01,2033.7147398728616
1998-04-02,2036.5700957667239
1998-04-03,2001.1391991134878
1998-04-06,2045.099853251667
1998-04-07,2032.226567760297
1998-04-08,2043.4948573369688
1998-04-09,2043.4948573369688
1998-04-10,2043.4948573369688
1998-04-13,2059.568678931189
1998-04-14,2080.5996703714663
1998-04-15,2089.6728378993257
1998-04-16,2056.199581068594
1998-04-17,2048.1273364748395
1998-04-20,2038.856158889541
1998-04-21,2038.856158889541
1998-04-22,1992.7037591943588
1998-04-23,1972.7395433892657
1998-04-24,1996.2062201956437
1998-04-27,1896.9566699849765
1998-04-28,1932.9308669906122
1998-04-29,1961.3225914354214
1998-04-30,1979.1885621431413
1998-05-01,1979.1885621431413
1998-05-04,1964.8132041281401
1998-05-05,1967.831384433115
1998-05-06,1906.6563066507813
1998-05-07,1896.2885365709778
1998-05-08,1903.075537607367
1998-05-11,1855.166126206554
1998-05-12,1817.414436786436
1998-05-13,1812.3201550231424
1998-05-14,1807.604915506108
1998-05-15,1828.726673461676
1998-05-18,1733.2493070706334
1998-05-19,1741.1074066346168
1998-05-20,1733.654968033203
1998-05-21,1703.944242252448
1998-05-22,1691.5048937434765
1998-05-25,1662.4798229163423
1998-05-26,1583.1402251482277
1998-05-27,1623.8061011499176
1998-05-28,1685.5258284745332
1998-05-29,1664.4991166471561
1998-06-01,1626.3123007704498
1998-06-02,1716.3194618921673
1998-06-03,1667.579993147744
1998-06-04,1708.564678988559
1998-06-05,1723.0288904192266
1998-06-08,1740.170529652767
1998-06-09,1713.847341049156
1998-06-10,1640.924635726273
1998-06-11,1640.924635726273
1998-06-12,1595.6358607564123
1998-06-15,1525.349231821626
1998-06-16,1540.1760011291663
1998-06-17,1636.9917500315971
1998-06-18,1585.3499892400364
1998-06-19,1603.0741491694578
1998-06-22,1582.7951755210045
1998-06-23,1624.6098091754666
1998-06-24,1607.6718495451944
1998-06-25,1551.572626107548
1998-06-26,1535.5684049575068
1998-06-29,1561.1046505083868
1998-06-30,1577.4710367868443
1998-07-01,1618.8277829877509
1998-07-02,1618.269641590926
1998-07-03,1646.0131647456055
1998-07-06,1642.5392657353261
1998-07-07,1669.1687246289164
1998-07-08,1679.0517807139713
1998-07-09,1678.3289861462943
1998-07-10,1674.0133454480751
1998-07-13,1677.371708705808
1998-07-14,1702.3735266601718
1998-07-15,1703.0231030873133
1998-07-16,1740.018803915239
1998-07-17,1782.9129714933385
1998-07-20,1775.337567154453
1998-07-21,1762.7775041899647
1998-07-22,1739.8275137060468
1998-07-23,1704.709624446118
1998-07-24,1691.8649387286332
1998-07-27,1679.3367979764469
1998-07-28,1640.4398292466115
1998-07-29,1666.8830711427356
1998-07-30,1717.8936746318914
1998-07-31,1694.3108409329823
1998-08-03,1666.2968583935944
1998-08-04,1593.2113145844385
1998-08-05,1578.7376819353988
1998-08-06,1560.6876012587504
1998-08-07,1511.0173416350667
1998-08-10,1479.5421575665955
1998-08-11,1424.111243203799
1998-08-12,1342.529615780145
1998-08-13,1398.3790253370091
1998-08-14,1405.55377441738
1998-08-17,1386.6367437512804
1998-08-18,1383.3433466240253
1998-08-19,1364.582854929979
1998-08-20,1295.5736950389783
1998-08-21,1256.3945968264272
1998-08-24,1239.1800596526211
1998-08-25,1231.3955381181777
1998-08-26,1183.0222546231105
1998-08-27,1076.5292871935687
1998-08-28,1087.4963371637646
1998-08-31,1047.3341261686778
1998-09-01,1110.6708089116908
1998-09-02,1100.7437097129173
1998-09-03,1017.8592339500553
1998-09-04,957.0092682118318
1998-09-07,957.0092682118318
1998-09-08,957.5488829353592
1998-09-09,925.4912792386966
1998-09-10,818.1570207287632
1998-09-11,908.8664704047882
1998-09-14,984.73893740167
1998-09-15,1146.6657787193333
1998-09-16,1106.9998168610086
1998-09-17,1066.0218115626938
1998-09-18,1094.0683115694376
1998-09-21,1053.7825249382106
1998-09-22,1077.3962473254069
1998-09-23,1188.1704001416092
1998-09-24,1124.379243962236
1998-09-25,1094.1909424526991
1998-09-28,1116.127826150295
1998-09-29,1116.6197468917658
1998-09-30,1092.7286874065173
1998-10-01,992.7532336446651
1998-10-02,1042.2145238247879
1998-10-05,994.5180782060102
1998-10-06,1023.217794235731
1998-10-07,1004.2581978981252
1998-10-08,998.4521397007807
1998-10-09,1048.709133129873
1998-10-12,1048.709133129873
1998-10-13,1058.6043872363446
1998-10-14,1031.5378456375379
1998-10-15,1084.477274912342
1998-10-16,1080.4015721997678
1998-10-19,1096.1757840844427
1998-10-20,1118.2532458775431
1998-10-21,1157.6943474557431
1998-10-22,1196.653924234557
1998-10-23,1150.5821327385156
1998-10-26,1106.8534461055422
1998-10-27,1095.9516319420634
1998-10-28,1086.7211340851186
1998-10-29,1049.3381000425964
1998-10-30,1133.5237612970643
1998-11-02,1133.5237612970643
1998-11-03,1201.9966160939675
1998-11-04,1228.7493744447463
1998-11-05,1290.0718502950747
1998-11-06,1317.9702972643702
1998-11-09,1328.1063616061751
1998-11-10,1278.7549056129114
1998-11-11,1245.0937357961357
1998-11-12,1206.8221216361799
1998-11-13,1218.9600271791983
1998-11-16,1260.1545765356148
1998-11-17,1300.4945755207568
1998-11-18,1326.2205757871805
1998-11-19,1279.870765116861
1998-11-20,1298.117064089123
1998-11-23,1305.9359043194272
1998-11-24,1288.3730263181405
1998-11-25,1321.6130065377442
1998-11-26,1343.1352342158054
1998-11-27,1365.3089085742192
1998-11-30,1307.1446187583745
1998-12-01,1283.3856050422223
1998-12-02,1270.3502582062015
1998-12-03,1175.288733265346
1998-12-04,1163.2194545177622
1998-12-07,1208.06501589046
1998-12-08,1173.8369420847935
1998-12-09,1165.46177220938
1998-12-10,1165.1717901307716
1998-12-11,1115.3184944985444
1998-12-14,1034.8514818505623
1998-12-15,1072.1238946575293
1998-12-16,1022.9442756335524
1998-12-17,1033.1556647556379
1998-12-18,1053.0167875341813
1998-12-21,1104.4111848886444
1998-12-22,1102.688809480331
1998-12-23,1105.142721431597
1998-12-24,1105.142721431597
1998-12-25,1105.142721431597
1998-12-28,1079.9512213129506
1998-12-29,1056.371736186531
1998-12-30,1082.5915725189677
1998-12-31,1082.3227726251082
1999-01-01,1082.3227726251082
1999-01-04,1078.638638100466
1999-01-05,1082.6097373892069
1999-01-06,1105.9557536700943
1999-01-07,1058.4242725562985
1999-01-08,1040.3388989362738
1999-01-11,988.203886670138
1999-01-12,932.4758270773667
1999-01-13,816.4558372627791
1999-01-14,758.9501366741474
1999-01-15,893.3412910719559
1999-01-18,847.059700467743
1999-01-19,885.9393570742885
1999-01-20,919.5143487540394
1999-01-21,822.7031492048767
1999-01-22,801.4174725411096
1999-01-25,765.5999318688813
1999-01-26,790.3243750168066
1999-01-27,766.9330598142602
1999-01-28,777.940130722326
1999-01-29,756.9268401893275
1999-02-01,874.6741526374883
1999-02-02,935.2124097006187
1999-02-03,904.5384061454259
1999-02-04,903.2268065724397
1999-02-05,865.7044010807629
1999-02-08,864.5562663760288
1999-02-09,868.3743411353536
1999-02-10,886.1468710370438
1999-02-11,891.5103435771624
1999-02-12,884.8679090539941
1999-02-15,884.8679090539941
1999-02-16,884.8679090539941
1999-02-17,873.0400759380103
1999-02-18,857.4980717910865
1999-02-19,860.2125950870845
1999-02-22,839.3521847605483
1999-02-23,816.2944472858346
1999-02-24,801.415100025634
1999-02-25,780.2252476760796
1999-02-26,799.4082747506164
1999-03-01,773.7143459315587
1999-03-02,765.5958389233721
1999-03-03,775.4519873381554
1999-03-04,827.1838634433902
1999-03-05,865.7743973426285
1999-03-08,872.6424718504628
1999-03-09,897.3828931075335
1999-03-10,926.2395436381399
1999-03-11,892.1023400289204
1999-03-12,881.3114395340057
1999-03-15,947.5109968291737
1999-03-16,966.046108621937
1999-03-17,968.6678515926409
1999-03-18,1011.9456039091233
1999-03-19,1008.7522146905221
1999-03-22,987.5809992882458
1999-03-23,972.4708521294102
1999-03-24,977.7232669387637
1999-03-25,1048.3650549645442
1999-03-26,1049.745362982852
1999-03-29,1058.5132191409298
1999-03-30,1098.9784315311715
1999-03-31,1120.2383901904975
1999-04-01,1120.2383901904975
1999-04-02,1120.2383901904975
1999-04-05,1145.9504401981849
1999-04-06,1178.2757616172582
1999-04-07,1209.8257846473925
1999-04-08,1213.5634754552168
1999-04-09,1202.0702952586728
1999-04-12,1210.2436406436523
1999-04-13,1208.9357668201312
1999-04-14,1218.3759435036043
1999-04-15,1234.2361125449654
1999-04-16,1251.065286244484
1999-04-19,1231.0298488963333
1999-04-20,1172.6286731988857
1999-04-21,1172.6286731988857
1999-04-22,1196.707416741087
1999-04-23,1207.2751671089864
1999-04-26,1175.803286698387
1999-04-27,1174.5246201214406
1999-04-28,1219.8813048277752
1999-04-29,1239.5551923364592
1999-04-30,1269.6587509761898
1999-05-03,1276.6274121663089
1999-05-04,1264.4050824329943
1999-05-05,1305.9473603903496
1999-05-06,1353.5555746415937
1999-05-07,1406.3069725875132
1999-05-10,1437.0180973419554
1999-05-11,1414.127719297108
1999-05-12,1394.226456940345
1999-05-13,1434.2783975741552
1999-05-14,1425.3309853954731
1999-05-17,1387.3476222000697
1999-05-18,1402.8654285476332
1999-05-19,1385.4481148713826
1999-05-20,1369.5822158026142
1999-05-21,1315.2162186354794
1999-05-24,1241.1117023367676
1999-05-25,1179.7601294820313
1999-05-26,1259.3776598620536
1999-05-27,1222.9741496024908
1999-05-28,1212.106135608501
1999-05-31,1233.2728693742447
1999-06-01,1221.975477548845
1999-06-02,1223.3547588084446
1999-06-03,1224.7918657167131
1999-06-04,1223.163356360628
1999-06-07,1203.6051609815636
1999-06-08,1190.1923842005613
1999-06-09,1189.1183714036295
1999-06-10,1188.2859339985928
1999-06-11,1205.0392149850318
1999-06-14,1196.0486246034886
1999-06-15,1223.3676696184614
1999-06-16,1289.9490626646173
1999-06-17,1299.8449987289412
1999-06-18,1308.728257885628
1999-06-21,1286.9297893960647
1999-06-22,1277.2200069220637
1999-06-23,1245.3262387394288
1999-06-24,1207.865767429303
1999-06-25,1192.2857664116095
1999-06-28,1200.0244319240335
1999-06-29,1226.8628486318069
1999-06-30,1256.090696269308
1999-07-01,1239.919927558902
1999-07-02,1269.7502555265944
1999-07-05,1281.0163665293317
1999-07-06,1254.6779293479572
1999-07-07,1281.2077769809139
1999-07-08,1281.2299322722522
1999-07-09,1284.080276949165
1999-07-12,1271.686417039868
1999-07-13,1308.1030702994517
1999-07-14,1268.7703889475918
1999-07-15,1270.770546440686
1999-07-16,1296.898664546163
1999-07-19,1310.799477321662
1999-07-20,1255.742359502833
1999-07-21,1265.785334878244
1999-07-22,1259.6485791873588
1999-07-23,1240.327384379213
1999-07-26,1206.772216121457
1999-07-27,1197.960707505401
1999-07-28,1211.3169093396289
1999-07-29,1194.9877438572582
1999-07-30,1204.7032818777125
1999-08-02,1171.706557731196
1999-08-03,1139.7791938143666
1999-08-04,1135.0150891090316
1999-08-05,1094.2912664116004
1999-08-06,1091.9768163196472
1999-08-09,1080.3941796359409
1999-08-10,1065.0587031760565
1999-08-11,1085.264315455848
1999-08-12,1068.456080568603
1999-08-13,1085.289763682205
1999-08-16,1079.3921817758292
1999-08-17,1059.5508218126047
1999-08-18,1019.8392563138353
1999-08-19,1016.8052172885616
1999-08-20,1051.3788548878017
1999-08-23,1057.4055094112173
1999-08-24,1041.565478780936
1999-08-25,1061.0248956154342
1999-08-26,1048.001669938715
1999-08-27,1056.3956840351514
1999-08-30,1063.3634361879904
1999-08-31,1063.9107438935002
1999-09-01,1087.5802780598324
1999-09-02,1105.097076854013
1999-09-03,1118.8779730590459
1999-09-06,1121.9371458128987
1999-09-07,1121.9371458128987
1999-09-08,1134.3909565758372
1999-09-09,1163.8717889751426
1999-09-10,1165.303230223343
1999-09-13,1165.9115736864799
1999-09-14,1181.768546537511
1999-09-15,1162.5772532231226
1999-09-16,1143.9508216294482
1999-09-17,1157.5582878961486
1999-09-20,1188.7970099582394
1999-09-21,1169.4042131956296
1999-09-22,1177.0940291527209
1999-09-23,1150.4809067165806
1999-09-24,1166.941203722995
1999-09-27,1167.4772853105433
1999-09-28,1151.972910025587
1999-09-29,1157.3184447979772
1999-09-30,1121.8734812667815
1999-10-01,1101.3679118427542
1999-10-04,1113.6475514368403
1999-10-05,1091.3094029784086
1999-10-06,1123.1594457430976
1999-10-07,1133.202203245979
1999-10-08,1141.3491576991412
1999-10-11,1149.1794666694846
1999-10-12,1149.1794666694846
1999-10-13,1123.4722789242305
1999-10-14,1122.9318301342448
1999-10-15,1101.6331123301727
1999-10-18,1077.4332846182735
1999-10-19,1082.3806024829096
1999-10-20,1107.5037144682183
1999-10-21,1106.4786157897133
1999-10-22,1139.7495916256378
1999-10-25,1133.1582392718547
1999-10-26,1132.0760885339803
1999-10-27,1146.6694713466284
1999-10-28,1162.387146196509
1999-10-29,1178.338616066039
1999-11-01,1187.0330032015554
1999-11-02,1187.0330032015554
1999-11-03,1225.88924098541
1999-11-04,1267.2403966991135
1999-11-05,1301.4747333810046
1999-11-08,1313.020738773191
1999-11-09,1306.1918582972833
1999-11-10,1322.509371333217
1999-11-11,1318.038407861505
1999-11-12,1314.4756736925008
1999-11-15,1314.4756736925008
1999-11-16,1320.956390536848
1999-11-17,1296.8526441916802
1999-11-18,1319.732771660313
1999-11-19,1361.1296092498974
1999-11-22,1349.0811731088654
1999-11-23,1362.8085327023748
1999-11-24,1346.6455319839808
1999-11-25,1366.8576537208696
1999-11-26,1401.7647502370144
1999-11-29,1406.413820484381
1999-11-30,1412.8779979401406
1999-12-01,1410.443053873687
1999-12-02,1465.194152436327
1999-12-03,1480.7160831353947
1999-12-06,1471.2894088822331
1999-12-07,1467.7488055118115
1999-12-08,1462.2085514230128
1999-12-09,1462.5096563497223
1999-12-10,1491.2517987217789
1999-12-13,1495.3986329038623
1999-12-14,1473.774469220073
1999-12-15,1442.3416112960776
1999-12-16,1474.7041732355963
1999-12-17,1524.4388422442537
1999-12-20,1570.3090369830838
1999-12-21,1602.3155411226223
1999-12-22,1624.1421631842654
1999-12-23,1620.2152526271818
1999-12-24,1620.2152526271818
1999-12-27,1620.7342502399777
1999-12-28,1642.2641281437186
1999-12-29,1707.550705136344
1999-12-30,1747.034309895882
1999-12-31,1747.034309895882
2000-01-03,1738.870138076901
2000-01-04,1626.9106084681139
2000-01-05,1670.4815355257538
2000-01-06,1661.2270875920274
2000-01-07,1698.5706671548328
2000-01-10,1770.611380798904
2000-01-11,1718.829314758409
2000-01-12,1713.9893223645854
2000-01-13,1763.5854117366937
2000-01-14,1795.0183885315796
2000-01-17,1841.0821147703234
2000-01-18,1835.7417506516435
2000-01-19,1798.9212175466764
2000-01-20,1786.170502576744
2000-01-21,1763.651986532624
2000-01-24,1771.334324728071
2000-01-25,1766.8474097484614
2000-01-26,1776.1595942175782
2000-01-27,1764.535766103095
2000-01-28,1706.5592262635785
2000-01-31,1669.6899969528101
2000-02-01,1676.294910494978
2000-02-02,1697.6833867077805
2000-02-03,1762.9478038809086
2000-02-04,1811.2642755285249
2000-02-07,1812.2354237195805
2000-02-08,1860.8779826370055
2000-02-09,1829.8966729710446
2000-02-10,1836.0765906574318
2000-02-11,1788.591968063644
2000-02-14,1742.596097858427
2000-02-15,1741.8491209414792
2000-02-16,1761.5747572960618
2000-02-17,1764.5205723910358
2000-02-18,1725.7979771903329
2000-02-21,1745.6645634857484
2000-02-22,1716.2597045589896
2000-02-23,1736.1228496971023
2000-02-24,1739.6040677795334
2000-02-25,1733.2424481862222
2000-02-28,1706.3039176202835
2000-02-29,1710.5562399501387
2000-03-01,1732.6092347914696
2000-03-02,1732.9333193603652
2000-03-03,1787.295305205702
2000-03-06,1786.7833329040104
2000-03-07,1787.295305205702
2000-03-08,1762.8757115987003
2000-03-09,1796.801130726064
2000-03-10,1771.5810010470013
2000-03-13,1719.7774016656338
2000-03-14,1699.1022025374205
2000-03-15,1697.9867522116656
2000-03-16,1732.523485357005
2000-03-17,1715.0470273763356
2000-03-20,1707.60605948431
2000-03-21,1758.349224370439
2000-03-22,1764.3785981374022
2000-03-23,1781.2330604602369
2000-03-24,1790.5192216950368
2000-03-27,1809.6292006888496
2000-03-28,1767.7123251829669
2000-03-29,1743.8213159897614
2000-03-30,1711.7243811184476
2000-03-31,1750.6570342879972
2000-04-03,1714.213411854118
2000-04-04,1676.975921981451
2000-04-05,1666.168879301228
2000-04-06,1688.7894929751951
2000-04-07,1718.90146104859
2000-04-10,1672.5637605174209
2000-04-11,1646.5593175322074
2000-04-12,1624.8244743883713
2000-04-13,1536.487286234478
2000-04-14,1450.5247303167585
2000-04-17,1446.0933531712171
2000-04-18,1503.5842644389077
2000-04-19,1446.0837080272404
2000-04-20,1479.329706384676
2000-04-21,1479.329706384676
2000-04-24,1435.9791574883595
2000-04-25,1483.418508478808
2000-04-26,1477.7450461259216
2000-04-27,1474.2544342284546
2000-04-28,1519.1300780506294
2000-05-01,1519.1300780506294
2000-05-02,1537.7807090148613
2000-05-03,1493.0337085551735
2000-05-04,1493.3444062959231
2000-05-05,1519.1342049768527
2000-05-08,1484.221239969709
2000-05-09,1462.2974104670275
2000-05-10,1442.8193963031529
2000-05-11,1452.3925380890385
