Date,MEXICO VALUE WEIGHTED
1995-11-30,1000.0
1995-12-29,1019.3696246330934
1996-01-31,1167.4937306031352
1996-02-29,1058.3215174090597
1996-03-29,1133.4081362515603
1996-04-30,1212.6063649414195
1996-05-31,1224.233662054317
1996-06-28,1203.3143978055102
1996-07-31,1124.3205016420306
1996-08-30,1220.8679823878952
1996-09-30,1219.31672007948
1996-10-31,1136.5560096137024
1996-11-29,1192.3263258020404
1996-12-31,1226.1399145687158
1997-01-01,1226.1399145687158
1997-01-02,1227.5916254306155
1997-01-03,1243.1559614739185
1997-01-06,1283.0659701932486
1997-01-07,1293.1370470183213
1997-01-08,1308.4103440547547
1997-01-09,1310.264353157042
1997-01-10,1317.9565077784848
1997-01-13,1310.140443306337
1997-01-14,1338.3530083091662
1997-01-15,1371.073175203437
1997-01-16,1354.7899804923177
1997-01-17,1373.2381192338532
1997-01-20,1374.446363606277
1997-01-21,1364.5893886138372
1997-01-22,1365.8724849478322
1997-01-23,1363.6534297112848
1997-01-24,1353.101426748898
1997-01-27,1349.8597861331837
1997-01-28,1351.310794328941
1997-01-29,1331.2256811692064
1997-01-30,1348.0039034565655
1997-01-31,1344.033985212145
1997-02-03,1338.8425884107842
1997-02-04,1343.8633002270374
1997-02-05,1344.2070872058623
1997-02-06,1343.0910732108164
1997-02-07,1346.9425868174346
1997-02-10,1358.8026148479373
1997-02-11,1387.9995149109604
1997-02-12,1417.9043279677528
1997-02-13,1407.2237937553634
1997-02-14,1430.4577467059135
1997-02-17,1432.7054539837582
1997-02-18,1428.1098733383951
1997-02-19,1450.1505668348777
1997-02-20,1439.5521518307814
1997-02-21,1452.8740993271335
1997-02-24,1458.8743720128605
1997-02-25,1477.0808087738112
1997-02-26,1449.1413968032257
1997-02-27,1403.523528194554
1997-02-28,1408.7283056635704
1997-03-03,1386.2416826050512
1997-03-04,1375.0088163723365
1997-03-05,1371.5669649516658
1997-03-06,1375.7169040342549
1997-03-07,1384.8764747831653
1997-03-10,1400.516657855288
1997-03-11,1393.039200521871
1997-03-12,1375.118604078157
1997-03-13,1364.008149809483
1997-03-14,1377.4925013512009
1997-03-17,1373.9841592238872
1997-03-18,1391.7098800417211
1997-03-19,1413.5965519365946
1997-03-20,1392.094578712333
1997-03-21,1392.358133157375
1997-03-24,1402.4727114450118
1997-03-25,1404.8612076505226
1997-03-26,1405.5152221909468
1997-03-27,1400.9910315615768
1997-03-28,1400.8142057340415
1997-03-31,1368.6682247561064
1997-04-01,1360.2778549823495
1997-04-02,1355.7381990622057
1997-04-03,1360.3856961937802
1997-04-04,1369.5464621454698
1997-04-07,1391.3247169561894
1997-04-08,1388.0500988364574
1997-04-09,1394.6726129262156
1997-04-10,1395.92071554181
1997-04-11,1375.2788263077925
1997-04-14,1385.4610510728965
1997-04-15,1391.2055375756245
1997-04-16,1408.8886082549902
1997-04-17,1396.8009548020161
1997-04-18,1395.6529419618785
1997-04-21,1385.9683721500212
1997-04-22,1405.1321146624387
1997-04-23,1412.8981899645778
1997-04-24,1396.6140643525216
1997-04-25,1397.9239109165856
1997-04-28,1375.0583781469807
1997-04-29,1381.1454634962263
1997-04-30,1382.6918445350873
1997-05-01,1384.5203413068277
1997-05-02,1392.2294309958208
1997-05-05,1393.551167797399
1997-05-06,1400.1406314833155
1997-05-07,1391.0823299470387
1997-05-08,1411.096058910552
1997-05-09,1425.9573686441804
1997-05-12,1451.4451450375238
1997-05-13,1452.2602413256768
1997-05-14,1441.6713069246152
1997-05-15,1443.0426626702442
1997-05-16,1444.988324217959
1997-05-19,1456.8366999915759
1997-05-20,1466.445978506581
1997-05-21,1476.010987828236
1997-05-22,1483.6343420619812
1997-05-23,1476.4155865886141
1997-05-26,1470.527989193937
1997-05-27,1468.5577820595029
1997-05-28,1448.3254669012576
1997-05-29,1460.7753457656358
1997-05-30,1466.7842509132743
1997-06-02,1479.4951272205954
1997-06-03,1503.4986381955607
1997-06-04,1525.6453203696124
1997-06-05,1511.7008498854568
1997-06-06,1525.9886792114492
1997-06-09,1517.552529364771
1997-06-10,1519.5919200584967
1997-06-11,1543.4264924389167
1997-06-12,1562.4492528954918
1997-06-13,1569.5105029171707
1997-06-16,1571.0464237871015
1997-06-17,1582.5558117458609
1997-06-18,1590.9008045627074
1997-06-19,1607.5428366961128
1997-06-20,1637.2158536429154
1997-06-23,1639.693688043739
1997-06-24,1626.1890638970108
1997-06-25,1621.7205058823088
1997-06-26,1644.629604923411
1997-06-27,1647.7413645786667
1997-06-30,1648.7870667011819
1997-07-01,1667.9105801470423
1997-07-02,1679.9982172230602
1997-07-03,1693.5926225860335
1997-07-04,1713.7425863898936
1997-07-07,1757.6089550446584
1997-07-08,1792.0112047467792
1997-07-09,1798.9757472078734
1997-07-10,1819.8132258202145
1997-07-11,1809.3793298942567
1997-07-14,1791.5051070141458
1997-07-15,1743.6068720904418
1997-07-16,1786.8247496750857
1997-07-17,1790.1542449867761
1997-07-18,1753.334266321002
1997-07-21,1714.402120664441
1997-07-22,1744.5531841554055
1997-07-23,1778.650074791768
1997-07-24,1795.0217135948014
1997-07-25,1792.7664135630525
1997-07-28,1784.8089225198037
1997-07-29,1820.7778125474968
1997-07-30,1876.8816406038334
1997-07-31,1904.8378014905284
1997-08-01,1905.7891684653384
1997-08-04,1937.6407108180294
1997-08-05,1954.6731115824925
1997-08-06,1976.4068641154865
1997-08-07,1955.725383352024
1997-08-08,1911.9540610280949
1997-08-11,1906.6672007720058
1997-08-12,1890.942119621767
1997-08-13,1897.6046102721166
1997-08-14,1897.557084106014
1997-08-15,1876.2925512419606
1997-08-18,1874.549500088227
1997-08-19,1908.7369569695466
1997-08-20,1941.2285467563393
1997-08-21,1910.060385605379
1997-08-22,1901.8252508387623
1997-08-25,1889.2973215368372
1997-08-26,1862.2862588672338
1997-08-27,1860.893838346848
1997-08-28,1812.7114258150302
1997-08-29,1745.9031235931654
1997-09-01,1743.1105722118584
1997-09-02,1801.0647897633976
1997-09-03,1836.7106896510031
1997-09-04,1828.2270986138492
1997-09-05,1840.0636587929962
1997-09-08,1847.2908648734574
1997-09-09,1849.5315999923782
1997-09-10,1812.938742494383
1997-09-11,1774.8200936263945
1997-09-12,1819.8427188366247
1997-09-15,1813.277455093451
1997-09-16,1818.0707739624925
1997-09-17,1872.0183221748407
1997-09-18,1896.8929933571626
1997-09-19,1916.744743195048
1997-09-22,1964.738980574618
1997-09-23,1960.7820684205888
1997-09-24,1943.282262268179
1997-09-25,1950.492707591744
1997-09-26,1957.5915948172758
1997-09-29,1974.9915385410302
1997-09-30,2000.7345007199333
1997-10-01,2019.3538847897244
1997-10-02,2005.5944788156605
1997-10-03,1995.7462421486969
1997-10-06,2002.2623855822378
1997-10-07,2022.5994651559163
1997-10-08,1996.592554973025
1997-10-09,1979.4516064350926
1997-10-10,1987.0627191543344
1997-10-13,1979.8584813144976
1997-10-14,2004.0645992366688
1997-10-15,2020.6177957200198
1997-10-16,2021.2620815470675
1997-10-17,1997.013291481539
1997-10-20,2014.8778550201157
1997-10-21,2038.6609972518954
1997-10-22,2011.6429474007011
1997-10-23,1908.4530795928254
1997-10-24,1829.9320716213522
1997-10-27,1471.9517640527479
1997-10-28,1690.2416311275622
1997-10-29,1689.567916163258
1997-10-30,1601.672389763506
1997-10-31,1615.980777033286
1997-11-03,1730.7881536179493
1997-11-04,1722.0382381198203
1997-11-05,1701.1860493602
1997-11-06,1673.5324644993018
1997-11-07,1619.8331596515893
1997-11-10,1585.485761234479
1997-11-11,1591.7746164901062
1997-11-12,1507.303143702909
1997-11-13,1548.4148387492057
1997-11-14,1586.9901173206342
1997-11-17,1630.9718911814239
1997-11-18,1625.083159741683
1997-11-19,1651.4105891943614
1997-11-20,1657.42665691456
1997-11-21,1714.09640062056
1997-11-24,1675.068309551706
1997-11-25,1699.2341260509158
1997-11-26,1739.4789915098575
1997-11-27,1764.104805945735
1997-11-28,1767.5279950418726
1997-12-01,1826.871598399735
1997-12-02,1844.208861444852
1997-12-03,1842.902989287787
1997-12-04,1846.399910826707
1997-12-05,1845.795823058016
1997-12-08,1851.250469895896
1997-12-09,1842.1110828737444
1997-12-10,1812.9945839763063
1997-12-11,1769.254048323002
1997-12-12,1768.7146416009527
1997-12-15,1811.3149937800197
1997-12-16,1838.5387091207099
1997-12-17,1860.366097793206
1997-12-18,1834.8680900089132
1997-12-19,1798.9770610453193
1997-12-22,1794.4943740273307
1997-12-23,1775.6329600650824
1997-12-24,1795.470447596798
1997-12-25,1795.470447596798
1997-12-26,1829.4132266971337
1997-12-29,1876.1122449156987
1997-12-30,1907.2620612329922
1997-12-31,1908.5455156674911
1998-01-01,1908.5455156674911
1998-01-02,1905.5913099778038
1998-01-05,1896.3690163566441
1998-01-06,1836.6954932202564
1998-01-07,1797.711407253367
1998-01-08,1752.063503272519
1998-01-09,1621.3546083867159
1998-01-12,1666.1934639417823
1998-01-13,1668.468731355792
1998-01-14,1655.481536021109
1998-01-15,1635.7215722038723
1998-01-16,1693.9441572497362
1998-01-19,1728.5336498951365
1998-01-20,1698.5187539233575
1998-01-21,1663.707929319355
1998-01-22,1640.5669000427667
1998-01-23,1626.9100115136475
1998-01-26,1630.604762792861
1998-01-27,1647.7564960329926
1998-01-28,1623.667681341305
1998-01-29,1590.3276704834952
1998-01-30,1632.877381835989
1998-02-02,1682.3749985445643
1998-02-03,1708.3691591985043
1998-02-04,1716.636499244147
1998-02-05,1716.636499244147
1998-02-06,1711.379530868344
1998-02-09,1682.5367277947494
1998-02-10,1690.663436093474
1998-02-11,1693.2218119474694
1998-02-12,1679.1895001439434
1998-02-13,1649.9103655382899
1998-02-16,1637.644212038319
1998-02-17,1611.3490027704381
1998-02-18,1610.4752017403694
1998-02-19,1629.910184705155
1998-02-20,1610.8568399157389
1998-02-23,1593.6209626475918
1998-02-24,1614.706069687062
1998-02-25,1656.5005883062465
1998-02-26,1675.3701150543495
1998-02-27,1684.8479580724984
1998-03-02,1713.2501984133742
1998-03-03,1705.10097448557
1998-03-04,1683.3668455394545
1998-03-05,1656.306974183093
1998-03-06,1700.29685598824
1998-03-09,1679.4313130010423
1998-03-10,1647.1080071334197
1998-03-11,1665.7846030644025
1998-03-12,1669.3165892685568
1998-03-13,1677.435231596965
1998-03-16,1661.0255190335156
1998-03-17,1683.2387038050092
1998-03-18,1701.4385534719706
1998-03-19,1699.0951867558235
1998-03-20,1723.2212731258019
1998-03-23,1774.2920324736094
1998-03-24,1764.4106360039557
1998-03-25,1763.6554063142441
1998-03-26,1764.7651848432465
1998-03-27,1788.2774483694132
1998-03-30,1787.6363161647441
1998-03-31,1778.4095563271283
1998-04-01,1769.8462849950583
1998-04-02,1769.4362495194373
1998-04-03,1748.182493452353
1998-04-06,1752.2426785099262
1998-04-07,1734.0455513193276
1998-04-08,1757.2130505345517
1998-04-09,1760.9399074816026
1998-04-10,1761.2424128122022
1998-04-13,1753.1960963447004
1998-04-14,1776.3969938127636
1998-04-15,1781.519283265135
1998-04-16,1777.5386802006033
1998-04-17,1807.3469279609092
1998-04-20,1843.6641918346788
1998-04-21,1848.8623483097367
1998-04-22,1846.7193837244733
1998-04-23,1840.9392744474674
1998-04-24,1815.8451468428584
1998-04-27,1751.7300302176254
1998-04-28,1791.8197130424928
1998-04-29,1795.6380012452366
1998-04-30,1839.130202532534
1998-05-01,1838.2640671572317
1998-05-04,1842.4159243605113
1998-05-05,1840.242110515475
1998-05-06,1786.3556891923772
1998-05-07,1785.2423077558944
1998-05-08,1795.3804111610875
1998-05-11,1762.562952820917
1998-05-12,1740.4025199541256
1998-05-13,1716.8152602929824
1998-05-14,1712.2775591013278
1998-05-15,1726.7852133929034
1998-05-18,1656.616308398164
1998-05-19,1652.1251620996252
1998-05-20,1634.177720230601
1998-05-21,1659.5941704814938
1998-05-22,1655.8321884131076
1998-05-25,1634.4835409545606
1998-05-26,1558.9884119652618
1998-05-27,1557.514037841681
1998-05-28,1553.551798787423
1998-05-29,1576.0966442787726
1998-06-01,1518.0791786820469
1998-06-02,1558.2149766522466
1998-06-03,1553.5665383174507
1998-06-04,1613.2305675443824
1998-06-05,1610.0074203897482
1998-06-08,1597.6048053016173
1998-06-09,1583.7800787563654
1998-06-10,1519.5381124036671
1998-06-11,1456.6911946470927
1998-06-12,1442.0533654504334
1998-06-15,1377.9848759747754
1998-06-16,1418.1169809809921
1998-06-17,1510.2252587898097
1998-06-18,1471.503819931765
1998-06-19,1504.73828444996
1998-06-22,1496.527630754065
1998-06-23,1517.2098155084375
1998-06-24,1511.4325847332593
1998-06-25,1460.798531104301
1998-06-26,1429.6728900250487
1998-06-29,1430.9340155189154
1998-06-30,1471.9861770508055
1998-07-01,1516.646208209806
1998-07-02,1516.3981210142008
1998-07-03,1535.797026038918
1998-07-06,1506.530476294701
1998-07-07,1543.7586752477062
1998-07-08,1559.0405149752573
1998-07-09,1542.7916550597763
1998-07-10,1552.3526225077765
1998-07-13,1583.612604095877
1998-07-14,1607.0578319751473
1998-07-15,1589.3147371747602
1998-07-16,1608.6218563362308
1998-07-17,1614.7087009234463
1998-07-20,1594.2394917474219
1998-07-21,1568.5741286813613
1998-07-22,1573.4458680671564
1998-07-23,1544.938775139505
1998-07-24,1549.4253140085377
1998-07-27,1537.534439448477
1998-07-28,1490.4230170442854
1998-07-29,1491.2954064955209
1998-07-30,1492.9431401631086
1998-07-31,1458.2502713013146
1998-08-03,1427.752274347115
1998-08-04,1387.3806346569058
1998-08-05,1388.9568658769012
1998-08-06,1361.4246041600588
1998-08-07,1317.3922700896073
1998-08-10,1265.0180844488239
1998-08-11,1219.922454452917
1998-08-12,1189.4197631343807
1998-08-13,1207.2677717840356
1998-08-14,1205.7703216699276
1998-08-17,1187.8481985019343
1998-08-18,1228.2900584789465
1998-08-19,1219.06711029179
1998-08-20,1168.4346000953703
1998-08-21,1118.519440754376
1998-08-24,1112.8383745300441
1998-08-25,1102.5837801612968
1998-08-26,1051.9777201924244
1998-08-27,970.1679905255565
1998-08-28,998.9074821860695
1998-08-31,939.2157405522964
1998-09-01,960.0241456803433
1998-09-02,1017.5294766895059
1998-09-03,973.7677967008107
1998-09-04,947.8471194905985
1998-09-07,984.8553535181189
1998-09-08,989.325996350404
1998-09-09,951.5602348867385
1998-09-10,847.1313587049495
1998-09-11,879.5910800331725
1998-09-14,920.5038251975603
1998-09-15,1062.9584650832096
1998-09-16,1066.1126445048214
1998-09-17,1054.6678797850007
1998-09-18,1087.0497775178287
1998-09-21,1095.9384356882367
1998-09-22,1108.5992044479021
1998-09-23,1208.5960627628997
1998-09-24,1149.4949168346163
1998-09-25,1156.530318349814
1998-09-28,1155.917762047934
1998-09-29,1144.6285675286897
1998-09-30,1117.1362353154243
1998-10-01,1047.1499533893102
1998-10-02,1100.6217899178466
1998-10-05,1071.9288114808003
1998-10-06,1075.2594276083166
1998-10-07,1048.0851088065401
1998-10-08,1054.7958240803978
1998-10-09,1080.3079239380813
1998-10-12,1109.245994928762
1998-10-13,1106.2085962152464
1998-10-14,1112.9493894836962
1998-10-15,1179.9652416620288
1998-10-16,1191.8042525134608
1998-10-19,1193.440531328062
1998-10-20,1196.9518175829216
1998-10-21,1203.2590645386754
1998-10-22,1254.8905020499965
1998-10-23,1241.3770118657762
1998-10-26,1240.908180552479
1998-10-27,1207.9793190044084
1998-10-28,1188.4912939094877
1998-10-29,1198.201451901345
1998-10-30,1253.6205370228572
1998-11-02,1262.395880782017
1998-11-03,1281.2257677166976
1998-11-04,1323.8022691084398
1998-11-05,1331.4651008073033
1998-11-06,1327.7582882802367
1998-11-09,1302.854959178856
1998-11-10,1275.930936199274
1998-11-11,1272.2002771482066
1998-11-12,1248.739224325265
1998-11-13,1243.3801335868839
1998-11-16,1241.6792489308023
1998-11-17,1240.282439289513
1998-11-18,1270.9292748135742
1998-11-19,1253.9447603378358
1998-11-20,1257.7465130220332
1998-11-23,1291.3819453987076
1998-11-24,1256.968792620828
1998-11-25,1251.3487803252779
1998-11-26,1257.0711964565867
1998-11-27,1245.0353971714208
1998-11-30,1184.550198303922
1998-12-01,1175.300364036926
1998-12-02,1203.1342277093702
1998-12-03,1161.8383660014356
1998-12-04,1175.9731914105528
1998-12-07,1191.2462973983777
1998-12-08,1192.4081209646918
1998-12-09,1188.3402047974853
1998-12-10,1187.5361916481017
1998-12-11,1200.3826711989802
1998-12-14,1183.82718063213
1998-12-15,1173.2338034624706
1998-12-16,1180.6072188822795
1998-12-17,1188.5551069215687
1998-12-18,1204.6716741298108
1998-12-21,1231.361233505813
1998-12-22,1227.6432983316192
1998-12-23,1230.4091273704148
1998-12-24,1243.0775091295202
1998-12-25,1243.0775091295202
1998-12-28,1231.4668472033748
1998-12-29,1219.4038076677577
1998-12-30,1225.6876031138609
1998-12-31,1237.8833226868585
1999-01-01,1237.8833226868585
1999-01-04,1211.4798096040306
1999-01-05,1192.368238396368
1999-01-06,1175.390336261476
1999-01-07,1156.4908920085604
1999-01-08,1140.2885873441107
1999-01-11,1117.558895284661
1999-01-12,1059.9409863714204
1999-01-13,968.4145078860834
1999-01-14,968.2524897972911
1999-01-15,1090.2287315271574
1999-01-18,1102.150679772168
1999-01-19,1087.2537686475112
1999-01-20,1143.2915560029537
1999-01-21,1117.1373635903265
1999-01-22,1107.8852641214435
1999-01-25,1106.6672285584884
1999-01-26,1133.5306386761004
1999-01-27,1148.2795350191361
1999-01-28,1202.275571981245
1999-01-29,1211.4767659404883
1999-02-01,1240.333046991507
1999-02-02,1234.517595542193
1999-02-03,1244.953090803093
1999-02-04,1241.3635749704845
1999-02-05,1243.521395935171
1999-02-08,1242.1427130636278
1999-02-09,1225.0662461865102
1999-02-10,1233.529117238001
1999-02-11,1289.5700951654144
1999-02-12,1286.5751877241728
1999-02-15,1289.3970706612708
1999-02-16,1306.0837522790011
1999-02-17,1288.7035043844326
1999-02-18,1297.99115539163
1999-02-19,1319.4341440626272
1999-02-22,1335.0202206116353
1999-02-23,1329.1620584152702
1999-02-24,1339.2522195919112
1999-02-25,1349.5735001165026
1999-02-26,1348.654815453503
1999-03-01,1331.1232850882866
1999-03-02,1318.5848429529929
1999-03-03,1302.3801400498248
1999-03-04,1336.5495481735745
1999-03-05,1371.5066727700384
1999-03-08,1427.1779103612919
1999-03-09,1462.6583697516846
1999-03-10,1510.0873506954701
1999-03-11,1509.3356984381987
1999-03-12,1516.74982317649
1999-03-15,1548.932257360931
1999-03-16,1594.9633835846205
1999-03-17,1585.5159692583813
1999-03-18,1594.2574643444452
1999-03-19,1561.888785290321
1999-03-22,1543.012699962855
1999-03-23,1518.394260253273
1999-03-24,1577.662113699096
1999-03-25,1591.4020463319323
1999-03-26,1572.8375328151262
1999-03-29,1611.4064160690673
1999-03-30,1628.5239438855826
1999-03-31,1650.2533752850522
1999-04-01,1648.3481709265156
1999-04-02,1652.3368093201304
1999-04-05,1719.6398922869555
1999-04-06,1730.9192052745157
1999-04-07,1725.8221869836402
1999-04-08,1737.8781683379852
1999-04-09,1743.1222039813388
1999-04-12,1777.6822989997788
1999-04-13,1772.3296844736913
1999-04-14,1770.859645964409
1999-04-15,1850.0573991558783
1999-04-16,1883.2016343066684
1999-04-19,1876.9010727271857
1999-04-20,1836.1872658499358
1999-04-21,1815.6159590282648
1999-04-22,1880.5252549193715
1999-04-23,1875.4477331367884
1999-04-26,1840.1469701855542
1999-04-27,1837.1024064343276
1999-04-28,1866.6488747229716
1999-04-29,1888.0573564213112
1999-04-30,1856.2606852995825
1999-05-03,1915.340802600206
1999-05-04,1895.8377562209646
1999-05-05,1895.8377562209646
1999-05-06,1974.2253189686624
1999-05-07,2039.2015069187337
1999-05-10,2091.9669368858226
1999-05-11,2055.112526414185
1999-05-12,2013.5582985776914
1999-05-13,2073.9218335511277
1999-05-14,2013.089710899958
1999-05-17,2000.8145780485543
1999-05-18,2016.2008210302024
1999-05-19,1969.9301753326686
1999-05-20,1987.3564639262315
1999-05-21,1912.734997243055
1999-05-24,1854.030753821107
1999-05-25,1790.0550156775591
1999-05-26,1861.4244441440821
1999-05-27,1764.2673575973695
1999-05-28,1761.5988614935525
1999-05-31,1777.3870781601659
1999-06-01,1748.338818820004
1999-06-02,1739.9324195446936
1999-06-03,1734.4019355937585
1999-06-04,1764.2435711832134
1999-06-07,1797.1255576552994
1999-06-08,1790.175195627768
1999-06-09,1778.7603351012522
1999-06-10,1762.3744886378715
1999-06-11,1716.7429523561873
1999-06-14,1687.2525831329788
1999-06-15,1739.8266846769652
1999-06-16,1861.3522455423386
1999-06-17,1885.1586020255395
1999-06-18,1902.9524320697194
1999-06-21,1937.4897292515839
1999-06-22,1929.7990309277632
1999-06-23,1872.4858825455108
1999-06-24,1826.9830310467516
1999-06-25,1802.6359049057005
1999-06-28,1842.9411752520775
1999-06-29,1874.8675303190773
1999-06-30,1954.6069990554145
1999-07-01,1955.8427417509317
1999-07-02,1980.2872183075444
1999-07-05,2003.5439760763506
1999-07-06,1994.1112986083085
1999-07-07,2003.7121980380666
1999-07-08,1985.9860657295746
1999-07-09,1979.5503204943366
1999-07-12,1927.0020431425762
1999-07-13,1964.0167320207447
1999-07-14,1973.1256510214173
1999-07-15,1977.762179790718
1999-07-16,1967.0353603515434
1999-07-19,1994.5830585071608
1999-07-20,1950.878577399258
1999-07-21,1961.4914476458484
1999-07-22,1928.1301434613724
1999-07-23,1852.481626464317
1999-07-26,1791.7702821662683
1999-07-27,1794.5399488941277
1999-07-28,1818.625610674695
1999-07-29,1745.3271692407957
1999-07-30,1734.9002570647258
1999-08-02,1685.495006234835
1999-08-03,1705.7705921833094
1999-08-04,1685.903605365527
1999-08-05,1684.4676580034284
1999-08-06,1641.112575532587
1999-08-09,1669.428152475654
1999-08-10,1665.463284300739
1999-08-11,1707.7485312395859
1999-08-12,1732.1892003013797
1999-08-13,1775.2914767262344
1999-08-16,1760.4007177350622
1999-08-17,1764.7373695438248
1999-08-18,1722.9020702401483
1999-08-19,1711.056225995155
1999-08-20,1694.3579852051064
1999-08-23,1741.962760347823
1999-08-24,1755.1217171798976
1999-08-25,1793.4062408373586
1999-08-26,1782.453075009495
1999-08-27,1749.8800884798693
1999-08-30,1727.32657346205
1999-08-31,1703.2663445908865
1999-09-01,1696.0145453589935
1999-09-02,1682.847987973015
1999-09-03,1684.7397584863386
1999-09-06,1689.8248647067965
1999-09-07,1645.6322605952516
1999-09-08,1629.6434293411794
1999-09-09,1622.3547728360454
1999-09-10,1673.4821073628686
1999-09-13,1683.2656234543506
1999-09-14,1668.7460601053542
1999-09-15,1662.6397484795646
1999-09-16,1654.6633317757712
1999-09-17,1657.4497405964387
1999-09-20,1680.1693206553223
1999-09-21,1651.919201153898
1999-09-22,1669.200494590782
1999-09-23,1662.3299045925207
1999-09-24,1666.1771111265623
1999-09-27,1695.0486349292871
1999-09-28,1706.4006524567076
1999-09-29,1702.7248162004921
1999-09-30,1692.9033601868318
1999-10-01,1666.5301490276672
1999-10-04,1669.142417539768
1999-10-05,1663.430124752278
1999-10-06,1701.1494906722057
1999-10-07,1712.5559928507384
1999-10-08,1742.7585909757402
1999-10-11,1760.2196025268881
