Date,CHINA A RMB VALUE WEIGHTED
2009-02-27,1111.5075635357591
2009-03-02,1116.1943781421899
2009-03-03,1104.4192096821027
2009-03-04,1175.7906731886903
2009-03-05,1187.4773470038392
2009-03-06,1175.8813150277426
2009-03-09,1133.8391761598468
2009-03-10,1155.153403201104
2009-03-11,1145.5196106662772
2009-03-12,1142.4043681354879
2009-03-13,1140.7113732424175
2009-03-16,1158.8266091041562
2009-03-17,1196.286169324624
2009-03-18,1199.652861264299
2009-03-19,1222.5013033451726
2009-03-20,1220.6640512671283
2009-03-23,1248.4499242885308
2009-03-24,1256.8380104908235
2009-03-25,1228.5756440630307
2009-03-26,1272.1546983339738
2009-03-27,1283.2161818061784
2009-03-30,1272.03206538051
2009-03-31,1279.743704104534
2009-04-01,1298.5492976388518
2009-04-02,1316.3135446752792
2009-04-03,1318.1111176015636
2009-04-06,1318.1111176015636
2009-04-07,1320.9159345457638
2009-04-08,1267.6348935798108
2009-04-09,1286.7357542440138
2009-04-10,1320.4640842911592
2009-04-13,1360.7528287068976
2009-04-14,1371.4038751488506
2009-04-15,1370.819871925957
2009-04-16,1372.5359868498954
2009-04-17,1353.3695733913728
2009-04-20,1382.7711804149885
2009-04-21,1364.816568604338
2009-04-22,1322.911827111209
2009-04-23,1327.6803879459271
2009-04-24,1318.7313128431854
2009-04-27,1291.002139272281
2009-04-28,1290.6322267918779
2009-04-29,1338.6250658793165
2009-04-30,1343.4220475913355
2009-05-01,1343.4220475913355
2009-05-04,1392.691626571349
2009-05-05,1394.7274980653422
2009-05-06,1414.386870139073
2009-05-07,1417.6193739339074
2009-05-08,1433.6715372459967
2009-05-11,1409.935328400338
2009-05-12,1439.124639931184
2009-05-13,1451.176169143537
2009-05-14,1432.4545904994166
2009-05-15,1432.6032722387504
2009-05-18,1437.047036271166
2009-05-19,1451.6099984153573
2009-05-20,1433.2630989901056
2009-05-21,1400.483863994942
2009-05-22,1397.1923033899343
2009-05-25,1397.0550242532872
2009-05-26,1379.1951441444453
2009-05-27,1408.1348726052477
2009-05-28,1408.1348726052477
2009-05-29,1408.1348726052477
2009-06-01,1463.6207032203174
2009-06-02,1465.5551114110901
2009-06-03,1505.8228300420271
2009-06-04,1516.7116534903614
2009-06-05,1505.7013859775705
2009-06-08,1515.4841378426063
2009-06-09,1525.1142788566765
2009-06-10,1544.0283620311484
2009-06-11,1528.3168246806922
2009-06-12,1500.4345394310728
2009-06-15,1531.2447611404323
2009-06-16,1526.769707486038
2009-06-17,1548.8913369292668
2009-06-18,1577.4423250325146
2009-06-19,1595.5918635165656
2009-06-22,1607.2962607072689
2009-06-23,1616.143987166579
2009-06-24,1635.5888688808548
2009-06-25,1634.8989789900027
2009-06-26,1637.840439009535
2009-06-29,1664.3811141298704
2009-06-30,1653.157765981863
2009-07-01,1690.7141289997714
2009-07-02,1713.9585765069337
2009-07-03,1730.894026177108
2009-07-06,1765.0809731911656
2009-07-07,1748.1469649633905
2009-07-08,1741.3193466137375
2009-07-09,1763.119019236114
2009-07-10,1756.323259683366
2009-07-13,1731.1037812913075
2009-07-14,1780.406976306601
2009-07-15,1806.660905784772
2009-07-16,1810.9911820667535
2009-07-17,1819.7466874936745
2009-07-20,1860.1410020078094
2009-07-21,1828.9477510248291
2009-07-22,1865.4324456737038
2009-07-23,1888.623662987414
2009-07-24,1909.056162217256
2009-07-27,1954.091506260923
2009-07-28,1966.0989328093635
2009-07-29,1872.7814425300762
2009-07-30,1921.0035454580454
2009-07-31,1970.7267529852345
2009-08-03,2002.4163896978816
2009-08-04,1995.1302134843406
2009-08-05,1966.9954402714707
2009-08-06,1915.9079240628384
2009-08-07,1855.4448721978458
2009-08-10,1849.1751848445022
2009-08-11,1854.490561586134
2009-08-12,1766.094834263592
2009-08-13,1789.2640822441108
2009-08-14,1736.8117751297493
2009-08-17,1633.6571193157263
2009-08-18,1656.644728040913
2009-08-19,1575.4074062834395
2009-08-20,1644.4956009179934
2009-08-21,1673.3144511951987
2009-08-24,1680.7239543493367
2009-08-25,1616.2733384007136
2009-08-26,1643.4818920136715
2009-08-27,1632.39978668491
2009-08-28,1577.276190675327
2009-08-31,1468.0222263534922
2009-09-01,1485.2343178857814
2009-09-02,1508.190932583492
2009-09-03,1589.1592984023937
2009-09-04,1594.1591775547695
2009-09-07,1603.3767944292692
2009-09-08,1637.3834438051438
2009-09-09,1649.6288910235498
2009-09-10,1635.5426980754708
2009-09-11,1674.6144622690563
2009-09-14,1694.0539218323713
2009-09-15,1698.0277985797675
2009-09-16,1668.6154077177328
2009-09-17,1701.2642047333406
2009-09-18,1642.0994175463838
2009-09-21,1638.436827363956
2009-09-22,1599.5754985353674
2009-09-23,1572.7355015322335
2009-09-24,1584.914338528614
2009-09-25,1576.754020666816
2009-09-28,1533.5486698913414
2009-09-29,1536.5680631529394
2009-09-30,1550.2766893002577
2009-10-01,1550.2766893002577
2009-10-02,1550.2766893002577
2009-10-05,1550.2766893002577
2009-10-06,1550.2766893002577
2009-10-07,1550.2766893002577
2009-10-08,1550.2766893002577
2009-10-09,1628.0788489605934
2009-10-12,1616.7903845076742
2009-10-13,1642.3356198024776
2009-10-14,1658.3295021642004
2009-10-15,1664.4400416446874
2009-10-16,1662.4011271583984
2009-10-19,1704.18942298604
2009-10-20,1729.357184653746
2009-10-21,1723.8679877236086
2009-10-22,1709.116574883573
2009-10-23,1743.5029166290815
2009-10-26,1744.608079850834
2009-10-27,1691.7340813901
2009-10-28,1692.5911058463435
2009-10-29,1651.337103948526
2009-10-30,1669.063499735803
2009-11-02,1719.9308006671097
2009-11-03,1737.5544740136165
2009-11-04,1746.82404406459
2009-11-05,1754.7696176257866
2009-11-06,1764.1474738894935
2009-11-09,1770.0351146282774
2009-11-10,1774.3728619985257
2009-11-11,1769.016149052095
2009-11-12,1769.5666499315046
2009-11-13,1776.3226540535043
2009-11-16,1833.6598609714442
2009-11-17,1834.6122793673806
2009-11-18,1838.3580758764754
2009-11-19,1842.8836656911092
2009-11-20,1831.3671250088892
2009-11-23,1841.7932795229233
2009-11-24,1792.0778668471019
2009-11-25,1832.5850050101528
2009-11-26,1762.4248004817168
2009-11-27,1710.0349606847165
2009-11-30,1768.0819189134797
2009-12-01,1791.799927897309
2009-12-02,1808.1998740536924
2009-12-03,1802.2557618875296
2009-12-04,1849.369297344344
2009-12-07,1856.3526423810247
2009-12-08,1831.7025420003292
2009-12-09,1797.6583311661602
2009-12-10,1806.9871771389094
2009-12-11,1804.48215607816
2009-12-14,1837.3264902476221
2009-12-15,1819.3852813500848
2009-12-16,1804.4317155237006
2009-12-17,1766.6137127702846
2009-12-18,1733.683149727997
2009-12-21,1730.9245229677804
2009-12-22,1692.251297453139
2009-12-23,1702.200590854549
2009-12-24,1749.0970886227788
2009-12-25,1738.5455227901975
2009-12-28,1764.053933903105
2009-12-29,1776.118681326891
2009-12-30,1818.880493908405
2009-12-31,1825.1956439082667
2010-01-01,1825.1956439082667
2010-01-04,1798.964355305004
2010-01-05,1812.8304734584588
2010-01-06,1799.1290354475123
2010-01-07,1760.4595683076175
2010-01-08,1762.7466407099348
2010-01-11,1764.706491725202
2010-01-12,1792.4379315269205
2010-01-13,1726.1319278304713
2010-01-14,1743.4424849189531
2010-01-15,1746.058616985469
2010-01-18,1749.8989747656149
2010-01-19,1754.4043900539057
2010-01-20,1696.71341622043
2010-01-21,1702.509892282161
2010-01-22,1693.7951318322498
2010-01-25,1672.5388217917962
2010-01-26,1637.5956674293843
2010-01-27,1616.3573285271577
2010-01-28,1614.5717655316155
2010-01-29,1608.3188715853535
2010-02-01,1580.200126032736
2010-02-02,1578.754635252617
2010-02-03,1623.7555399890916
2010-02-04,1613.2447832033583
2010-02-05,1581.6346286041817
2010-02-08,1577.6338244378057
2010-02-09,1587.5029784862224
2010-02-10,1606.7086045369163
2010-02-11,1612.879902249736
2010-02-12,1629.1312149945509
2010-02-15,1629.1312149945509
2010-02-16,1629.1312149945509
2010-02-17,1629.1312149945509
2010-02-18,1629.1312149945509
2010-02-19,1629.1312149945509
2010-02-22,1620.054441463117
2010-02-23,1599.4665063948175
2010-02-24,1620.621647583683
2010-02-25,1641.150214816697
2010-02-26,1634.8483857982458
2010-03-01,1657.124143151598
2010-03-02,1650.0340643889165
2010-03-03,1658.183071351236
2010-03-04,1621.1501312366677
2010-03-05,1624.6617443055418
2010-03-08,1637.837202253397
2010-03-09,1650.306800654964
2010-03-10,1641.5335517882743
2010-03-11,1644.648415439461
2010-03-12,1623.7839745372291
2010-03-15,1598.7627771288332
2010-03-16,1608.7379205514703
2010-03-17,1639.753577451085
2010-03-18,1634.4110032658116
2010-03-19,1647.6867636855984
2010-03-22,1650.2720838383123
2010-03-23,1635.4614891918554
2010-03-24,1634.0145539478176
2010-03-25,1612.2074475724426
2010-03-26,1634.3577174391721
2010-03-29,1678.6968867192363
2010-03-30,1679.807221019211
2010-03-31,1667.0463227606342
2010-04-01,1686.2778180435148
2010-04-02,1691.8283332612439
2010-04-05,1691.8283332612443
2010-04-06,1689.8691844752911
2010-04-07,1678.6603417495628
2010-04-08,1654.7373840764467
2010-04-09,1667.9426286984342
2010-04-12,1648.1003637568997
2010-04-13,1674.9226805110984
2010-04-14,1674.0243634452304
2010-04-15,1673.6742063262623
2010-04-16,1651.4329255344996
2010-04-19,1563.3303839877985
2010-04-20,1553.0636319615412
2010-04-21,1576.6687203677748
2010-04-22,1550.9804097252452
2010-04-23,1543.9786242136006
2010-04-26,1535.045604150985
2010-04-27,1506.0427883592502
2010-04-28,1504.1453105398866
2010-04-29,1498.9666979565795
2010-04-30,1516.2416846174508
2010-05-03,1516.2416846174508
2010-05-04,1488.7556660639814
2010-05-05,1490.159251066502
2010-05-06,1420.65451883669
2010-05-07,1392.6470640825785
2010-05-10,1410.7245716723687
2010-05-11,1385.7416814342714
2010-05-12,1404.7869957071966
2010-05-13,1432.444480425174
2010-05-14,1418.9071143818887
2010-05-17,1348.4310663844328
2010-05-18,1376.9993393753846
2010-05-19,1370.1107936533633
2010-05-20,1355.8231370156877
2010-05-21,1372.006924519088
2010-05-24,1415.402563653335
2010-05-25,1380.7567881863383
2010-05-26,1382.0581758561716
2010-05-27,1400.8932577560786
2010-05-28,1394.9007620134807
2010-05-31,1360.1988158880563
2010-06-01,1347.081225969369
2010-06-02,1349.4950179509926
2010-06-03,1340.6705941397279
2010-06-04,1341.9169351222356
2010-06-07,1314.7355463461242
2010-06-08,1311.4012535737422
2010-06-09,1352.9794758227092
2010-06-10,1332.6917296045913
2010-06-11,1339.2142335812007
2010-06-14,1339.2142335812005
2010-06-15,1339.2142335812002
2010-06-16,1339.2142335812
2010-06-17,1337.7214242813077
2010-06-18,1324.9566544710735
2010-06-21,1372.2632904502843
2010-06-22,1368.9774198377102
2010-06-23,1356.0415609763577
2010-06-24,1359.2866334949063
2010-06-25,1356.7016668801389
2010-06-28,1351.3783957240937
2010-06-29,1296.6076906010085
2010-06-30,1287.9387427999259
2010-07-01,1275.2987195155652
2010-07-02,1287.191268001222
2010-07-05,1277.207139885978
2010-07-06,1297.8987155638386
2010-07-07,1304.3260489460138
2010-07-08,1302.993691763971
2010-07-09,1336.4924934665903
2010-07-12,1350.4886365842306
2010-07-13,1328.58009202678
2010-07-14,1337.497144923553
2010-07-15,1314.825816052281
2010-07-16,1316.1716217562798
2010-07-19,1346.3935068364376
2010-07-20,1372.379980110487
2010-07-21,1377.02740229063
2010-07-22,1390.6444394450345
2010-07-23,1396.8160731210626
2010-07-26,1402.477626427134
2010-07-27,1393.1810517579004
2010-07-28,1429.6566524389536
2010-07-29,1439.1730809092778
2010-07-30,1435.4007212592228
2010-08-02,1455.6388228017474
2010-08-03,1428.733916349866
2010-08-04,1430.0730466314958
2010-08-05,1411.393782464318
2010-08-06,1433.1162266961348
2010-08-09,1436.9822814112283
2010-08-10,1396.9417221759768
2010-08-11,1400.8985149318823
2010-08-12,1379.564582485308
2010-08-13,1393.4215345513935
2010-08-16,1423.9711373305156
2010-08-17,1434.0837263397063
2010-08-18,1430.0280263339048
2010-08-19,1443.7344819730863
2010-08-20,1420.6067224650417
2010-08-23,1414.9195788055254
2010-08-24,1420.1098134263918
2010-08-25,1385.8156838878167
2010-08-26,1387.77706923108
2010-08-27,1390.7863437492224
2010-08-30,1410.7303867680948
2010-08-31,1398.1775840302305
2010-09-01,1391.5117804343643
2010-09-02,1406.9492378148318
2010-09-03,1401.795592250224
2010-09-06,1439.4317709405364
2010-09-07,1441.874957940042
2010-09-08,1432.3529766146808
2010-09-09,1405.3888888919819
2010-09-10,1405.475835999303
2010-09-13,1416.2389046096619
2010-09-14,1418.7066682082152
2010-09-15,1397.3331614215583
2010-09-16,1375.2948485667296
2010-09-17,1373.426930407918
2010-09-20,1373.0069101445322
2010-09-21,1378.8544784564247
2010-09-22,1378.8544784564247
2010-09-23,1378.8544784564247
2010-09-24,1378.8544784564247
2010-09-27,1395.4955806910348
2010-09-28,1380.4872758035813
2010-09-29,1384.839541394532
2010-09-30,1409.7654534178027
2010-10-01,1409.765453417803
2010-10-04,1409.7654534178032
2010-10-05,1409.7654534178034
2010-10-06,1409.7654534178037
2010-10-07,1409.7654534178039
2010-10-08,1463.3742245360213
2010-10-11,1518.0981343489577
2010-10-12,1533.3538659587696
2010-10-13,1556.730764913881
2010-10-14,1575.6635185106684
2010-10-15,1640.9006953222777
2010-10-18,1642.0901921671739
2010-10-19,1665.2971966673954
2010-10-20,1660.2372246681539
2010-10-21,1642.011534511921
2010-10-22,1634.9238280645618
2010-10-25,1677.3083730939506
2010-10-26,1664.4402790657732
2010-10-27,1634.258789888223
2010-10-28,1631.0878553451407
2010-10-29,1618.9473220710445
2010-11-01,1653.3838365711913
2010-11-02,1654.3128624637523
2010-11-03,1644.7103900237423
2010-11-04,1670.3906621580666
2010-11-05,1689.0149089490983
2010-11-08,1697.3812920090188
2010-11-09,1683.3870789561515
2010-11-10,1662.907545503464
2010-11-11,1682.5747862039211
2010-11-12,1582.8072951029153
2010-11-15,1587.426943022848
2010-11-16,1528.0289743612693
2010-11-17,1506.1603955221042
2010-11-18,1524.6025872923933
2010-11-19,1529.4762173279355
2010-11-22,1518.806917710424
2010-11-23,1486.2093716390277
2010-11-24,1501.3903045485472
2010-11-25,1524.7968256937802
2010-11-26,1503.6794443973408
2010-11-29,1499.387324070369
2010-11-30,1475.5263610589325
2010-12-01,1479.2165230107973
2010-12-02,1489.4679181875076
2010-12-03,1492.0880341431246
2010-12-06,1506.7821195358472
2010-12-07,1515.7557620382697
2010-12-08,1496.609550035833
2010-12-09,1484.1845498046669
2010-12-10,1498.5407061587252
2010-12-13,1541.0925779033967
2010-12-14,1543.777851806645
2010-12-15,1532.914905364124
2010-12-16,1522.0766368483169
2010-12-17,1520.8069125971997
2010-12-20,1494.0169179750762
2010-12-21,1533.7019474421234
2010-12-22,1521.5734132104037
2010-12-23,1516.200171965202
2010-12-24,1514.801756759759
2010-12-27,1488.2125884325915
2010-12-28,1465.157599451321
2010-12-29,1470.2306793280384
2010-12-30,1474.46990219358
2010-12-31,1499.5809450258148
2011-01-03,1499.5809450258146
2011-01-04,1525.127553800823
2011-01-05,1517.6118489043506
2011-01-06,1509.070027678392
2011-01-07,1524.5566190977745
2011-01-10,1499.1773563970432
2011-01-11,1520.4658270087743
2011-01-12,1535.681477088519
2011-01-13,1534.802833425132
2011-01-14,1521.024157150315
2011-01-17,1470.4467605598804
2011-01-18,1473.4983887807982
2011-01-19,1500.6467631592163
2011-01-20,1458.7574086429827
2011-01-21,1487.5684735240172
2011-01-24,1484.4423318487243
2011-01-25,1481.264867161069
2011-01-26,1498.4119248666923
2011-01-27,1516.8611352898558
2011-01-28,1513.4726935293388
2011-01-31,1525.6311372969785
2011-02-01,1525.544585583266
2011-02-02,1525.544585583266
2011-02-03,1525.544585583266
2011-02-04,1525.544585583266
2011-02-07,1525.544585583266
2011-02-08,1525.544585583266
2011-02-09,1509.058250749652
2011-02-10,1532.74240382417
2011-02-11,1536.3130715762918
2011-02-14,1582.1285401791324
2011-02-15,1581.7561380636196
2011-02-16,1591.6454416780264
2011-02-17,1589.487325590998
2011-02-18,1577.5913789475667
2011-02-21,1592.190519226541
2011-02-22,1541.5164976167937
2011-02-23,1541.6213929392504
2011-02-24,1547.4836717517524
2011-02-25,1550.6423864646088
2011-02-28,1566.0269963793132
2011-03-01,1573.8243716890654
2011-03-02,1569.288032170278
2011-03-03,1571.1472208575062
2011-03-04,1595.3077041052559
2011-03-07,1627.3621521242762
2011-03-08,1626.4572492839209
2011-03-09,1626.2393706822136
2011-03-10,1593.951543296142
2011-03-11,1577.1986670060955
2011-03-14,1583.9732537720886
2011-03-15,1559.9682546375664
2011-03-16,1580.1967825231511
2011-03-17,1558.0514752491865
2011-03-18,1564.0080941164501
2011-03-21,1565.926509723605
2011-03-22,1576.653666462844
2011-03-23,1592.0541133071524
2011-03-24,1584.729304435933
2011-03-25,1606.4930083628778
2011-03-28,1609.6557090094468
2011-03-29,1604.6122373591859
2011-03-30,1606.0802544182407
2011-03-31,1592.31343258128
2011-04-01,1617.8719761238524
2011-04-04,1617.871976123852
2011-04-05,1617.8719761238515
2011-04-06,1645.4538711629966
2011-04-07,1650.8742723219757
2011-04-08,1662.9982534190767
2011-04-11,1659.0112754496588
2011-04-12,1662.7751882143814
2011-04-13,1685.094368411717
2011-04-14,1677.3467386208326
2011-04-15,1681.7517080817372
2011-04-18,1684.7848974824346
2011-04-19,1650.7237128789648
2011-04-20,1648.3351619832522
2011-04-21,1661.3394479997464
2011-04-22,1651.3683398911962
2011-04-25,1626.8988914136414
2011-04-26,1619.8479966537036
2011-04-27,1618.3273774735676
2011-04-28,1607.477222502454
2011-04-29,1618.2460781918896
2011-05-02,1618.2460781918896
2011-05-03,1624.4093448529502
2011-05-04,1586.7428701266397
2011-05-05,1586.711944770929
2011-05-06,1579.21366428651
2011-05-09,1580.2507231502955
2011-05-10,1591.9514899588073
2011-05-11,1584.9911842774502
2011-05-12,1561.8603598152972
2011-05-13,1576.0446890852327
2011-05-16,1556.446062160793
2011-05-17,1565.7297628360486
2011-05-18,1579.1105586297772
2011-05-19,1569.852169792208
2011-05-20,1573.069194012049
2011-05-23,1523.6931979604547
2011-05-24,1524.8713702409102
2011-05-25,1506.7867916128173
2011-05-26,1505.3926346728072
2011-05-27,1505.0178780883907
2011-05-30,1510.647605452618
2011-05-31,1530.7645368515894
2011-06-01,1526.6179066588797
2011-06-02,1498.5577982228783
2011-06-03,1510.4263019900268
2011-06-06,1510.4263019900268
2011-06-07,1517.5485746138716
2011-06-08,1519.1593760743885
2011-06-09,1494.0770024974129
2011-06-10,1498.4389979519558
2011-06-13,1496.6435066701865
2011-06-14,1515.4812641641886
2011-06-15,1503.0234754801613
2011-06-16,1486.5896016738438
2011-06-17,1478.3512592991035
2011-06-20,1470.396347942586
2011-06-21,1488.5535270549676
2011-06-22,1490.5246396221105
2011-06-23,1511.7205492584292
2011-06-24,1545.7419934642592
2011-06-27,1545.2505535362202
2011-06-28,1545.5746332369617
2011-06-29,1528.9225843065437
2011-06-30,1548.0255208268222
2011-07-01,1545.0998338351883
2011-07-04,1577.75579277582
2011-07-05,1575.0912605587287
2011-07-06,1566.3717573479253
2011-07-07,1556.5058754370787
2011-07-08,1562.6874396905407
2011-07-11,1560.471011901906
2011-07-12,1531.8620814339615
2011-07-13,1554.532048338005
2011-07-14,1560.2392156785895
2011-07-15,1563.533707537158
2011-07-18,1556.2118533501073
2011-07-19,1545.7036267293784
2011-07-20,1543.904956898739
2011-07-21,1532.0688288161452
2011-07-22,1535.1884716532634
2011-07-25,1490.1646690273926
2011-07-26,1494.3490075559025
2011-07-27,1497.726440858837
2011-07-28,1485.8601528520821
2011-07-29,1492.0686827056716
2011-08-01,1491.989383060678
2011-08-02,1478.0941157552825
2011-08-03,1477.1440222555696
2011-08-04,1476.5349689088102
2011-08-05,1442.5422834696444
2011-08-08,1392.6635655123987
2011-08-09,1397.4431431090898
2011-08-10,1411.1094591630776
2011-08-11,1433.2874503998235
2011-08-12,1437.6358861675228
2011-08-15,1459.9216100548788
2011-08-16,1451.750537365288
2011-08-17,1446.3122390046615
2011-08-18,1421.6341432349845
2011-08-19,1404.9330929257992
2011-08-22,1391.333304057302
2011-08-23,1416.2608599461582
2011-08-24,1410.3042883809344
2011-08-25,1461.5735919562158
2011-08-26,1459.4806095838026
2011-08-29,1433.1802440088875
2011-08-30,1431.580730216467
2011-08-31,1435.631515933623
2011-09-01,1432.120780987198
2011-09-02,1416.6806757494312
2011-09-05,1391.4119116742957
2011-09-06,1383.1144615519597
2011-09-07,1408.8218546748565
2011-09-08,1401.717412864562
2011-09-09,1401.3846981105467
2011-09-12,1401.3846981105467
2011-09-13,1388.3073930434985
2011-09-14,1394.6377158177374
2011-09-15,1392.8042733232696
2011-09-16,1396.6053232758848
2011-09-19,1371.3404830706172
2011-09-20,1376.7810311053597
2011-09-21,1414.776036067205
2011-09-22,1372.6428519476951
2011-09-23,1366.7854603339774
2011-09-26,1336.9092073587783
2011-09-27,1352.3917967885043
2011-09-28,1342.172570470753
2011-09-29,1337.0315807942916
2011-09-30,1336.427428693898
2011-10-03,1336.427428693898
2011-10-04,1336.427428693898
2011-10-05,1336.427428693898
2011-10-06,1336.427428693898
2011-10-07,1336.427428693898
2011-10-10,1333.08299584247
2011-10-11,1331.3523736624436
2011-10-12,1378.7340436157558
2011-10-13,1382.8610782685657
2011-10-14,1381.1733115696893
2011-10-17,1388.3773483906398
2011-10-18,1354.35867929195
2011-10-19,1353.4996544697397
2011-10-20,1326.9705230319278
2011-10-21,1326.7216043245423
2011-10-24,1365.0789825112674
2011-10-25,1387.571430410561
2011-10-26,1399.3318286436356
2011-10-27,1404.4364876402742
2011-10-28,1426.8342554104236
2011-10-31,1417.8016995763041
2011-11-01,1417.926297877738
2011-11-02,1440.3899790061748
2011-11-03,1439.956181255178
2011-11-04,1451.498129540429
2011-11-07,1433.8319614281024
2011-11-08,1433.5927604490598
2011-11-09,1443.4650902218166
2011-11-10,1413.4434067362486
2011-11-11,1413.7838918873676
2011-11-14,1437.7796446107068
2011-11-15,1433.486098431567
2011-11-16,1395.9676449001279
2011-11-17,1391.0698335229877
2011-11-18,1368.217857052333
2011-11-21,1367.477196102716
2011-11-22,1365.852377750815
2011-11-23,1353.1140919656602
2011-11-24,1354.0840083063317
2011-11-25,1342.4643251258954
2011-11-28,1340.497529471303
2011-11-29,1357.840929881561
2011-11-30,1317.5775952599083
2011-12-01,1353.5195716574276
2011-12-02,1342.9960494549373
2011-12-05,1333.6933602247527
2011-12-06,1328.8777940003267
2011-12-07,1334.8532676320183
2011-12-08,1335.5359637065937
2011-12-09,1328.2923425901847
2011-12-12,1317.6229429195907
2011-12-13,1294.667306227081
2011-12-14,1285.1753192882647
2011-12-15,1260.1483675034583
2011-12-16,1288.9754340688223
2011-12-19,1287.2563216108995
2011-12-20,1284.9962165407226
2011-12-21,1275.6520598125126
2011-12-22,1277.732392058376
2011-12-23,1287.8478289505715
2011-12-26,1280.201938132305
2011-12-27,1272.638585110938
2011-12-28,1274.6354292547435
2011-12-29,1277.9173029408712
2011-12-30,1298.3057343703629
2012-01-02,1298.3057343703629
2012-01-03,1298.3057343703629
2012-01-04,1281.5431907318061
2012-01-05,1280.155968195532
2012-01-06,1286.5016801389295
2012-01-09,1321.1938851546595
2012-01-10,1354.6862076090172
2012-01-11,1345.7953512394326
2012-01-12,1345.4214982532205
2012-01-13,1332.5346748170587
2012-01-16,1315.6658350026005
2012-01-17,1368.189424470888
2012-01-18,1351.7557332493427
2012-01-19,1372.6876461227898
2012-01-20,1385.8597280334493
2012-01-23,1385.8597280334493
2012-01-24,1385.8597280334493
2012-01-25,1385.8597280334493
2012-01-26,1385.8597280334493
2012-01-27,1385.8597280334493
2012-01-30,1361.392693947122
2012-01-31,1366.9430231650665
2012-02-01,1349.8858675541728
2012-02-02,1382.2399910993176
2012-02-03,1389.8428472268217
2012-02-06,1383.7608471462306
2012-02-07,1361.7609480541873
2012-02-08,1397.7717605144312
2012-02-09,1395.2330589316318
2012-02-10,1394.5786559745156
2012-02-13,1389.3041897405033
2012-02-14,1381.3209732794958
2012-02-15,1393.1296938921007
2012-02-16,1386.701222928655
2012-02-17,1389.1987861092562
2012-02-20,1390.8776542341807
2012-02-21,1399.8832599800548
2012-02-22,1412.3658132075286
2012-02-23,1415.3073982500107
2012-02-24,1435.6548642917744
2012-02-27,1438.3728867271632
2012-02-28,1445.4088032744864
2012-02-29,1431.0334676378186
2012-03-01,1427.900427276577
2012-03-02,1449.206153386872
2012-03-05,1434.1974088669613
2012-03-06,1412.5302859715594
2012-03-07,1402.6712740431412
2012-03-08,1414.2340478998926
2012-03-09,1424.0529052919837
2012-03-12,1409.9483797325765
2012-03-13,1422.4526461044643
2012-03-14,1390.7671305022534
2012-03-15,1380.640812396532
2012-03-16,1394.7197800531808
2012-03-19,1392.4899567660966
2012-03-20,1374.206943539961
2012-03-21,1375.427140161878
2012-03-22,1382.1482634840966
2012-03-23,1367.3728577968923
2012-03-26,1367.4177740350544
2012-03-27,1366.842264739231
2012-03-28,1335.649672924609
2012-03-29,1320.3452195106547
2012-03-30,1334.6394041220733
2012-04-02,1334.6394041220733
2012-04-03,1334.6394041220733
2012-04-04,1334.6394041220733
2012-04-05,1349.5830613541302
2012-04-06,1350.2983501395886
2012-04-09,1339.2914129742708
2012-04-10,1350.6328715322798
2012-04-11,1350.2945326495121
2012-04-12,1375.951726448658
2012-04-13,1380.4559710400977
2012-04-16,1374.6162589542405
2012-04-17,1364.2278394867067
