Date,SOUTH AFRICA VALUE WEIGHTED
1997-05-01,1022.474843906096
1997-05-02,1026.0229931483161
1997-05-05,1031.0262172689283
1997-05-06,1033.7596663405016
1997-05-07,1025.3675736481473
1997-05-08,1020.9813642917939
1997-05-09,1024.3120976988973
1997-05-12,1024.824137247484
1997-05-13,1024.912343584788
1997-05-14,1024.7281884773386
1997-05-15,1018.0029098568236
1997-05-16,1017.7119131178815
1997-05-19,1013.6743285525529
1997-05-20,1011.5885646615317
1997-05-21,1016.2959671549941
1997-05-22,1006.3856234184644
1997-05-23,1001.0985823267084
1997-05-26,1001.2649266344533
1997-05-27,999.8173784029219
1997-05-28,995.5647519364121
1997-05-29,1003.9973804300204
1997-05-30,995.7701459568996
1997-06-02,1002.6383190850161
1997-06-03,1010.0675566159546
1997-06-04,1018.5791230330364
1997-06-05,1021.696083496191
1997-06-06,1026.9490036428442
1997-06-09,1029.0252800443202
1997-06-10,1025.0994580109507
1997-06-11,1029.3679560214741
1997-06-12,1030.609759573067
1997-06-13,1028.2342773003666
1997-06-16,1029.2629687738774
1997-06-17,1018.3089602827293
1997-06-18,1018.6746519058111
1997-06-19,1017.2005258547331
1997-06-20,1008.6734484239363
1997-06-23,1028.4303705786378
1997-06-24,1032.3040842312291
1997-06-25,1031.7017589386821
1997-06-26,1033.1590150476607
1997-06-27,1030.6217512963935
1997-06-30,1027.1819653195378
1997-07-01,1028.1950971358024
1997-07-02,1028.3160334050042
1997-07-03,1030.5876629758384
1997-07-04,1024.063938995411
1997-07-07,1007.0744972560063
1997-07-08,1008.8472965089087
1997-07-09,1005.4797499391417
1997-07-10,1014.6501720293747
1997-07-11,1016.4339024375031
1997-07-14,1021.3434244819218
1997-07-15,1024.2457311223839
1997-07-16,1031.6983256871256
1997-07-17,1037.0780671144769
1997-07-18,1035.6559452568258
1997-07-21,1034.5556307537533
1997-07-22,1034.2426254855711
1997-07-23,1040.0341335310354
1997-07-24,1039.7609135225787
1997-07-25,1042.280307811774
1997-07-28,1051.4055789112554
1997-07-29,1046.7023006562752
1997-07-30,1048.4047865786376
1997-07-31,1044.8878844048736
1997-08-01,1036.975771728917
1997-08-04,1028.2536228388421
1997-08-05,1036.7430866691564
1997-08-06,1041.472235030053
1997-08-07,1053.8716374428589
1997-08-08,1047.9691583204913
1997-08-11,1046.9021370685996
1997-08-12,1040.391358398348
1997-08-13,1031.7620984825621
1997-08-14,1026.930454844244
1997-08-15,1013.7909568294274
1997-08-18,1003.534997841131
1997-08-19,1004.3033149256054
1997-08-20,996.5721719358564
1997-08-21,1001.1788565537258
1997-08-22,995.4753087594621
1997-08-25,1001.5051947760834
1997-08-26,1000.6417481030094
1997-08-27,1001.4747921548282
1997-08-28,1003.4756377108017
1997-08-29,994.7802204442838
1997-09-01,986.9364235698068
1997-09-02,986.6752599225246
1997-09-03,992.2790522295064
1997-09-04,995.2136826597273
1997-09-05,1005.2444610176514
1997-09-08,1003.3612540904346
1997-09-09,994.140761048102
1997-09-10,983.474842792832
1997-09-11,964.4392760834413
1997-09-12,967.6844454177665
1997-09-15,972.2275867433883
1997-09-16,967.2283023924178
1997-09-17,975.0117312035779
1997-09-18,971.8611822427674
1997-09-19,965.8507544646241
1997-09-22,961.4596141582726
1997-09-23,949.6917689756615
1997-09-24,951.1090682791109
1997-09-25,961.0222357976601
1997-09-26,965.4759660099486
1997-09-29,965.6085435583249
1997-09-30,970.8319773745593
1997-10-01,973.0266118082467
1997-10-02,985.3366250719461
1997-10-03,988.0107209951307
1997-10-06,991.9505849385869
1997-10-07,993.7877931932206
1997-10-08,1000.1266363849983
1997-10-09,997.7642448305255
1997-10-10,995.0638631009958
1997-10-13,1002.34060782076
1997-10-14,998.4003871475684
1997-10-15,994.9788901646299
1997-10-16,999.9688064201364
1997-10-17,984.5406182214144
1997-10-20,990.2404583828853
1997-10-21,997.4981215605627
1997-10-22,993.1894135403923
1997-10-23,940.9210987433829
1997-10-24,953.8898748687178
1997-10-27,889.8199059066583
1997-10-28,788.5933787333461
1997-10-29,838.0936779292269
1997-10-30,807.5874406082779
1997-10-31,849.5166369938169
1997-11-03,875.6849012646692
1997-11-04,870.4332192941262
1997-11-05,876.5154286664693
1997-11-06,870.4429281239844
1997-11-07,838.205124554878
1997-11-10,855.7929368076093
1997-11-11,864.1413676254564
1997-11-12,843.2547351544849
1997-11-13,835.522874006911
1997-11-14,816.8294384990231
1997-11-17,823.6993757226238
1997-11-18,821.8373301118309
1997-11-19,817.1073031131751
1997-11-20,818.6969315263224
1997-11-21,821.3430088087429
1997-11-24,821.1306878955775
1997-11-25,813.2546934152334
1997-11-26,804.3627667552463
1997-11-27,807.0404070644187
1997-11-28,795.0274089527054
1997-12-01,788.7385505923529
1997-12-02,794.6803859831934
1997-12-03,788.1782109324408
1997-12-04,784.3804576961054
1997-12-05,763.3454157089598
1997-12-08,764.517400228078
1997-12-09,764.3312521664714
1997-12-10,755.8070846505407
1997-12-11,730.6768266588629
1997-12-12,732.3031674924274
1997-12-15,753.3920803322696
1997-12-16,754.2404079895176
1997-12-17,774.2817286437019
1997-12-18,773.2663536570194
1997-12-19,757.3619809626531
1997-12-22,760.2945995195086
1997-12-23,769.4709099485458
1997-12-24,769.0299971976231
1997-12-25,769.0299971976231
1997-12-26,768.5552384793201
1997-12-29,768.3146143883558
1997-12-30,769.8468598089753
1997-12-31,772.0084512014935
1998-01-01,772.0084512014935
1998-01-02,769.6362035792416
1998-01-05,764.1638764422414
1998-01-06,750.5750311839379
1998-01-07,743.0135283209572
1998-01-08,739.444063330072
1998-01-09,730.4299915826468
1998-01-12,673.011115419329
1998-01-13,689.1235331225449
1998-01-14,704.5908801306215
1998-01-15,696.891112814893
1998-01-16,708.2013315260418
1998-01-19,711.8560518766578
1998-01-20,719.4784523159323
1998-01-21,725.4043752306443
1998-01-22,727.2238321466263
1998-01-23,725.0603768077444
1998-01-26,742.9207034090898
1998-01-27,745.6423076861068
1998-01-28,763.4293102385284
1998-01-29,790.2981825204087
1998-01-30,797.3106540211877
1998-02-02,815.921065310222
1998-02-03,804.5610344730181
1998-02-04,794.5299267715252
1998-02-05,811.9826510563465
1998-02-06,819.6792341384928
1998-02-09,820.8527102813465
1998-02-10,817.1251587954785
1998-02-11,810.2136521341216
1998-02-12,794.9321697568886
1998-02-13,793.6316062145991
1998-02-16,797.4237208859898
1998-02-17,805.9472266931906
1998-02-18,805.6269747699466
1998-02-19,807.6583042286217
1998-02-20,802.878886731424
1998-02-23,798.5958514481133
1998-02-24,788.0008184360107
1998-02-25,798.6328325041329
1998-02-26,805.8534526838466
1998-02-27,816.9379831153202
1998-03-02,825.2595510738981
1998-03-03,821.1212280926794
1998-03-04,808.5613771560675
1998-03-05,788.1768601319613
1998-03-06,792.0192406855173
1998-03-09,805.1395103729861
1998-03-10,812.1924275522036
1998-03-11,826.6316066866206
1998-03-12,832.2904639619466
1998-03-13,838.3993116033823
1998-03-16,849.5265742948634
1998-03-17,847.9737578118784
1998-03-18,831.3659032184505
1998-03-19,835.0916902899146
1998-03-20,828.5885501645377
1998-03-23,826.0093087967202
1998-03-24,836.7066861036244
1998-03-25,841.3193161117674
1998-03-26,843.3782852064645
1998-03-27,861.9066484926236
1998-03-30,869.6374259236377
1998-03-31,868.0814911334456
1998-04-01,878.385637970898
1998-04-02,893.2707066339568
1998-04-03,901.5475083545681
1998-04-06,920.281505004032
1998-04-07,921.4256045327828
1998-04-08,921.0370569957947
1998-04-09,918.691870996879
1998-04-10,918.691870996879
1998-04-13,918.3272021982298
1998-04-14,937.5410547597378
1998-04-15,973.162413833638
1998-04-16,972.4128560283672
1998-04-17,977.1821740141788
1998-04-20,1002.4397199820716
1998-04-21,988.6300403312247
1998-04-22,989.736969353409
1998-04-23,979.9922977238953
1998-04-24,971.7092882982979
1998-04-27,973.2492396268213
1998-04-28,954.0855899172684
1998-04-29,962.2289530543476
1998-04-30,976.132786611104
1998-05-01,977.1956910510884
1998-05-04,979.3993656221273
1998-05-05,960.1467758752235
1998-05-06,962.711845316283
1998-05-07,949.481687397014
1998-05-08,955.0011935509601
1998-05-11,966.4146942016164
1998-05-12,937.1180289534307
1998-05-13,931.2208181606104
1998-05-14,926.1490594335569
1998-05-15,931.7261063611891
1998-05-18,926.7228301403238
1998-05-19,935.4014449470259
1998-05-20,926.7561429541676
1998-05-21,933.7251516959259
1998-05-22,924.2260001587201
1998-05-25,893.7876107633734
1998-05-26,881.3084233043053
1998-05-27,830.7084406978479
1998-05-28,826.8918165005387
1998-05-29,843.9965321748019
1998-06-01,820.3401007437759
1998-06-02,836.2069210439442
1998-06-03,839.5498788446115
1998-06-04,824.1966103407518
1998-06-05,814.3589409104198
1998-06-08,800.0410689961549
1998-06-09,794.3754508020279
1998-06-10,760.3124125425965
1998-06-11,739.6888333643684
1998-06-12,714.5019131992194
1998-06-15,687.2621482130189
1998-06-16,688.4143060474079
1998-06-17,718.3333352158031
1998-06-18,709.2057197216712
1998-06-19,681.0003416102568
1998-06-22,655.3822177563064
1998-06-23,674.2845746387378
1998-06-24,698.3458172034117
1998-06-25,682.7920107789198
1998-06-26,645.9308741447496
1998-06-29,625.8114906336157
1998-06-30,634.3817842723054
1998-07-01,628.9746083845537
1998-07-02,622.6483699988346
1998-07-03,621.9101587722424
1998-07-06,628.1732096878961
1998-07-07,676.2934915130614
1998-07-08,663.8842336155482
1998-07-09,642.7676049596213
1998-07-10,628.9189834437605
1998-07-13,648.8592108362055
1998-07-14,673.9052109506202
1998-07-15,672.5507747247595
1998-07-16,674.5590526420285
1998-07-17,653.2281983112582
1998-07-20,657.4080237931674
1998-07-21,644.5282247321259
1998-07-22,634.5336102914447
1998-07-23,626.2262331058381
1998-07-24,618.4011236237045
1998-07-27,600.8317269626675
1998-07-28,602.8086622400343
1998-07-29,614.9561434907168
1998-07-30,632.6704531918373
1998-07-31,624.5257952498309
1998-08-03,608.4277884812632
1998-08-04,612.6499225482346
1998-08-05,602.2846330143634
1998-08-06,587.6020649124993
1998-08-07,571.1179013148118
1998-08-10,571.893146246216
1998-08-11,529.9070039405384
1998-08-12,535.8947415609495
1998-08-13,517.8662299878538
1998-08-14,533.3754342988668
1998-08-17,522.5927102149125
1998-08-18,534.3818235684629
1998-08-19,540.6727484481909
1998-08-20,531.3797982272556
1998-08-21,506.9006549397865
1998-08-24,503.72764387397984
1998-08-25,505.4311003994382
1998-08-26,470.03000416731817
1998-08-27,449.4315098590356
1998-08-28,450.6270778472751
1998-08-31,455.9599038364723
1998-09-01,465.42833954217554
1998-09-02,481.3648670464155
1998-09-03,474.015299098812
1998-09-04,487.5274915396234
1998-09-07,521.917724705855
1998-09-08,529.6632065048659
1998-09-09,517.7392509670593
1998-09-10,502.2408117498322
1998-09-11,497.3306185967777
1998-09-14,503.4404985276361
1998-09-15,517.7489251201711
1998-09-16,534.7549872898651
1998-09-17,522.259036572567
1998-09-18,517.334879247779
1998-09-21,508.2956662070526
1998-09-22,537.1942053802071
1998-09-23,542.6705212367445
1998-09-24,560.0782639309623
1998-09-25,560.7884023929919
1998-09-28,568.4058376183474
1998-09-29,561.9049847032202
1998-09-30,540.6388486797583
1998-10-01,514.0001374777324
1998-10-02,522.8354715724544
1998-10-05,530.5343498914194
1998-10-06,538.7767832231408
1998-10-07,553.6385075840567
1998-10-08,547.1314946160625
1998-10-09,550.0681158591653
1998-10-12,563.2605769075553
1998-10-13,555.4817315313261
1998-10-14,576.7874602466961
1998-10-15,589.8942489450243
1998-10-16,610.7796887349175
1998-10-19,603.3789615743748
1998-10-20,612.9025469260598
1998-10-21,607.4393921008492
1998-10-22,603.8239164495131
1998-10-23,599.5913307941354
1998-10-26,602.5334723284632
1998-10-27,607.9035831978993
1998-10-28,609.4301939199197
1998-10-29,616.929334994032
1998-10-30,635.7270909212162
1998-11-02,646.2618647545343
1998-11-03,644.200781211818
1998-11-04,665.6270896854638
1998-11-05,660.5352842739977
1998-11-06,670.2992949385838
1998-11-09,651.4667317692798
1998-11-10,628.3192084486896
1998-11-11,629.2180570437318
1998-11-12,617.1587258057259
1998-11-13,623.3273606160252
1998-11-16,633.6703602160254
1998-11-17,629.0451796054929
1998-11-18,632.8525313315943
1998-11-19,645.197181881197
1998-11-20,648.0894958807851
1998-11-23,644.337631981876
1998-11-24,638.6237416525009
1998-11-25,632.060855317419
1998-11-26,630.6266267261242
1998-11-27,624.0354079789934
1998-11-30,622.3712154387617
1998-12-01,602.3788522368309
1998-12-02,603.1689540711337
1998-12-03,582.8767743972608
1998-12-04,554.1270872577502
1998-12-07,551.079090169691
1998-12-08,539.00321822708
1998-12-09,545.3474105055395
1998-12-10,549.7684165345981
1998-12-11,542.9786910487102
1998-12-14,530.1785170879622
1998-12-15,533.2813828766631
1998-12-16,535.7032682453377
1998-12-17,539.9626684282284
1998-12-18,531.0314365226171
1998-12-21,537.9137627424869
1998-12-22,535.3593476182339
1998-12-23,533.4277310955969
1998-12-24,540.9883869198022
1998-12-25,540.9883869198022
1998-12-28,555.5370509723291
1998-12-29,561.3896440692324
1998-12-30,567.2068610584289
1998-12-31,566.0734330797695
1999-01-01,566.0734330797695
1999-01-04,566.2555763292767
1999-01-05,580.4102131323185
1999-01-06,617.6951693782295
1999-01-07,603.7870674551318
1999-01-08,620.3987491151346
1999-01-11,610.0689461798698
1999-01-12,605.6852170521405
1999-01-13,573.9409728233949
1999-01-14,570.5175916955872
1999-01-15,575.8627642581617
1999-01-18,597.7652567611607
1999-01-19,593.1076306174945
1999-01-20,591.4704354911142
1999-01-21,581.4615114546809
1999-01-22,575.5452432278048
1999-01-25,569.2904041940077
1999-01-26,569.8935631240176
1999-01-27,583.6798086173718
1999-01-28,586.9291034300305
1999-01-29,588.958737471932
1999-02-01,591.0019524515822
1999-02-02,589.773356555568
1999-02-03,585.7302747624116
1999-02-04,590.1985297384879
1999-02-05,604.4888312177221
1999-02-08,614.2485118295878
1999-02-09,595.3559760660817
1999-02-10,587.6435777381749
1999-02-11,596.1300343595036
1999-02-12,600.913154825596
1999-02-15,595.8279544319053
1999-02-16,598.4236844663492
1999-02-17,596.3730486503487
1999-02-18,599.4232845605217
1999-02-19,590.7378359588406
1999-02-22,598.8505807299498
1999-02-23,604.0086826760731
1999-02-24,607.7554506415378
1999-02-25,611.4116210512234
1999-02-26,605.1518363554133
1999-03-01,606.078838676297
1999-03-02,604.1546995746338
1999-03-03,616.9425441777984
1999-03-04,626.0270967871003
1999-03-05,640.459371553066
1999-03-08,647.6545815478605
1999-03-09,648.8323507187365
1999-03-10,649.6045919635907
1999-03-11,665.3815183803268
1999-03-12,666.246250281523
1999-03-15,659.7717626834202
1999-03-16,666.568547438094
1999-03-17,671.7214703331551
1999-03-18,664.9494089772192
1999-03-19,680.6486701764042
1999-03-22,682.7709600165979
1999-03-23,675.5128583822722
1999-03-24,670.031302647558
1999-03-25,677.0443202111262
1999-03-26,671.0729917364513
1999-03-29,669.2773291632963
1999-03-30,672.9593034123461
1999-03-31,668.6498195625487
1999-04-01,671.6962527349609
1999-04-02,671.2607932518265
1999-04-05,672.3777903914557
1999-04-06,671.4222600159593
1999-04-07,671.7297904398954
1999-04-08,667.4563460377664
1999-04-09,681.5394854121943
1999-04-12,688.3248005833381
1999-04-13,708.5534864712387
1999-04-14,719.1391476989871
1999-04-15,738.0357737758251
1999-04-16,759.6460901673897
1999-04-19,781.7072595684117
1999-04-20,769.5054730278742
1999-04-21,748.2058506782961
1999-04-22,743.6500797364602
1999-04-23,745.271341438054
1999-04-26,753.0257133148656
1999-04-27,752.9946977988511
1999-04-28,767.7331020585328
1999-04-29,775.2258997735415
1999-04-30,782.8168350570566
1999-05-03,784.920193654307
1999-05-04,785.4432010853991
1999-05-05,764.8433989478638
1999-05-06,770.8695797456919
1999-05-07,757.240741642085
1999-05-10,746.8649462524644
1999-05-11,744.9244968388986
1999-05-12,724.5341936635599
1999-05-13,727.0922615015456
1999-05-14,723.1030872672629
1999-05-17,716.7544464944647
1999-05-18,717.7673694393881
1999-05-19,710.7743690481278
1999-05-20,705.8082012296586
1999-05-21,711.074518246324
1999-05-24,706.7862895357471
1999-05-25,697.0040263315248
1999-05-26,689.1715513687818
1999-05-27,677.2910515608125
1999-05-28,678.8975236365567
1999-05-31,685.382995310255
1999-06-01,706.0577139949576
1999-06-02,706.9121606032613
1999-06-03,722.3539182515491
1999-06-04,729.1100535770075
1999-06-07,751.2580187773704
1999-06-08,751.2716845458598
1999-06-09,749.7168226562974
1999-06-10,743.8437246175477
1999-06-11,758.8466360952353
1999-06-14,760.1506721889546
1999-06-15,761.4833166186273
1999-06-16,763.205067180355
1999-06-17,771.1076952923748
1999-06-18,784.080605593488
1999-06-21,795.8863505060774
1999-06-22,800.4657567776303
1999-06-23,792.2946494106613
1999-06-24,781.461352184131
1999-06-25,778.8711261236525
1999-06-28,783.8324497459352
1999-06-29,784.1938389677586
1999-06-30,791.4696420952764
1999-07-01,808.6230021744569
1999-07-02,816.5611450011157
1999-07-05,835.8993357745217
1999-07-06,823.2320065102649
1999-07-07,815.4189426794683
1999-07-08,811.8574956208337
1999-07-09,807.5265866310947
1999-07-12,814.3611154588615
1999-07-13,792.9203569836357
1999-07-14,798.8742359964266
1999-07-15,799.4694818624873
1999-07-16,791.3945581555824
1999-07-19,791.8710631624635
1999-07-20,788.7177969235721
1999-07-21,787.9746523732906
1999-07-22,787.9301868107024
1999-07-23,791.277908961732
1999-07-26,774.3333693958409
1999-07-27,778.2066327634096
1999-07-28,776.5637128774073
1999-07-29,766.2108976008201
1999-07-30,771.9503983679933
1999-08-02,765.6212375356686
1999-08-03,770.7666305404558
1999-08-04,785.0430476125595
1999-08-05,781.4809159862142
1999-08-06,776.7340782204504
1999-08-09,777.8985498936335
1999-08-10,770.1373381573559
1999-08-11,777.0598165188338
1999-08-12,792.7529135528995
1999-08-13,797.4759443471016
1999-08-16,796.6953276092253
1999-08-17,789.3222182169304
1999-08-18,791.7389606034566
1999-08-19,787.3653273354574
1999-08-20,788.8430692620047
1999-08-23,792.5574629162494
1999-08-24,785.4791664872902
1999-08-25,785.288001955927
1999-08-26,777.7556377232834
1999-08-27,775.6407289455
1999-08-30,775.1493969347824
1999-08-31,769.2573462131445
1999-09-01,780.4710983045616
1999-09-02,772.3597957818151
1999-09-03,777.9199023101198
1999-09-06,777.267111302069
1999-09-07,770.9480328821779
1999-09-08,755.772504563386
1999-09-09,748.5031791518202
1999-09-10,746.6548290169363
1999-09-13,748.3211366635853
1999-09-14,762.9929040690777
1999-09-15,764.2404188198183
1999-09-16,748.1985653376868
1999-09-17,748.7141839250904
1999-09-20,749.4856690090618
1999-09-21,746.3573709910864
1999-09-22,738.5824860790522
1999-09-23,743.090539858797
1999-09-24,743.4656548707666
1999-09-27,754.5542140067109
1999-09-28,776.8649278894306
1999-09-29,774.5414646180305
1999-09-30,776.4942197717736
1999-10-01,782.5624413556937
1999-10-04,809.5287935617155
1999-10-05,815.7304289659717
1999-10-06,808.0182522208737
1999-10-07,825.6989884815082
1999-10-08,840.8250813440229
1999-10-11,843.2446977959744
1999-10-12,837.6334505739682
1999-10-13,817.2637125783056
1999-10-14,803.0856891990938
1999-10-15,772.0599555184097
1999-10-18,770.6800338260327
1999-10-19,785.7688621380224
1999-10-20,784.9072373632504
1999-10-21,765.1149658351449
1999-10-22,778.427855484944
1999-10-25,779.4045238443831
1999-10-26,784.4424051952842
1999-10-27,781.9021031087108
1999-10-28,790.5954589188875
1999-10-29,796.59966966588
1999-11-01,794.9626374848312
1999-11-02,793.6248368027876
1999-11-03,790.5869959383953
1999-11-04,806.1822151526676
1999-11-05,811.7450642757711
1999-11-08,810.911678918623
1999-11-09,822.5747258832707
1999-11-10,807.125828264979
1999-11-11,812.6471173243837
1999-11-12,808.8690621961191
1999-11-15,818.5540533264347
1999-11-16,823.7240001602353
1999-11-17,822.1401203373815
1999-11-18,826.8658374676069
1999-11-19,836.2474274440874
1999-11-22,831.9761051810558
1999-11-23,833.7203875718114
1999-11-24,832.1702561616555
1999-11-25,830.6673195139297
1999-11-26,838.9932574387065
1999-11-29,832.3624510574372
1999-11-30,829.838530794296
1999-12-01,843.8031428831994
1999-12-02,853.7347520278555
1999-12-03,855.039123063306
1999-12-06,862.4256322484248
1999-12-07,868.0759744375814
1999-12-08,880.8856161774825
1999-12-09,890.7417691138412
1999-12-10,897.4825323789313
1999-12-13,907.1022405562535
1999-12-14,902.418568218349
1999-12-15,902.2036128380494
1999-12-16,902.8938874563694
1999-12-17,919.8459118777458
1999-12-20,952.3449152161853
1999-12-21,945.6373562126402
1999-12-22,946.929590246384
1999-12-23,942.4223039046966
1999-12-24,944.4395996047868
1999-12-27,944.1324897439285
1999-12-28,942.5042172529123
1999-12-29,949.0766030684406
1999-12-30,949.192203141896
1999-12-31,949.192203141896
2000-01-03,955.0083318376184
2000-01-04,945.1216648945132
2000-01-05,940.1689840833684
2000-01-06,934.1613646708098
2000-01-07,970.1640023078115
2000-01-10,1013.8676520783777
2000-01-11,1024.8883931159633
2000-01-12,1019.1851816826902
2000-01-13,1023.7546142640847
2000-01-14,1029.7773598508181
2000-01-17,1047.3927850180482
2000-01-18,1034.8176855952381
2000-01-19,1026.4675275223042
2000-01-20,1031.5356643081223
2000-01-21,1018.0551276831022
2000-01-24,1007.5555259345749
2000-01-25,977.5546373248385
2000-01-26,957.1342508260632
2000-01-27,952.5213419920705
2000-01-28,913.5122932385103
2000-01-31,909.703403404124
2000-02-01,948.600085764627
2000-02-02,950.5473940067583
2000-02-03,962.5772143145196
2000-02-04,942.9675071574893
2000-02-07,964.5722356476899
2000-02-08,968.9848713562037
2000-02-09,971.5491502151223
2000-02-10,951.2818227518294
2000-02-11,935.1195608458339
2000-02-14,926.1718333839771
2000-02-15,916.037970167386
2000-02-16,902.1915134769755
2000-02-17,911.4415040818591
2000-02-18,906.7326403104629
2000-02-21,896.8329847477959
2000-02-22,872.8193814714149
2000-02-23,878.8399478428214
2000-02-24,873.3547748165395
2000-02-25,863.6311422236756
2000-02-28,837.3125927692428
2000-02-29,838.9688685200044
2000-03-01,850.4298717823315
2000-03-02,838.4158667080753
2000-03-03,811.6444829356537
2000-03-06,817.2224780939304
2000-03-07,823.6235678956155
2000-03-08,822.7969985014297
2000-03-09,825.347338207237
2000-03-10,821.6907233311015
2000-03-13,786.8027214447436
2000-03-14,804.8367053633044
2000-03-15,792.8939705588099
2000-03-16,807.2044795190152
2000-03-17,820.1531287663107
2000-03-20,815.4269169357736
2000-03-21,816.9603594616491
2000-03-22,831.6069987128661
2000-03-23,839.92350284053
2000-03-24,850.6285015688003
2000-03-27,856.2726979463145
2000-03-28,839.5753448748432
2000-03-29,833.6925213150836
2000-03-30,809.5107211350974
2000-03-31,809.3644781179634
2000-04-03,819.8478924592927
2000-04-04,824.224642975034
2000-04-05,791.0994009289714
2000-04-06,804.1800273730727
2000-04-07,801.331348300886
2000-04-10,800.1217092624579
2000-04-11,777.3217673917354
2000-04-12,774.5236184801532
2000-04-13,753.5282981211492
2000-04-14,731.0812865017979
2000-04-17,665.8551367883073
2000-04-18,691.9084079955857
2000-04-19,718.0845952285714
2000-04-20,734.494456595102
2000-04-21,734.494456595102
2000-04-24,729.6196138909669
2000-04-25,750.5966481125491
2000-04-26,753.1418817469536
2000-04-27,745.4064374041625
2000-04-28,749.3851862620587
2000-05-01,748.3089988236738
2000-05-02,744.7185718741814
2000-05-03,741.8217945477933
2000-05-04,730.2511521994239
2000-05-05,718.1655547499478
2000-05-08,718.6450356420659
2000-05-09,720.3828427357919
2000-05-10,717.690377943894
2000-05-11,728.4679689190672
2000-05-12,713.455041350009
2000-05-15,716.3617610599516
2000-05-16,719.4093554217425
2000-05-17,709.5673450243703
2000-05-18,698.0858941899679
2000-05-19,679.870592439437
2000-05-22,679.8742672150282
2000-05-23,684.0963741892142
2000-05-24,672.3862128491797
2000-05-25,689.3189690673789
2000-05-26,689.5417197506191
2000-05-29,705.896703046759
2000-05-30,718.8211737004001
2000-05-31,729.9029662120299
2000-06-01,726.6032611644969
2000-06-02,744.9208911118105
2000-06-05,745.0628726850655
2000-06-06,753.229961698793
2000-06-07,757.5705737939843
2000-06-08,752.3583604947142
2000-06-09,763.4232395004104
2000-06-12,769.9443445975072
2000-06-13,766.5357447971088
2000-06-14,768.9379476432856
2000-06-15,767.9009493586321
2000-06-16,777.875731299337
2000-06-19,770.9380570056343
2000-06-20,770.3506014552167
2000-06-21,757.5603915285611
2000-06-22,753.6405569807779
2000-06-23,753.8129072815129
2000-06-26,762.139127241045
2000-06-27,772.131989340488
2000-06-28,770.8290160603243
2000-06-29,765.3561662670008
2000-06-30,774.6496901553378
2000-07-03,770.9810631468591
