Date,CHINA VALUE WEIGHTED
1997-04-10,1183.9907565818314
1997-04-11,1180.196427393244
1997-04-14,1199.6840952984649
1997-04-15,1216.9897592959555
1997-04-16,1234.5009972086546
1997-04-17,1327.855393553073
1997-04-18,1374.152128792911
1997-04-21,1396.092357880295
1997-04-22,1382.1487858322268
1997-04-23,1372.7819428307137
1997-04-24,1372.8198405173107
1997-04-25,1391.682060905841
1997-04-28,1417.1850659403922
1997-04-29,1417.599964988454
1997-04-30,1448.2426816903662
1997-05-01,1448.2188310083052
1997-05-02,1448.1631865999973
1997-05-05,1516.2371696509001
1997-05-06,1533.160379250296
1997-05-07,1520.8457031120638
1997-05-08,1446.989384491338
1997-05-09,1470.2361329635592
1997-05-12,1500.9324598575358
1997-05-13,1466.2622354656835
1997-05-14,1377.530962338478
1997-05-15,1400.4930814416011
1997-05-16,1321.4378494928528
1997-05-19,1340.626190497016
1997-05-20,1382.1951201406412
1997-05-21,1375.1354719404094
1997-05-22,1255.785006453725
1997-05-23,1256.0161474296206
1997-05-26,1227.1038452288954
1997-05-27,1290.9747534440162
1997-05-28,1299.3079950846181
1997-05-29,1311.782608680118
1997-05-30,1328.4440987925907
1997-06-02,1405.4428728069433
1997-06-03,1405.027708264185
1997-06-04,1394.4648439460882
1997-06-05,1373.6034061898038
1997-06-06,1321.9964162033305
1997-06-09,1321.014463277802
1997-06-10,1298.88173054433
1997-06-11,1256.641702124928
1997-06-12,1248.5811725894412
1997-06-13,1275.9065100529333
1997-06-16,1306.9481296419024
1997-06-17,1290.6713666659514
1997-06-18,1270.9549529529424
1997-06-19,1277.8537728995443
1997-06-20,1299.718741172524
1997-06-23,1295.8283976209254
1997-06-24,1295.9424737734803
1997-06-25,1265.020480273354
1997-06-26,1250.0557805100912
1997-06-27,1239.4791213993988
1997-06-30,1239.5795036777292
1997-07-01,1239.7301354155725
1997-07-02,1221.2817149104642
1997-07-03,1155.0782560899095
1997-07-04,1164.577555772778
1997-07-07,1103.827115999237
1997-07-08,1062.3220432533287
1997-07-09,1070.0894265412503
1997-07-10,1111.075461903328
1997-07-11,1153.7186994730303
1997-07-14,1165.7776031147982
1997-07-15,1165.1244098741265
1997-07-16,1163.5480515864406
1997-07-17,1166.3734146512224
1997-07-18,1155.8301906862512
1997-07-21,1143.2609469843355
1997-07-22,1135.84490190916
1997-07-23,1147.1087508428639
1997-07-24,1149.420979199052
1997-07-25,1147.3015073471083
1997-07-28,1133.3602385822169
1997-07-29,1131.8308676994723
1997-07-30,1129.4028019240186
1997-07-31,1122.6661733152469
1997-08-01,1126.3323110431706
1997-08-04,1114.8510550873357
1997-08-05,1109.8419092833929
1997-08-06,1100.8526351042026
1997-08-07,1096.6582057569765
1997-08-08,1108.8924248404016
1997-08-11,1094.283240590054
1997-08-12,1077.952976629767
1997-08-13,1116.3460185214203
1997-08-14,1226.7207433630338
1997-08-15,1277.791098836731
1997-08-18,1286.5743144908809
1997-08-19,1199.9328694458868
1997-08-20,1209.408324154591
1997-08-21,1242.387666345674
1997-08-22,1222.252307425338
1997-08-25,1193.213118850694
1997-08-26,1200.5824358442924
1997-08-27,1217.1607654148968
1997-08-28,1187.2119457787742
1997-08-29,1158.540893187714
1997-09-01,1144.7624441109203
1997-09-02,1066.2836522709529
1997-09-03,1116.7430656899405
1997-09-04,1105.3122771613828
1997-09-05,1105.542680200868
1997-09-08,1106.9475181614307
1997-09-09,1118.4566864452263
1997-09-10,1124.7504821386528
1997-09-11,1117.3613766507601
1997-09-12,1118.444469125577
1997-09-15,1103.4715623774446
1997-09-16,1097.5562906294758
1997-09-17,1112.325001029973
1997-09-18,1093.7091563452325
1997-09-19,1087.8016648303505
1997-09-22,1050.5534928933278
1997-09-23,1029.604829382545
1997-09-24,1036.902582478715
1997-09-25,1036.3620014170438
1997-09-26,1039.268540770741
1997-09-29,1050.2331131833084
1997-09-30,1049.1097022901301
1997-10-01,1049.1959992546074
1997-10-02,1049.1816145683476
1997-10-03,1049.1456561058906
1997-10-06,1004.7715254366143
1997-10-07,986.5925323898936
1997-10-08,998.2499307352678
1997-10-09,984.411923597346
1997-10-10,996.0269220887492
1997-10-13,975.346450462979
1997-10-14,972.365473175916
1997-10-15,953.4890781045789
1997-10-16,972.1544039621355
1997-10-17,997.2145287478795
1997-10-20,975.935075330298
1997-10-21,966.7783075387
1997-10-22,963.069684795483
1997-10-23,919.9036464064988
1997-10-24,937.9915369847114
1997-10-27,929.9675328856085
1997-10-28,867.1866335479358
1997-10-29,881.7680710033707
1997-10-30,889.818402692383
1997-10-31,879.1869279989178
1997-11-03,871.3215515711805
1997-11-04,888.1530093491773
1997-11-05,922.2561014679583
1997-11-06,950.4040807644606
1997-11-07,926.181970212958
1997-11-10,908.0577691468828
1997-11-11,907.4392680715366
1997-11-12,899.7549484266137
1997-11-13,883.8435657710763
1997-11-14,879.1506242388394
1997-11-17,875.7578974834946
1997-11-18,869.1396884140854
1997-11-19,857.6365273793365
1997-11-20,823.3755951069503
1997-11-21,822.0793608650902
1997-11-24,780.1478119582873
1997-11-25,759.837467570478
1997-11-26,781.4657423516998
1997-11-27,757.7072527206702
1997-11-28,758.0325910372699
1997-12-01,748.4972637923004
1997-12-02,753.5598471693178
1997-12-03,761.8339650467808
1997-12-04,768.9782801852859
1997-12-05,775.0894085876577
1997-12-08,794.6404868867568
1997-12-09,794.3856060514352
1997-12-10,787.3201606791694
1997-12-11,781.7163510068074
1997-12-12,759.6774158836498
1997-12-15,738.4823210081373
1997-12-16,740.226155368583
1997-12-17,743.1141439568431
1997-12-18,742.5782950865647
1997-12-19,727.8754355842506
1997-12-22,715.8096364303949
1997-12-23,700.2652057346361
1997-12-24,693.2943849061238
1997-12-25,693.2943849061238
1997-12-26,694.1944849087039
1997-12-29,701.3356223897199
1997-12-30,711.3606801745102
1997-12-31,719.707534963335
1998-01-01,719.707534963335
1998-01-02,719.6324219923124
1998-01-05,707.7227377847643
1998-01-06,677.2335430178115
1998-01-07,641.5699699618441
1998-01-08,619.9579552057417
1998-01-09,597.4220285116511
1998-01-12,545.8196041214057
1998-01-13,571.4807297523951
1998-01-14,598.0329641767846
1998-01-15,572.2980419457223
1998-01-16,586.1250345915605
1998-01-19,613.5102913461575
1998-01-20,608.8210236779249
1998-01-21,622.1912506845259
1998-01-22,605.9805545073889
1998-01-23,622.0854575299609
1998-01-26,621.9514234940951
1998-01-27,622.2867034510252
1998-01-28,622.353837449769
1998-01-29,622.3896528946822
1998-01-30,622.2643312349937
1998-02-02,622.3077576918668
1998-02-03,622.329475129925
1998-02-04,622.3946442891164
1998-02-05,622.3946442891164
1998-02-06,622.3425069401521
1998-02-09,683.7114934816278
1998-02-10,734.4711002908737
1998-02-11,719.6207629768529
1998-02-12,730.0563695494279
1998-02-13,700.3344133956804
1998-02-16,685.8649791811587
1998-02-17,696.7454954453308
1998-02-18,696.8950368311421
1998-02-19,704.3767266085579
1998-02-20,701.7312054604582
1998-02-23,705.5008405760063
1998-02-24,738.9734309490658
1998-02-25,741.7114877085352
1998-02-26,748.7611302704872
1998-02-27,753.989089880129
1998-03-02,749.474134242204
1998-03-03,736.3710833595145
1998-03-04,733.7331848139403
1998-03-05,700.9737333759958
1998-03-06,696.4963169795565
1998-03-09,701.3332841045432
1998-03-10,704.689734759619
1998-03-11,717.3517336316467
1998-03-12,709.5845190031695
1998-03-13,712.4562581990954
1998-03-16,724.6557270367675
1998-03-17,713.6539654158046
1998-03-18,713.1638073134288
1998-03-19,709.7741201548099
1998-03-20,718.2056751074191
1998-03-23,718.1770021760027
1998-03-24,711.6047721580915
1998-03-25,711.7362819959728
1998-03-26,702.751318185685
1998-03-27,697.4469816212387
1998-03-30,698.7098944189078
1998-03-31,679.9191454273501
1998-04-01,664.4689535240209
1998-04-02,642.9820643105163
1998-04-03,640.7217147545501
1998-04-06,649.7290649214023
1998-04-07,643.5422408467724
1998-04-08,641.0926678439772
1998-04-09,643.3010043305142
1998-04-10,655.1288965704961
1998-04-13,654.6264699484307
1998-04-14,659.3097668005934
1998-04-15,647.8316181357466
1998-04-16,646.4448213755272
1998-04-17,651.0141018512701
1998-04-20,646.4720776797964
1998-04-21,634.0344642149689
1998-04-22,637.0779979128432
1998-04-23,611.0496084478475
1998-04-24,603.3586330215858
1998-04-27,590.3900753163927
1998-04-28,577.9305137205561
1998-04-29,586.1480977409205
1998-04-30,603.543591940413
1998-05-01,603.446371427611
1998-05-04,623.6296993346896
1998-05-05,616.1939841180617
1998-05-06,589.880960313392
1998-05-07,587.0365257775261
1998-05-08,576.0857980071517
1998-05-11,579.2564452947505
1998-05-12,566.5847201883851
1998-05-13,562.9575809518946
1998-05-14,553.2894958530877
1998-05-15,594.7757820476432
1998-05-18,592.707803941324
1998-05-19,602.1093439577808
1998-05-20,600.0218720173034
1998-05-21,604.9935686627643
1998-05-22,600.311176620421
1998-05-25,609.3863518850686
1998-05-26,609.4251594819003
1998-05-27,605.57187957665
1998-05-28,594.8997372637913
1998-05-29,588.0402644075511
1998-06-01,587.793547566727
1998-06-02,587.6843155108178
1998-06-03,603.3816249132607
1998-06-04,589.9258385707705
1998-06-05,581.3399763887332
1998-06-08,584.0433674727907
1998-06-09,575.4374157738704
1998-06-10,551.5503096119501
1998-06-11,532.6206700963995
1998-06-12,525.3240437790724
1998-06-15,514.4502905551807
1998-06-16,502.1092580856805
1998-06-17,507.95524908976256
1998-06-18,532.9786572054298
1998-06-19,540.1458186990947
1998-06-22,538.5583588177841
1998-06-23,529.2927282924732
1998-06-24,524.9241835247307
1998-06-25,522.2631895687455
1998-06-26,519.6707378824572
1998-06-29,510.73242583694866
1998-06-30,510.34603501713417
1998-07-01,510.9502541934536
1998-07-02,508.5797151635746
1998-07-03,503.22646866997025
1998-07-06,496.847100413547
1998-07-07,499.0251203488396
1998-07-08,499.4929035167418
1998-07-09,490.6488759257422
1998-07-10,488.6132417382206
1998-07-13,478.32953048223317
1998-07-14,454.8921387871135
1998-07-15,442.7425147412858
1998-07-16,441.14759520992817
1998-07-17,451.96183438576
1998-07-20,457.69385652346233
1998-07-21,458.60668215037026
1998-07-22,454.21699874672476
1998-07-23,442.62056025249785
1998-07-24,433.24689639048347
1998-07-27,420.9278365145185
1998-07-28,410.5227978956232
1998-07-29,379.32298994523296
1998-07-30,384.84856147869857
1998-07-31,382.20121253825084
1998-08-03,381.0318219143498
1998-08-04,364.4636867272157
1998-08-05,389.7230607192506
1998-08-06,374.3045502331713
1998-08-07,362.7188803942846
1998-08-10,353.24715407847316
1998-08-11,342.7541836879182
1998-08-12,327.842155747102
1998-08-13,328.3533058357509
1998-08-14,346.61437983250335
1998-08-17,345.29190023157884
1998-08-18,354.90897382038384
1998-08-19,381.74172227758646
1998-08-20,369.62381121740225
1998-08-21,374.7980085348181
1998-08-24,370.348418333207
1998-08-25,377.2259415910761
1998-08-26,368.3095872606404
1998-08-27,373.7533976105188
1998-08-28,359.4978169471436
1998-08-31,357.637091067934
1998-09-01,359.20746241239783
1998-09-02,375.10719790604236
1998-09-03,391.72187414656406
1998-09-04,416.12337716145345
1998-09-07,419.82294603091475
1998-09-08,421.1171455923416
1998-09-09,404.3967628261897
1998-09-10,409.82670800909625
1998-09-11,397.88364015182725
1998-09-14,405.7971853460291
1998-09-15,420.4697672566932
1998-09-16,419.0751283816397
1998-09-17,420.5379314457675
1998-09-18,404.6864845908892
1998-09-21,404.5083002482332
1998-09-22,412.76128020690817
1998-09-23,411.8920985186023
1998-09-24,417.1672251224327
1998-09-25,421.87546503393685
1998-09-28,426.6381112659945
1998-09-29,426.35255852407323
1998-09-30,436.98591421426124
1998-10-01,436.99199757055703
1998-10-02,436.9810478118536
1998-10-05,429.05548453391685
1998-10-06,424.5234876730284
1998-10-07,423.62118285837414
1998-10-08,430.3295166378051
1998-10-09,433.0982489468542
1998-10-12,445.4123334132872
1998-10-13,449.25338429149576
1998-10-14,446.999637607521
1998-10-15,457.9234159852716
1998-10-16,476.50647048236925
1998-10-19,465.6197990432693
1998-10-20,452.72627151932994
1998-10-21,457.8257463789185
1998-10-22,443.22173500447906
1998-10-23,446.3556842642636
1998-10-26,449.53395706070773
1998-10-27,451.1703138957478
1998-10-28,450.31371249370443
1998-10-29,434.7628598523215
1998-10-30,418.6298803755761
1998-11-02,418.6140559951006
1998-11-03,425.81893541337735
1998-11-04,426.0883356605784
1998-11-05,417.39745140619175
1998-11-06,417.8896785639396
1998-11-09,425.29450483586044
1998-11-10,421.120206299715
1998-11-11,418.6660545188853
1998-11-12,424.06914448489596
1998-11-13,424.69552904467616
1998-11-16,426.4606836205256
1998-11-17,428.72477578676745
1998-11-18,426.63341579231184
1998-11-19,428.35776981829264
1998-11-20,419.2200651937529
1998-11-23,410.4402506532043
1998-11-24,413.54275199696997
1998-11-25,409.00604181169035
1998-11-26,391.7522395436585
1998-11-27,383.07717400439276
1998-11-30,389.56091317836024
1998-12-01,390.84280617151796
1998-12-02,386.5584472933095
1998-12-03,388.0999304792855
1998-12-04,381.4641547004017
1998-12-07,375.731533591872
1998-12-08,374.3598108403918
1998-12-09,375.05252379407546
1998-12-10,375.79106852435234
1998-12-11,369.92132750854626
1998-12-14,363.7895252422343
1998-12-15,361.804124158514
1998-12-16,361.71158786794985
1998-12-17,348.9915687926993
1998-12-18,338.2582477564267
1998-12-21,338.0231165113059
1998-12-22,344.245239861101
1998-12-23,346.9807065401098
1998-12-24,349.37040646739825
1998-12-25,357.3727335509296
1998-12-28,352.06255616052897
1998-12-29,354.94477412836846
1998-12-30,355.73662185659714
1998-12-31,360.56794042677046
1999-01-01,360.56794042677046
1999-01-04,355.8964651633563
1999-01-05,355.3962366934783
1999-01-06,354.3461502928186
1999-01-07,359.09297688356577
1999-01-08,364.2527200971647
1999-01-11,363.9289014856658
1999-01-12,361.8197206729789
1999-01-13,354.93534373053404
1999-01-14,341.6441799122336
1999-01-15,339.80316934241466
1999-01-18,341.4403853926945
1999-01-19,337.51847021146517
1999-01-20,329.9149479728357
1999-01-21,328.7120249116488
1999-01-22,319.15838290799184
1999-01-25,314.3421586292622
1999-01-26,311.5735547575903
1999-01-27,311.6511049708978
1999-01-28,312.42417033645563
1999-01-29,317.16421534364355
1999-02-01,316.68174324881255
1999-02-02,313.14824990536636
1999-02-03,302.9094043303968
1999-02-04,295.188791979781
1999-02-05,300.4688052799008
1999-02-08,299.26687072534816
1999-02-09,301.3274608863419
1999-02-10,301.3383859651765
1999-02-11,301.3290214910453
1999-02-12,301.3188782803883
1999-02-15,301.3305821360276
1999-02-16,301.3383859651765
1999-02-17,301.3508741868835
1999-02-18,301.34462975367427
1999-02-19,301.3329231790272
1999-02-22,301.33604471068406
1999-02-23,301.3383859651764
1999-02-24,301.3344839247134
1999-02-25,301.3298018085014
1999-02-26,301.35009359747124
1999-03-01,297.4106309557937
1999-03-02,288.02633809929256
1999-03-03,285.565441727643
1999-03-04,284.3149925035905
1999-03-05,281.7516377743387
1999-03-08,269.6413887149466
1999-03-09,259.2816733557956
1999-03-10,257.34190133371663
1999-03-11,278.6305398023286
1999-03-12,285.73830674932015
1999-03-15,281.2490721546477
1999-03-16,275.57293335432627
1999-03-17,275.49507124770236
1999-03-18,293.4190342055149
1999-03-19,294.119060707188
1999-03-22,319.82852083322086
1999-03-23,328.9563749826523
1999-03-24,334.2989095438486
1999-03-25,333.85072034437934
1999-03-26,323.56088377099286
1999-03-29,342.599107435876
1999-03-30,323.2094926905637
1999-03-31,326.2924343751568
1999-04-01,326.7951430498791
1999-04-02,334.4156652177996
1999-04-05,332.67209893772366
1999-04-06,332.99709378167836
1999-04-07,333.3907366704843
1999-04-08,345.7522318548613
1999-04-09,364.1954429736711
1999-04-12,360.45702160812345
1999-04-13,355.67606652131866
1999-04-14,366.55972095918946
1999-04-15,388.25709227905685
1999-04-16,380.0206512948798
1999-04-19,376.58656639865814
1999-04-20,374.3949879906567
1999-04-21,360.45414374904936
1999-04-22,363.11418072488766
1999-04-23,366.6833666629762
1999-04-26,365.1183251004354
1999-04-27,358.2128936375743
1999-04-28,350.6088675284021
1999-04-29,349.4590194497176
1999-04-30,359.6982162416734
1999-05-03,359.6982162416734
1999-05-04,365.0614238969376
1999-05-05,373.3019618363834
1999-05-06,391.51287734498
1999-05-07,396.3921761330745
1999-05-10,366.0273083806605
1999-05-11,373.5457211312196
1999-05-12,387.4785540231882
1999-05-13,387.9607915584642
1999-05-14,377.81632130263296
1999-05-17,379.2024296788715
1999-05-18,371.36774965158963
1999-05-19,375.15663094882206
1999-05-20,373.8586632005379
1999-05-21,372.4729562122331
1999-05-24,397.8232072248428
1999-05-25,405.3133758516778
1999-05-26,404.76343408161546
1999-05-27,426.23100305952516
1999-05-28,446.81171373137715
1999-05-31,475.90223454707234
1999-06-01,519.6350150552261
1999-06-02,492.8510806238024
1999-06-03,499.8278578775474
1999-06-04,530.746876088093
1999-06-07,552.5322615240303
1999-06-08,548.0027978120188
1999-06-09,554.3912318101802
1999-06-10,583.9469080626114
1999-06-11,606.7573233644662
1999-06-14,657.3182713749602
1999-06-15,622.4095127664898
1999-06-16,667.5058210680844
1999-06-17,683.6057672384939
1999-06-18,684.9838087301969
1999-06-21,683.7853359914518
1999-06-22,678.8857419525868
1999-06-23,700.0159311617859
1999-06-24,731.3581662527309
1999-06-25,721.7594277045762
1999-06-28,772.1734338108811
1999-06-29,787.4276738486036
1999-06-30,746.5150444028596
1999-07-01,714.1243294122507
1999-07-02,723.1875729043054
1999-07-05,716.8337309133536
1999-07-06,647.850954262392
1999-07-07,627.3235434394965
1999-07-08,649.5654471946746
1999-07-09,649.8235895305313
1999-07-12,636.023060754278
1999-07-13,597.1311928164455
1999-07-14,576.8553134416143
1999-07-15,555.5662671703116
1999-07-16,528.2903990379325
1999-07-19,478.1926409260836
1999-07-20,523.9117516326792
1999-07-21,574.9049146275254
1999-07-22,562.4710131145704
1999-07-23,600.2749032327121
1999-07-26,614.5233978063964
1999-07-27,584.0314168568685
1999-07-28,590.8074622517531
1999-07-29,593.1665425230392
1999-07-30,598.7599979432407
1999-08-02,605.4520255092222
1999-08-03,602.1305859965018
1999-08-04,611.5215753349794
1999-08-05,607.2450292484175
1999-08-06,578.3550473684451
1999-08-09,561.4186746623784
1999-08-10,546.1050966127311
1999-08-11,542.2846704016343
1999-08-12,555.9569428601558
1999-08-13,553.4586695251006
1999-08-16,540.1671081781457
1999-08-17,547.5143808150224
1999-08-18,538.6801463292509
1999-08-19,579.4596416149358
1999-08-20,583.1856683842984
1999-08-23,583.8124045021843
1999-08-24,576.2651249006299
1999-08-25,566.2875823257247
1999-08-26,576.335729986895
1999-08-27,573.1713802395274
1999-08-30,554.3761242261228
1999-08-31,556.8800822144449
1999-09-01,564.4327525961818
1999-09-02,561.6955219696704
1999-09-03,552.5139292058171
1999-09-06,547.2161241307568
1999-09-07,551.1189147591647
1999-09-08,548.8755553500928
1999-09-09,581.8273636602423
1999-09-10,572.2586855997394
1999-09-13,566.5818127652669
1999-09-14,565.2107172421636
1999-09-15,562.3066090228622
1999-09-16,556.636440527133
1999-09-17,554.4999782666596
1999-09-20,559.3387083650583
1999-09-21,551.8448282970484
1999-09-22,552.199163665553
1999-09-23,553.5372878332671
1999-09-24,557.5455350953334
1999-09-27,556.5464383938574
1999-09-28,551.7158588011453
1999-09-29,551.6634033731796
1999-09-30,548.1060422093012
1999-10-01,548.0979879066655
1999-10-04,548.0995987257184
1999-10-05,548.0915448378133
1999-10-06,548.096377108349
1999-10-07,548.0834914682766
1999-10-08,536.6763968945124
1999-10-11,517.5568801030923
1999-10-12,512.2503636450415
1999-10-13,489.75510670260167
1999-10-14,479.68902845331297
1999-10-15,497.42560152794647
1999-10-18,493.4542106052976
1999-10-19,472.82001138669995
1999-10-20,477.2801589475373
1999-10-21,469.99930718579793
1999-10-22,484.0475281983864
1999-10-25,483.17542741892146
1999-10-26,490.7901115373413
1999-10-27,511.56432467845104
1999-10-28,503.09986816770964
1999-10-29,502.1832041977761
1999-11-01,491.1113249911917
1999-11-02,488.2530302546661
1999-11-03,485.7997963386865
1999-11-04,486.87790430914987
1999-11-05,494.1284776224858
1999-11-08,514.7876980833678
1999-11-09,503.93474902049326
1999-11-10,512.7414280888632
1999-11-11,513.8053036277695
1999-11-12,502.66313409969
1999-11-15,520.7708856660216
1999-11-16,526.9708767623908
1999-11-17,527.7463447085729
1999-11-18,538.00117384975
1999-11-19,530.9662641705837
1999-11-22,524.0804423618896
1999-11-23,519.5886003837371
1999-11-24,504.8157451672286
1999-11-25,499.0136031102234
1999-11-26,490.51990614842657
1999-11-29,492.9097106643675
1999-11-30,497.6684020691136
1999-12-01,500.10246601667177
1999-12-02,499.49270011677606
1999-12-03,495.9653758264926
1999-12-06,493.4544372503341
1999-12-07,487.3782083613243
1999-12-08,474.6959133765162
1999-12-09,466.6025885388897
1999-12-10,469.50283854873976
1999-12-13,476.89392999664625
1999-12-14,476.9425855491671
1999-12-15,489.5620613044244
1999-12-16,478.2192804049724
1999-12-17,479.4868671812074
1999-12-20,479.503512018742
1999-12-21,470.2440451920826
1999-12-22,471.8202806788544
1999-12-23,478.8448714198643
1999-12-24,482.791728010757
1999-12-27,485.1266980170292
1999-12-28,485.48549239447823
1999-12-29,492.19109856239277
1999-12-30,497.33834623177233
1999-12-31,497.33834623177233
2000-01-03,497.25814755977245
2000-01-04,503.5154689348503
2000-01-05,495.1814650430071
2000-01-06,504.1798104133376
2000-01-07,526.0814645122543
2000-01-10,523.4858152492458
2000-01-11,505.06018621486027
2000-01-12,496.45442344416136
2000-01-13,495.9103749603142
2000-01-14,488.0795679329144
2000-01-17,489.4047478821942
2000-01-18,490.6704155552771
2000-01-19,496.26183720516593
2000-01-20,498.67600465231965
2000-01-21,493.9654638527771
2000-01-24,487.7766450343602
2000-01-25,484.9202832639801
2000-01-26,492.4170409172631
2000-01-27,498.5441697912047
2000-01-28,501.9861894173964
2000-01-31,501.97792157315473
2000-02-01,501.9820554155763
2000-02-02,501.9861894173964
2000-02-03,501.9724100311967
2000-02-04,501.9779215731547
2000-02-07,501.9668987725756
2000-02-08,501.9710321899794
2000-02-09,501.97516576675724
2000-02-10,501.9613877972697
2000-02-11,501.9476115983653
2000-02-14,537.2128526186235
2000-02-15,520.3947368723009
2000-02-16,510.2981158354134
2000-02-17,495.0971315932823
2000-02-18,510.725029392927
2000-02-21,506.5208370796999
2000-02-22,491.38507073922347
2000-02-23,480.44941704555134
2000-02-24,486.71893608669114
2000-02-25,480.60272837352755
2000-02-28,486.8526211926698
2000-02-29,490.2022919047688
2000-03-01,489.4646094957739
2000-03-02,485.9627603366675
2000-03-03,482.12792427938945
2000-03-06,471.92375519984597
2000-03-07,474.20853145526894
2000-03-08,474.5066165349973
2000-03-09,476.88039005705633
2000-03-10,474.27623908235586
2000-03-13,476.9628893242904
2000-03-14,466.523967828856
2000-03-15,460.5285486231256
2000-03-16,442.4733522594352
2000-03-17,470.5652194569792
2000-03-20,464.47232657135567
2000-03-21,463.6775600641977
2000-03-22,465.2835747464484
2000-03-23,505.35922652506684
2000-03-24,506.6686471813556
2000-03-27,538.8822917716377
2000-03-28,539.0085973741985
2000-03-29,524.8055051358535
2000-03-30,535.2436978797101
2000-03-31,539.2921437076383
2000-04-03,545.5291524856102
2000-04-04,538.1797929799657
2000-04-05,529.316718342992
2000-04-06,543.4562020188591
2000-04-07,544.0273280373826
2000-04-10,539.0892323459198
2000-04-11,539.175476546578
2000-04-12,535.2675440382941
2000-04-13,543.0953128884528
2000-04-14,547.863141624755
2000-04-17,527.5270187415435
2000-04-18,537.5272002889666
2000-04-19,544.6415747115764
2000-04-20,544.1122494697734
2000-04-21,548.574401817926
2000-04-24,555.9619949190302
2000-04-25,548.0384101395392
2000-04-26,550.0664586486697
2000-04-27,543.5761648655757
2000-04-28,545.807843038305
2000-05-01,545.8139471978284
2000-05-02,545.8017391922415
2000-05-03,545.788006684561
2000-05-04,545.788006684561
2000-05-05,545.7910582158204
2000-05-08,523.2122321542386
2000-05-09,509.47932502883765
2000-05-10,504.27515843184887
2000-05-11,503.4602296231739
2000-05-12,508.8929434852614
2000-05-15,515.4530214331219
2000-05-16,522.306095495997
2000-05-17,519.8005149023068
2000-05-18,526.7064714969463
2000-05-19,528.7776892549311
2000-05-22,552.3221618911389
2000-05-23,551.6089268486453
2000-05-24,574.3289261296226
2000-05-25,576.5260743306086
2000-05-26,583.8845279691141
2000-05-29,637.17974857624
2000-05-30,625.0409247524138
2000-05-31,677.9138496813588
2000-06-01,682.4876349824721
2000-06-02,708.2878020904947
2000-06-05,739.4377216057946
2000-06-06,739.4047663799028
2000-06-07,728.0192811224628
2000-06-08,727.8992700071195
2000-06-09,735.636331817328
2000-06-12,736.0897031069924
2000-06-13,721.8371918677501
2000-06-14,717.0201702795337
2000-06-15,730.010916187468
2000-06-16,747.714961201657
2000-06-19,754.5294439238438
2000-06-20,753.3028079348129
2000-06-21,770.4786987777327
2000-06-22,759.6887260457471
2000-06-23,751.0866208805198
2000-06-26,757.7661696883828
2000-06-27,766.3324540810163
2000-06-28,783.4725365276549
2000-06-29,778.6813261432425
2000-06-30,763.2340165841425
2000-07-03,754.5736768513717
2000-07-04,751.3269346871856
2000-07-05,762.430325371489
2000-07-06,769.4626283764078
2000-07-07,792.7328697676314
2000-07-10,806.9739153268623
2000-07-11,814.1513436363208
2000-07-12,816.1592057735498
2000-07-13,807.0135885695042
2000-07-14,813.5480901529859
