Date,KOKUSAI (WORLD ex JP) IMI MIN VOL (USD)
2001-05-31,1000.0
2001-06-01,1003.4548111704482
2001-06-04,1008.256653194009
2001-06-05,1013.6608356292808
2001-06-06,1007.116943330854
2001-06-07,1010.2292329053082
2001-06-08,1009.145548279748
2001-06-11,1004.5477109549678
2001-06-12,1007.3127527180183
2001-06-13,1006.8207315131217
2001-06-14,1002.6806912527833
2001-06-15,1000.7751311266217
2001-06-18,996.4797838817015
2001-06-19,995.0602971952624
2001-06-20,996.1717927313147
2001-06-21,995.2209496695533
2001-06-22,991.401991559209
2001-06-25,990.5294037845088
2001-06-26,990.0169866655027
2001-06-27,986.5131610100689
2001-06-28,985.8894061061898
2001-06-29,989.7713174131773
2001-07-02,993.2930775393813
2001-07-03,990.5673940195528
2001-07-04,989.9207674460492
2001-07-05,984.7727754220939
2001-07-06,978.223562757521
2001-07-09,979.2517378730281
2001-07-10,976.6365431661253
2001-07-11,976.1094441855557
2001-07-12,978.8200511033851
2001-07-13,981.3736664361094
2001-07-16,978.3933878066961
2001-07-17,979.3943365518911
2001-07-18,985.2794991685319
2001-07-19,990.495664692282
2001-07-20,988.9621784764057
2001-07-23,980.5469601758032
2001-07-24,972.930690467866
2001-07-25,979.4512633043468
2001-07-26,982.745986657586
2001-07-27,984.3275171629753
2001-07-30,987.1096244320588
2001-07-31,993.0054446661703
2001-08-01,997.9558364819443
2001-08-02,999.0298577607651
2001-08-03,997.4750540072057
2001-08-06,993.2012226501732
2001-08-07,993.8949898264938
2001-08-08,987.7253879451295
2001-08-09,989.8901609891185
2001-08-10,994.5879371885613
2001-08-13,997.4346381797217
2001-08-14,999.3254167642422
2001-08-15,1005.2726223675834
2001-08-16,1006.2405894830737
2001-08-17,1001.6915018649731
2001-08-20,1002.518856456109
2001-08-21,1004.884833476208
2001-08-22,1010.3720892486118
2001-08-23,1008.2774720054357
2001-08-24,1015.3533728290149
2001-08-27,1013.4123473825551
2001-08-28,1007.24153535449
2001-08-29,1003.1063660280868
2001-08-30,993.7206751350182
2001-08-31,992.5745720736127
2001-09-03,989.9481974722304
2001-09-04,990.8571747601285
2001-09-05,988.9805531308153
2001-09-06,980.4289698294606
2001-09-07,973.0963600662332
2001-09-10,966.8743704690793
2001-09-11,957.8401071952179
2001-09-12,957.7042977161391
2001-09-13,961.1684857285187
2001-09-14,954.2846492407656
2001-09-17,938.2982975663044
2001-09-18,935.3748582713947
2001-09-19,926.7029107231256
2001-09-20,904.8478028330339
2001-09-21,881.3286652445728
2001-09-24,894.847944311926
2001-09-25,902.5438904549053
2001-09-26,906.640691993915
2001-09-27,919.3996427666591
2001-09-28,935.4584035065898
2001-10-01,931.21017422626
2001-10-02,938.1956829333518
2001-10-03,940.565343313892
