Date,WORLD IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1002.1399173166128
2001-06-04,1006.3790225330798
2001-06-05,1008.2212981222707
2001-06-06,1002.3519056608274
2001-06-07,1005.8959607603465
2001-06-08,1003.8214606441771
2001-06-11,998.2611945469359
2001-06-12,997.8483176677559
2001-06-13,997.8819772460873
2001-06-14,995.3762593325204
2001-06-15,992.6108785166562
2001-06-18,988.3656524232069
2001-06-19,987.1772500592372
2001-06-20,989.0304248159082
2001-06-21,989.4179363831207
2001-06-22,987.9166420360481
2001-06-25,986.7338879203079
2001-06-26,987.5702136352179
2001-06-27,983.7224176025687
2001-06-28,981.1534472214015
2001-06-29,986.3589262770641
2001-07-02,989.1244664486264
2001-07-03,987.7980204536066
2001-07-04,986.3942769258007
2001-07-05,981.5342329661139
2001-07-06,974.2616507654587
2001-07-09,974.4984181931286
2001-07-10,973.3754948148909
2001-07-11,972.5185058989299
2001-07-12,975.7302986655055
2001-07-13,975.8065054568781
2001-07-16,973.1845240515365
2001-07-17,973.3373036052241
2001-07-18,976.1889197142953
2001-07-19,980.9864926492423
2001-07-20,980.6193874977266
2001-07-23,969.2267965502605
2001-07-24,964.4424560353453
2001-07-25,971.5201922756057
2001-07-26,973.7503600355051
2001-07-27,974.9743095929159
2001-07-30,974.5709647773668
2001-07-31,981.7780092480898
2001-08-01,986.4917690428082
2001-08-02,991.0006057936918
2001-08-03,988.7351596241982
2001-08-06,985.0087429217134
2001-08-07,987.2525199596155
2001-08-08,982.2422783789423
2001-08-09,981.2405400749011
2001-08-10,986.4600178796733
2001-08-13,986.683989421185
2001-08-14,991.6731161207522
2001-08-15,998.4915119119335
2001-08-16,997.7323408285408
2001-08-17,993.2794725344476
2001-08-20,992.5397670509783
2001-08-21,995.8210318879505
2001-08-22,1001.0732760463562
2001-08-23,997.856470441636
2001-08-24,1003.1060380270801
2001-08-27,1001.4625918688248
2001-08-28,995.0437115662766
2001-08-29,990.7934147763815
2001-08-30,981.8266989201154
2001-08-31,980.9408115708133
2001-09-03,975.8365414274232
2001-09-04,980.4153170175593
2001-09-05,975.3888802410327
2001-09-06,968.9745555171072
2001-09-07,963.2950832656825
2001-09-10,955.1467204929406
2001-09-11,950.8726505690374
2001-09-12,942.6623752756951
2001-09-13,948.5516567797694
2001-09-14,948.0473342694278
2001-09-17,930.540917576329
2001-09-18,930.6039571056982
2001-09-19,925.6468011586642
2001-09-20,907.2031918917372
2001-09-21,885.6257207769198
2001-09-24,894.9889078119147
2001-09-25,902.1001550086095
2001-09-26,904.3945056140277
2001-09-27,914.32401160876
2001-09-28,930.9102605902631
2001-10-01,928.0277080867179
2001-10-02,935.1608346943252
2001-10-03,934.8917404175456
2001-10-04,941.4221066371933
2001-10-05,944.5710004806291
2001-10-08,942.6208294373032
2001-10-09,937.7225253639511
2001-10-10,944.9703439919556
2001-10-11,947.722374367836
2001-10-12,947.9033376351753
2001-10-15,944.9910407208185
2001-10-16,948.6612688274188
2001-10-17,948.0287643986101
2001-10-18,936.664208956775
2001-10-19,934.4402364072673
2001-10-22,936.3411174777946
2001-10-23,936.7359134999858
2001-10-24,934.9535985418113
2001-10-25,938.3999498428554
2001-10-26,941.1114214140315
2001-10-29,936.5333237543858
2001-10-30,929.4606112422681
2001-10-31,930.2440525694955
2001-11-01,939.0718600220114
2001-11-02,936.3551013498651
2001-11-05,940.3336188361748
2001-11-06,945.7854381387207
2001-11-07,944.130003036584
2001-11-08,946.9910699252995
2001-11-09,944.8349090448542
2001-11-12,940.4113768007579
2001-11-13,942.1770140123771
2001-11-14,940.2756625503487
2001-11-15,938.6760499540363
2001-11-16,940.5532554852983
2001-11-19,941.2680771946649
2001-11-20,944.0309985512886
2001-11-21,941.6561045836231
2001-11-22,942.8318229001889
2001-11-23,943.788360421657
2001-11-26,945.8043700074749
2001-11-27,941.8111766729892
2001-11-28,938.167567975885
2001-11-29,940.9161099989994
2001-11-30,944.5731481314265
2001-12-03,940.2935726465057
2001-12-04,945.4029444850358
2001-12-05,951.1161727211418
2001-12-06,948.5032648155527
2001-12-07,944.1952044405817
2001-12-10,935.8552795451161
2001-12-11,931.9193935220671
2001-12-12,935.2946182697647
2001-12-13,929.085020387734
2001-12-14,931.3196102276337
2001-12-17,934.6815329896232
2001-12-18,939.8872073099167
2001-12-19,940.7724742949358
2001-12-20,941.0351923532
2001-12-21,942.3392370670632
2001-12-24,941.9897530790292
2001-12-25,941.4482027124615
2001-12-26,942.39551288387
2001-12-27,951.2755018157932
2001-12-28,953.9840291545324
2001-12-31,953.2740089232374
2002-01-01,953.2541620758834
2002-01-02,952.7687324195423
2002-01-03,954.3720684498514
2002-01-04,955.8152157466208
2002-01-07,952.167063172024
2002-01-08,945.5749520110256
2002-01-09,943.0313523852972
2002-01-10,941.4704810341971
2002-01-11,940.5839568788301
2002-01-14,941.0134916315017
2002-01-15,944.2656998696248
2002-01-16,938.4277284635073
2002-01-17,939.5088791926422
2002-01-18,939.579513402478
2002-01-21,939.4557940452586
2002-01-22,935.9722200832236
2002-01-23,937.5360073938084
2002-01-24,936.2747517696941
2002-01-25,933.1646721791013
2002-01-28,935.4655699766056
2002-01-29,926.7018959737098
2002-01-30,927.7687951082108
2002-01-31,934.7139256683982
2002-02-01,933.981518159123
2002-02-04,930.5055289673405
2002-02-05,926.2781792264033
2002-02-06,922.0376163619648
2002-02-07,923.0012441602831
2002-02-08,927.3957753496741
2002-02-11,934.4212290507595
2002-02-12,938.1302131922313
2002-02-13,942.3143383591103
2002-02-14,944.7097157384023
2002-02-15,945.139208887322
2002-02-18,943.6488895493108
2002-02-19,934.2500060233693
2002-02-20,938.4690078721711
2002-02-21,937.7011524357882
2002-02-22,944.9909702594183
2002-02-25,947.3290491148754
2002-02-26,946.8607669285875
2002-02-27,951.8424849837412
2002-02-28,952.6416846151891
2002-03-01,963.9876959042864
2002-03-04,975.8398579579199
2002-03-05,973.6290201425392
2002-03-06,982.6863815660038
2002-03-07,988.8877675339752
2002-03-08,987.5923646153688
2002-03-11,990.0492400644653
2002-03-12,985.9612217735249
2002-03-13,982.6106469948346
2002-03-14,987.9248708142444
2002-03-15,993.0131436410467
2002-03-18,992.0933205853459
2002-03-19,997.8221094902444
2002-03-20,993.0855013232793
2002-03-21,994.1005394242407
2002-03-22,991.4748503195854
2002-03-25,986.8456354410691
2002-03-26,987.8550653002933
2002-03-27,991.8958589476495
2002-03-28,994.4563546757976
2002-03-29,991.7722904306572
2002-04-01,993.2561281227488
2002-04-02,995.0815578866741
2002-04-03,992.9777082286702
2002-04-04,993.2095706118967
2002-04-05,993.1162695808086
2002-04-08,992.5973284220665
2002-04-09,990.7251097553815
2002-04-10,1001.442114129403
2002-04-11,992.9316747460828
2002-04-12,994.54594218608
2002-04-15,994.2618094607168
2002-04-16,1000.8693802613266
2002-04-17,1001.855540998866
2002-04-18,1005.7163094723385
2002-04-19,1007.1624844671387
2002-04-22,1004.8348280830029
2002-04-23,1002.2672894373162
2002-04-24,1001.418799427794
2002-04-25,1003.6320142483563
2002-04-26,998.7208135824783
2002-04-29,995.1436164454386
2002-04-30,999.8642466897035
2002-05-01,1008.4500140248399
2002-05-02,1010.1122135920011
2002-05-03,1012.4924920772302
2002-05-06,1006.158765911639
2002-05-07,998.5928516654757
2002-05-08,1006.997535350581
2002-05-09,1003.7640329839027
2002-05-10,1000.9773313234016
2002-05-13,1004.6668566425453
2002-05-14,1005.6839084077124
2002-05-15,1008.2402973198915
2002-05-16,1010.7452880519561
2002-05-17,1018.9727152382653
2002-05-20,1016.6522882317888
2002-05-21,1016.4224688692897
2002-05-22,1022.4565319576619
2002-05-23,1026.2974075878699
2002-05-24,1022.9130910081279
2002-05-27,1021.0135612856506
2002-05-28,1022.7095188419556
2002-05-29,1021.6697807608082
2002-05-30,1020.4259094408028
2002-05-31,1021.495268631972
2002-06-03,1015.2156096846104
2002-06-04,1010.8871025096026
2002-06-05,1008.7419522626528
2002-06-06,1002.1044474312298
2002-06-07,1000.147076543286
2002-06-10,1000.602875313439
2002-06-11,996.4457638676251
2002-06-12,992.4358232622023
2002-06-13,986.1996120628612
2002-06-14,980.1350775728217
2002-06-17,989.6847731724214
2002-06-18,993.3065208481207
2002-06-19,987.1672881392666
2002-06-20,988.243044897085
2002-06-21,984.10014725108
2002-06-24,981.7189965339214
2002-06-25,977.6316899957566
2002-06-26,977.3872915481453
2002-06-27,982.4402635505569
2002-06-28,990.516740573851
2002-07-01,984.66671322375
2002-07-02,973.1758373940659
2002-07-03,968.5633977224079
2002-07-04,969.1883398530892
2002-07-05,984.1898252905588
2002-07-08,984.5652100313251
2002-07-09,977.5992406475975
2002-07-10,956.7586702994726
2002-07-11,946.0405813381736
2002-07-12,942.5842777020334
2002-07-15,932.0844459479313
2002-07-16,923.16479551554
2002-07-17,926.2976252189183
2002-07-18,915.0441236931683
2002-07-19,890.6041578964227
2002-07-22,868.7527211803555
2002-07-23,850.5927455108355
2002-07-24,868.0042973198965
2002-07-25,884.06587173033
2002-07-26,884.7891822010002
2002-07-29,909.5018916332264
2002-07-30,919.3894553114901
2002-07-31,928.1285596562044
2002-08-01,913.4291317351768
2002-08-02,910.743611181555
2002-08-05,895.7848277966608
2002-08-06,898.9422473957901
2002-08-07,911.4838133716343
2002-08-08,925.0646862750846
2002-08-09,930.9954117334892
2002-08-12,929.8989282211146
2002-08-13,923.4278773978331
2002-08-14,937.3173002853845
2002-08-15,942.4954777062453
2002-08-16,942.5991439431581
2002-08-19,942.7975753039581
2002-08-20,934.3451805105316
2002-08-21,942.3364461289182
2002-08-22,948.0228115924375
