Date,MSCI Europe Smart Security Defense Infrastructure Top 50 Select Index
2016-12-01,990.2553023531744
2016-12-02,990.2569163484902
2016-12-05,983.9326226076608
2016-12-06,1001.4849949176252
2016-12-07,1006.3066506921543
2016-12-08,1015.1180094813603
2016-12-09,1025.5474075804716
2016-12-12,1028.7772763613334
2016-12-13,1044.396245533735
2016-12-14,1040.185312159307
2016-12-15,1043.6450687214165
2016-12-16,1048.210566813458
2016-12-19,1055.0949446363236
2016-12-20,1060.0140961231918
2016-12-21,1056.825782738991
2016-12-22,1050.4317675919501
2016-12-23,1057.6617491630548
2016-12-26,1057.6617491630548
2016-12-27,1060.665661559032
2016-12-28,1057.2590138139142
2016-12-29,1061.0559878150348
2016-12-30,1061.878039000384
2017-01-02,1068.8140394803208
2017-01-03,1068.1915825337544
2017-01-04,1067.9433928446174
2017-01-05,1074.2926563046183
2017-01-06,1071.809049327884
2017-01-09,1065.5985126323953
2017-01-10,1058.6592098219967
2017-01-11,1062.9007856666851
2017-01-12,1063.6545764677594
2017-01-13,1069.1382734104127
2017-01-16,1061.2191550944576
2017-01-17,1064.4556637549556
2017-01-18,1063.467145682094
2017-01-19,1061.0898136111823
2017-01-20,1061.8560330102764
2017-01-23,1058.3033114267778
2017-01-24,1045.3587452526617
2017-01-25,1044.6450505243915
2017-01-26,1044.7900257696251
2017-01-27,1041.1694193363574
2017-01-30,1030.6014779574405
2017-01-31,1029.0381347797656
2017-02-01,1026.3607923833104
2017-02-02,1026.5999674833702
2017-02-03,1031.8171025498705
2017-02-06,1025.5552788336108
2017-02-07,1030.3073456991074
2017-02-08,1045.464257413578
2017-02-09,1055.0999077227907
2017-02-10,1051.5666074910328
2017-02-13,1055.234286818502
2017-02-14,1053.9536907438144
2017-02-15,1055.2028215009545
2017-02-16,1058.873805852884
2017-02-17,1054.9614887256935
2017-02-20,1062.0857923197577
2017-02-21,1067.7913304461742
2017-02-22,1066.720395147063
2017-02-23,1070.166091697629
2017-02-24,1070.177824195212
2017-02-27,1069.1403061517449
2017-02-28,1070.0441598002876
2017-03-01,1074.7974416615793
2017-03-02,1083.1075485399904
2017-03-03,1082.0097046704093
2017-03-06,1080.404975381607
2017-03-07,1077.3604479385378
2017-03-08,1076.0873683631935
2017-03-09,1081.03897131682
2017-03-10,1078.2614769946408
2017-03-13,1078.653421249831
2017-03-14,1075.7003628489113
2017-03-15,1075.3432825822601
2017-03-16,1087.4603890110563
2017-03-17,1093.496992141042
2017-03-20,1091.6305347057375
2017-03-21,1093.1067588813607
2017-03-22,1093.2194038477846
2017-03-23,1102.9717050697286
2017-03-24,1101.5945154299488
2017-03-27,1103.332521680637
2017-03-28,1106.4997631423046
2017-03-29,1107.8744813866083
2017-03-30,1109.7351654704646
2017-03-31,1118.6037596518483
