Date,MSCI World Select Emerging Markets Tilted Index
2015-06-01,1005.4180045940758
2015-06-02,985.8278404000154
2015-06-03,976.4560734116421
2015-06-04,967.3753207594289
2015-06-05,974.6109911774839
2015-06-08,961.842248515043
2015-06-09,957.0383261339886
2015-06-10,964.4348615928677
2015-06-11,971.4626858299271
2015-06-12,965.033029107952
2015-06-15,958.8842052378264
2015-06-16,962.4401901814339
2015-06-17,962.6504301162233
2015-06-18,958.0072170519173
2015-06-19,961.1982280123008
2015-06-22,967.2036223551872
2015-06-23,986.452985986045
2015-06-24,982.3865087566531
2015-06-25,978.9955283269402
2015-06-26,979.9320933135059
2015-06-29,958.1077332245692
2015-06-30,960.5630444393177
2015-07-01,969.2114391145336
2015-07-02,969.0584530819796
2015-07-03,966.794709334696
2015-07-06,958.2148507427992
2015-07-07,965.7129239953554
2015-07-08,941.3451609096163
2015-07-09,950.8073616902575
2015-07-10,953.9578561917269
2015-07-13,977.0297486507728
2015-07-14,982.3944280337599
2015-07-15,985.3309136395825
2015-07-16,997.181661722393
2015-07-17,1001.2826150067592
2015-07-20,999.7331018320909
2015-07-21,992.2750378089133
2015-07-22,989.2966402380845
2015-07-23,978.2997849651366
2015-07-24,969.0457413851169
2015-07-27,948.3719876698908
2015-07-28,959.6525306992123
2015-07-29,968.083500170663
2015-07-30,976.0356985030882
2015-07-31,969.2395636673435
2015-08-03,971.81728123039
2015-08-04,972.3204235575515
2015-08-05,982.3894633475605
2015-08-06,972.4508766173955
2015-08-07,967.74911492944
2015-08-10,973.3925174060681
2015-08-11,958.0995828407932
2015-08-12,939.5988298931287
2015-08-13,945.449809428881
2015-08-14,947.7681246142328
2015-08-17,951.4775804932168
2015-08-18,951.5585046381665
2015-08-19,940.1164208573499
2015-08-20,913.4616857405539
2015-08-21,880.462187221521
2015-08-24,826.6092705728958
2015-08-25,839.3741262733787
2015-08-26,853.8234470353767
2015-08-27,888.3828390735279
2015-08-28,892.6859910162409
2015-08-31,888.1636974254111
2015-09-01,860.9563332812826
2015-09-02,868.6621302747907
2015-09-03,883.467002879999
2015-09-04,867.3164397522012
2015-09-07,863.0510951024714
2015-09-08,876.0536514929438
2015-09-09,882.1759036572505
2015-09-10,875.6296732990767
2015-09-11,871.0487626502535
2015-09-14,868.884007452559
2015-09-15,875.9950963505585
2015-09-16,886.34486453484
2015-09-17,885.3879212776933
2015-09-18,871.7820913570566
2015-09-21,882.1279565296763
2015-09-22,873.1762088683246
2015-09-23,866.9389474840951
2015-09-24,850.6455112666214
2015-09-25,863.3372671020948
2015-09-28,844.5445997726632
2015-09-29,838.4695656506094
2015-09-30,859.8738810830577
2015-10-01,860.5535455791916
2015-10-02,864.7844228538198
2015-10-05,886.654827588997
2015-10-06,885.7177390624205
2015-10-07,898.0499043093508
2015-10-08,898.6995997450975
2015-10-09,899.3265831468457
2015-10-12,899.4355301688225
2015-10-13,891.3756979792522
2015-10-14,882.0633388293933
2015-10-15,898.8874770888608
2015-10-16,903.1051088956757
2015-10-19,907.332067931964
2015-10-20,903.1207586755727
2015-10-21,899.0675746584704
2015-10-22,921.7510814194259
2015-10-23,942.3465803634123
2015-10-26,940.0711750312701
2015-10-27,935.0198153068739
2015-10-28,941.0659793546915
2015-10-29,943.69843510823
2015-10-30,936.3844143117968
2015-11-02,942.0628559522326
2015-11-03,952.5054762628317
2015-11-04,960.6381251969697
2015-11-05,958.3362621296268
2015-11-06,963.7784179618516
2015-11-09,955.7784527792413
2015-11-10,957.6671496244962
2015-11-11,955.2115007914038
2015-11-12,943.9654376595914
2015-11-13,935.3509924172599
2015-11-16,940.8961039971593
2015-11-17,953.2403353836773
2015-11-18,960.3460421572382
2015-11-19,959.7518890978009
2015-11-20,968.2786027756383
2015-11-23,969.9324791109425
2015-11-24,966.6972221501507
2015-11-25,970.6145946027639
2015-11-26,972.2939379171484
2015-11-27,970.28535892329
2015-11-30,967.845497892585
2015-12-01,973.4968652157595
2015-12-02,969.5358244856837
2015-12-03,936.0828935113996
2015-12-04,938.6331010526311
2015-12-07,937.0981552259302
2015-12-08,925.6289368281589
2015-12-09,915.107972073407
2015-12-10,915.6575239171085
2015-12-11,895.752324098519
2015-12-14,890.3492725420563
2015-12-15,907.3043305124842
2015-12-16,917.6992323206671
2015-12-17,922.9543581043056
2015-12-18,910.4547433971201
2015-12-21,907.1182026962762
2015-12-22,908.7912241787214
2015-12-23,927.5486434709686
2015-12-24,922.1929357617089
2015-12-25,921.9373275471946
2015-12-28,918.7272209675295
2015-12-29,931.2626846101391
2015-12-30,924.6867495326958
2016-01-01,923.5735524620002
2016-01-04,908.2270282106763
2016-01-05,915.3554809651799
2016-01-06,901.7720234692765
2016-01-07,874.9156116407478
2016-01-08,862.8050018462513
2016-01-11,861.2972005591494
2016-01-12,865.3342967590156
2016-01-13,857.2193480714603
2016-01-14,858.6570229961474
2016-01-15,834.2587968428965
2016-01-18,835.7017967039085
2016-01-19,839.3335894098086
2016-01-20,821.7350464785069
2016-01-21,829.1047859699978
2016-01-22,851.5752389728667
2016-01-25,845.240090300204
2016-01-26,848.7020460646099
2016-01-27,846.8694826447376
2016-01-28,843.6313482608821
2016-01-29,870.7826256376293
2016-02-01,867.0377051495935
2016-02-02,851.0051036171958
2016-02-03,838.8573640652172
2016-02-04,837.4126478211087
2016-02-05,828.6087547196504
2016-02-08,816.1164380248564
2016-02-09,799.2617099302977
2016-02-10,806.9549544055885
2016-02-11,784.9587262898797
2016-02-12,799.0833554200458
2016-02-15,817.3570889869202
2016-02-16,825.4660197781548
2016-02-17,837.9152545982613
2016-02-18,842.7406905317044
2016-02-19,838.7382487823761
2016-02-22,855.4512475901387
2016-02-23,847.088060522158
2016-02-24,842.7705684357234
2016-02-25,850.3428101100227
2016-02-26,860.0069758423273
2016-02-29,861.7256739071497
2016-03-01,877.6928473789161
2016-03-02,889.840887268065
2016-03-03,888.6819582506365
2016-03-04,889.4068259784497
2016-03-07,892.1480045975594
2016-03-08,878.8359444457988
2016-03-09,884.3576891236846
2016-03-10,873.7747013908294
2016-03-11,887.8232685276433
2016-03-14,893.1848398248909
2016-03-15,886.2640367077626
2016-03-16,890.441470314372
2016-03-17,886.4949513031186
2016-03-18,891.8348702711975
2016-03-21,894.149270986754
2016-03-22,897.1196054574929
2016-03-23,893.9694693471484
2016-03-24,889.2526326908232
2016-03-25,889.6104962939132
2016-03-28,887.3963290310227
2016-03-29,894.2937107237894
2016-03-30,892.5394225400934
2016-03-31,888.0037847808509
2016-04-01,886.2808550264513
2016-04-04,883.9352507321283
2016-04-05,871.8645852140296
2016-04-06,877.5630402282856
2016-04-07,872.2040144078674
2016-04-08,876.4474566780784
2016-04-11,875.4166801946936
2016-04-12,887.3248103124625
2016-04-13,907.0656652587901
2016-04-14,911.6093206157781
2016-04-15,908.491434323808
2016-04-18,907.466159862492
2016-04-19,913.2696627144791
2016-04-20,916.8531042389266
2016-04-21,919.4902747105214
2016-04-22,919.7797919270317
2016-04-25,914.6733046500375
2016-04-26,913.6524750460154
2016-04-27,913.795845116022
2016-04-28,910.1164616938929
2016-04-29,895.5618633737973
2016-05-02,892.0635178125448
2016-05-03,881.439105725663
2016-05-04,875.6221177833138
2016-05-05,880.8937394516313
2016-05-06,879.1225338488724
2016-05-09,880.0064367142696
2016-05-10,889.9456171895855
2016-05-11,883.6356227242688
2016-05-12,884.3736255351896
2016-05-13,884.3196328502896
2016-05-16,887.5857926234322
2016-05-17,885.4040754619137
2016-05-18,888.0506423709935
2016-05-19,885.4570147293922
2016-05-20,891.0063991827944
2016-05-23,891.2240763482619
2016-05-24,902.3511689944177
2016-05-25,912.7314250509577
2016-05-26,911.7284081961759
2016-05-27,919.1287013995925
2016-05-30,918.8422068054894
2016-05-31,918.3247092665729
2016-06-01,914.2923284236492
2016-06-02,916.3844010363125
2016-06-03,906.0721059475316
2016-06-06,908.3802135837403
2016-06-07,915.613634015996
2016-06-08,916.1936129413964
2016-06-09,916.0460199984117
2016-06-10,905.2655514254326
2016-06-13,893.447311526967
2016-06-14,892.6185681382574
2016-06-15,893.2865944420005
2016-06-16,896.1521369835583
2016-06-17,892.8317195002413
2016-06-20,901.5160449811273
2016-06-21,909.8248865618841
2016-06-22,909.6486052332405
2016-06-23,915.8622074070928
2016-06-24,891.9848007398341
2016-06-27,884.4512514459803
2016-06-28,893.2538407313117
2016-06-29,908.6719969743165
2016-06-30,919.3252658949813
2016-07-01,921.8093034271079
2016-07-04,922.6008510768359
2016-07-05,915.5943579977052
2016-07-06,913.8521787150866
2016-07-07,917.0615466203755
2016-07-08,928.8146779305404
2016-07-11,938.186290453453
2016-07-12,944.3672244556467
2016-07-13,943.689372718996
2016-07-14,949.7330402691993
2016-07-15,951.9937190609991
2016-07-18,954.4611277335144
2016-07-19,956.4546768332177
2016-07-20,961.1075178626575
2016-07-21,961.4029064370133
2016-07-22,963.4806965489814
2016-07-25,962.4052334856468
2016-07-26,962.8079206280004
2016-07-27,963.3466500395675
2016-07-28,956.1208311449758
2016-07-29,953.4415651412612
2016-08-01,954.6577464634929
2016-08-02,944.063020921951
2016-08-03,945.1804046269829
2016-08-04,951.9719343421135
2016-08-05,964.0185389203842
2016-08-08,967.4482589840924
2016-08-09,968.9868605396008
2016-08-10,964.9700681711412
2016-08-11,968.672896216454
2016-08-12,969.398109158957
2016-08-15,970.6873959046245
2016-08-16,961.5996075161039
2016-08-17,959.3953590622273
2016-08-18,958.8129947243515
2016-08-19,955.6400791956407
2016-08-22,954.1915729131955
2016-08-23,957.986483242407
2016-08-24,958.7992207650872
2016-08-25,954.6438272494075
2016-08-26,955.0112693274473
2016-08-29,963.3647912957458
2016-08-30,964.5900316086291
2016-08-31,962.8790706873319
2016-09-01,959.439278656298
2016-09-02,968.9374210411215
2016-09-05,973.829386986363
2016-09-06,972.4930379018847
2016-09-07,973.5663288965486
2016-09-08,969.7979223915033
2016-09-09,955.1800309423379
2016-09-12,953.6965753256376
2016-09-13,941.9300856022696
2016-09-14,940.2756043405682
2016-09-15,946.9739349118666
2016-09-16,949.2774298393377
2016-09-19,953.2801755194401
2016-09-20,954.673415632307
2016-09-21,967.0769736333131
2016-09-22,970.0818341599311
2016-09-23,966.3923580903659
2016-09-26,953.1698045193185
2016-09-27,962.6766280765596
2016-09-28,966.6268087217856
2016-09-29,960.990013857397
2016-09-30,960.7737067239176
2016-10-03,963.0414189919296
2016-10-04,966.8774216300601
2016-10-05,964.8142750797682
2016-10-06,966.7407395021288
2016-10-07,962.8980973637496
2016-10-10,968.5083549270445
2016-10-11,965.7129616444221
2016-10-12,966.99993147271
2016-10-13,960.1142073978272
2016-10-14,965.7301214055025
2016-10-17,963.5718286645969
2016-10-18,974.2323243440904
2016-10-19,978.484802905321
2016-10-20,981.0508940451346
2016-10-21,984.2326778288437
2016-10-24,986.9612051824381
2016-10-25,986.8903041008847
2016-10-26,979.3711111386135
2016-10-27,975.7837983624233
2016-10-28,972.7987176417598
2016-10-31,970.2180431163114
2016-11-01,959.3799375196396
2016-11-02,945.3006649953508
2016-11-03,943.6847738728496
2016-11-04,937.1860171025126
2016-11-07,959.4662658741668
2016-11-08,963.0440725511362
2016-11-09,969.0566849068261
2016-11-10,976.4994375712802
2016-11-11,970.7631005598299
2016-11-14,978.4099347980862
2016-11-15,983.019547652805
2016-11-16,987.7970190224427
2016-11-17,991.9069288436525
2016-11-18,996.1361339322738
2016-11-21,998.4908376066275
2016-11-22,1005.1054182861362
2016-11-23,1008.7227835578866
2016-11-24,1006.5681331034712
2016-11-25,1007.1183323559565
2016-11-28,1007.0623774210865
2016-11-29,1003.9150978126969
2016-11-30,1004.5304137214965
2016-12-01,1001.58181159382
2016-12-02,995.8925949283332
2016-12-05,994.4148918206967
2016-12-06,999.8839816505968
2016-12-07,1008.3420069974412
2016-12-08,1027.4620943598989
2016-12-09,1037.7781943886464
2016-12-12,1029.563058413953
2016-12-13,1034.0801952112404
2016-12-14,1027.1057360205903
2016-12-15,1042.8503432148539
2016-12-16,1042.9978563428092
2016-12-19,1040.9776704549654
2016-12-20,1048.2479370738888
2016-12-21,1042.095023656669
2016-12-22,1036.7479287882888
