Date,EUROPE VOTING RIGHTS-ADJUSTED
2018-12-03,1010.507089398536
2018-12-04,1002.9916532938239
2018-12-05,991.0474252233932
2018-12-06,960.2212695765014
2018-12-07,966.4218113967199
2018-12-10,948.0188754642394
2018-12-11,962.3528878749052
2018-12-12,978.5454477037579
2018-12-13,977.2288259016574
2018-12-14,971.1812834682029
2018-12-17,960.2005657967574
2018-12-18,952.1570357012373
2018-12-19,955.3588183081122
2018-12-20,941.4621365566785
2018-12-21,941.6595589995375
2018-12-24,937.5302050515481
2018-12-25,937.5302050515481
2018-12-26,936.7372273110911
2018-12-27,922.153364048559
2018-12-28,940.5069843922109
2018-12-31,944.5744498496363
2019-03-29,1065.477163502382
2019-04-30,1107.6657650877544
2019-05-31,1052.117241549651
2019-06-28,1097.7588775421207
2019-07-31,1101.3910755270329
2019-08-30,1084.1976753699116
2019-09-30,1124.9876326218418
2019-10-31,1133.3032969522155
2019-11-29,1163.540975674293
2019-12-06,1162.6771336202748
2019-12-09,1160.154467170925
2019-12-10,1157.3517806884302
2019-12-11,1160.0315827615145
2019-12-12,1164.1273536670717
2019-12-13,1176.5878480145136
2019-12-16,1193.0693907135912
2019-12-17,1185.5898355840504
2019-12-18,1184.448324847418
2019-12-19,1186.4351732802374
2019-12-20,1195.4459548413045
2019-12-23,1194.8159680625897
2019-12-24,1196.805398551573
2019-12-25,1196.805398551573
2019-12-26,1197.183781986019
2019-12-27,1198.9320170690585
2019-12-30,1188.476723646694
2019-12-31,1187.7056161910505
2020-01-01,1187.7056161910505
2020-01-02,1198.838110179284
2020-01-03,1195.74341697976
2020-01-06,1191.411207610319
2020-01-07,1193.9403647997708
2020-01-08,1196.0945961021898
2020-01-31,1170.8278602397547
2020-02-28,1069.8519813351004
2020-03-31,909.9233715389918
2020-04-30,964.5559874535705
2020-05-29,993.7821950032605
2020-06-30,1026.3493264013282
2020-07-21,1072.574016166687
2020-07-22,1062.4912601339465
2020-07-31,1012.4145806830803
2020-08-31,1042.619106493023
2020-09-30,1025.7938191243202
2020-10-19,1042.859474402614
2020-10-20,1039.4599158941767
2020-10-30,974.6141669101652
2020-11-12,1100.174073267025
2020-11-13,1100.7063096869417
2020-11-30,1115.4079408401597
2020-12-31,1141.6759796047809
2021-05-31,1294.7323787553557
2021-06-01,1304.1892743407689
2021-06-02,1308.554018253317
2021-06-03,1307.2284484854936
2021-06-04,1311.6912295390603
2021-06-07,1314.7239690404379
2021-06-08,1315.6378250764806
2021-06-09,1316.283522550696
2021-06-10,1317.0855263261233
2021-06-11,1326.0289107537428
2021-06-14,1328.7575789054479
2021-06-15,1331.3143431157555
2021-06-16,1334.074245496407
2021-06-17,1333.42754143804
2021-06-18,1311.0868734556286
2021-06-21,1320.4961557842507
2021-06-22,1324.250259558561
2021-06-23,1315.2392226706875
2021-06-24,1327.3203462207964
2021-06-25,1329.304443417732
2021-06-28,1320.2278085289995
2021-06-29,1324.1658273357507
2021-06-30,1313.7583597444143
2021-07-01,1321.8019409206688
2021-07-02,1324.7159889193247
2021-07-05,1329.154425297208
2021-07-06,1321.5125227689757
2021-07-07,1331.5800807852052
2021-07-08,1308.511436644482
2021-07-09,1326.5345387361263
2021-07-12,1335.4246252013736
2021-07-13,1335.8446582515148
2021-07-14,1334.9372125226944
2021-07-15,1321.7150685629392
2021-07-16,1317.023244412389
2021-07-19,1285.9786763717843
2021-07-20,1292.9119233861875
2021-07-21,1314.379238630322
2021-07-22,1321.5374764418023
2021-07-23,1336.1012078139504
2021-07-26,1335.594382302243
2021-07-27,1328.05048085685
2021-07-28,1336.452996799293
2021-07-29,1343.6494678070417
2021-07-30,1336.3926428939237
2021-08-02,1343.9912592192854
2021-08-03,1347.1267234230593
2021-08-04,1354.5141846040208
2021-08-05,1359.0366333011334
2021-08-06,1360.4743001209533
2021-08-09,1362.5423368733468
2021-08-10,1367.3369870673566
2021-08-11,1373.1099094699396
2021-08-12,1375.8673048746334
2021-08-13,1378.3828234519237
2021-08-16,1370.669817248451
2021-08-17,1371.6530300013599
2021-08-18,1372.818758190401
2021-08-19,1351.891456593129
2021-08-20,1356.40818222227
2021-08-23,1365.6009767253477
2021-08-24,1365.6933139601538
2021-08-25,1366.0567933891577
2021-08-26,1361.4658230318157
2021-08-27,1367.287447521368
2021-08-30,1368.1467889820256
2021-08-31,1362.6393981984074
2021-09-01,1369.480449076207
2021-09-02,1374.21531513971
2021-09-03,1366.1904295333024
2021-09-06,1375.6315437652875
2021-09-07,1369.5396717014314
2021-09-08,1355.759342836849
2021-09-09,1354.8646577648892
2021-09-10,1351.7095674626757
2021-09-13,1356.6612259391898
2021-09-14,1356.251099158027
2021-09-15,1345.838999930334
2021-09-16,1351.2923031209234
2021-09-17,1338.990915817256
2021-09-20,1316.8875074856523
2021-09-21,1331.0051803900583
2021-09-22,1344.5498533605287
2021-09-23,1356.754340564601
2021-09-24,1344.9893853923654
2021-09-27,1343.8426172552
2021-09-28,1316.4574264443982
2021-09-29,1324.6393496060955
2021-09-30,1323.6114414418237
2021-10-01,1317.7644639246778
2021-10-04,1312.2913657605466
2021-10-05,1328.2823268160923
2021-10-06,1314.4976664197923
2021-10-07,1335.3181276763855
2021-10-08,1332.027512661989
2021-10-11,1333.3058395338408
2021-10-12,1332.438484329888
2021-10-13,1340.3995086699013
2021-10-14,1356.433627078572
2021-10-15,1366.4504247992097
2021-10-18,1359.1335350840363
2021-10-19,1364.036604051238
2021-10-20,1369.008083679861
2021-10-21,1367.106561549848
2021-10-22,1373.151473517029
2021-10-25,1374.0613801935801
2021-10-26,1384.4402784056228
2021-10-27,1379.4513894704066
2021-10-28,1382.7532679168573
2021-10-29,1383.76211008768
2021-11-01,1393.8363253779312
2021-11-02,1395.1063636980111
2021-11-03,1399.7421174819474
2021-11-04,1404.029455535408
2021-11-05,1405.8375818680825
