Date,MSCI World Select Blockchain & Digital Assets Economy Tilted Index
2015-03-02,1006.9744088376623
2015-03-03,1002.3344486174816
2015-03-04,1009.3488845499198
2015-03-05,1015.492094167189
2015-03-06,1017.7684187062639
2015-03-09,1019.3041295792267
2015-03-10,1015.1144459137485
2015-03-11,1026.9222515541578
2015-03-12,1032.035050199886
2015-03-13,1035.711316163854
2015-03-16,1042.995548423906
2015-03-17,1037.5206210077006
2015-03-18,1043.3986802937902
2015-03-19,1044.9112745510108
2015-03-20,1041.5930657575025
2015-03-23,1028.0119467787113
2015-03-24,1026.037144222435
2015-03-25,1005.0445743882531
2015-03-26,1006.3769921608135
2015-03-27,1013.7397367293759
2015-03-30,1025.897032928915
2015-03-31,1024.6467181110906
2015-04-01,1021.0623404633365
2015-04-02,1015.2418215016314
2015-04-03,1015.6677533378198
2015-04-06,1009.8104217323577
2015-04-07,1027.3514236348958
2015-04-08,1036.9319630298437
2015-04-09,1051.8716929255731
2015-04-10,1061.9778190723518
2015-04-13,1062.483362432965
2015-04-14,1053.2893756544236
2015-04-15,1066.229881810214
2015-04-16,1058.4965098156695
2015-04-17,1039.4824752451766
2015-04-20,1047.2122203745457
2015-04-21,1050.6337540076356
2015-04-22,1058.3968613777286
2015-04-23,1052.6731223820725
2015-04-24,1048.3558223998602
2015-04-27,1047.612940466047
2015-04-28,1040.136925592282
2015-04-29,1020.9103430784985
2015-04-30,1006.7728050024903
2015-05-01,1011.8881740145615
2015-05-04,1019.1126314067736
2015-05-05,1006.4878733572966
2015-05-06,990.9226907991778
2015-05-07,999.7948779962207
2015-05-08,1016.4568221098447
2015-05-11,1019.346904147435
2015-05-12,1008.1579166764805
2015-05-13,1002.1488223291527
2015-05-14,1009.2538520106922
2015-05-15,1005.6396804579641
2015-05-18,1014.8020919822102
2015-05-19,1034.1246161175513
2015-05-20,1036.8420303166235
2015-05-21,1038.2551966361161
2015-05-22,1043.8407571247228
2015-05-25,1043.9928369034412
2015-05-26,1043.388873006326
2015-05-27,1056.3235818945952
2015-05-28,1052.1345217265948
2015-05-29,1041.7246501675572
2015-06-01,1048.4667829994128
2015-06-02,1027.2812524586122
2015-06-03,1017.5727804452413
2015-06-04,1008.6528614318029
2015-06-05,1017.63621025872
2015-06-08,1002.1329540941196
2015-06-09,998.4662901187213
2015-06-10,1007.2081454887847
2015-06-11,1015.6485782099659
2015-06-12,1005.929602475594
2015-06-15,1000.1644164706804
2015-06-16,1006.5796926805288
2015-06-17,1006.5581540919953
2015-06-18,1002.454130100507
2015-06-19,1004.418551123543
2015-06-22,1009.0189358566369
2015-06-23,1026.9871798387019
2015-06-24,1020.9840338790511
2015-06-25,1018.289133356497
2015-06-26,1018.449735534588
2015-06-29,995.6067923869984
2015-06-30,996.6987467143616
2015-07-01,1006.3506508796389
2015-07-02,1006.2899908252353
2015-07-03,1005.3911512121689
2015-07-06,999.417342321359
2015-07-07,1009.0494847771325
2015-07-08,986.5572655305955
2015-07-09,992.5123371315734
2015-07-10,995.2169080376027
2015-07-13,1019.41294810059
2015-07-14,1026.0568279501074
2015-07-15,1029.1847155174314
2015-07-16,1041.5999360651904
2015-07-17,1045.7109603333822
2015-07-20,1045.6469172882455
2015-07-21,1035.2867593279036
2015-07-22,1033.1220752439538
2015-07-23,1022.8471785054726
2015-07-24,1015.827682776868
2015-07-27,996.2821321654678
2015-07-28,1011.8656094626623
2015-07-29,1020.9998998699502
2015-07-30,1031.7127473537746
2015-07-31,1021.9126959090485
2015-08-03,1027.7344857019878
2015-08-04,1027.948481412732
2015-08-05,1040.7355439062108
2015-08-06,1030.0520957335493
2015-08-07,1029.8046872912298
2015-08-10,1038.3121796780506
2015-08-11,1021.3617752272855
2015-08-12,1006.1809144450799
2015-08-13,1010.8934135858449
2015-08-14,1014.5090253391271
2015-08-17,1020.9377151834497
2015-08-18,1021.0699556432713
2015-08-19,1009.4600404478151
2015-08-20,976.8965961163507
2015-08-21,939.7786826179149
2015-08-24,885.5323003994074
2015-08-25,892.7847015436832
2015-08-26,918.2820716823901
