Date,MSCI World ex USA with Minimum Economic Exposure to USA Top 50 Select Index
2015-03-02,1001.3512170895809
2015-03-03,1004.0244500344642
2015-03-04,1007.111131456206
2015-03-05,1010.9193905917965
2015-03-06,1017.3548805702325
2015-03-09,1010.4313483780769
2015-03-10,1009.5674651418026
2015-03-11,1019.5082568821289
2015-03-12,1022.5963205079885
2015-03-13,1029.2796476830288
2015-03-16,1029.8192337308851
2015-03-17,1029.3754226739197
2015-03-18,1031.8969051652282
2015-03-19,1039.299409226642
2015-03-20,1035.888593414269
2015-03-23,1028.5175123410913
2015-03-24,1030.584005679467
2015-03-25,1026.5885303523742
2015-03-26,1025.6943351607013
2015-03-27,1028.7818722770621
2015-03-30,1031.9000229877508
2015-03-31,1028.8418720732425
2015-04-01,1030.9201994552302
2015-04-02,1028.9120952286037
2015-04-03,1030.4825199818304
2015-04-06,1023.7320247469451
2015-04-07,1040.3222300838272
2015-04-08,1055.5481849249024
2015-04-09,1075.7587977969258
2015-04-10,1085.9714457700143
2015-04-13,1095.9227668450983
2015-04-14,1088.9462750362109
2015-04-15,1095.253721666566
2015-04-16,1089.3125197357597
2015-04-17,1078.0926261862464
2015-04-20,1072.7927926189714
2015-04-21,1081.32791314112
2015-04-22,1082.8950949819437
2015-04-23,1081.6746519902404
2015-04-24,1081.3543507592913
2015-04-27,1082.7253714545177
2015-04-28,1077.7450644369856
2015-04-29,1059.2024990868874
2015-04-30,1039.1420179085699
2015-05-01,1034.677383143496
2015-05-04,1041.3539527487715
2015-05-05,1034.5880048189717
2015-05-06,1022.8709324736554
2015-05-07,1022.8643449959758
2015-05-08,1043.150521144124
2015-05-11,1053.714208643984
2015-05-12,1043.306942995255
2015-05-13,1039.8609401744857
2015-05-14,1034.7892096243195
2015-05-15,1042.6897302328427
2015-05-18,1047.3004304532535
2015-05-19,1062.012072659542
2015-05-20,1068.6083024989946
2015-05-21,1071.5100783771993
2015-05-22,1082.4035918641366
2015-05-25,1082.9693389038653
2015-05-26,1083.9337264822182
2015-05-27,1082.284928269884
2015-05-28,1072.676984062497
2015-05-29,1065.1808526530663
2015-06-01,1069.4017963076385
2015-06-02,1050.7535754032358
2015-06-03,1045.9247681949246
2015-06-04,1038.334754896466
2015-06-05,1040.4107478402084
2015-06-08,1028.4798031485673
2015-06-09,1022.3182848528301
2015-06-10,1030.453501584096
2015-06-11,1041.8052561124045
2015-06-12,1038.6078680963674
2015-06-15,1032.8111062681432
2015-06-16,1034.607963914092
2015-06-17,1028.875347199287
2015-06-18,1021.8466271567607
2015-06-19,1031.7257914653771
2015-06-22,1043.1629971528107
2015-06-23,1066.4506887745129
2015-06-24,1062.0281306322465
2015-06-25,1061.7459192848123
2015-06-26,1059.6335366890614
2015-06-29,1038.7908653003967
2015-06-30,1038.4892837225934
2015-07-01,1045.2737301067887
2015-07-02,1049.098246104927
2015-07-03,1043.4460655687074
2015-07-06,1027.8716456825082
2015-07-07,1035.3575800988028
2015-07-08,1007.8268258541202
2015-07-09,1020.9104750092798
2015-07-10,1023.1932303074724
2015-07-13,1050.1990688513508
2015-07-14,1059.7555979403326
2015-07-15,1067.2298109113879
2015-07-16,1080.6034700861653
2015-07-17,1087.4781992977612
2015-07-20,1085.7383551236233
2015-07-21,1079.8956883806977
2015-07-22,1073.8240910836041
2015-07-23,1068.3529719492733
2015-07-24,1064.393690029043
2015-07-27,1044.0173490169518
2015-07-28,1051.9057124729286
2015-07-29,1059.7720202102685
2015-07-30,1069.391405960709
2015-07-31,1065.4861935211823
2015-08-03,1068.5686310917447
2015-08-04,1075.645595287946
2015-08-05,1086.7079413269385
2015-08-06,1081.6734578881242
2015-08-07,1080.2252637681906
2015-08-10,1083.7567769538794
2015-08-11,1070.8352201361113
2015-08-12,1050.8897737333093
2015-08-13,1053.7399257603356
2015-08-14,1057.429141792672
2015-08-17,1057.3978970363598
2015-08-18,1055.6258675400372
2015-08-19,1042.355980174874
2015-08-20,1021.0036047962819
2015-08-21,991.2680777759163
2015-08-24,930.7629908008337
2015-08-25,943.9686447461777
2015-08-26,946.4774395281248
2015-08-27,978.135735665391
2015-08-28,983.1154358910981
2015-08-31,978.8503549122904
2015-09-01,950.0193168069732
2015-09-02,948.2692881853432
2015-09-03,965.2811440576044
2015-09-04,951.33704373509
2015-09-07,948.1545132832008
2015-09-08,949.8163524207604
2015-09-09,979.2222056706299
2015-09-10,960.3311785566898
2015-09-11,949.3506817930274
2015-09-14,940.3248515588282
2015-09-15,937.1617087576751
2015-09-16,946.4487706761103
2015-09-17,945.9421667695766
2015-09-18,938.0767684223623
2015-09-21,948.220004988571
2015-09-22,940.5880873408987
2015-09-23,934.8870667078983
2015-09-24,919.3069196706041
2015-09-25,939.9293389758818
2015-09-28,930.4924870932467
2015-09-29,910.441081814557
2015-09-30,933.9227053891357
2015-10-01,936.8975953414467
2015-10-02,939.6739221167576
2015-10-05,960.3699846659085
2015-10-06,964.6246425162296
2015-10-07,973.7279980280459
2015-10-08,970.8784349137757
2015-10-09,973.585526582284
2015-10-12,973.4961458715866
2015-10-13,964.0864854930682
2015-10-14,951.83253862883
2015-10-15,968.896536491818
2015-10-16,977.7207949228126
2015-10-19,978.3455988392451
2015-10-20,975.7496996959444
2015-10-21,978.5055817372375
2015-10-22,998.9330799581621
2015-10-23,1022.3731437390064
2015-10-26,1020.7772075596708
2015-10-27,1016.0129319644741
2015-10-28,1017.0510502710399
2015-10-29,1015.9594609009158
2015-10-30,1012.5531165105535
2015-11-02,1007.3121153719061
2015-11-03,1014.3255684323203
2015-11-04,1023.4779889084855
2015-11-05,1026.1611740019382
2015-11-06,1027.1816950629318
2015-11-09,1021.648353701291
2015-11-10,1026.3716748802806
2015-11-11,1029.41738810557
2015-11-12,1024.197250661539
2015-11-13,1017.8820999377397
2015-11-16,1017.9679017558556
2015-11-17,1034.6744960518438
2015-11-18,1032.3923649145656
2015-11-19,1035.4997734547787
2015-11-20,1040.6238232122096
2015-11-23,1039.652248155774
2015-11-24,1032.2335605626397
2015-11-25,1036.9051436706955
2015-11-26,1043.1548557762949
2015-11-27,1037.4761201229364
2015-11-30,1033.1918626602308
2015-12-01,1041.7285646379023
2015-12-02,1040.8611014884416
2015-12-03,1012.1344181656341
2015-12-04,1004.6869877775487
2015-12-07,1006.2312854646352
2015-12-08,993.0547241866697
2015-12-09,984.6030619938233
2015-12-10,983.3900110847374
2015-12-11,968.0850965547845
2015-12-14,953.6164413154434
2015-12-15,963.7547406920763
2015-12-16,975.56139610789
2015-12-17,988.2516440547182
2015-12-18,981.0797931773427
2015-12-21,973.1672069046891
2015-12-22,973.9508926447321
2015-12-23,993.5556432961871
2015-12-24,989.3646322958992
2015-12-25,988.6390040009833
2015-12-28,984.8298111386459
2015-12-29,998.7517198330551
2015-12-30,996.6847545591446
2015-12-31,996.0509712518586
2016-01-01,996.0509712518586
2016-01-04,979.0424782483246
2016-01-05,989.1501886084925
2016-01-06,979.4920141568417
2016-01-07,957.33943464093
2016-01-08,947.825617705367
2016-01-11,946.2387035334237
2016-01-12,939.4883262277992
2016-01-13,947.0971456142779
2016-01-14,934.1905444286812
2016-01-15,915.8046640345962
2016-01-18,909.5881207493999
2016-01-19,912.076113240975
2016-01-20,887.8060196580534
2016-01-21,889.622768564266
2016-01-22,921.8045169930907
2016-01-25,918.9616058124046
2016-01-26,918.2042881712879
2016-01-27,925.459158679532
2016-01-28,919.7443332058001
2016-01-29,947.9807369481315
2016-02-01,953.974284572766
2016-02-02,943.8225811049763
2016-02-03,929.1031747205138
2016-02-04,925.2956675771594
2016-02-05,913.421620918435
2016-02-08,904.7298184014935
2016-02-09,879.7399378127578
2016-02-10,879.3890171597885
2016-02-11,862.8783191145948
2016-02-12,859.8034096730934
2016-02-15,897.3327971700021
2016-02-16,897.8508433202511
2016-02-17,906.2737375422615
2016-02-18,916.2894398670554
2016-02-19,913.1265157169962
2016-02-22,928.5203114480694
2016-02-23,917.8898657606283
2016-02-24,906.5116508634491
2016-02-25,920.5590894360193
2016-02-26,931.4320673744292
2016-02-29,936.3226916192507
2016-03-01,947.2022131314623
2016-03-02,964.5837378879929
2016-03-03,962.0589151222757
2016-03-04,955.2954952136084
2016-03-07,951.2460647572191
2016-03-08,943.6375034300871
2016-03-09,946.6343730587732
2016-03-10,932.7138703020216
2016-03-11,949.0320274327257
2016-03-14,957.5305082050495
2016-03-15,952.3933360361274
2016-03-16,950.6964607131758
2016-03-17,951.5146319602305
2016-03-18,951.4824616173075
2016-03-21,953.0443660250785
2016-03-22,958.2050816066322
2016-03-23,956.6267782428615
2016-03-24,952.0288087921964
2016-03-25,951.9461631419958
2016-03-28,953.5928372162601
2016-03-29,958.3484154285138
2016-03-30,961.3639438626135
2016-03-31,952.3029242653141
2016-04-01,937.7481173782155
2016-04-04,941.5774994799734
2016-04-05,924.3757590086439
2016-04-06,930.3040436902082
2016-04-07,935.9428019214646
2016-04-08,943.1000240813113
2016-04-11,942.693185296632
2016-04-12,949.8946924535027
2016-04-13,968.4296440701186
2016-04-14,981.0212857441369
2016-04-15,976.0405903404173
2016-04-18,968.9194577476792
2016-04-19,981.4610389179328
2016-04-20,984.340403654868
2016-04-21,990.6029926355676
2016-04-22,990.9757647130604
2016-04-25,986.3149472715496
2016-04-26,986.981652228801
2016-04-27,982.3825456044674
2016-04-28,980.9061131576517
2016-04-29,966.7909790722509
2016-05-02,959.4387699056302
2016-05-03,950.2985138912454
2016-05-04,942.2464932545543
2016-05-05,949.2525067597529
2016-05-06,946.6141031461132
2016-05-09,947.4215923529761
2016-05-10,960.5180844626362
2016-05-11,955.0723335856819
2016-05-12,957.3559149638036
2016-05-13,956.2248248692673
2016-05-16,957.2484828663605
2016-05-17,962.5130439561876
2016-05-18,966.4880536548642
2016-05-19,962.0552877353471
2016-05-20,970.2486431457506
2016-05-23,968.4240769281807
2016-05-24,979.101712664131
2016-05-25,990.21852808637
2016-05-26,990.4832044789476
2016-05-27,993.6397779592319
2016-05-30,992.99538611016
2016-05-31,993.962323306891
2016-06-01,982.3968553452966
2016-06-02,982.0156606126983
2016-06-03,979.9925518856595
2016-06-06,980.5287890816605
2016-06-07,989.0354460307644
2016-06-08,988.4076067667067
2016-06-09,986.5638147313213
2016-06-10,972.0271160055051
2016-06-13,952.4830735862364
2016-06-14,945.2263245262202
2016-06-15,946.3844630801127
2016-06-16,941.4044105374647
2016-06-17,945.4769950737164
2016-06-20,969.5302063449403
2016-06-21,979.1373267233698
2016-06-22,980.1194416192823
2016-06-23,981.689145028907
2016-06-24,929.2021422644676
2016-06-27,921.1242311870261
2016-06-28,929.3361812809844
2016-06-29,949.4639196126546
2016-06-30,955.3034222439627
2016-07-01,959.6957125040338
2016-07-04,961.9829581348715
2016-07-05,951.0691663817815
2016-07-06,941.0318457137917
2016-07-07,945.0492696224985
2016-07-08,948.3590219177157
2016-07-11,959.4986686106961
2016-07-12,969.1000264497028
2016-07-13,967.5971335197424
2016-07-14,972.9609842366476
2016-07-15,971.6558029281903
2016-07-18,974.707576612494
2016-07-19,975.3804265578231
2016-07-20,986.2448599502031
2016-07-21,985.8532409691579
2016-07-22,985.6084733564555
2016-07-25,988.6498120178538
2016-07-26,992.5894149514514
2016-07-27,994.5545148699995
2016-07-28,980.0685247001707
2016-07-29,982.0897281377696
2016-08-01,985.0936849590022
2016-08-02,975.98344965715
2016-08-03,971.162056299849
2016-08-04,975.6014173957267
2016-08-05,985.458191777145
2016-08-08,989.849342626135
2016-08-09,990.2206388645145
2016-08-10,987.3785721092099
2016-08-11,989.4889914069223
2016-08-12,993.2337140895257
2016-08-15,992.6556065127592
2016-08-16,980.1514105030526
2016-08-17,974.1671850368369
2016-08-18,971.7751063291305
2016-08-19,965.0085588686445
2016-08-22,969.1760481585679
2016-08-23,980.2063504681385
2016-08-24,984.1708583865502
2016-08-25,978.0975885595451
2016-08-26,977.6038795930608
2016-08-29,978.8643917719992
2016-08-30,976.9084716902689
2016-08-31,977.8207380900769
2016-09-01,980.6551052476805
2016-09-02,992.7629730915575
2016-09-05,999.3548130848942
2016-09-06,997.6454380926808
2016-09-07,998.8098685278313
2016-09-08,996.2086025851867
2016-09-09,987.9158659038575
2016-09-12,975.6689773362508
2016-09-13,963.9314397041019
2016-09-14,962.3877292160029
2016-09-15,964.9879569483351
2016-09-16,968.8395308317034
2016-09-19,975.9007063116223
2016-09-20,975.8431861673827
2016-09-21,989.9463962945889
2016-09-22,994.8293979962214
2016-09-23,992.0071859669017
2016-09-26,979.406975562827
2016-09-27,988.170862786135
2016-09-28,990.4281612532534
2016-09-29,990.7095743813236
2016-09-30,982.1393701163373
2016-10-03,986.3232184123029
2016-10-04,986.1852737226176
2016-10-05,976.0847736222958
2016-10-06,973.7087222511024
2016-10-07,965.3011476016644
2016-10-10,968.4767833947784
2016-10-11,969.9493893623436
2016-10-12,968.9765840296809
2016-10-13,963.831853920399
2016-10-14,972.1693954041272
2016-10-17,968.8994176797996
2016-10-18,983.7510822906072
2016-10-19,991.5508364808884
2016-10-20,996.661092804841
2016-10-21,997.8121376595857
2016-10-24,999.3459300048935
2016-10-25,1001.7183542440682
2016-10-26,997.9777349251858
2016-10-27,992.4465559856645
2016-10-28,989.6143460173511
2016-10-31,987.9329985368787
2016-11-01,983.4415420013016
2016-11-02,968.2133856290751
2016-11-03,970.0321881294843
2016-11-04,959.8603908333288
2016-11-07,969.6952813070596
2016-11-08,968.3355532086404
2016-11-09,963.0565370840894
2016-11-10,966.6861917768706
2016-11-11,958.2738079052518
2016-11-14,959.6102432089358
2016-11-15,961.8756803371617
2016-11-16,964.7750521395242
2016-11-17,970.0375568165034
2016-11-18,969.4547373139551
2016-11-21,972.2979042616274
2016-11-22,980.6741878066252
2016-11-23,979.319733857157
2016-11-24,978.6173260995304
2016-11-25,978.3291785260529
2016-11-28,981.5693616539174
2016-11-29,977.7327895423067
2016-11-30,979.814907629102
2016-12-01,976.6450388769407
2016-12-02,967.8675326312041
2016-12-05,960.2524430241994
2016-12-06,964.3464420068448
2016-12-07,967.0660879813607
2016-12-08,985.3275749173783
2016-12-09,992.9984258373674
2016-12-12,988.8882273579802
2016-12-13,993.8252509905752
2016-12-14,990.7940891466551
2016-12-15,990.0226905950782
2016-12-16,991.2047571613605
2016-12-19,990.2087733994928
2016-12-20,996.5800240523312
2016-12-21,992.0542769847343
2016-12-22,989.3927875736274
2016-12-23,988.1309321065322
2016-12-26,986.0439470869921
2016-12-27,984.5910487660542
2016-12-28,988.5418801297388
2016-12-29,984.1967605902047
2016-12-30,981.7662026617614
2017-01-02,983.4218288557144
2017-01-03,999.181911017512
2017-01-04,1001.151655714696
2017-01-05,1004.3974755777263
2017-01-06,1004.4414876477204
2017-01-09,1003.3200265328088
2017-01-10,1005.7315255973615
2017-01-11,1011.679841116118
2017-01-12,1000.3156485312151
2017-01-13,1004.8552583644596
2017-01-16,1000.9187379569435
2017-01-17,996.8023827124698
2017-01-18,998.7987557777591
2017-01-19,998.3246082293872
2017-01-20,993.5655293158965
2017-01-23,987.1341329299973
2017-01-24,987.3906172405445
2017-01-25,989.2465730168105
2017-01-26,998.4577841198119
2017-01-27,1000.8549614140857
2017-01-30,998.8370275264034
2017-01-31,988.6082516440799
2017-02-01,991.537481186064
2017-02-02,986.5486966212644
2017-02-03,988.5742356561259
2017-02-06,988.1292001694965
2017-02-07,992.1969861384865
2017-02-08,998.8955479703544
2017-02-09,1004.2853975120157
2017-02-10,1013.229737257531
2017-02-13,1015.4153952821432
2017-02-14,1016.806985729066
2017-02-15,1020.6493768064211
2017-02-16,1015.5315519235969
2017-02-17,1017.9235029150985
2017-02-20,1019.9600805592198
2017-02-21,1027.3825684584895
2017-02-22,1028.3601133044658
2017-02-23,1029.213997405924
2017-02-24,1027.8207474892822
2017-02-27,1023.4918697814874
2017-02-28,1017.9822802220644
2017-03-01,1023.8939912069621
2017-03-02,1027.0623088979478
2017-03-03,1020.7958337484182
2017-03-06,1020.2636982960926
2017-03-07,1020.8722520571308
2017-03-08,1019.9956381814948
2017-03-09,1020.0994922182254
2017-03-10,1019.729282925783
2017-03-13,1022.6180665335753
2017-03-14,1018.272273159215
2017-03-15,1023.828951008269
2017-03-16,1031.6745276321626
2017-03-17,1031.5529303652675
2017-03-20,1030.5181557453463
2017-03-21,1026.031396234911
2017-03-22,1020.2888949269403
