Date,MSCI World Communication Services 20-35 Custom
2013-05-31,1000.0
2013-06-03,989.60396819881
2013-06-04,995.0958628335167
2013-06-05,984.05213937808
2013-06-06,988.8361246566723
2013-06-07,992.3408733491825
2013-06-10,1000.6595548701226
2013-06-11,993.9472476314832
2013-06-12,987.7860665432557
2013-06-13,989.0339922942673
2013-06-14,988.4008957363676
2013-06-17,995.4091040426329
2013-06-18,997.8423193407182
2013-06-19,986.3983719736862
2013-06-20,970.3776990125667
2013-06-21,975.0154161319188
2013-06-24,968.7051761432751
2013-06-25,983.0401892354892
2013-06-26,995.474028816961
2013-06-27,1006.4108085228169
2013-06-28,1007.011372616504
2013-07-01,1007.4272952294675
2013-07-02,1009.4294447984861
2013-07-03,1010.7603284094253
2013-07-04,1020.7298911968896
2013-07-05,1021.6281918572075
2013-07-08,1022.4948238547705
2013-07-09,1031.6261737617574
2013-07-10,1028.4849008615324
2013-07-11,1027.5776631217884
2013-07-12,1024.2369869429735
2013-07-15,1023.759612843539
2013-07-16,1019.2609271912822
2013-07-17,1023.7643340581056
2013-07-18,1023.0056711225732
2013-07-19,1025.004026738589
2013-07-22,1028.1253521427323
2013-07-23,1034.692197632499
2013-07-24,1034.6614544752233
2013-07-25,1028.8832167651478
2013-07-26,1028.880924583256
2013-07-29,1030.4078194150886
2013-07-30,1027.4735193791244
2013-07-31,1020.9079243509939
2013-08-01,1036.6493752899885
2013-08-02,1039.1866848198617
2013-08-05,1040.1154138343443
2013-08-06,1034.1296383597844
2013-08-07,1030.6194723417345
2013-08-08,1025.2986426167722
2013-08-09,1029.0083015083676
2013-08-12,1029.6994303809172
2013-08-13,1035.1732027155854
2013-08-14,1031.6263431578404
2013-08-15,1022.8020475202032
2013-08-16,1014.1000006255721
2013-08-19,1006.505527142162
2013-08-20,1000.9440662411627
2013-08-21,997.304706838219
2013-08-22,998.2158333453717
2013-08-23,1005.2774249123783
2013-08-26,1002.3594597977891
2013-08-27,994.1199707381624
2013-08-28,990.7075876627222
2013-08-29,1015.4071545636172
2013-08-30,1015.9527365672667
2013-09-02,1028.17525780259
2013-09-03,1021.3866282826318
2013-09-04,1029.8900163178514
2013-09-05,1035.708730094938
2013-09-06,1034.4912895942884
2013-09-09,1032.8530645944631
2013-09-10,1039.0418273782882
2013-09-11,1042.9931637046643
2013-09-12,1050.5093896263818
2013-09-13,1054.3440651892997
2013-09-16,1058.0950452974125
2013-09-17,1050.6982492556085
2013-09-18,1055.578036139798
2013-09-19,1047.5948058703816
2013-09-20,1041.602505427435
2013-09-23,1045.1196521134661
2013-09-24,1047.6102500478003
2013-09-25,1050.5261819708844
2013-09-26,1062.2110283962945
2013-09-27,1057.2764316076978
2013-09-30,1051.5794102256048
2013-10-01,1061.7230635993933
2013-10-02,1059.9626205422944
2013-10-03,1061.0243719948069
2013-10-04,1063.9593968778106
2013-10-07,1066.1574782320724
2013-10-08,1056.8163098022947
2013-10-09,1060.5546670081244
2013-10-10,1074.1106699738968
2013-10-11,1075.9207610994295
2013-10-14,1077.422735133865
2013-10-15,1082.033779405639
2013-10-16,1096.914737557004
2013-10-17,1102.675567398999
2013-10-18,1106.2171299069207
2013-10-21,1114.6685454382819
2013-10-22,1112.4244508007528
2013-10-23,1105.079781895938
2013-10-24,1104.0892094715477
2013-10-25,1097.1212285969793
2013-10-28,1102.0807869473183
2013-10-29,1111.8001227766413
2013-10-30,1108.9386378028007
2013-10-31,1117.3909593870949
2013-11-01,1128.0937950744958
2013-11-04,1130.4993600364046
2013-11-05,1124.5923941160622
2013-11-06,1127.9761461353087
2013-11-07,1122.583321129745
2013-11-08,1122.205644434981
2013-11-11,1118.7714986069627
2013-11-12,1120.3710487166313
2013-11-13,1118.6230078381168
2013-11-14,1122.9958409425633
2013-11-15,1127.9522998325704
2013-11-18,1132.0781201025277
2013-11-19,1126.2958100348112
2013-11-20,1123.795780589333
2013-11-21,1128.1244809327052
2013-11-22,1125.0944388410355
2013-11-25,1128.8749341464368
2013-11-26,1123.5509637673292
