Date,MSCI Pharmaceuticals Fixed Basket Top 16 Select Equal Weighted Index
2015-06-01,1010.8709357111221
2015-06-02,987.4400848565037
2015-06-03,981.476514650854
2015-06-04,978.010660984258
2015-06-05,986.257162619843
2015-06-08,972.4136832557467
2015-06-09,968.8060165332513
2015-06-10,976.5204828804543
2015-06-11,987.2519339698267
2015-06-12,973.2343641949681
2015-06-15,964.7830724859226
2015-06-16,972.6253819152644
2015-06-17,971.1945456137715
2015-06-18,972.6428751312944
2015-06-19,974.2866549089805
2015-06-22,983.7516804076005
2015-06-23,1000.8059661184095
2015-06-24,996.0345932648365
2015-06-25,992.626383828059
2015-06-26,995.8170368378815
2015-06-29,969.6949414909044
2015-06-30,968.1927488820583
2015-07-01,983.3752961498906
2015-07-02,985.2084982051916
2015-07-03,982.9749651842869
2015-07-06,982.7542897680752
2015-07-07,991.3746092342775
2015-07-08,975.3232628336002
2015-07-09,986.06694846972
2015-07-10,995.7814720075244
2015-07-13,1019.6025563590415
2015-07-14,1030.7652639403996
2015-07-15,1034.4641404783936
2015-07-16,1047.5804327390183
2015-07-17,1048.9438725176487
2015-07-20,1053.8072902547226
2015-07-21,1037.7171632163772
2015-07-22,1036.7885495383555
2015-07-23,1030.457820401929
2015-07-24,1011.4411007612415
2015-07-27,994.7477845148942
2015-07-28,1014.7224627853448
2015-07-29,1022.3681603261713
2015-07-30,1035.0489713076383
2015-07-31,1031.484040014046
2015-08-03,1041.1463923148347
2015-08-04,1045.1396547114512
2015-08-05,1060.4548001541891
2015-08-06,1040.4294835022
2015-08-07,1028.4279711951185
2015-08-10,1034.4326207068825
2015-08-11,1017.324096725931
2015-08-12,1001.2496867635766
2015-08-13,1008.2811177393194
2015-08-14,1010.2311318388946
2015-08-17,1019.9866082115041
2015-08-18,1024.9579276929067
2015-08-19,1016.3708112513044
2015-08-20,987.340523150322
2015-08-21,944.2588564163076
2015-08-24,891.3402078917298
2015-08-25,904.2742415431425
2015-08-26,922.660729265357
2015-08-27,957.613623670283
2015-08-28,954.105999293754
2015-08-31,941.3841843400418
2015-09-01,911.9772674328337
2015-09-02,930.2410495371515
2015-09-03,941.5474448160629
2015-09-04,924.6225527596515
2015-09-07,924.4709337207959
2015-09-08,946.4266261957763
2015-09-09,939.4120952640776
2015-09-10,940.0582314865453
2015-09-11,938.3253605957121
2015-09-14,934.2595171028553
2015-09-15,943.9882474082149
2015-09-16,948.6375414703999
2015-09-17,953.4996776163568
2015-09-18,940.1432323681695
2015-09-21,943.2268681336266
2015-09-22,924.954698033107
2015-09-23,924.7618439983861
2015-09-24,903.758270157947
2015-09-25,904.7544148456356
2015-09-28,871.9036433880158
2015-09-29,869.958691115207
2015-09-30,892.0941628519012
2015-10-01,895.3010576888659
2015-10-02,904.0428666965865
2015-10-05,917.9044398996792
2015-10-06,900.5065219695401
2015-10-07,903.4874865144078
2015-10-08,904.8121996792886
2015-10-09,905.2138596498944
2015-10-12,908.0143917269761
2015-10-13,896.046673028689
2015-10-14,888.9517260816176
2015-10-15,912.3915324914391
2015-10-16,922.8710367432467
2015-10-19,931.8529406578152
2015-10-20,911.483445147586
2015-10-21,901.7220333927482
2015-10-22,920.6055779464668
2015-10-23,951.8518361937286
2015-10-26,954.4500928331377
2015-10-27,966.3388673317157
2015-10-28,976.9174345622114
2015-10-29,979.7982648982149
2015-10-30,974.9279506457716
2015-11-02,988.8916864643111
2015-11-03,993.3464071897988
2015-11-04,994.8160668186879
2015-11-05,995.2765523661835
2015-11-06,996.345384780883
2015-11-09,985.8200762554739
2015-11-10,990.3273036069556
2015-11-11,988.2705310723501
2015-11-12,972.1755070476959
2015-11-13,971.3022806455629
2015-11-16,982.2485956133484
2015-11-17,1003.8015796967243
2015-11-18,1018.0394308021747
2015-11-19,1005.6238880225253
2015-11-20,1015.8444896249139
2015-11-23,1014.8760047254171
2015-11-24,1008.3021908923453
2015-11-25,1017.3171663059916
2015-11-26,1019.9172866742175
2015-11-27,1020.7940984749351
2015-11-30,1012.6716388655785
2015-12-01,1017.7505070476165
2015-12-02,1016.6345612605418
2015-12-03,972.0911460992616
2015-12-04,984.04537106277
2015-12-07,983.0596002368923
2015-12-08,979.4945547206953
2015-12-09,963.1355085260643
2015-12-10,967.303203892641
2015-12-11,946.2242501408764
2015-12-14,943.2671378865914
2015-12-15,970.2260085826998
2015-12-16,976.0188758664492
2015-12-17,978.9242212323105
2015-12-18,967.2583419166956
2015-12-21,963.8299499746141
2015-12-22,964.222120461936
2015-12-23,983.5024355033667
2015-12-24,980.1552017025425
2015-12-25,980.1552017025425
2015-12-28,976.7343545166019
2015-12-29,995.4263925873066
2015-12-30,991.3294663197906
2015-12-31,985.5603265077299
2016-01-01,985.5603265077301
