Date,SLOVENIA
2002-05-31,278.9382964456645
2002-06-03,279.8538571130192
2002-06-04,291.10459224376035
2002-06-05,288.3833458893798
2002-06-06,287.37474010707405
2002-06-07,287.21539267772124
2002-06-10,287.3035286553779
2002-06-11,287.32319829836524
2002-06-12,286.1715025642337
2002-06-13,277.70192365176416
2002-06-14,276.571555746313
2002-06-17,278.21695762510785
2002-06-18,286.50664551234513
2002-06-19,287.7987121612396
2002-06-20,287.4384793259152
2002-06-21,287.78242752230216
2002-06-24,287.7320161189561
2002-06-25,287.7365043099552
2002-06-26,286.6826225486974
2002-06-27,282.8264290425493
2002-06-28,288.455084523598
2002-07-01,284.44846550230875
2002-07-02,283.73784679958294
2002-07-03,283.49209581227836
2002-07-04,278.9142912006755
2002-07-05,282.3885495333996
2002-07-08,280.3439542750893
2002-07-09,278.81481690328195
2002-07-10,279.16388103272965
2002-07-11,268.4064754969303
2002-07-12,266.25568324214953
2002-07-15,265.6894739134177
2002-07-16,266.1752271705717
2002-07-17,267.9427270845285
2002-07-18,270.16713679100997
2002-07-19,269.7126622540034
2002-07-22,258.1886458480149
2002-07-23,256.42058869468474
2002-07-24,254.75337947646247
2002-07-25,255.22107259424683
2002-07-26,254.99531216291564
2002-07-29,237.0317748382709
2002-07-30,271.9386140903449
2002-07-31,272.73145103739324
2002-08-01,273.82777045066985
2002-08-02,274.0723105937085
2002-08-05,272.2593414745904
2002-08-06,272.9698496006567
2002-08-07,273.70999267575866
2002-08-08,274.1905952921441
2002-08-09,274.1975138789908
2002-08-12,273.0884146855345
2002-08-13,265.25565361846964
2002-08-14,265.9030094903111
2002-08-15,265.86519548641644
2002-08-16,265.9787174645813
2002-08-19,257.3997143177156
2002-08-20,259.3307562323614
2002-08-21,258.98124862758135
2002-08-22,269.59977556737726
2002-08-23,279.8886859711308
2002-08-26,291.55720687934655
2002-08-27,284.69280902376005
2002-08-28,279.5263663110773
2002-08-29,294.07570919027245
2002-08-30,288.94522922636975
2002-09-02,275.9339787088421
2002-09-03,266.2391781607917
2002-09-04,270.5096848540093
2002-09-05,272.27897027204097
2002-09-06,281.3557680531133
2002-09-09,276.79651460104935
2002-09-10,282.76659927240075
2002-09-11,282.6378154503881
2002-09-12,283.1248080981829
2002-09-13,283.334966674837
2002-09-16,267.86785453273853
2002-09-17,281.6037079661593
2002-09-18,282.816756924187
2002-09-19,276.5061404734746
2002-09-20,272.53248307999985
2002-09-23,271.00356812050853
2002-09-24,272.6529808382037
2002-09-25,269.233297035706
2002-09-26,269.9156906664717
