Date,SRI LANKA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.49008454186166
2001-01-03,99.4346489341519
2001-01-04,100.2049765680166
2001-01-05,99.78459957448466
2001-01-08,100.1204475354386
2001-01-09,101.16606380226703
2001-01-10,101.49031129899187
2001-01-11,100.43449823226678
2001-01-12,99.5150439001045
2001-01-15,100.23344965255494
2001-01-16,99.88062429674233
2001-01-17,101.25156038831635
2001-01-18,99.61224231231112
2001-01-19,100.63814432991869
2001-01-22,99.04344102656442
2001-01-23,95.10559824243789
2001-01-24,94.04441983390568
2001-01-25,88.45233364459585
2001-01-26,91.08783455347267
2001-01-29,91.88900027794024
2001-01-30,91.283847214582
2001-01-31,91.28666368509269
2001-02-01,90.47821027277023
2001-02-02,93.43469143838905
2001-02-05,93.03725231706119
2001-02-06,94.55317950860905
2001-02-07,94.62654352152178
2001-02-08,96.33711649863501
2001-02-09,98.5622566609783
2001-02-12,97.81456991750593
2001-02-13,99.70363468721047
2001-02-14,99.20562314375223
2001-02-15,99.43405020445772
2001-02-16,97.97241708372918
2001-02-19,96.49431662227826
2001-02-20,98.395203293264
2001-02-21,98.0218495275042
2001-02-22,98.78509719508548
2001-02-23,99.33152304032681
2001-02-26,98.62773346699093
2001-02-27,97.4756142112605
2001-02-28,97.79573632941754
2001-03-01,97.44156368780715
2001-03-02,97.37997613076043
2001-03-05,96.22331121231905
2001-03-06,96.61427365328409
2001-03-07,95.88600398184512
2001-03-08,96.52427627988442
2001-03-09,97.50218855623815
2001-03-12,95.47583561647346
2001-03-13,96.82939836728028
2001-03-14,97.81778284010274
2001-03-15,97.96128266621201
2001-03-16,99.20321274572389
2001-03-19,98.32902204252441
2001-03-20,97.80236464947534
2001-03-21,97.1162913330994
2001-03-22,98.62218423201553
2001-03-23,97.74248725724037
2001-03-26,96.06557915674804
2001-03-27,94.71479049126081
2001-03-28,94.44095500562942
2001-03-29,94.51637171441226
2001-03-30,95.3927597756403
2001-04-02,95.52426211881811
2001-04-03,93.53200103045556
2001-04-04,92.01912070658581
2001-04-05,92.41866744538154
2001-04-06,91.24634428342452
2001-04-09,91.19464385956422
2001-04-10,92.87328800095169
2001-04-11,93.15129521796005
2001-04-12,92.20747531835624
2001-04-13,92.20747531835624
2001-04-16,93.93502046808878
2001-04-17,92.82904729079812
2001-04-18,96.267067253509
2001-04-19,92.3576975003249
2001-04-20,90.76121064054607
2001-04-23,91.40324293843942
2001-04-24,90.57011483546313
2001-04-25,89.58122294982404
2001-04-26,89.47925815466016
2001-04-27,89.68139033624205
2001-04-30,89.18671578813371
2001-05-01,88.71639033040104
2001-05-02,87.15246984957315
2001-05-03,86.83542978179212
2001-05-04,87.8883426468254
2001-05-07,88.24821750733797
2001-05-08,88.871333769464
