Date,JAMAICA
2008-11-25,1000.0
2008-11-26,1024.234479102893
2008-11-27,1047.245091073695
2008-11-28,1093.1632307410628
2008-12-01,1028.1004921619
2008-12-02,999.9058140927552
2008-12-03,1001.714219944132
2008-12-04,983.2410433397341
2008-12-05,987.7506633980029
2008-12-08,971.0543311170989
2008-12-09,976.0387874844274
2008-12-10,988.4227927391216
2008-12-11,940.6136749416099
2008-12-12,944.9569602704265
2008-12-15,914.6791038416402
2008-12-16,903.0559971614616
2008-12-17,873.0286080636658
2008-12-18,868.9372642888493
2008-12-19,885.1481450347768
2008-12-22,884.7381506552277
2008-12-23,883.4372517821511
2008-12-24,886.8914303125315
2008-12-25,886.8914303125315
2008-12-26,882.6317767230838
2008-12-29,906.5034555557953
2008-12-30,948.0660905052472
2008-12-31,963.9178347676282
2009-01-01,963.9178347676282
2009-01-02,1003.8505518861592
2009-01-05,971.9659863716782
2009-01-06,995.4511365904659
2009-01-07,997.4363223167747
2009-01-08,984.8772288403218
2009-01-09,911.6679744507624
2009-01-12,989.8031588394044
2009-01-13,979.32557214156
2009-01-14,1023.9474147664121
2009-01-15,1018.7580588431177
2009-01-16,1029.3106384760777
2009-01-19,1026.024068136287
2009-01-20,1038.7391810697045
2009-01-21,1019.6077432893571
2009-01-22,999.3042356545684
2009-01-23,990.8529875113965
2009-01-26,967.2700024658178
2009-01-27,930.2641072563227
2009-01-28,952.216120430984
2009-01-29,982.7020328945293
2009-01-30,973.8071959990293
2009-02-02,969.5844582782709
2009-02-03,922.2316278836824
2009-02-04,927.2758000826105
2009-02-05,924.7251896325703
2009-02-06,923.7179029058746
2009-02-09,897.4344051976245
2009-02-10,910.0678976334615
2009-02-11,819.3095976844021
2009-02-12,821.4099348483157
2009-02-13,833.1445909360995
2009-02-16,840.4688674446807
2009-02-17,826.0809115371466
2009-02-18,814.8575358693417
2009-02-19,793.8566349611266
2009-02-20,815.313936848106
2009-02-23,823.0330141833136
2009-02-24,841.4079994450555
2009-02-25,846.2559354284642
2009-02-26,863.6157386081233
2009-02-27,867.0156667157098
2009-03-02,856.7541529481103
2009-03-03,865.385537562307
2009-03-04,836.8328654511944
2009-03-05,857.195039747893
2009-03-06,860.5817792500537
2009-03-09,864.2868965871364
2009-03-10,856.3146959967054
2009-03-11,855.5339190399449
2009-03-12,834.4090822343073
2009-03-13,810.4766025499601
2009-03-16,822.9399381669001
2009-03-17,778.5462764718329
2009-03-18,757.6707064984013
2009-03-19,732.1961028175491
2009-03-20,733.023622153783
2009-03-23,689.1467315171908
2009-03-24,683.5731537750719
2009-03-25,683.9400349702955
2009-03-26,682.7493546156289
2009-03-27,693.372725467417
2009-03-30,698.8657561557333
2009-03-31,695.3057160876672
2009-04-01,698.8753261494635
2009-04-02,688.7835334915616
2009-04-03,710.2648709105333
2009-04-06,693.1119661218689
2009-04-07,703.2511331515539
2009-04-08,723.5529271082067
2009-04-09,722.2114601754184
2009-04-10,722.2114601754184
2009-04-13,716.1385833001868
2009-04-14,746.0801520195332
2009-04-15,750.5529527791266
2009-04-16,750.7176389813429
2009-04-17,758.6628151138078
2009-04-20,747.1115817184387
2009-04-21,745.0932184472302
2009-04-22,759.9532471663869
2009-04-23,719.6595754445134
2009-04-24,694.7247273348341
2009-04-27,707.3439699933832
2009-04-28,705.0337847747284
2009-04-29,720.3744534318968
2009-04-30,733.2858766485291
2009-05-01,733.3744378639345
2009-05-04,728.4277467594038
2009-05-05,735.2428046970152
2009-05-06,740.228847081048
2009-05-07,731.0781276579964
2009-05-08,731.2669690145625
2009-05-11,721.4753149383832
2009-05-12,726.7875404987284
2009-05-13,733.4126208911418
2009-05-14,749.148394972596
2009-05-15,739.8308182104394
2009-05-18,746.5180204007319
2009-05-19,748.140188919903
2009-05-20,754.7666567438613
2009-05-21,784.5262761560487
2009-05-22,752.9728662404084
2009-05-25,752.0052766211097
2009-05-26,753.1343733078464
2009-05-27,760.3218987235829
