Date,MAURITIUS
2002-05-31,156.51278103011464
2002-06-03,155.9901976369118
2002-06-04,154.78068053586978
2002-06-05,155.32228989196173
2002-06-06,154.2983168378908
2002-06-07,153.65269013463384
2002-06-10,153.84193974848284
2002-06-11,154.7037029924382
2002-06-12,154.37882270067226
2002-06-13,156.27645331372432
2002-06-14,156.366116908872
2002-06-17,154.0203316778005
2002-06-18,153.40129516995333
2002-06-19,149.79408885316022
2002-06-20,151.43885332251162
2002-06-21,150.80456045001986
2002-06-24,150.04420623048162
2002-06-25,150.82637538278104
2002-06-26,147.50044118984914
2002-06-27,149.15490795618544
2002-06-28,147.4541247735183
2002-07-01,150.4495035592232
2002-07-02,149.20487247210505
2002-07-03,150.3362451310834
2002-07-04,151.10964367350874
2002-07-05,152.58132594236085
2002-07-08,150.88005845849628
2002-07-09,152.08581294522776
2002-07-10,152.7928350329004
2002-07-11,152.45625838681494
2002-07-12,152.56108494184488
2002-07-15,150.60873786260484
2002-07-16,152.546031151092
2002-07-17,155.63169589003255
2002-07-18,157.50912442499865
2002-07-19,157.59643704095834
2002-07-22,158.9826827903389
2002-07-23,162.632743434752
2002-07-24,161.15986986711727
2002-07-25,159.10909781883268
2002-07-26,161.87191203499526
2002-07-29,164.2749224817704
2002-07-30,162.98945068113858
2002-07-31,165.20787860902144
2002-08-01,163.5879154548928
2002-08-02,164.69589978218352
2002-08-05,163.9435753670116
2002-08-06,167.69236291947726
2002-08-07,167.72187365271657
2002-08-08,168.19419439614433
2002-08-09,167.4979861272782
2002-08-12,166.88179843420255
2002-08-13,165.66407394973766
2002-08-14,164.1196553650109
2002-08-15,166.35669504889074
2002-08-16,166.08563087133504
2002-08-19,167.6404676308672
2002-08-20,167.93652849202104
2002-08-21,166.61057525928481
2002-08-22,168.92852959617954
2002-08-23,169.14803733412228
2002-08-26,169.72216232588244
2002-08-27,168.4750967388365
2002-08-28,168.55205224018866
2002-08-29,167.12646752520192
2002-08-30,167.23166398623425
2002-09-02,166.6031012508126
2002-09-03,165.7550106117297
2002-09-04,168.07007831988187
2002-09-05,169.43366208675354
2002-09-06,171.7678913889352
2002-09-09,173.22376116085925
2002-09-10,173.80450052983352
2002-09-11,175.01291064403816
2002-09-12,172.41446571464445
2002-09-13,171.55232640001682
2002-09-16,170.10251061360523
2002-09-17,170.545389224308
2002-09-18,169.4730374804969
2002-09-19,169.05138165684576
2002-09-20,167.85943627141702
2002-09-23,168.67885717249544
2002-09-24,169.13789652827953
2002-09-25,169.4056291055046
2002-09-26,169.8255884656714
2002-09-27,169.9822621672952
2002-09-30,166.9317570208587
2002-10-01,168.4850866082069
2002-10-02,167.9882700382608
2002-10-03,167.09240761110053
2002-10-04,166.2623086319342
2002-10-07,166.3473878860679
2002-10-08,167.07506067807137
2002-10-09,166.7102797603717
2002-10-10,166.82482423130944
2002-10-11,166.91860621963664
2002-10-14,166.71566566496236
2002-10-15,167.26214767888916
2002-10-16,167.74740962788346
2002-10-17,170.910054119302
2002-10-18,170.98445744477286
2002-10-21,170.64201437794463
2002-10-22,170.49297593300102
2002-10-23,170.26223646807892
2002-10-24,169.8365808555618
2002-10-25,169.33738182671638
2002-10-28,166.81656538850152
2002-10-29,165.77611962082085
2002-10-30,166.7794081390175
2002-10-31,164.07872488874168
