Date,LEBANON
2002-05-31,454.2948876202271
2002-06-03,452.4786767155621
2002-06-04,449.79334332259134
2002-06-05,452.6475750644667
2002-06-06,452.15338796753116
2002-06-07,450.93195737147346
2002-06-10,452.46462348821194
2002-06-11,456.6912708192989
2002-06-12,453.3104598345073
2002-06-13,453.2709664924973
2002-06-14,453.150230411293
2002-06-17,455.47961951303625
2002-06-18,453.1980184661742
2002-06-19,452.357611785642
2002-06-20,448.2062509059791
2002-06-21,448.22837517333676
2002-06-24,444.2627666581999
2002-06-25,447.69707994405485
2002-06-26,440.42317365531216
2002-06-27,443.3332124138988
2002-06-28,424.1361734698282
2002-07-01,426.0612029466759
2002-07-02,428.4214669571035
2002-07-03,436.52315368731206
2002-07-04,437.147203942762
2002-07-05,440.1838238775744
2002-07-08,411.39380246198425
2002-07-09,408.8049872531771
2002-07-10,411.185491255107
2002-07-11,410.41657064576515
2002-07-12,410.5618214670665
2002-07-15,403.54332191010826
2002-07-16,401.04465150118733
2002-07-17,424.5804642126722
2002-07-18,424.3487982847784
2002-07-19,422.30833864396726
2002-07-22,425.60139562057907
2002-07-23,431.92996115856334
2002-07-24,431.42979052586537
2002-07-25,427.85392946997894
2002-07-26,433.3278634348793
2002-07-29,438.2253502825376
2002-07-30,434.1401610814034
2002-07-31,437.0184873227631
2002-08-01,436.17319044206147
2002-08-02,434.93343312479647
2002-08-05,434.3822425824879
2002-08-06,444.3149693780328
2002-08-07,441.4309962613197
2002-08-08,442.29681528980797
2002-08-09,440.61386772031784
2002-08-12,438.15812749525696
2002-08-13,420.60119897495673
2002-08-14,416.68010556606015
2002-08-15,437.42003570315154
2002-08-16,435.4638936591493
2002-08-19,438.8537590609822
2002-08-20,439.1686397819156
2002-08-21,419.2503692678084
2002-08-22,422.8720302117098
2002-08-23,422.7633395135624
2002-08-26,422.741608078407
2002-08-27,419.63543440949746
2002-08-28,419.03674939148726
2002-08-29,417.86572041854225
2002-08-30,419.2931193819379
2002-09-02,417.71714971339543
2002-09-03,422.34279019339857
2002-09-04,444.13083688036005
2002-09-05,445.00405237936855
2002-09-06,427.359705412712
2002-09-09,426.8259810527028
2002-09-10,430.20061916144687
2002-09-11,427.2824213171628
2002-09-12,425.29109179038505
2002-09-13,424.3132112972796
2002-09-16,425.3153926682001
2002-09-17,426.56612668161836
2002-09-18,413.94683324280936
2002-09-19,411.71440565065785
2002-09-20,410.40467788403134
2002-09-23,399.0665443869841
2002-09-24,400.7341238273588
2002-09-25,401.27613729563103
2002-09-26,401.4204501861686
2002-09-27,415.8324283866349
2002-09-30,408.66197244737583
2002-10-01,407.34509410840525
2002-10-02,409.1577733555686
2002-10-03,407.89423747875554
2002-10-04,412.9749827064864
2002-10-07,409.8287769040877
2002-10-08,413.48151055457964
2002-10-09,410.0662127832004
2002-10-10,410.7113963895691
2002-10-11,412.27172184484317
2002-10-14,411.77047962983437
2002-10-15,410.8089545396883
2002-10-16,409.91221959509954
2002-10-17,414.064243208665
2002-10-18,416.3963488249294
2002-10-21,414.64135170204725
2002-10-22,413.12147616086247
2002-10-23,413.5023698027666
2002-10-24,407.42434549805114
2002-10-25,406.09016835356294
2002-10-28,410.5791255039882
2002-10-29,409.64158754043825
2002-10-30,406.526354085895
2002-10-31,406.60080107873006
2002-11-01,407.86538551321837
2002-11-04,408.4187150986298
2002-11-05,422.7626858672216
2002-11-06,417.2705337491155
2002-11-07,412.90261775858795
2002-11-08,416.5971372669668
2002-11-11,427.89937816298107
2002-11-12,428.17473168818236
2002-11-13,423.0751726772179
2002-11-14,424.90776117723874
2002-11-15,429.70620613833387
2002-11-18,428.7690061249461
2002-11-19,427.3497322051609
2002-11-20,427.9801333136456
2002-11-21,426.47905568161696
2002-11-22,427.0980073688738
2002-11-25,430.0248102007879
2002-11-26,435.63587477662475
2002-11-27,437.8994067666524
2002-11-28,435.5667600448441
2002-11-29,435.5380089070599
2002-12-02,427.2291088938919
2002-12-03,415.1749089331556
2002-12-04,414.2239417649959
2002-12-05,413.9962438308889
2002-12-06,410.9772217134595
2002-12-09,411.16079385080735
2002-12-10,397.4306502924362
2002-12-11,403.74118462875674
2002-12-12,418.1856651199244
2002-12-13,409.5259274002946
2002-12-16,403.70077486637103
2002-12-17,412.6001069136987
2002-12-18,407.3929798617514
2002-12-19,408.10812259995225
2002-12-20,420.2467463300385
2002-12-23,413.6649591569022
2002-12-24,411.95982742088864
2002-12-25,411.95982742088864
2002-12-26,404.8508382082824
2002-12-27,402.1469045877293
2002-12-30,406.3438056656532
2002-12-31,396.6561137452991
2003-01-01,396.6561137452991
2003-01-02,401.32175642529586
2003-01-03,399.6072824502633
2003-01-06,405.27759177740325
2003-01-07,407.51016478273544
2003-01-08,408.8273546006136
2003-01-09,397.2239009106946
2003-01-10,403.56333509960956
2003-01-13,394.6863186412996
2003-01-14,407.5083888633772
2003-01-15,401.39087345719776
2003-01-16,401.8652858927325
2003-01-17,398.810853298446
2003-01-20,398.28762661433217
2003-01-21,401.9691483370625
2003-01-22,404.981998839875
2003-01-23,402.9867354479612
2003-01-24,393.03900343103885
2003-01-27,386.5275656158418
2003-01-28,386.1708752032401
2003-01-29,385.12246356892246
2003-01-30,389.1515031515239
2003-01-31,395.91311258514554
2003-02-03,395.91311258514554
2003-02-04,391.3266829151142
2003-02-05,392.4220731823588
2003-02-06,392.3315114558791
2003-02-07,392.7665893726585
2003-02-10,388.53727209878014
2003-02-11,396.7631874161256
2003-02-12,395.91311258514554
2003-02-13,392.4764302891807
