Date,ZIMBABWE
2010-11-30,1000.0
2010-12-01,1002.387370286123
2010-12-02,998.1632076702007
2010-12-03,983.8977168864926
2010-12-06,1000.722512571431
2010-12-07,996.2772347893284
2010-12-08,986.7343321972669
2010-12-09,989.5424476603768
2010-12-10,986.2492120732759
2010-12-13,974.3163944769774
2010-12-14,974.6075937580256
2010-12-15,968.9612352890598
2010-12-16,978.8384785454451
2010-12-17,982.1508977313975
2010-12-20,995.6612901080523
2010-12-21,989.10199034547
2010-12-22,991.8585164695905
2010-12-23,1008.795196590237
2010-12-24,994.2193476169471
2010-12-27,991.8756496757186
2010-12-28,1000.5957042736713
2010-12-29,1001.875589758701
2010-12-30,1006.2009691218063
2010-12-31,1000.9547881857408
2011-01-03,1016.9629719587974
2011-01-04,1020.3611211799101
2011-01-05,1038.6737756673729
2011-01-06,1062.1312633269745
2011-01-07,1087.1640013336937
2011-01-10,1115.4322492964025
2011-01-11,1128.4213789746152
2011-01-12,1121.4079557951784
2011-01-13,1073.6516301755792
2011-01-14,1115.5407467013604
2011-01-17,1111.946106338777
2011-01-18,1093.806544331044
2011-01-19,1076.0236425735084
2011-01-20,1082.522145037604
2011-01-21,1049.8755314850766
2011-01-24,1074.9874351733322
2011-01-25,1075.9241661791107
2011-01-26,1077.1625878129082
2011-01-27,1074.762575515336
2011-01-28,1085.0478965774212
2011-01-31,1078.3207579042573
2011-02-01,1070.3641019811516
2011-02-02,1065.327766251501
2011-02-03,1079.239316570096
2011-02-04,1084.5841209971459
2011-02-07,1075.9858783210996
2011-02-08,1075.2233159739112
2011-02-09,1062.3344861699125
2011-02-10,1070.6138373598255
2011-02-11,1065.0905745729708
2011-02-14,1068.0909992394631
2011-02-15,1056.9689609503343
2011-02-16,1056.6561904052037
2011-02-17,1051.8705393476944
2011-02-18,1045.833699307694
2011-02-21,1052.7001158267506
2011-02-22,1058.634569564498
2011-02-23,1060.4471511610736
2011-02-24,1058.2555885775491
2011-02-25,1063.4332772836678
2011-02-28,1058.4672009453536
2011-03-01,1055.3094001213892
2011-03-02,1051.4318223543726
2011-03-03,1046.9438426255385
2011-03-04,1043.439956186953
2011-03-07,1041.3781714199151
2011-03-08,1056.1636324544718
2011-03-09,1052.5108736301215
2011-03-10,1061.8163542144302
2011-03-11,1061.866502352595
2011-03-14,1060.4189420148539
