Date,OMAN
2005-05-31,1026.9563859773234
2005-06-01,1015.7668023942346
2005-06-02,1000.098279933043
2005-06-03,1000.9538657023261
2005-06-06,1026.1780364823526
2005-06-07,1050.6078590706977
2005-06-08,1055.7247536560815
2005-06-09,1059.635397224072
2005-06-10,1065.754141526459
2005-06-13,1092.6244769843406
2005-06-14,1108.9429908064421
2005-06-15,1147.7556304270202
2005-06-16,1184.79389647052
2005-06-17,1170.6505737212703
2005-06-20,1200.861457451347
2005-06-21,1181.713495913923
2005-06-22,1186.3810280113744
2005-06-23,1202.1157497288302
2005-06-24,1198.6416006090749
2005-06-27,1189.344172468651
2005-06-28,1175.9143123291528
2005-06-29,1165.894915222894
2005-06-30,1155.2181021678025
2005-07-01,1168.6357178938372
2005-07-04,1145.516517719691
2005-07-05,1153.4746295935756
2005-07-06,1165.4889174273314
2005-07-07,1158.6387773384095
2005-07-08,1160.386420359492
2005-07-11,1147.4440658924468
2005-07-12,1132.6677531870569
2005-07-13,1142.3553344783543
2005-07-14,1143.3406137333002
2005-07-15,1149.1320837302055
2005-07-18,1123.8908107505079
2005-07-19,1139.276500238355
2005-07-20,1139.112047409664
2005-07-21,1125.5395562100748
2005-07-22,1126.0040985173139
2005-07-25,1104.0817258625834
2005-07-26,1103.0200873438137
2005-07-27,1108.284979752461
2005-07-28,1107.4049975169446
2005-07-29,1101.6612429503148
2005-08-01,1102.307939438383
2005-08-02,1102.307939438383
2005-08-03,1046.739172828157
2005-08-04,1011.9203203615747
2005-08-05,1014.5449566534952
2005-08-08,1084.5524293023332
2005-08-09,1124.388220736808
2005-08-10,1102.0338320017765
2005-08-11,1092.5993408184556
2005-08-12,1093.3024009211338
2005-08-15,1096.8248282705401
2005-08-16,1097.1307313168782
2005-08-17,1095.2143157220937
2005-08-18,1085.8239236427778
2005-08-19,1088.4544445851689
2005-08-22,1101.615210286
2005-08-23,1109.5554881939197
2005-08-24,1098.6601885266248
2005-08-25,1097.1139482275296
2005-08-26,1093.430310246766
2005-08-29,1098.4361822622354
2005-08-30,1102.2536052651026
2005-08-31,1090.5778683632557
2005-09-01,1076.0257490230217
2005-09-02,1069.0794979235307
2005-09-05,1053.01743478776
2005-09-06,1044.5409448924008
2005-09-07,1046.5111176232576
2005-09-08,1054.7682136259011
2005-09-09,1053.4103432941624
2005-09-12,1063.4517325563513
2005-09-13,1061.3694269972714
2005-09-14,1056.4279213890447
2005-09-15,1062.102780896296
2005-09-16,1062.1897209184708
2005-09-19,1066.391691991521
2005-09-20,1065.106340002711
2005-09-21,1053.508503106449
2005-09-22,1051.5927116757232
2005-09-23,1058.2582881479407
2005-09-26,1044.0425275960188
2005-09-27,1055.5434340388188
2005-09-28,1076.889812869301
2005-09-29,1083.147532648628
2005-09-30,1079.1047641030978
2005-10-03,1100.6837082626896
2005-10-04,1120.5093008534866
2005-10-05,1120.044945947551
2005-10-06,1092.716053743932
2005-10-07,1094.3395021337956
2005-10-10,1107.261201838391
2005-10-11,1113.107388491976
2005-10-12,1110.58852372694
2005-10-13,1114.7118233115727
2005-10-14,1101.968038072819
2005-10-17,1131.4936750304664
2005-10-18,1149.909737120845
2005-10-19,1136.7774450329591
2005-10-20,1131.7756567742583
2005-10-21,1128.625476979901
2005-10-24,1096.3797274401265
2005-10-25,1099.8659638447043
2005-10-26,1099.4917772814917
2005-10-27,1087.304329758182
2005-10-28,1091.3478564586587
2005-10-31,1070.4451430882068
2005-11-01,1080.6917231503687
2005-11-02,1077.8841230871492
2005-11-03,1083.3161921789253
2005-11-04,1100.8770378895329
2005-11-07,1095.017004503455
2005-11-08,1082.7289918603135
2005-11-09,1078.9118036279028
2005-11-10,1075.33329240561
2005-11-11,1079.0997837975738
2005-11-14,1036.9011410984915
2005-11-15,1061.1513399138219
2005-11-16,1060.310466665509
2005-11-17,1047.9599323886496
2005-11-18,1049.7503222274374
2005-11-21,1033.6779592739467
2005-11-22,1025.473950935396
2005-11-23,1008.6527836418607
2005-11-24,1014.4066914653233
2005-11-25,1019.1620605708501
2005-11-28,983.0240564253317
2005-11-29,985.0786581984611
2005-11-30,1000.0
2005-12-01,1009.8322464944433
2005-12-02,1011.73413966647
2005-12-05,1008.5859132193394
2005-12-06,1013.1805544783914
2005-12-07,1003.7338101724624
2005-12-08,993.3106520243261
2005-12-09,992.6391275204859
2005-12-12,961.6312920886741
2005-12-13,962.8721026542491
2005-12-14,963.8001797440879
2005-12-15,965.0764893606218
2005-12-16,960.4944761255583
2005-12-19,947.542645784943
2005-12-20,957.074836881682
2005-12-21,964.3618615585733
2005-12-22,967.0969923770458
2005-12-23,966.8525393309883
2005-12-26,948.545510101913
2005-12-27,972.6601780488988
2005-12-28,960.5077697301106
2005-12-29,966.2688985276111
2005-12-30,970.2419426188826
2006-01-02,1000.773051670052
2006-01-03,990.4469369041998
2006-01-04,983.9203916150093
2006-01-05,979.3429309490028
2006-01-06,974.9890414935016
2006-01-09,982.0281387852582
2006-01-10,982.5163254402738
2006-01-11,980.1612422946138
2006-01-12,985.0463753708005
2006-01-13,977.5382092130096
2006-01-16,957.0234132564295
2006-01-17,958.607908003149
2006-01-18,966.0746833336328
2006-01-19,972.7934424166071
2006-01-20,974.5228172315531
2006-01-23,959.0902145939666
2006-01-24,962.2989405053761
2006-01-25,959.0784143471484
2006-01-26,963.320926880552
2006-01-27,972.2504868256813
2006-01-30,977.7692421054874
2006-01-31,972.9782291840282
2006-02-01,974.1597506487423
2006-02-02,968.3316840151704
2006-02-03,975.351796219605
2006-02-06,957.9081921220132
2006-02-07,949.7031865742624
2006-02-08,934.9888764960781
2006-02-09,935.2485625142248
2006-02-10,938.3892200720948
2006-02-13,930.8862439388496
2006-02-14,931.5403297742628
2006-02-15,918.5974793751186
2006-02-16,923.9333163597237
2006-02-17,921.0657633919506
2006-02-20,951.1818564500087
2006-02-21,966.7515558090662
2006-02-22,973.5006091005307
2006-02-23,964.4178899277974
2006-02-24,968.724596602286
2006-02-27,935.6516620494566
2006-02-28,932.5872377466379
2006-03-01,942.4966272414083
2006-03-02,928.9542875673291
2006-03-03,926.7888028192222
2006-03-06,923.1052325256197
2006-03-07,927.6591003880247
2006-03-08,929.7508708512653
2006-03-09,934.0127847189126
2006-03-10,937.1966512100425
2006-03-13,925.9237473363156
2006-03-14,902.97840987512
2006-03-15,882.7186994867839
2006-03-16,883.3044757630746
2006-03-17,882.0707596156834
2006-03-20,888.2698956143346
2006-03-21,888.9972924972305
2006-03-22,891.687900647046
2006-03-23,902.5843795001629
2006-03-24,900.4473954375422
2006-03-27,897.0736396675485
2006-03-28,904.9630188764734
2006-03-29,910.7555801501767
2006-03-30,899.531184567405
2006-03-31,902.5044727864436
2006-04-03,870.1296393661981
2006-04-04,862.3550424388299
2006-04-05,854.9728380873025
2006-04-06,858.4679943278471
2006-04-07,866.8367740522428
2006-04-10,866.5609608976159
2006-04-11,864.9175140123843
2006-04-12,857.7179131272869
2006-04-13,856.0273581572327
2006-04-14,856.0273581572327
2006-04-17,838.5819356285372
2006-04-18,833.76716492617
2006-04-19,829.2918024397878
2006-04-20,834.0029547375129
2006-04-21,831.8399612981482
2006-04-24,819.6784865063154
2006-04-25,782.346013957094
2006-04-26,804.0479246422661
2006-04-27,799.1289852170574
2006-04-28,795.5128734274832
2006-05-01,837.5324991202937
2006-05-02,834.2977223802163
2006-05-03,834.2021776155467
2006-05-04,828.6764585038193
2006-05-05,825.3587602360722
2006-05-08,794.9536992226468
2006-05-09,792.4878888457649
2006-05-10,769.9134579106318
2006-05-11,772.2328466270959
2006-05-12,768.5162980929696
2006-05-15,766.4648336074684
2006-05-16,748.5280720976863
2006-05-17,737.6730540326115
2006-05-18,740.4796437619929
2006-05-19,746.5990694119089
2006-05-22,741.2350590215534
2006-05-23,735.7377959439389
2006-05-24,748.4449977235263
2006-05-25,761.457413793
2006-05-26,764.9891922147434
2006-05-29,759.8649335433776
2006-05-30,757.8669674490766
2006-05-31,761.5114703384232
2006-06-01,764.6965126872066
2006-06-02,758.0433780305955
2006-06-05,756.2032017994094
2006-06-06,769.3124798710452
2006-06-07,774.8014789286195
2006-06-08,782.7631792448061
2006-06-09,782.2679749876429
2006-06-12,781.7585408722074
2006-06-13,781.6747057888452
2006-06-14,774.671131790095
2006-06-15,775.2946208736935
2006-06-16,774.2518574293441
2006-06-19,771.2860845567526
2006-06-20,777.5700243233666
2006-06-21,772.1704350305137
2006-06-22,769.7837682184286
2006-06-23,773.3508563466327
2006-06-26,765.9224662016758
2006-06-27,763.0420435895868
2006-06-28,769.6801916617825
2006-06-29,775.348787637326
2006-06-30,760.3105442295087
2006-07-03,749.2663226097436
2006-07-04,747.7634279039255
2006-07-05,755.7465259065169
2006-07-06,752.5094106694819
2006-07-07,748.4013460372445
2006-07-10,748.1319403018872
2006-07-11,745.4854303397236
2006-07-12,746.7217235999082
2006-07-13,744.6880124734158
2006-07-14,748.1655218909576
2006-07-17,739.8647851038761
2006-07-18,743.2602895256106
2006-07-19,736.0648664426958
