Date,KENYA
2002-05-31,145.61727061722
2002-06-03,143.5859417612183
2002-06-04,142.25360972656256
2002-06-05,144.1227756690248
2002-06-06,144.3841233075567
2002-06-07,144.1894618620799
2002-06-10,144.15644654515398
2002-06-11,147.85355321379254
2002-06-12,148.2028908550883
2002-06-13,150.43613749603975
2002-06-14,151.49246471236137
2002-06-17,152.8542440656367
2002-06-18,153.73803656726687
2002-06-19,152.3767953568351
2002-06-20,150.0194535215255
2002-06-21,147.66470182817852
2002-06-24,143.98966823395193
2002-06-25,144.7872675063446
2002-06-26,141.69197781974853
2002-06-27,141.76799360195724
2002-06-28,140.91245673058705
2002-07-01,138.75007480095047
2002-07-02,138.35517282293083
2002-07-03,139.41812006050313
2002-07-04,139.62628508641137
2002-07-05,139.90475525240012
2002-07-08,137.08701366966181
2002-07-09,137.19551982368222
2002-07-10,138.81719166862624
2002-07-11,137.82371019615306
2002-07-12,138.0449813745932
2002-07-15,137.22187437938334
2002-07-16,137.31844336214735
2002-07-17,137.75461291771722
2002-07-18,138.12755963285548
2002-07-19,137.33168326815345
2002-07-22,139.17115483014229
2002-07-23,141.28542658534727
2002-07-24,141.98496830271685
2002-07-25,140.46631368071976
2002-07-26,143.35762644397357
2002-07-29,144.51703374424775
2002-07-30,142.87696020004873
2002-07-31,143.88695008800167
2002-08-01,144.25173671226543
2002-08-02,137.9629937706938
2002-08-05,136.95803686319175
2002-08-06,140.08976424350226
2002-08-07,139.78051426887194
2002-08-08,140.19391742536976
2002-08-09,139.438370617939
2002-08-12,140.55421882839767
2002-08-13,140.357886771213
2002-08-14,140.95786030421417
2002-08-15,142.79083255775433
2002-08-16,141.61940543156328
2002-08-19,143.49963029112124
2002-08-20,143.60259230547524
2002-08-21,143.65261767121032
2002-08-22,144.03850088849467
2002-08-23,143.5564278119787
2002-08-26,143.99407655389348
2002-08-27,142.9360529278214
2002-08-28,142.12698267714902
2002-08-29,142.04175672723622
2002-08-30,143.5604935443688
2002-09-02,143.15711247453567
2002-09-03,140.04006067542701
2002-09-04,144.76986516949958
2002-09-05,148.71181303773042
2002-09-06,148.31540032608547
2002-09-09,147.9496748058517
2002-09-10,148.3411968293562
2002-09-11,148.2794309168541
2002-09-12,147.2002277935019
2002-09-13,147.50718162815068
2002-09-16,148.1718105305435
2002-09-17,147.66269806305644
2002-09-18,147.3456441103773
2002-09-19,146.36337752613608
2002-09-20,145.14201234622675
2002-09-23,144.63204443149567
2002-09-24,145.46685963713503
2002-09-25,145.6047924996081
2002-09-26,145.83003389509173
2002-09-27,147.27754331785826
2002-09-30,145.84729229029497
2002-10-01,145.4670947758765
2002-10-02,146.3879612084948
2002-10-03,145.93589490799778
2002-10-04,146.84287334500527
2002-10-07,145.05397007867145
2002-10-08,146.21420216457028
2002-10-09,146.1324127465294
2002-10-10,146.3623322915298
2002-10-11,146.56215408819017
2002-10-14,146.93715222109617
2002-10-15,147.71459938705942
2002-10-16,147.4744168367252
2002-10-17,149.56735159947712
2002-10-18,150.67421825789296
2002-10-21,150.6570686195362
2002-10-22,150.0381413950395
2002-10-23,149.9873358410025
2002-10-24,151.17791145910718
2002-10-25,151.17945161956044
2002-10-28,149.90446662105074
2002-10-29,153.83260850160232
2002-10-30,154.51130838388482
2002-10-31,154.17389805225133
2002-11-01,154.42574268701136
2002-11-04,158.30169186809297
2002-11-05,161.31063288102945
2002-11-06,163.44214099315425
2002-11-07,163.55622257846665
2002-11-08,159.44849663531247
2002-11-11,161.22623820879295
2002-11-12,160.6242829960191
2002-11-13,162.1649521432029
2002-11-14,161.65397775375314
2002-11-15,164.06500861828826
2002-11-18,159.9527154224488
2002-11-19,160.50763270173303
2002-11-20,166.00325453439862
2002-11-21,162.67968687092628
2002-11-22,159.72475236383258
2002-11-25,160.61765445852896
2002-11-26,161.66239768165897
2002-11-27,162.9776130970294
2002-11-28,162.10944751140778
2002-11-29,169.86822342468255
2002-12-02,169.27589289728084
2002-12-03,172.13088424762876
2002-12-04,174.12392105379104
2002-12-05,175.70327484863788
2002-12-06,174.42197802341963
2002-12-09,175.77486457240462
2002-12-10,176.7165631120359
2002-12-11,180.82173190519143
2002-12-12,179.57554491756085
2002-12-13,180.0424738833251
2002-12-16,183.0859595173752
2002-12-17,184.3162862368178
2002-12-18,181.77261041644599
2002-12-19,183.37070337942095
2002-12-20,182.83109453886794
2002-12-23,183.4657760181266
2002-12-24,184.1576516756097
2002-12-25,184.1576516756097
2002-12-26,183.69442921698584
2002-12-27,182.52488933113196
2002-12-30,187.403120379793
2002-12-31,195.75381030983561
2003-01-01,195.75381030983561
2003-01-02,198.05635223596363
2003-01-03,203.33110349098519
2003-01-06,218.57960257295693
2003-01-07,230.4902393647498
2003-01-08,228.01187842772103
2003-01-09,226.49071233678927
2003-01-10,217.9097690357813
2003-01-13,216.56663523401693
2003-01-14,210.26827397700865
2003-01-15,199.18974791263167
2003-01-16,204.7707049003701
2003-01-17,195.36322531567808
2003-01-20,194.10443908661634
2003-01-21,194.0703636770979
2003-01-22,196.3477458706348
2003-01-23,189.6007488373578
2003-01-24,191.11952789605365
2003-01-27,191.01256219867597
2003-01-28,192.11063480151986
2003-01-29,192.34821461708984
2003-01-30,196.3329097302795
2003-01-31,203.3751576399019
2003-02-03,199.08619310673046
2003-02-04,196.47061081012146
2003-02-05,201.99357243461398
2003-02-06,203.69604831773756
2003-02-07,204.97202301458964
2003-02-10,207.11140626548257
2003-02-11,209.17111916807517
2003-02-12,209.70426468141088
2003-02-13,208.32999513411616
2003-02-14,213.7482493967019
2003-02-17,215.67138712422124
2003-02-18,213.9972018113092
2003-02-19,208.70576103450628
2003-02-20,207.1793708359895
2003-02-21,210.39644800389812
2003-02-24,216.42574961188507
2003-02-25,223.65448557605484
2003-02-26,226.17705960091106
2003-02-27,228.3376302002583
2003-02-28,231.68239247488822
2003-03-03,229.94161027806732
2003-03-04,225.45014804672195
2003-03-05,228.98888749528305
2003-03-06,228.28281670135524
2003-03-07,232.23390777351554
2003-03-10,235.09211156050523
2003-03-11,242.42619034265635
2003-03-12,237.64203212913918
2003-03-13,242.35819099144257
2003-03-14,250.13451665567882
2003-03-17,253.38934723146133
2003-03-18,256.20974857231414
2003-03-19,256.8820934463106
2003-03-20,261.4192506650478
2003-03-21,253.23822001557588
2003-03-24,251.69212019536857
2003-03-25,249.0441978748548
2003-03-26,250.81231608545627
2003-03-27,252.45602670348055
2003-03-28,251.89926802163657
2003-03-31,249.9078506169721
2003-04-01,251.83527299637706
2003-04-02,257.05603912190304
2003-04-03,259.9602138776716
2003-04-04,263.5845630407315
2003-04-07,266.7351183039093
2003-04-08,268.49912479869545
2003-04-09,270.07701459052066
2003-04-10,272.365660201141
2003-04-11,278.5080723009632
2003-04-14,283.23770080693816
2003-04-15,282.4526028238834
2003-04-16,279.68224605087914
2003-04-17,282.7515623120713
2003-04-18,282.7515623120713
2003-04-21,283.9756514226196
2003-04-22,286.3994340727869
2003-04-23,293.8708622794673
2003-04-24,295.75458960738615
2003-04-25,296.1623683835332
2003-04-28,299.0562563774687
2003-04-29,300.40562159816636
2003-04-30,298.23729238826076
2003-05-01,295.5230351212422
2003-05-02,298.7626085130285
2003-05-05,298.8448722404737
2003-05-06,298.3641847705378
2003-05-07,303.95708886249645
2003-05-08,313.56967171262295
2003-05-09,323.954776492973
2003-05-12,337.3787826797078
2003-05-13,332.99192905165773
2003-05-14,315.50619041400546
2003-05-15,308.1179127810164
2003-05-16,292.03435027371654
2003-05-19,291.6739949183361
2003-05-20,298.98854714320055
2003-05-21,301.78836284800144
2003-05-22,300.3039282963085
2003-05-23,292.8570152325606
2003-05-26,282.0745553716525
2003-05-27,284.7904187539898
2003-05-28,287.59784516105617
2003-05-29,285.6248862726679
2003-05-30,288.17772737765176
2003-06-02,289.25985411156404
2003-06-03,289.53237726882
2003-06-04,291.75365289369853
2003-06-05,286.59522406611364
2003-06-06,287.8188684980787
2003-06-09,284.0614130938155
2003-06-10,284.9020204359711
