Date,LITHUANIA
2008-05-30,1000.0
2008-06-02,1003.293057606899
2008-06-03,968.4796197802737
2008-06-04,968.8643862948842
2008-06-05,994.16041288911
2008-06-06,1005.2683595670279
2008-06-09,990.1921561093617
2008-06-10,984.545665452237
2008-06-11,976.2224591380331
2008-06-12,973.3471441782801
2008-06-13,976.2150508643666
2008-06-16,974.5826824031625
2008-06-17,976.6641312804865
2008-06-18,986.1609869513376
2008-06-19,985.0391767976786
2008-06-20,982.3488807802164
2008-06-23,982.3341831102842
2008-06-24,982.3338232135079
2008-06-25,986.5718570683063
2008-06-26,986.5377370850962
2008-06-27,976.4972923534772
2008-06-30,964.2517755736714
2008-07-01,966.4662716589486
2008-07-02,971.4766687240926
2008-07-03,957.4724153860176
2008-07-04,959.5170961600236
2008-07-07,959.5186912507708
2008-07-08,972.6789657926389
2008-07-09,970.0529004418358
2008-07-10,977.5043207416478
2008-07-11,982.605964337896
2008-07-14,976.8785339575713
2008-07-15,974.7649345543534
2008-07-16,964.0157950524401
2008-07-17,958.9987297356033
2008-07-18,958.9691359952985
2008-07-21,955.1768421041968
2008-07-22,948.4327215777001
2008-07-23,952.3035098874474
2008-07-24,966.8386111831977
2008-07-25,963.027903874445
2008-07-28,964.1239134644642
2008-07-29,960.1697066162413
2008-07-30,970.9045738879363
2008-07-31,978.8450959782945
2008-08-01,977.1168548063125
2008-08-04,987.811428163942
2008-08-05,982.0532649626693
2008-08-06,977.5647095286661
2008-08-07,981.0093653519771
2008-08-08,984.2453975104007
2008-08-11,984.2242489263122
2008-08-12,995.6215942095932
2008-08-13,993.4952454849166
2008-08-14,985.0343961939286
2008-08-15,985.0422813978126
2008-08-18,981.0929924918727
2008-08-19,981.1347695738218
2008-08-20,989.0242283512864
2008-08-21,989.0084852685203
2008-08-22,995.6402655763806
2008-08-25,1003.5211471334691
2008-08-26,999.6191257824299
2008-08-27,999.5622558089983
2008-08-28,999.6083080036756
2008-08-29,1014.6407423200163
2008-09-01,1027.0098317721543
2008-09-02,1027.1761754506658
2008-09-03,1028.6381797153072
2008-09-04,1039.551377388218
2008-09-05,1020.6235032776457
2008-09-08,1038.0487805977216
2008-09-09,1031.4055253473325
2008-09-10,1018.6385181102403
2008-09-11,1005.7242017487426
2008-09-12,1014.0851085443112
2008-09-15,991.4479134833053
2008-09-16,990.1056708493676
2008-09-17,979.580555803455
2008-09-18,966.7480662048829
2008-09-19,958.7342066656424
2008-09-22,977.956812746537
2008-09-23,958.413999724776
2008-09-24,956.9389266788629
2008-09-25,951.8064005500727
2008-09-26,936.9290779124412
2008-09-29,907.9118833274769
2008-09-30,880.0749463110578
2008-10-01,907.5873415752969
2008-10-02,903.647551257685
2008-10-03,900.9444390776736
2008-10-06,859.8207032617768
2008-10-07,805.6381995579972
2008-10-08,739.2985468041062
2008-10-09,844.4620444216906
2008-10-10,789.1615277194015
2008-10-13,847.6040584157846
2008-10-14,906.1493564500917
2008-10-15,877.6028789449983
2008-10-16,840.6882369822305
2008-10-17,827.0473773410254
2008-10-20,828.1914237107534
2008-10-21,822.0338249748254
2008-10-22,783.4955645561013
2008-10-23,771.7058300005388
2008-10-24,734.4396894454537
2008-10-27,681.7407397946015
2008-10-28,686.8076833660307
2008-10-29,702.5113723255948
2008-10-30,692.5142474227464
2008-10-31,680.787213639333
2008-11-03,680.773802815951
2008-11-04,701.1838940940743
2008-11-05,707.8132411651579
2008-11-06,706.5863292837346
