Date,SERBIA
2008-05-30,1000.0
2008-06-02,973.2010427525812
2008-06-03,974.3140417696892
2008-06-04,982.7418910349169
2008-06-05,1023.7799340751586
2008-06-06,1039.8496103436337
2008-06-09,1066.1188203851211
2008-06-10,1066.787780582983
2008-06-11,1034.023107751044
2008-06-12,1069.5957999916068
2008-06-13,1080.1517964504426
2008-06-16,1081.3387627664445
2008-06-17,1082.3027714072036
2008-06-18,1067.2429708624181
2008-06-19,1051.2802814605843
2008-06-20,1061.6934584455312
2008-06-23,1065.4539017487232
2008-06-24,1053.306966356709
2008-06-25,1043.941375760929
2008-06-26,1035.7127028346586
2008-06-27,1037.7491876319689
2008-06-30,1045.3236165484927
2008-07-01,1034.6028393163197
2008-07-02,1026.0730466645236
2008-07-03,1010.3174687391873
2008-07-04,1006.2846844207286
2008-07-07,990.066169130035
2008-07-08,958.7162810811393
2008-07-09,964.4940711551994
2008-07-10,937.5955418109863
2008-07-11,946.2290724841404
2008-07-14,933.9053214795636
2008-07-15,927.817427599652
2008-07-16,911.3423908461265
2008-07-17,912.087667156248
2008-07-18,905.4050548609334
2008-07-21,897.5078999819608
2008-07-22,915.1402401934987
2008-07-23,929.5906115405362
2008-07-24,925.7818207121338
2008-07-25,920.4599097321723
2008-07-28,918.4745962064225
2008-07-29,914.8770153104992
2008-07-30,913.3578912453049
2008-07-31,904.1428630873329
2008-08-01,905.3671162385823
2008-08-04,890.4766335936273
2008-08-05,866.0697134630799
2008-08-06,866.1822962337995
2008-08-07,851.7967221656883
2008-08-08,851.9054822554308
2008-08-11,837.5421276478435
2008-08-12,855.932812057464
2008-08-13,840.8012701881195
2008-08-14,846.041324426311
2008-08-15,843.0512064162064
2008-08-18,846.8454303300432
2008-08-19,844.8268836336191
2008-08-20,845.4672079019674
2008-08-21,848.8743843333704
2008-08-22,847.7422408961678
2008-08-25,843.5370217789775
2008-08-26,831.571634204629
2008-08-27,814.2484168014369
2008-08-28,805.7770480687191
2008-08-29,821.0222737454237
2008-09-01,821.338613146614
2008-09-02,805.3502075847294
2008-09-03,793.0356976908666
2008-09-04,795.7753084870294
2008-09-05,780.0341437093225
2008-09-08,788.9366696038045
2008-09-09,786.7983032930041
2008-09-10,806.9821707257266
2008-09-11,794.9678664594079
2008-09-12,793.2657435989428
2008-09-15,778.0809543897437
2008-09-16,709.8591992293956
2008-09-17,691.6261561607325
2008-09-18,660.9737746080298
2008-09-19,705.209526425378
2008-09-22,724.5729385469028
2008-09-23,696.0675204762138
2008-09-24,684.5893928958249
2008-09-25,669.2701732918187
2008-09-26,654.5942753846933
2008-09-29,615.9807230466082
2008-09-30,602.9207783518871
2008-10-01,603.1814884116378
2008-10-02,605.8213416720712
2008-10-03,594.6665661628911
2008-10-06,518.3064983590325
2008-10-07,436.23205542905794
2008-10-08,377.37742398039865
2008-10-09,405.9931021037238
2008-10-10,390.066441513596
