Date,MOROCCO
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.83413898124131
2001-01-03,98.55807414666046
2001-01-04,98.17052280628079
2001-01-05,96.23318431666549
2001-01-08,95.08779703965673
2001-01-09,94.53724033805436
2001-01-10,94.05387700483134
2001-01-11,93.71488431647819
2001-01-12,91.86642371977806
2001-01-15,92.8148502487145
2001-01-16,92.64143993011149
2001-01-17,92.1420169400696
2001-01-18,91.07867860532286
2001-01-19,89.57959269025683
2001-01-22,87.36790195758489
2001-01-23,88.25362528932885
2001-01-24,92.0699430175964
2001-01-25,92.29005592435574
2001-01-26,93.18023332356854
2001-01-29,97.6781078676948
2001-01-30,96.34179072330915
2001-01-31,96.30067466834831
2001-02-01,96.09901270786838
2001-02-02,95.55207441692029
2001-02-05,99.1955442504064
2001-02-06,96.22234108514836
2001-02-07,97.13321722066208
2001-02-08,98.20012728992012
2001-02-09,97.94763610621428
2001-02-12,98.79833385280115
2001-02-13,99.7504486873605
2001-02-14,101.71533176612947
2001-02-15,103.80488288019362
2001-02-16,104.58678405199986
2001-02-19,104.28526195393371
2001-02-20,104.0507881682287
2001-02-21,103.162629741334
2001-02-22,105.58951399571548
2001-02-23,106.90570100812074
2001-02-26,108.55218451110154
2001-02-27,108.86048173705461
2001-02-28,108.04889990115313
2001-03-01,107.60911321003292
2001-03-02,106.7876198474822
2001-03-05,107.00914761157699
2001-03-06,106.95430234859259
2001-03-07,107.40196677984856
2001-03-08,107.02488924071916
2001-03-09,107.8720879479451
2001-03-12,107.36257452714091
2001-03-13,108.5892256257477
2001-03-14,108.38935860318189
2001-03-15,108.35933065918445
2001-03-16,109.12321397559958
2001-03-19,109.26713054748426
2001-03-20,108.7788015051607
2001-03-21,109.5417945719216
2001-03-22,110.1269250590843
2001-03-23,108.95107261280161
2001-03-26,108.4363334512893
2001-03-27,108.3333462982406
2001-03-28,108.57514409587354
2001-03-29,108.59120272683691
2001-03-30,107.19506034609839
2001-04-02,105.72517963485954
2001-04-03,105.40958336409547
2001-04-04,104.45588768661453
2001-04-05,105.08487108547887
2001-04-06,105.56714483853361
2001-04-09,105.53359607143355
2001-04-10,106.92020519614805
2001-04-11,106.7848739557668
2001-04-12,106.20157537729328
2001-04-13,106.02560177895249
2001-04-16,105.99637441409126
2001-04-17,105.09833532777613
2001-04-18,106.04329573259926
2001-04-19,105.23237144754542
2001-04-20,104.34932373076184
2001-04-23,104.41038104800585
2001-04-24,103.71361313442382
2001-04-25,98.47087232475062
2001-04-26,98.22073832680101
2001-04-27,98.24135525979915
2001-04-30,98.95399555094802
2001-05-01,98.80870694545771
2001-05-02,99.05533588039768
2001-05-03,99.80659320886446
2001-05-04,99.35252825858399
2001-05-07,99.23427693195374
2001-05-08,99.2375803667692
