Date,VIETNAM
2006-11-30,644.3763182099326
2006-12-01,662.1453629549648
2006-12-04,689.7412870415984
2006-12-05,693.7524139785195
2006-12-06,711.7512711500563
2006-12-07,745.8915312034223
2006-12-08,778.3366797621873
2006-12-11,823.4973831420882
2006-12-12,840.8917798494249
2006-12-13,880.8173651972062
2006-12-14,923.7154527241373
2006-12-15,975.3291228931495
2006-12-18,1011.5033839363416
2006-12-19,1049.492127026507
2006-12-20,1077.55653299413
2006-12-21,1067.800603914956
2006-12-22,1019.0011121638495
2006-12-25,989.9144694467066
2006-12-26,967.5633519552495
2006-12-27,995.3240607648639
2006-12-28,988.7957396599422
2006-12-29,958.7279379299354
2007-01-01,958.9310800550533
2007-01-02,928.1124946853328
2007-01-03,959.6934056691372
2007-01-04,1011.8891999629642
2007-01-05,1068.7656709419468
2007-01-08,1071.5671305285866
2007-01-09,1084.1351300671379
2007-01-10,1112.8284620794245
2007-01-11,1138.6261488971886
2007-01-12,1188.5704629401632
2007-01-15,1246.1655530129444
2007-01-16,1306.457727038531
2007-01-17,1250.8348162794553
2007-01-18,1241.9519244385615
2007-01-19,1302.776918155835
2007-01-22,1355.0100854984485
2007-01-23,1366.9225776582937
2007-01-24,1329.115118930335
2007-01-25,1320.4562914518704
2007-01-26,1321.9132534555554
2007-01-29,1353.030134012769
2007-01-30,1410.1916352866444
2007-01-31,1446.4819969499258
2007-02-01,1422.337134105444
2007-02-02,1449.4478907309983
2007-02-05,1402.9868855125985
2007-02-06,1463.7526612757838
2007-02-07,1475.642756987103
2007-02-08,1400.2200503772099
2007-02-09,1336.58659127222
2007-02-12,1390.6764133111835
2007-02-13,1425.2903947441498
2007-02-14,1379.3243915570674
2007-02-15,1396.8131333886026
2007-02-16,1398.8544782185281
2007-02-19,1397.025730037648
2007-02-20,1395.6450074550282
2007-02-21,1458.315799433257
2007-02-22,1468.035500559748
2007-02-23,1461.0915617125345
2007-02-26,1461.0132738762309
2007-02-27,1504.2954193608055
2007-02-28,1433.9179731090403
2007-03-01,1397.742130291151
2007-03-02,1436.7697917670148
2007-03-05,1450.5730769881511
2007-03-06,1383.5791628009888
2007-03-07,1374.0288089562766
2007-03-08,1366.4393058763937
2007-03-09,1373.0804272843125
2007-03-12,1362.1808563570694
2007-03-13,1340.4496826119093
2007-03-14,1277.1344801630828
2007-03-15,1212.429227619264
2007-03-16,1263.7147253874662
2007-03-19,1283.6845644293703
2007-03-20,1252.7474916233286
2007-03-21,1218.6636563402033
2007-03-22,1229.0151958424033
2007-03-23,1234.8992278181936
2007-03-26,1216.1671701528198
2007-03-27,1164.169499590245
2007-03-28,1137.921190445915
2007-03-29,1192.1174408651937
2007-03-30,1213.9972939372567
2007-04-02,1195.4992025862546
2007-04-03,1156.3262857823943
2007-04-04,1174.5526045654003
2007-04-05,1169.5228222991846
2007-04-06,1146.4530746008186
2007-04-09,1167.1976537107246
2007-04-10,1163.8296908341551
2007-04-11,1161.7125499818303
2007-04-12,1171.9652097101114
2007-04-13,1152.1100999164757
2007-04-16,1129.4494261002997
2007-04-17,1102.3332656841083
2007-04-18,1130.9829516685534
2007-04-19,1112.5472528669668
2007-04-20,1072.9292824848867
2007-04-23,1027.7026190303948
2007-04-24,977.9285340720772
2007-04-25,984.2591330283383
2007-04-26,988.2995676345541
2007-04-27,990.290305661022
2007-04-30,1000.8621302313164
2007-05-01,1004.6163293738751
2007-05-02,1004.5650120257147
2007-05-03,1013.1485461942232
2007-05-04,1039.2445248253212
2007-05-07,1086.0304839501293
2007-05-08,1132.3335179520107
2007-05-09,1134.399052576137
2007-05-10,1166.2723779313508
2007-05-11,1189.552923105309
2007-05-14,1234.4551460324578
2007-05-15,1207.598211651848
2007-05-16,1190.3722065697718
2007-05-17,1230.72969476433
2007-05-18,1227.445212965763
2007-05-21,1259.1725695509172
2007-05-22,1270.6245101307745
2007-05-23,1273.5441362363447
2007-05-24,1237.6600748383614
2007-05-25,1226.1658572663237
2007-05-28,1248.2228340076813
2007-05-29,1237.6570102585847
2007-05-30,1227.0616763432238
2007-05-31,1226.5377304849494
2007-06-01,1229.7231139327268
2007-06-04,1209.8189157168188
2007-06-05,1172.2594437428572
2007-06-06,1181.7912650505916
2007-06-07,1201.4267833555564
2007-06-08,1199.8057523276289
2007-06-11,1180.1568744783283
2007-06-12,1180.9317741972227
2007-06-13,1160.2774392836093
2007-06-14,1154.8538374993818
2007-06-15,1160.7097308659502
2007-06-18,1142.461900877697
2007-06-19,1141.6379069707787
2007-06-20,1131.222390612707
2007-06-21,1123.9173576159503
2007-06-22,1120.759290556432
2007-06-25,1123.0889406214055
2007-06-26,1121.3867303766733
2007-06-27,1114.5794679185328
2007-06-28,1098.2383087384974
2007-06-29,1096.3205839993925
2007-07-02,1059.5802535981998
2007-07-03,1054.5639198911936
2007-07-04,1082.5577619871328
2007-07-05,1084.0809438815625
2007-07-06,1083.4367973690307
2007-07-09,1080.8475381630863
2007-07-10,1082.7891996244546
2007-07-11,1077.2485558828673
2007-07-12,1069.445041303992
2007-07-13,1060.2993406445728
2007-07-16,1034.9999187000221
2007-07-17,1036.409834920769
2007-07-18,1029.2534110880144
2007-07-19,1018.9051766220255
2007-07-20,1007.1081735740673
2007-07-23,989.587365422625
2007-07-24,985.4500567788571
2007-07-25,976.2463326636744
2007-07-26,962.5921986830107
2007-07-27,955.9754489397556
2007-07-30,950.2221104669848
2007-07-31,928.9562380153426
2007-08-01,935.6649740663883
2007-08-02,903.4571777720038
2007-08-03,873.9282764676823
2007-08-06,870.6433664245956
2007-08-07,886.759742693767
2007-08-08,903.4962933630908
2007-08-09,942.2220646200201
2007-08-10,925.7249137575537
2007-08-13,902.9163823542257
2007-08-14,916.4872672954023
2007-08-15,912.9862233435545
2007-08-16,902.9574110746341
2007-08-17,885.7243496802065
2007-08-20,901.3001812753515
2007-08-21,907.527639482897
2007-08-22,904.2947825196927
2007-08-23,894.8727228238821
2007-08-24,903.6840464562907
2007-08-27,900.3305705907161
2007-08-28,895.7292708626399
2007-08-29,898.58008380714
2007-08-30,896.2677801363506
2007-08-31,906.7666399327218
2007-09-03,908.1989728074959
2007-09-04,934.9650602770943
2007-09-05,929.5213216894215
2007-09-06,934.063370538822
2007-09-07,942.0770381594431
2007-09-10,927.9462094668258
2007-09-11,915.7020797569629
2007-09-12,918.2597321456419
2007-09-13,928.6288831701006
2007-09-14,938.0061683275312
2007-09-17,940.7240431691677
2007-09-18,935.5859076515937
2007-09-19,934.5655793323867
2007-09-20,931.4266029538105
2007-09-21,928.5950039205933
2007-09-24,951.8081004672191
2007-09-25,987.1950728695095
2007-09-26,985.2716358681099
2007-09-27,1013.6075126325267
2007-09-28,1053.9338744188333
2007-10-01,1108.7314313670513
2007-10-02,1145.3640952821208
2007-10-03,1158.9628995299258
2007-10-04,1155.5710395421354
2007-10-05,1137.0582906339591
2007-10-08,1124.4211767186418
2007-10-09,1151.7251807799755
2007-10-10,1152.915542461545
2007-10-11,1136.7510482669236
2007-10-12,1161.4064326447115
2007-10-15,1147.3824859418592
2007-10-16,1152.1401501407292
2007-10-17,1149.9558449061435
2007-10-18,1133.782177249104
2007-10-19,1132.3540890256118
2007-10-22,1151.962613696738
2007-10-23,1138.3939518352502
2007-10-24,1163.7439704145825
2007-10-25,1150.8020111331027
2007-10-26,1143.1496270647633
2007-10-29,1116.4102616306243
2007-10-30,1121.898033304821
2007-10-31,1098.426739070794
2007-11-01,1116.2614701256068
2007-11-02,1094.2375973192807
2007-11-05,1069.3766358533276
2007-11-06,1040.2790791057218
2007-11-07,1041.0586898432098
2007-11-08,1038.688405438881
2007-11-09,1036.9691392883412
2007-11-12,1036.6929009149505
2007-11-13,983.9831997714845
2007-11-14,996.7093483195152
2007-11-15,1025.214973684425
2007-11-16,1035.5222768059118
2007-11-19,1044.9628798802746
2007-11-20,1019.3181977569338
2007-11-21,999.3841643276612
2007-11-22,1008.6372019502228
2007-11-23,1005.2822867439355
2007-11-26,1014.2160582463498
2007-11-27,1009.3858598598656
2007-11-28,1006.3892482272952
2007-11-29,1001.8134993804441
2007-11-30,1000.0
2007-12-03,1023.3572757143086
2007-12-04,1014.8212871203967
2007-12-05,1010.4931011242949
2007-12-06,1011.8334518696377
2007-12-07,1012.3437446296002
2007-12-10,992.9900376005502
2007-12-11,982.1289741544258
2007-12-12,990.2522695135516
2007-12-13,978.7139339082759
2007-12-14,986.9619935031029
2007-12-17,984.9688063262066
2007-12-18,997.9612430905592
2007-12-19,1020.6563594727431
2007-12-20,1008.8632531329052
2007-12-21,1013.5600457476768
2007-12-24,1008.668116539127
2007-12-25,991.1761573841183
2007-12-26,997.0278384010692
2007-12-27,985.8305361527755
2007-12-28,983.3088271925676
2007-12-31,989.4831308291455
2008-01-01,989.4831308291455
2008-01-02,982.3481622883916
2008-01-03,968.4438371942117
2008-01-04,954.6420699624825
2008-01-07,947.938928719264
2008-01-08,951.4783905385625
2008-01-09,937.1381815783841
2008-01-10,894.0125573403647
2008-01-11,905.6025184706627
2008-01-14,884.1518083654887
2008-01-15,852.7805541124093
2008-01-16,902.6319082498585
2008-01-17,892.657041898328
2008-01-18,915.2460066564714
2008-01-21,900.0329978335548
2008-01-22,860.0428617915622
2008-01-23,832.3612391365405
2008-01-24,813.0785462582027
2008-01-25,834.294877798656
2008-01-28,841.3359326586701
2008-01-29,872.7453344505452
2008-01-30,906.0777662966025
2008-01-31,899.1053640219728
2008-02-01,908.5739937414877
2008-02-04,908.889443369871
2008-02-05,919.8006773194761
2008-02-06,918.8593837728417
2008-02-07,928.6159490916282
2008-02-08,929.0643546821939
2008-02-11,929.0643546821939
2008-02-12,896.7535880472695
2008-02-13,870.984875191775
2008-02-14,871.5980446783014
2008-02-15,860.4676645322254
2008-02-18,824.6058771286447
2008-02-19,808.6377460042329
2008-02-20,780.6898054125336
2008-02-21,736.7016552489667
2008-02-22,703.0598510785926
2008-02-25,733.1351699131654
2008-02-26,713.2298599829332
2008-02-27,700.33836815282
2008-02-28,688.3073774021309
2008-02-29,669.9006610136901
2008-03-03,640.8264944712395
2008-03-04,609.8584897452465
