Date,TUNISIA
2004-05-31,573.7615889178142
2004-06-01,577.4112283339975
2004-06-02,577.4335896360552
2004-06-03,582.612747068992
2004-06-04,581.7141218004989
2004-06-07,579.9473780967622
2004-06-08,579.1476268576464
2004-06-09,578.7839407074651
2004-06-10,579.5159626987756
2004-06-11,580.0327645101961
2004-06-14,574.4990824895846
2004-06-15,576.2387342483753
2004-06-16,576.2395861987471
2004-06-17,576.6828363947147
2004-06-18,574.0022774814123
2004-06-21,572.0273870607663
2004-06-22,573.1320172415857
2004-06-23,574.955134656031
2004-06-24,573.826643551226
2004-06-25,575.6571717117243
2004-06-28,576.3389586680696
2004-06-29,574.6049441721694
2004-06-30,574.3808276600025
2004-07-01,573.8912763639253
2004-07-02,574.8250291666666
2004-07-05,571.3424959688291
2004-07-06,572.9786140221275
2004-07-07,572.9662134305602
2004-07-08,569.4932126603507
2004-07-09,572.9797652244125
2004-07-12,576.1955112428931
2004-07-13,575.6860701245271
2004-07-14,574.8232208706595
2004-07-15,574.9910500855801
2004-07-16,576.4224421493446
2004-07-19,575.5457849728732
2004-07-20,576.6428468454035
2004-07-21,581.4307892290027
2004-07-22,581.2473547430585
2004-07-23,578.7428148321113
2004-07-26,588.2245924354374
2004-07-27,599.0121850507828
2004-07-28,593.7502975934134
2004-07-29,587.6082801969582
2004-07-30,589.2509637483039
2004-08-02,589.7479650531578
2004-08-03,586.7806182997439
2004-08-04,589.6734151820688
2004-08-05,589.5338274899158
2004-08-06,588.7152415066553
2004-08-09,590.6007434817184
2004-08-10,589.2928394012658
2004-08-11,586.5842207819911
2004-08-12,586.5462789057942
2004-08-13,584.6547984986722
2004-08-16,585.4556738336779
2004-08-17,582.4842828724529
2004-08-18,584.188598153771
2004-08-19,582.2568471310665
2004-08-20,580.9812466570071
2004-08-23,583.3735190104096
2004-08-24,584.1157276932762
2004-08-25,584.0297024383265
2004-08-26,586.8803679720141
2004-08-27,586.7789405080805
2004-08-30,588.5038603458869
2004-08-31,589.2873706890523
2004-09-01,587.9199587014182
2004-09-02,587.9233645155314
2004-09-03,589.183848278234
2004-09-06,587.9445726160999
2004-09-07,585.9220465345643
2004-09-08,585.1660243302892
2004-09-09,585.2165181357667
2004-09-10,581.118061720547
2004-09-13,582.1040687850756
2004-09-14,578.3495913597195
2004-09-15,580.902253627777
2004-09-16,579.4539847212095
2004-09-17,579.1030468036955
2004-09-20,579.2130612396522
2004-09-21,576.1931944507669
2004-09-22,575.8437297307123
2004-09-23,573.4389721060501
2004-09-24,574.7923648103801
2004-09-27,571.6348474531171
2004-09-28,571.0236664725048
2004-09-29,570.8009306660667
2004-09-30,572.1022674645986
2004-10-01,576.4939222523731
2004-10-04,578.0883321846528
2004-10-05,577.341475057747
2004-10-06,580.2988077713154
2004-10-07,571.5464489276345
2004-10-08,566.5516281639516
2004-10-11,571.8685745360972
2004-10-12,568.3714465658277
2004-10-13,568.5647342104012
2004-10-14,564.4990832330938
2004-10-15,570.2452529053934
2004-10-18,562.1429033501865
2004-10-19,568.6733471839425
2004-10-20,568.3104877125936
2004-10-21,569.6044720056348
2004-10-22,569.9522329972204
2004-10-25,567.7279556019811
2004-10-26,568.5628588502613
2004-10-27,577.1771787364376
2004-10-28,577.5470588625155
2004-10-29,570.7178961785545
2004-11-01,568.4684854940502
2004-11-02,572.1860571999393
2004-11-03,570.7394580571007
2004-11-04,571.2508657165549
2004-11-05,572.466900317808
2004-11-08,569.0261360847283
2004-11-09,571.9200985454326
2004-11-10,573.7433658434561
2004-11-11,572.5465602723151
2004-11-12,576.1780492142616
2004-11-15,575.120167982799
2004-11-16,570.0358391912903
2004-11-17,569.5325091892583
2004-11-18,567.4803336333636
2004-11-19,564.7677924618016
2004-11-22,569.2112904520544
2004-11-23,566.6047460325377
2004-11-24,564.494819981452
2004-11-25,563.2914205289877
2004-11-26,561.9439790445643
2004-11-29,559.5618428834839
2004-11-30,558.751385382481
2004-12-01,559.5282474420928
2004-12-02,558.7401337078581
2004-12-03,557.5951345717149
2004-12-06,552.3978610383263
2004-12-07,551.9717775441965
2004-12-08,555.1483552282498
2004-12-09,556.0942620721287
2004-12-10,563.7537450434749
2004-12-13,562.7352579000539
2004-12-14,564.023241754206
2004-12-15,561.4316012147079
2004-12-16,565.1041712757924
2004-12-17,576.6251554192621
2004-12-20,568.0545311715493
2004-12-21,571.6623643494793
2004-12-22,568.4926993630938
2004-12-23,569.2348662991045
2004-12-24,566.2327076027672
2004-12-27,565.8354413311674
2004-12-28,565.4180054204554
2004-12-29,569.368227007364
2004-12-30,566.299528220601
2004-12-31,564.6553189706291
2005-01-03,568.59970149823
2005-01-04,569.5596288921121
2005-01-05,573.9128468745357
2005-01-06,581.3536703287107
2005-01-07,584.3978738358234
2005-01-10,581.8811464637866
2005-01-11,580.2490638078332
2005-01-12,580.3393503437266
2005-01-13,583.4377499550735
2005-01-14,584.8944185097565
2005-01-17,585.9469891507487
2005-01-18,587.8622925550907
2005-01-19,588.5550964993207
2005-01-20,588.2019930716074
2005-01-21,590.115910975686
2005-01-24,586.7213572261991
2005-01-25,591.045801928879
2005-01-26,586.6073372214499
2005-01-27,589.3307932693184
2005-01-28,588.8307247490211
2005-01-31,588.5208923358398
2005-02-01,589.0460103899549
2005-02-02,589.0643827829305
2005-02-03,589.0252478425864
2005-02-04,589.1914087605571
2005-02-07,591.5480671250958
2005-02-08,591.9534527038753
2005-02-09,591.8547418478034
2005-02-10,590.9297887827207
2005-02-11,591.430416413311
2005-02-14,589.5451692502262
2005-02-15,589.7211143564654
2005-02-16,588.7968710999695
2005-02-17,586.4783642809973
2005-02-18,593.6864605771929
2005-02-21,592.7902635030009
2005-02-22,586.5258822075294
2005-02-23,587.9621595864202
2005-02-24,585.6236968178603
2005-02-25,584.9911402802138
2005-02-28,582.6456067422595
2005-03-01,581.827677564567
2005-03-02,584.5284701253703
2005-03-03,588.190583682874
2005-03-04,584.7056339854234
2005-03-07,585.374764650319
2005-03-08,585.3370280490153
2005-03-09,585.4343299379403
2005-03-10,594.7133944255196
2005-03-11,593.3358199385293
2005-03-14,609.2309328589333
2005-03-15,622.121827659613
2005-03-16,632.3221687590885
2005-03-17,634.2054231512028
2005-03-18,636.1996160337911
2005-03-21,636.9274557951139
2005-03-22,636.2906021269115
2005-03-23,640.7429021404038
2005-03-24,639.6984036717789
2005-03-25,651.0828152335547
2005-03-28,637.5505354542465
2005-03-29,639.0283841168807
2005-03-30,638.1909389566158
2005-03-31,652.1949482388828
2005-04-01,657.4405307936868
2005-04-04,703.8861207836638
2005-04-05,730.570866704706
2005-04-06,755.8007922544302
2005-04-07,775.6947656187058
2005-04-08,774.4080269214955
