Date,CROATIA
2002-05-31,497.0990004305536
2002-06-03,492.9996596800497
2002-06-04,491.1777143134446
2002-06-05,489.5306398733516
2002-06-06,484.9897940553108
2002-06-07,488.26212768377655
2002-06-10,485.77410378401305
2002-06-11,486.6169630065028
2002-06-12,492.4027737408099
2002-06-13,506.77136442528405
2002-06-14,508.05701058044264
2002-06-17,507.10482642919345
2002-06-18,506.88091564609033
2002-06-19,506.7210419881573
2002-06-20,504.2253043328309
2002-06-21,495.60290205896655
2002-06-24,488.3353837981801
2002-06-25,488.43492997841025
2002-06-26,479.5379065998855
2002-06-27,478.7562233832487
2002-06-28,479.8555049244869
2002-07-01,470.0580921284418
2002-07-02,466.5607554545655
2002-07-03,463.80380755496356
2002-07-04,488.61992983337603
2002-07-05,483.2860925302284
2002-07-08,476.42251697502536
2002-07-09,474.4480639473864
2002-07-10,462.93266373759025
2002-07-11,446.35011171664996
2002-07-12,440.6879207317908
2002-07-15,418.20453849853186
2002-07-16,411.4063153165831
2002-07-17,415.1163633129287
2002-07-18,406.2354162773501
2002-07-19,397.55242224687487
2002-07-22,395.42897368668565
2002-07-23,399.7535272677984
2002-07-24,375.5213932625171
2002-07-25,388.45123639086194
2002-07-26,399.377736262394
2002-07-29,409.7983792410723
2002-07-30,413.58309880405517
2002-07-31,410.26352067552267
2002-08-01,416.87627896428444
2002-08-02,417.7178288738551
2002-08-05,417.43239469987907
2002-08-06,418.1545488230869
2002-08-07,422.0216479756242
2002-08-08,420.1966737903769
2002-08-09,415.58714186559223
2002-08-12,404.8756722001069
2002-08-13,407.0571643923756
2002-08-14,403.0681018598089
2002-08-15,403.1466876707462
2002-08-16,405.89675897996807
2002-08-19,406.95750735843677
2002-08-20,406.1928023517249
2002-08-21,412.04216017432793
2002-08-22,415.81618344538623
2002-08-23,428.3618377998863
2002-08-26,429.4001473288981
2002-08-27,437.5701654500122
2002-08-28,432.57681862334493
2002-08-29,428.16856726838574
2002-08-30,429.8693214812965
2002-09-02,431.3553791396211
2002-09-03,420.89122420185436
2002-09-04,425.86091225417084
2002-09-05,433.44696628256884
2002-09-06,441.0046570248327
2002-09-09,437.1263364806398
2002-09-10,449.31223296252006
2002-09-11,450.94183048752865
2002-09-12,438.1154482763562
2002-09-13,438.41251243762554
2002-09-16,431.2591717101136
2002-09-17,441.36710284229855
2002-09-18,437.5338388447687
2002-09-19,433.65925624824973
2002-09-20,441.6798832914277
2002-09-23,437.01507475332596
2002-09-24,432.4854497258447
2002-09-25,427.86992375490513
2002-09-26,415.48653236393574
2002-09-27,417.1339961842332
2002-09-30,412.7282423462605
2002-10-01,410.75587245010723
2002-10-02,413.9729104372474
2002-10-03,415.26427302748795
2002-10-04,417.0115422141121
2002-10-07,412.81252515694933
2002-10-08,412.94107517648956
2002-10-09,413.06171240470826
2002-10-10,412.5042313346961
2002-10-11,412.0738217800962
2002-10-14,409.87385116410957
2002-10-15,412.7585063791421
2002-10-16,400.10376089036816
2002-10-17,396.18098625126856
2002-10-18,395.6116731394052
2002-10-21,407.028425619966
2002-10-22,409.6213135361587
2002-10-23,409.2583024026274
2002-10-24,412.6289582418649
2002-10-25,413.37235316839525
2002-10-28,406.703736373623
2002-10-29,409.82361993173504
2002-10-30,406.0861604079771
2002-10-31,405.3328318131531
2002-11-01,405.41544990085504
2002-11-04,408.2885540744189
2002-11-05,408.90239651296724
2002-11-06,413.3918119467871
2002-11-07,422.4059768964801
2002-11-08,417.68477696430534
2002-11-11,417.23734115799317
2002-11-12,416.76493631107655
2002-11-13,424.5262190694378
2002-11-14,430.0718680195738
2002-11-15,428.9150725359563
2002-11-18,430.8600911788796
2002-11-19,434.37228052759104
2002-11-20,430.31529696160385
2002-11-21,428.4712172712147
2002-11-22,430.76154274034644
2002-11-25,441.3192954014513
2002-11-26,442.4727221988361
2002-11-27,457.0427242072122
2002-11-28,464.2975919030758
2002-11-29,478.6444560898824
2002-12-02,475.77692003751883
2002-12-03,465.11865564803327
2002-12-04,458.5087904448219
2002-12-05,475.053811284246
2002-12-06,465.448142968229
