Date,PAKISTAN VALUE
2017-06-01,956.5393424213825
2017-06-02,936.365553594912
2017-06-05,965.1383996506597
2017-06-06,960.7211963139305
2017-06-07,967.8025311039122
2017-06-08,969.1135311077272
2017-06-09,960.2196264977183
2017-06-12,920.8662185897527
2017-06-13,934.1402111944254
2017-06-14,918.4662370983971
2017-06-15,913.5552500326756
2017-06-16,895.5988760508752
2017-06-19,906.8024367588815
2017-06-20,876.017883931846
2017-06-21,892.2653726988859
2017-06-22,905.9612136687334
2017-06-23,902.5234144204367
2017-06-26,902.3622782993119
2017-06-27,895.606453861595
2017-06-28,889.5768935588218
2017-06-29,910.2223261522419
2017-06-30,898.1716447418554
2017-07-03,856.6246126681864
2017-07-04,871.4490237562018
2017-07-05,854.1809281000558
2017-07-06,857.6311234428504
2017-07-07,860.48338743613
2017-07-10,881.217823173414
2017-07-11,834.7873418071244
2017-07-12,837.2871478555195
2017-07-13,837.2942346581751
2017-07-14,845.9687577367563
2017-07-17,851.1214975864493
2017-07-18,869.1647117481144
2017-07-19,864.6157918135043
2017-07-20,855.7984702871357
2017-07-21,859.6015784738327
2017-07-24,864.0487457838952
2017-07-25,868.5976048411698
2017-07-26,874.3873792851965
2017-07-27,871.2062786005445
2017-07-28,850.6341192802862
2017-07-31,850.9429163084711
2017-08-01,865.5211527712702
2017-08-02,868.1020656674567
2017-08-03,871.5169579049864
2017-08-04,872.3948839784357
2017-08-07,860.2262205564701
2017-08-08,856.1056598242867
2017-08-09,848.58030713996
2017-08-10,844.0516716485126
2017-08-11,832.6861837347632
2017-08-14,833.2515072354105
2017-08-15,812.5061843226267
2017-08-16,821.1163899863001
2017-08-17,798.3636004201252
2017-08-18,802.5599877393457
2017-08-21,796.8994628930855
2017-08-22,801.4854287441744
2017-08-23,808.6248011737913
2017-08-24,805.6117706902367
2017-08-25,803.5971407642851
2017-08-28,785.4300414960223
2017-08-29,766.8077164576065
2017-08-30,775.7752795112388
2017-08-31,768.9916494975228
2017-09-01,769.456147808419
2017-09-04,767.3245114016294
2017-09-05,786.7536787442531
2017-09-06,784.3985122783265
2017-09-07,784.640973090641
2017-09-08,786.2431192735423
2017-09-11,775.3037873330751
2017-09-12,784.4054016809079
2017-09-13,812.4658306645292
2017-09-14,824.6419881677883
2017-09-15,810.996365832483
2017-09-18,821.0018075214374
2017-09-19,822.0183755449925
2017-09-20,827.7028151903581
2017-09-21,818.2375408231758
2017-09-22,821.326885841121
2017-09-25,823.6392669632708
2017-09-26,833.3096939300204
2017-09-27,828.8251375062838
2017-09-28,826.2156917645007
2017-09-29,818.1632551865567
2017-10-02,811.7367486506976
2017-10-03,798.7059391377264
2017-10-04,790.8397953718215
