Date,BOTSWANA
2008-11-25,1000.0
2008-11-26,1007.0078011371148
2008-11-27,1001.5186246818747
2008-11-28,990.0126899587541
2008-12-01,984.1353962581908
2008-12-02,964.2418688065269
2008-12-03,963.0015871401962
2008-12-04,956.3106818224741
2008-12-05,962.4697131283953
2008-12-08,931.9115808192784
2008-12-09,927.7712548859279
2008-12-10,908.7697864288165
2008-12-11,895.6969666992428
2008-12-12,810.3450922421194
2008-12-15,790.4338064440643
2008-12-16,770.1039457498144
2008-12-17,745.5847147126179
2008-12-18,751.5129342579519
2008-12-19,781.2178685185706
2008-12-22,771.1408889133911
2008-12-23,769.5724476934186
2008-12-24,763.1292502221747
2008-12-25,763.1292502221747
2008-12-26,759.4640143896717
2008-12-29,754.3490910668493
2008-12-30,760.9629934780919
2008-12-31,778.4375859265272
2009-01-01,778.4375859265272
2009-01-02,779.2064564666645
2009-01-05,785.2870106231018
2009-01-06,824.2503854612584
2009-01-07,819.7441095266668
2009-01-08,803.5553668280975
2009-01-09,817.8768949127455
2009-01-12,806.4942523209709
2009-01-13,830.8771621970639
2009-01-14,830.6445295757952
2009-01-15,826.2422024277199
2009-01-16,831.2129353254729
2009-01-19,820.9305757956207
2009-01-20,819.2214607353827
2009-01-21,821.661393446108
2009-01-22,827.5270541348922
2009-01-23,819.4291907101256
2009-01-26,809.4906785545437
2009-01-27,817.486986467501
2009-01-28,820.7114552021816
2009-01-29,827.837874812395
2009-01-30,824.9261358363043
2009-02-02,822.3307734157341
2009-02-03,817.2955865073725
2009-02-04,823.4425771798236
2009-02-05,826.3209645823854
2009-02-06,816.9505197086836
2009-02-09,819.9140894605063
2009-02-10,816.7084615720327
2009-02-11,798.5834836504604
2009-02-12,797.8189764911763
2009-02-13,783.8575501605923
2009-02-16,780.5677614685965
2009-02-17,780.2207921285421
2009-02-18,761.7332817733951
2009-02-19,763.7241515111916
2009-02-20,757.8286684631958
2009-02-23,761.7533030683423
2009-02-24,755.2712933460723
2009-02-25,759.54423478487
2009-02-26,756.8726703515348
2009-02-27,760.1559433581517
2009-03-02,746.951679091909
2009-03-03,749.6653639332596
2009-03-04,741.7342781350823
2009-03-05,740.5113548088659
2009-03-06,735.4539201971857
2009-03-09,739.6260315276303
2009-03-10,741.0814052924477
2009-03-11,750.7314062735289
2009-03-12,753.2721137289732
2009-03-13,755.6484671685492
2009-03-16,751.9071414658969
2009-03-17,746.671374337266
2009-03-18,742.9055439587758
2009-03-19,728.5036499918623
2009-03-20,731.6195658851585
2009-03-23,739.946155060939
2009-03-24,740.0993818090082
2009-03-25,732.5951246188931
2009-03-26,730.2315714686981
2009-03-27,731.9398906143631
2009-03-30,730.0263179049798
2009-03-31,737.2361724484708
2009-04-01,739.7815604016464
2009-04-02,734.4371085901403
2009-04-03,742.1431619732349
2009-04-06,750.458756830547
2009-04-07,747.5264976683574
2009-04-08,740.1793291802585
2009-04-09,749.0231940162901
2009-04-10,749.0231940162901
2009-04-13,742.7248646698563
2009-04-14,757.5790827828583
2009-04-15,753.0037183908465
2009-04-16,764.8572683382212
2009-04-17,771.0837268609287
2009-04-20,769.7270310572455
2009-04-21,770.5174642420737
2009-04-22,771.6659964586391
2009-04-23,774.4034962506213
2009-04-24,770.1161293073169
2009-04-27,774.772572335607
2009-04-28,782.3836690915407
2009-04-29,782.8466701552085
2009-04-30,775.7924097774281
2009-05-01,775.6753355437032
2009-05-04,780.4925809386596
2009-05-05,781.8451802361194
2009-05-06,776.8549080777752
2009-05-07,777.4721257449485
2009-05-08,770.092723713013
2009-05-11,761.7446165732446
2009-05-12,761.5524991057293
2009-05-13,760.0984761503722
2009-05-14,764.0467316956834
2009-05-15,763.6814279990285
2009-05-18,768.9518445813382
2009-05-19,769.4124624259889
2009-05-20,765.344821176502
2009-05-21,766.1230343076688
2009-05-22,765.8944910170835
2009-05-25,760.5979060960525
2009-05-26,760.1203296017098
2009-05-27,769.1935088900169
2009-05-28,775.0028475647714
2009-05-29,778.0386795640494
2009-06-01,778.4370295554714
2009-06-02,765.9595195069107
2009-06-03,780.7395678515697
2009-06-04,781.2809961233115
2009-06-05,791.3481877138495
2009-06-08,788.2442008723777
2009-06-09,779.8772250606315
2009-06-10,781.3971750735595
2009-06-11,777.2464357909544
2009-06-12,783.0437720529143
2009-06-15,790.0109805050432
2009-06-16,790.6642014214611
2009-06-17,788.3015550360285
2009-06-18,782.2791675938558
2009-06-19,779.8402867465273
2009-06-22,780.261119358746
2009-06-23,772.5608725081456
2009-06-24,800.5245640932258
2009-06-25,802.729633486202
2009-06-26,806.1243021864541
2009-06-29,812.8247408476841
2009-06-30,831.0634330973295
2009-07-01,824.9176452013085
2009-07-02,823.1572679167941
2009-07-03,817.8432822275953
2009-07-06,819.2688498688789
2009-07-07,824.8781494983406
2009-07-08,817.2035977945902
2009-07-09,818.8098394067575
2009-07-10,822.3143075488646
2009-07-13,819.8442879902362
2009-07-14,821.2680226643109
2009-07-15,818.5922331654652
2009-07-16,820.8551134073327
2009-07-17,820.2298258344737
2009-07-20,814.3432160026272
2009-07-21,812.9745144814514
2009-07-22,835.0513749611713
2009-07-23,838.3422961798108
2009-07-24,845.2995596726131
2009-07-27,855.9015933432792
2009-07-28,854.9691565299092
2009-07-29,854.7348724260416
2009-07-30,871.2991458900588
2009-07-31,861.577015023435
2009-08-03,865.1260585662504
2009-08-04,862.1239506824427
2009-08-05,855.1671984193517
2009-08-06,862.0273182402295
2009-08-07,868.631925254083
2009-08-10,866.829017105775
2009-08-11,871.6424889997007
2009-08-12,868.2016855933117
2009-08-13,875.0908479007063
2009-08-14,873.7917162613512
2009-08-17,881.5392230495097
2009-08-18,884.1649698639892
2009-08-19,884.989475322246
2009-08-20,893.2014026997703
2009-08-21,901.104677671126
2009-08-24,909.5750134544755
2009-08-25,911.8286446888833
2009-08-26,931.7889073129696
2009-08-27,930.1343900345572
2009-08-28,928.9068889588995
2009-08-31,916.9891754932861
2009-09-01,941.2679249765409
2009-09-02,939.1545025558254
2009-09-03,945.5254449208804
2009-09-04,952.3426931123097
2009-09-07,962.051546477589
2009-09-08,950.4968043578015
2009-09-09,949.6101450404017
2009-09-10,947.867345328929
2009-09-11,946.016774639995
2009-09-14,949.8988273102027
2009-09-15,969.3873053210317
2009-09-16,967.0053709663406
2009-09-17,962.0021148680601
2009-09-18,948.350577843779
2009-09-21,931.9021528623139
2009-09-22,948.4673017086727
2009-09-23,943.2182608003402
2009-09-24,950.398623734322
2009-09-25,934.9838300134111
2009-09-28,943.2727032228057
2009-09-29,935.9039353726317
2009-09-30,936.437950919493
2009-10-01,940.6259426046148
2009-10-02,893.9628926244727
