Date,BOSNIA AND HERZEGOVINA
2010-05-26,1000.0
2010-05-27,999.9957550170079
2010-05-28,994.4011705341231
2010-05-31,995.3062394978618
2010-06-01,1012.8062455986488
2010-06-02,1012.8181251525177
2010-06-03,1027.51383998487
2010-06-04,1013.0755338089772
2010-06-07,1042.2522626430261
2010-06-08,1028.153835320343
2010-06-09,1019.3205346808714
2010-06-10,1013.8437765395548
2010-06-11,1013.8249109592847
2010-06-14,1016.3959677300295
2010-06-15,1019.3327901716136
2010-06-16,999.3279303607026
2010-06-17,999.3289139218791
2010-06-18,999.3418613440366
2010-06-21,999.3309449179676
2010-06-22,999.3346288338267
2010-06-23,1013.7018151862221
2010-06-24,1015.7785022488007
2010-06-25,1027.8521537697939
2010-06-28,996.9493835138674
2010-06-29,1046.5253892926692
2010-06-30,1035.249391122699
2010-07-01,1046.8601949728127
2010-07-02,1040.0630904815416
2010-07-05,1012.7200383613645
2010-07-06,1011.2212013883925
2010-07-07,1007.9607237668331
2010-07-08,1010.9144279779305
2010-07-09,1006.6709614035473
2010-07-12,998.0425879637554
2010-07-13,996.6838164016717
2010-07-14,1010.2033117739586
2010-07-15,1010.2079668470413
2010-07-16,1020.9308173603581
2010-07-19,1010.2037456412203
2010-07-20,1024.8502395173132
2010-07-21,1025.159169887669
2010-07-22,1032.6196641489446
2010-07-23,1031.4146349508262
2010-07-26,1031.1041082826864
2010-07-27,1033.6571407521878
2010-07-28,1030.6921387906941
2010-07-29,984.9222256957335
2010-07-30,1007.3635660970838
2010-08-02,997.2385791302
2010-08-03,1005.9055469052313
2010-08-04,1010.9141178557923
2010-08-05,1009.1263272028538
2010-08-06,1009.0801145389332
2010-08-09,1027.8461822405604
2010-08-10,1034.6770725051394
2010-08-11,1041.5183966829636
2010-08-12,1047.178901239027
2010-08-13,1051.6564254632453
2010-08-16,1050.1513030875835
2010-08-17,1053.159360858536
2010-08-18,1047.596389580887
2010-08-19,1047.18266253514
2010-08-20,1046.8711862337543
2010-08-23,1032.2970940999523
2010-08-24,1047.2056726018718
2010-08-25,1045.9975450901757
2010-08-26,1042.9240373139196
2010-08-27,1053.3431568269182
2010-08-30,1051.2872890942895
2010-08-31,1057.1972955375522
2010-09-01,1049.705574746425
2010-09-02,1042.5666773287724
2010-09-03,1017.9542673729612
2010-09-06,1014.8010522978167
2010-09-07,1014.8326070872372
2010-09-08,1004.4086400027032
2010-09-09,1004.3715445057337
2010-09-10,1004.4028188557373
2010-09-13,991.5824304837375
2010-09-14,999.546689514754
2010-09-15,1007.9405678245951
2010-09-16,1002.0110533536129
2010-09-17,997.9992276988838
2010-09-20,992.7142509737848
2010-09-21,991.7690020920768
2010-09-22,991.7472600232653
2010-09-23,949.9610228322653
2010-09-24,925.6581347245894
2010-09-27,926.8759594316203
2010-09-28,951.8490993761891
2010-09-29,972.7755536557102
2010-09-30,980.2516829079814
2010-10-01,988.991985831711
2010-10-04,981.1612776337603
2010-10-05,981.1469780942755
2010-10-06,952.632069150191
2010-10-07,952.6649449445256
2010-10-08,965.5877032113755
2010-10-11,950.2534002730335
2010-10-12,953.68941690938
2010-10-13,966.2012822077701
2010-10-14,981.1069164031705
2010-10-15,974.2649693078458
2010-10-18,966.1863985587074
2010-10-19,966.3185390537532
2010-10-20,975.3866615453882
2010-10-21,985.5247739403826
2010-10-22,982.2430836286935
2010-10-25,976.5798819099341
2010-10-26,994.5471593346997
2010-10-27,987.3756682263589
2010-10-28,996.0747898116136
2010-10-29,1002.0060058158766
2010-11-01,1005.1238918415487
2010-11-02,1009.8246966513767
2010-11-03,1000.4572090395442
2010-11-04,1003.5763858553935
2010-11-05,1009.5572522146654
2010-11-08,1003.5393264854281
2010-11-09,1014.8485475273098
2010-11-10,996.1086653620711
2010-11-11,1000.4376585498517
2010-11-12,997.9437309550174
2010-11-15,997.9343744895474
2010-11-16,997.9356373151356
2010-11-17,997.9232120156811
2010-11-18,1005.7178447710809
2010-11-19,1010.7027210189126
2010-11-22,1003.4169274220319
2010-11-23,1006.1830644084938
2010-11-24,989.8444812114482
2010-11-25,989.8706811835867
2010-11-26,989.8540123394057
2010-11-29,984.5049349755519
2010-11-30,949.9627143217295
2010-12-01,944.4178494239139
2010-12-02,947.5337241045984
2010-12-03,965.5823835034107
2010-12-06,995.493211760366
2010-12-07,996.0917031074644
2010-12-08,965.5692461741216
2010-12-09,978.0027280664777
2010-12-10,980.19536506402
2010-12-13,982.5843703249641
2010-12-14,989.8692716360938
2010-12-15,987.3556994007038
2010-12-16,990.8074919665326
2010-12-17,995.4863975873993
2010-12-20,996.0904273329619
2010-12-21,1003.5542230226102
2010-12-22,993.5929043894322
2010-12-23,990.1431443626626
2010-12-24,991.0628260355469
2010-12-27,982.3734043322115
2010-12-28,1036.209879215007
2010-12-29,1016.9973573165595
2010-12-30,1041.5533441520752
2010-12-31,1019.7035070906609
2011-01-03,1019.7294741826933
2011-01-04,1019.6884438636965
2011-01-05,1004.7793189735361
2011-01-06,1042.2263396289065
2011-01-07,1041.5678745667483
2011-01-10,1042.08537086606
2011-01-11,1027.422758862873
2011-01-12,1035.993488764726
2011-01-13,1027.249898925027
2011-01-14,1057.807100902798
2011-01-17,1070.5840913442128
2011-01-18,1057.1685183054426
2011-01-19,1095.1748494674964
2011-01-20,1086.9999019015868
2011-01-21,1087.6483314268482
2011-01-24,1110.7870493241367
2011-01-25,1118.2590511392814
2011-01-26,1131.1920300778643
2011-01-27,1131.1848222101614
2011-01-28,1126.6125345723335
2011-01-31,1152.2724213457664
2011-02-01,1152.2871970637786
2011-02-02,1164.4103645938133
2011-02-03,1172.9539399733405
2011-02-04,1160.4708679642586
2011-02-07,1157.3674915050474
2011-02-08,1158.1615711709624
2011-02-09,1147.1952028863916
2011-02-10,1159.6442108643232
2011-02-11,1151.4230245184513
2011-02-14,1148.9260594278805
2011-02-15,1163.6702959145637
2011-02-16,1163.727971322684
2011-02-17,1163.7256611619998
2011-02-18,1176.678086584329
2011-02-21,1163.842909871541
2011-02-22,1161.7039089579876
2011-02-23,1151.0347055164086
2011-02-24,1162.200425156326
2011-02-25,1152.4720930672288
2011-02-28,1163.4160280250992
2011-03-01,1163.38255618102
2011-03-02,1163.9836848545312
2011-03-03,1162.6963583070258
2011-03-04,1167.4469739086521
2011-03-07,1163.719431360359
2011-03-08,1156.7965980706686
2011-03-09,1168.9902568945897
2011-03-10,1176.7692249730824
2011-03-11,1177.2729299043933
2011-03-14,1176.064267155869
2011-03-15,1166.8501893193231
2011-03-16,1179.3026894496643
2011-03-17,1186.1813260832978
2011-03-18,1186.958002530851
2011-03-21,1195.169058339561
2011-03-22,1209.8207929087798
2011-03-23,1194.5580200343293
2011-03-24,1179.2990083438672
2011-03-25,1185.543947999583
2011-03-28,1185.5654185145622
2011-03-29,1186.1433599175887
2011-03-30,1214.0370936879856
2011-03-31,1217.1697316453033
2011-04-01,1210.9136907102777
2011-04-04,1197.991951299059
2011-04-05,1194.8767247878227
2011-04-06,1189.3191852688465
2011-04-07,1192.3877430920784
2011-04-08,1188.6857742072482
2011-04-11,1187.4197163242059
2011-04-12,1186.779841320217
2011-04-13,1196.1038423890393
2011-04-14,1205.4731726994235
2011-04-15,1196.1484133943886
2011-04-18,1194.9257764963725
2011-04-19,1166.2237067190415
2011-04-20,1149.7620245868525
2011-04-21,1137.7615627088435
2011-04-22,1159.8001519487086
2011-04-25,1159.8157283638166
2011-04-26,1137.660170660433
2011-04-27,1157.4211421445787
2011-04-28,1173.1277117873171
2011-04-29,1173.122226518361
2011-05-02,1173.1103924277381
2011-05-03,1173.1274418712972
2011-05-04,1173.804740885733
2011-05-05,1173.7889415960183
2011-05-06,1173.7716573901637
2011-05-09,1189.4149609349886
