Date,KAZAKHSTAN
2005-11-30,321.54678506033116
2005-12-01,341.58237501089894
2005-12-02,381.16488198641076
2005-12-05,405.59852826759095
2005-12-06,415.371986780063
2005-12-07,425.1454452925351
2005-12-08,483.7861963673675
2005-12-09,537.540218185964
2005-12-12,508.2198426485476
2005-12-13,517.504628235396
2005-12-14,517.9933011610196
2005-12-15,517.0159553097724
2005-12-16,491.6049631773449
2005-12-19,513.1065719047836
2005-12-20,575.6567063846048
2005-12-21,576.6340522358521
2005-12-22,575.6567063846047
2005-12-23,581.5207814920881
2005-12-26,581.5207814920881
2005-12-27,621.5919613932236
2005-12-28,664.5951788481009
2005-12-29,655.799066186876
2005-12-30,653.8443744843818
2006-01-02,653.8443744843818
2006-01-03,557.0871352109083
2006-01-04,645.0482618231568
2006-01-05,647.0029535256514
2006-01-06,635.2748033106849
2006-01-09,630.388074054449
2006-01-10,635.274803310685
2006-01-11,625.5013447982129
2006-01-12,561.9738644671444
2006-01-13,615.7278862857409
2006-01-16,615.7278862857409
2006-01-17,635.2748033106851
2006-01-18,620.6146155419772
2006-01-19,623.5466530957187
2006-01-20,625.5013447982133
2006-01-23,635.2748033106852
2006-01-24,617.6825779882356
2006-01-25,596.1809692607972
2006-01-26,562.951210318392
2006-01-27,555.1324435084143
2006-01-30,557.0871352109086
2006-01-31,527.7667596734924
2006-02-01,537.5402181859646
2006-02-02,505.28780509480674
2006-02-03,547.3136766984366
2006-02-06,617.6825779882356
2006-02-07,659.7084495918655
2006-02-08,635.2748033106851
2006-02-09,674.3686373605736
2006-02-10,664.5951788481017
2006-02-13,713.462471410462
2006-02-14,695.8702460880125
2006-02-15,701.7343211954956
2006-02-16,729.1000050304174
2006-02-17,752.5563054603505
2006-02-20,752.5563054603505
2006-02-21,864.9510783537794
2006-02-22,899.1581831474318
2006-02-23,908.9316416599039
2006-02-24,885.4753412299708
2006-02-27,811.197056535183
2006-02-28,879.6112661224876
2006-03-01,876.3933458150312
2006-03-02,866.0190176607614
2006-03-03,871.124383446891
2006-03-06,877.0933187387411
2006-03-07,851.1358876803826
2006-03-08,820.5839441042577
2006-03-09,929.084654369821
2006-03-10,925.2541511987048
2006-03-13,911.8182769541879
2006-03-14,890.8598714169528
2006-03-15,890.3042136738087
2006-03-16,886.1834111401947
2006-03-17,773.5112450775727
2006-03-20,761.6340435963325
2006-03-21,763.8726302291617
2006-03-22,763.9826065073156
2006-03-23,796.4251613126363
2006-03-24,798.5435192993098
2006-03-27,889.7705236282716
2006-03-28,908.5583635379783
2006-03-29,905.6490452019292
2006-03-30,953.8605371229521
2006-03-31,961.1663150496162
2006-04-03,954.8006780516461
2006-04-04,1007.094388466787
2006-04-05,989.0694686186432
2006-04-06,984.5959215970853
2006-04-07,1005.0325695197307
2006-04-10,1016.6112341921202
2006-04-11,997.9914168064132
2006-04-12,972.7225972777716
2006-04-13,973.5246129183071
2006-04-14,973.5246129183071
2006-04-17,966.6220971056418
2006-04-18,966.5513315665949
2006-04-19,982.5065490257002
2006-04-20,1018.0977902214762
2006-04-21,1016.9598296146996
2006-04-24,992.3230237611999
2006-04-25,985.6650746940046
2006-04-26,1009.0125993786794
2006-04-27,1002.4677206524634
2006-04-28,1003.3615880795442
2006-05-01,1002.5707598379993
2006-05-02,992.8082115173198
