Date,PAKISTAN GROWTH
2017-06-01,959.8974950659431
2017-06-02,947.3246803338802
2017-06-05,987.6339463777051
2017-06-06,997.3245345398702
2017-06-07,996.1938584753799
2017-06-08,983.7659086398802
2017-06-09,978.0593473729416
2017-06-12,939.7442132016021
2017-06-13,973.632943118632
2017-06-14,967.748848551849
2017-06-15,970.2877222044656
2017-06-16,954.3740371827118
2017-06-19,945.9493966292736
2017-06-20,909.3428679844806
2017-06-21,919.9555951955252
2017-06-22,950.2109864704424
2017-06-23,946.6052751378534
2017-06-26,946.4362686613069
2017-06-27,939.3504701673646
2017-06-28,933.0264086547531
2017-06-29,952.5606470213614
2017-06-30,952.8414923847185
2017-07-03,909.2304017661843
2017-07-04,909.8030785620258
2017-07-05,863.9396624323331
2017-07-06,868.8582582189158
2017-07-07,881.8330798435001
2017-07-10,911.7394807017293
2017-07-11,863.4425467762396
2017-07-12,856.9502382536593
2017-07-13,866.1071294291703
2017-07-14,875.7075648090193
2017-07-17,874.012872455458
2017-07-18,884.1333058633044
2017-07-19,880.1836662842945
2017-07-20,866.9223988471874
2017-07-21,865.9258685723768
2017-07-24,867.7926977096863
2017-07-25,867.0652453172817
2017-07-26,867.172655663574
2017-07-27,859.5886762052755
2017-07-28,835.8954114616586
2017-07-31,813.8766969474848
2017-08-01,802.7091381856826
2017-08-02,818.6016308460735
2017-08-03,821.7888788846525
2017-08-04,828.5689908367353
2017-08-07,818.1812141761836
2017-08-08,811.9542136836982
2017-08-09,800.9755845150848
2017-08-10,798.29097119743
2017-08-11,784.6720448076901
2017-08-14,785.2047707684369
2017-08-15,769.9228621725358
2017-08-16,773.7732703507006
2017-08-17,754.2297789858131
2017-08-18,748.2689168407597
2017-08-21,726.9839452374493
2017-08-22,726.9462734175945
2017-08-23,741.2638563572376
2017-08-24,728.7402137417032
2017-08-25,737.5954972229537
2017-08-28,709.0101422151341
2017-08-29,683.2112368498116
2017-08-30,678.4988808545247
2017-08-31,655.1458263770043
2017-09-01,655.5415577610077
2017-09-04,653.7255007255716
2017-09-05,640.4823996126328
2017-09-06,621.1691158162616
2017-09-07,606.167142790936
2017-09-08,625.648384317785
2017-09-11,636.7409986837177
2017-09-12,652.2928423946083
2017-09-13,678.5795277266773
2017-09-14,694.3637249562624
2017-09-15,708.3211652519473
2017-09-18,701.7450469266729
2017-09-19,699.5670664387685
2017-09-20,692.6904803400763
2017-09-21,685.4265962187251
2017-09-22,680.6859969347452
2017-09-25,687.583875014749
2017-09-26,681.2748446415466
2017-09-27,676.2739793109456
2017-09-28,669.8539052248216
2017-09-29,667.9753786676217
2017-10-02,658.3257236872959
2017-10-03,632.5337043579381
2017-10-04,623.9960935287331
2017-10-05,628.6483387778442
2017-10-06,641.2649892625208
2017-10-09,639.7920391475134
2017-10-10,628.332975359387
2017-10-11,612.9935684082501
2017-10-12,610.5426076966311
2017-10-13,603.7175418017534
2017-10-16,624.0979609699109
2017-10-17,621.064379942923
2017-10-18,625.2176570168865
2017-10-19,640.7551013064639
2017-10-20,651.874945459602
2017-10-23,637.3492526862489
2017-10-24,633.5631491714406
2017-10-25,636.7246675913179
2017-10-26,643.1752839386488
2017-10-27,641.9642685676241
2017-10-30,621.6084956162329
2017-10-31,600.5655371856491
2017-11-01,618.8272288486119
2017-11-02,614.8003945923114
2017-11-03,628.1292026333116
2017-11-06,624.8086028732637
2017-11-07,629.8420418171265
2017-11-08,634.0102489238421
2017-11-09,644.4036056633992
2017-11-10,627.9935134406638
2017-11-13,627.6797633743676
2017-11-14,619.4094943524591
2017-11-15,607.2759761766652
2017-11-16,614.3378417091524
2017-11-17,612.8225278684899
2017-11-20,609.133600071521
2017-11-21,612.6377168484153
2017-11-22,604.2802036682036
2017-11-23,599.5843872785329
2017-11-24,594.3220001409047
2017-11-27,587.0679098447579
2017-11-28,585.6729557823348
2017-11-29,590.1323046806469
2017-11-30,590.4443469241384
2017-12-01,593.280509884967
2017-12-04,599.0419627977852
2017-12-05,592.3890414346141
2017-12-06,593.7446777268713
2017-12-07,574.3259455582831
2017-12-08,584.4449920289828
2017-12-11,567.0351891259252
2017-12-12,557.8758861824284
2017-12-13,557.0420996286939
2017-12-14,551.0107975962728
2017-12-15,546.1748912968817
2017-12-18,539.0982371325453
2017-12-19,539.1986206666571
2017-12-20,548.1414181759907
2017-12-21,559.8835452327239
2017-12-22,575.2924891684279
2017-12-25,575.2924891684279
2017-12-26,566.50762535186
2017-12-27,580.8469838471988
2017-12-28,590.6171769534121
2017-12-29,591.7038020991514
2018-01-01,594.9647264595462
2018-01-02,610.2388295520342
2018-01-03,613.9955549656679
2018-01-04,628.1100378018864
2018-01-05,643.8285207572253
2018-01-08,654.7891549696094
2018-01-09,648.7164724830684
2018-01-10,659.1513458821811
2018-01-11,651.5527525802738
2018-01-12,641.4519126872023
2018-01-15,628.5865684671776
2018-01-16,643.4743615435231
2018-01-17,647.1339689099477
2018-01-18,648.6315613570084
2018-01-19,657.2259770597269
2018-01-22,664.2634314124616
2018-01-23,664.1331991076753
2018-01-24,670.486678842894
2018-01-25,656.2064812659241
2018-01-26,647.5843331275768
