Date,TRINIDAD AND TOBAGO
2008-11-25,1000.0
2008-11-26,1006.2909861513853
2008-11-27,1000.5880025668711
2008-11-28,1014.3898196683382
2008-12-01,1021.0718653682775
2008-12-02,1006.0857429227627
2008-12-03,1010.2960768771447
2008-12-04,994.4186319319051
2008-12-05,1001.9463961511578
2008-12-08,987.8259568927098
2008-12-09,987.604577147216
2008-12-10,981.9088286471501
2008-12-11,961.8485521532875
2008-12-12,949.6052000688585
2008-12-15,928.9919842917419
2008-12-16,916.38091422104
2008-12-17,882.4432983519647
2008-12-18,871.8183201112389
2008-12-19,905.218778736519
2008-12-22,906.2228570566486
2008-12-23,905.3160930565437
2008-12-24,891.5250620694807
2008-12-25,891.5250620694807
2008-12-26,888.431340427093
2008-12-29,875.4740747395301
2008-12-30,876.3518810613455
2008-12-31,909.2593593383035
2009-01-01,909.2593593383035
2009-01-02,909.1049990400753
2009-01-05,930.2105498635268
2009-01-06,947.151023190672
2009-01-07,920.607767716031
2009-01-08,913.3903304223476
2009-01-09,931.0718597093311
2009-01-12,943.8839238596864
2009-01-13,956.4028362114217
2009-01-14,955.1147587246122
2009-01-15,962.3187669088265
2009-01-16,944.8310132474189
2009-01-19,950.5714456372518
2009-01-20,970.8177628453366
2009-01-21,970.3970895605437
2009-01-22,965.2491672603837
2009-01-23,978.8526084934912
2009-01-26,952.0463436122496
2009-01-27,946.5875130806189
2009-01-28,954.9566772113146
2009-01-29,990.2885422967693
2009-01-30,1021.9693798956383
2009-02-02,1018.024433949904
2009-02-03,1007.7054969051002
2009-02-04,1015.8778060351318
2009-02-05,1021.3324269325461
2009-02-06,1018.1067896366905
2009-02-09,999.3096569453193
2009-02-10,1000.3344130952186
2009-02-11,1016.7104559879909
2009-02-12,1024.8457886853994
2009-02-13,1011.2343862915754
2009-02-16,1016.8529990091582
2009-02-17,1032.7746001636103
2009-02-18,1035.1913678100866
2009-02-19,1028.9508563945913
2009-02-20,1034.7072148827401
2009-02-23,1025.364878419936
2009-02-24,1023.9977788604574
2009-02-25,1028.3370049996097
2009-02-26,1027.4335837141462
2009-02-27,1029.172359835703
2009-03-02,1037.6616819977612
2009-03-03,1035.6631093687038
2009-03-04,1037.2963434839808
2009-03-05,1038.186621540182
2009-03-06,1030.4010717185502
2009-03-09,1039.5087849919748
2009-03-10,1028.0848663036786
2009-03-11,1025.5684724966477
2009-03-12,1021.6435585818215
2009-03-13,1016.1052646626366
2009-03-16,1010.2332123775666
2009-03-17,1011.7911894480231
2009-03-18,998.4238416856994
2009-03-19,952.2248394931552
2009-03-20,960.3330003836268
2009-03-23,963.1389035010574
2009-03-24,966.0767193641258
2009-03-25,963.3352385519108
2009-03-26,961.7073606751072
2009-03-27,980.0293820136867
2009-03-30,987.5586492143177
2009-03-31,979.2279593964367
2009-04-01,981.1342866509394
2009-04-02,969.081551155667
2009-04-03,973.8144235143131
2009-04-06,975.7040567715306
2009-04-07,968.1010301291979
2009-04-08,975.814592312304
2009-04-09,973.1917503750202
2009-04-10,973.1917503750202
2009-04-13,965.0084494972093
2009-04-14,969.5945417778508
2009-04-15,977.4046307969754
2009-04-16,976.5153737690697
2009-04-17,986.889002888313
2009-04-20,1001.3698530865476
2009-04-21,997.6039682000198
2009-04-22,988.7100374295658
2009-04-23,985.1616887487887
2009-04-24,968.8650078566998
2009-04-27,980.2548142359642
2009-04-28,987.8417619531956
2009-04-29,969.1581226164611
2009-04-30,968.6051265950167
2009-05-01,967.347335889459
2009-05-04,965.508992796014
2009-05-05,965.3493675651463
2009-05-06,969.0625055039952
2009-05-07,960.2762822977583
2009-05-08,956.1490103040079
2009-05-11,951.2553663222201
2009-05-12,948.6824239007451
2009-05-13,952.048876837003
2009-05-14,947.4994611392971
2009-05-15,943.449285553466
2009-05-18,949.9874270884698
2009-05-19,948.182510762001
2009-05-20,930.5247811824937
2009-05-21,933.111257231419
2009-05-22,908.2617810459649
2009-05-25,908.2337001022397
2009-05-26,909.5612214291863
2009-05-27,916.2541278137577
2009-05-28,919.3378706918113
2009-05-29,891.4592063651446
2009-06-01,891.8476497508865
2009-06-02,882.2288746564915
2009-06-03,886.6343358321757
2009-06-04,887.0258525918262
2009-06-05,901.0605205360878
2009-06-08,909.5841830568327
2009-06-09,903.9379738642571
2009-06-10,898.8264137387702
2009-06-11,891.667233995527
2009-06-12,896.4452172448871
2009-06-15,910.9794795027698
2009-06-16,906.3037051514289
2009-06-17,908.7260961084663
2009-06-18,899.1344435264562
2009-06-19,904.2773879018519
2009-06-22,907.2596118865711
2009-06-23,897.0600852448707
2009-06-24,892.6764624344161
2009-06-25,903.6975602720961
2009-06-26,896.3527048353263
2009-06-29,894.0987990248274
2009-06-30,898.508049367462
2009-07-01,891.4050371301303
2009-07-02,897.6095160833354
2009-07-03,899.5093792966118
2009-07-06,906.7382511425304
2009-07-07,902.8728629944665
2009-07-08,910.3550839883657
2009-07-09,903.3932717895996
2009-07-10,904.5804763731643
2009-07-13,900.2349333080069
2009-07-14,896.8815030111359
2009-07-15,886.7124251925154
2009-07-16,887.551796333925
2009-07-17,885.8683749792472
2009-07-20,880.1307892661188
2009-07-21,882.5851052173639
2009-07-22,884.0570683744189
2009-07-23,875.9608194280314
2009-07-24,878.204711081859
2009-07-27,877.9261160736364
2009-07-28,880.4085972298537
2009-07-29,885.8075961499447
2009-07-30,891.782765511995
2009-07-31,882.4947026198787
2009-08-03,869.4660052763668
2009-08-04,866.9755852521814
2009-08-05,868.9055115594058
2009-08-06,868.2695567166979
2009-08-07,878.3791524866383
2009-08-10,883.9836417578169
2009-08-11,880.7547837255511
2009-08-12,881.7052982230308
2009-08-13,881.8152913275218
2009-08-14,882.4020749772866
2009-08-17,891.1699473807856
2009-08-18,891.5992615839319
2009-08-19,884.3739459093963
2009-08-20,884.4879995092093
2009-08-21,879.0701866723274
2009-08-24,876.7857745557001
2009-08-25,878.0311524592565
2009-08-26,884.1418101234832
2009-08-27,882.7942907004783
2009-08-28,872.9500585179919
2009-08-31,875.8722386379595
2009-09-01,878.7502751476239
2009-09-02,878.9511983421784
2009-09-03,882.0474236064202
2009-09-04,887.3649117830154
2009-09-07,876.6748328018504
2009-09-08,868.6098490952461
2009-09-09,862.6387306816587
2009-09-10,863.5613027212362
2009-09-11,859.7095881417454
2009-09-14,857.6133624403501
2009-09-15,858.2584592247798
2009-09-16,854.4134225656961
2009-09-17,851.9860733172993
2009-09-18,852.948679383404
2009-09-21,854.9295685671777
2009-09-22,847.0694758630956
2009-09-23,848.6232895925208
2009-09-24,853.9422026746355
2009-09-25,854.8722329818163
2009-09-28,856.7847284100109
2009-09-29,860.9604907556336
2009-09-30,859.3292954200133
2009-10-01,859.3200154309033
2009-10-02,855.0282617827821
2009-10-05,855.6495728200547
2009-10-06,848.0808592014691
2009-10-07,857.0393310067055
2009-10-08,852.2791301639144
2009-10-09,846.2952106944987
2009-10-12,842.7700457709124
2009-10-13,841.3831565030341
2009-10-14,832.5166245875869
2009-10-15,829.8771226689959
2009-10-16,835.3537929868262
2009-10-19,830.7592756647103
2009-10-20,829.9630100050879
2009-10-21,831.1782976121801
2009-10-22,830.4134500086092
2009-10-23,828.5818464146441
2009-10-26,834.0024631444104
2009-10-27,838.8688337131425
2009-10-28,840.0209615265245
2009-10-29,841.2974286218613
2009-10-30,837.3571936771958
2009-11-02,832.5592746224692
2009-11-03,840.8458030897108
2009-11-04,830.4016999822585
2009-11-05,830.2737983699213
2009-11-06,829.4289720609256
2009-11-09,822.8107383912155
2009-11-10,814.552220858541
2009-11-11,811.6914080919594
2009-11-12,808.7789854389022
2009-11-13,795.2562195220081
2009-11-16,788.9242448406208
2009-11-17,797.2017916546567
2009-11-18,776.0972431551677
2009-11-19,773.53624071568
2009-11-20,761.7817702853779
2009-11-23,753.5171262484481
2009-11-24,755.2447688407295
2009-11-25,749.8827705251916
2009-11-26,740.4929533102519
2009-11-27,738.9632662552468
2009-11-30,742.2347141100167
2009-12-01,736.1836084663337
2009-12-02,735.2026229430771
2009-12-03,734.133082271823
2009-12-04,749.2560738996192
2009-12-07,753.7462056134564
2009-12-08,736.7672383682959
2009-12-09,763.1546281770595
2009-12-10,766.52297614934
2009-12-11,771.6299910231506
2009-12-14,768.0730492193375
2009-12-15,771.8244948227718
2009-12-16,771.9619014218719
2009-12-17,786.365606965466
2009-12-18,786.3983265982795
2009-12-21,784.3381821819579
2009-12-22,787.1216521943562
2009-12-23,780.4543924807898
2009-12-24,780.4833968626726
2009-12-25,780.4833968626726
2009-12-28,787.7750592717023
2009-12-29,786.6461859334358
2009-12-30,790.6301510798049
2009-12-31,792.2616672237199
2010-01-01,792.2616672237199
2010-01-04,784.1786815746519
2010-01-05,785.7028712269448
2010-01-06,786.1422523761656
2010-01-07,789.8618655094111
2010-01-08,793.2466178629098
2010-01-11,784.004702337817
2010-01-12,781.7693055920902
2010-01-13,779.7805441464434
2010-01-14,782.5040185356831
2010-01-15,788.7646301923277
2010-01-18,789.4224933061205
2010-01-19,793.6946056988802
2010-01-20,801.6082670150828
2010-01-21,805.6921352829144
2010-01-22,803.7422995684204
2010-01-25,801.1772317553615
2010-01-26,806.066971293849
2010-01-27,804.0221574368904
2010-01-28,810.8075753224897
2010-01-29,819.0776393702923
2010-02-01,817.2834977641521
2010-02-02,812.2981063698586
2010-02-03,813.5557452971847
2010-02-04,821.2078360634612
2010-02-05,830.8107373944545
2010-02-08,829.7927588405337
2010-02-09,827.1728186989535
2010-02-10,826.9262387001334
2010-02-11,831.6553867254433
2010-02-12,830.533531711899
2010-02-15,833.2765584495307
2010-02-16,826.7998431178366
2010-02-17,829.6760372331903
2010-02-18,832.670956977495
2010-02-19,830.1598299669855
2010-02-22,840.8067543108234
2010-02-23,843.235045556619
2010-02-24,838.5868874895842
2010-02-25,843.0715871421108
2010-02-26,836.2673675697171
2010-03-01,846.5617074458506
2010-03-02,840.2682655493122
2010-03-03,834.3576015112542
2010-03-04,837.8670590815583
2010-03-05,838.4434705836815
2010-03-08,835.1514790432695
2010-03-09,839.9558838962753
2010-03-10,837.3045890351112
2010-03-11,834.061548465751
2010-03-12,828.6599526128691
2010-03-15,834.9678512961125
2010-03-16,828.6609025978692
2010-03-17,831.3313803673725
2010-03-18,839.5986679581731
