Date,OMAN DOMESTIC
2005-05-31,1033.1583533039886
2005-06-01,1017.620570760825
2005-06-02,998.443194026457
2005-06-03,999.2973638669489
2005-06-06,1023.8385187916953
2005-06-07,1052.2193344603722
2005-06-08,1056.7598657315164
2005-06-09,1059.4146016695506
2005-06-10,1065.5320710130748
2005-06-13,1086.7999468623468
2005-06-14,1101.226660043294
2005-06-15,1133.3946087176184
2005-06-16,1177.0203111859819
2005-06-17,1162.9697845980947
2005-06-20,1199.3248767523273
2005-06-21,1181.2126153460383
2005-06-22,1191.1341657198432
2005-06-23,1207.82338403178
2005-06-24,1204.332739858165
2005-06-27,1198.6699776650908
2005-06-28,1186.2740186226251
2005-06-29,1173.930830282512
2005-06-30,1159.1028634144054
2005-07-01,1172.565599826739
2005-07-04,1154.8858962112292
2005-07-05,1161.1996674144027
2005-07-06,1172.6427178256547
2005-07-07,1169.2753586412166
2005-07-08,1171.039045443541
2005-07-11,1153.1612363350039
2005-07-12,1138.4315377343744
2005-07-13,1149.3254691927227
2005-07-14,1149.896164063783
2005-07-15,1155.7208405020551
2005-07-18,1135.008622600821
2005-07-19,1146.6700284648261
2005-07-20,1149.363348130728
2005-07-21,1133.8140721600726
2005-07-22,1134.2820295962688
2005-07-25,1113.273897049604
2005-07-26,1109.3998459495945
2005-07-27,1118.2559646792788
2005-07-28,1116.9219637024455
2005-07-29,1111.1288476843947
2005-08-01,1113.9194067382152
2005-08-02,1113.9194067382152
2005-08-03,1063.8393819199443
2005-08-04,1029.949271342253
2005-08-05,1032.620669654954
2005-08-08,1091.506559145526
2005-08-09,1123.398385909124
2005-08-10,1105.421049702051
2005-08-11,1094.8688022734614
2005-08-12,1095.573322717313
2005-08-15,1099.250161808022
2005-08-16,1098.9752254437997
2005-08-17,1097.7900328307937
2005-08-18,1092.6256667163332
2005-08-19,1095.2726657755177
2005-08-22,1110.645091205436
2005-08-23,1117.6763674542958
2005-08-24,1104.8110853423102
2005-08-25,1101.3924770780402
2005-08-26,1097.6944733980454
2005-08-29,1101.8563066514935
2005-08-30,1107.8683073766967
2005-08-31,1097.313472325243
2005-09-01,1082.6770035244456
2005-09-02,1075.6878154562662
2005-09-05,1059.4112160071902
2005-09-06,1053.6346802934343
2005-09-07,1055.7954281960633
2005-09-08,1062.7983082597784
2005-09-09,1061.430100275536
2005-09-12,1072.7853456835035
2005-09-13,1070.433469229485
2005-09-14,1061.710726921411
2005-09-15,1064.2181920864743
2005-09-16,1064.3053052688167
2005-09-19,1069.1192188994853
2005-09-20,1064.2576664649823
2005-09-21,1052.3841416783216
2005-09-22,1049.2433304400392
2005-09-23,1055.8940152340292
2005-09-26,1044.9583644511074
2005-09-27,1058.7297702075887
2005-09-28,1077.9948459392097
2005-09-29,1084.2224378450649
2005-09-30,1080.1756572949032
2005-10-03,1100.8103086544356
2005-10-04,1116.820984295497
2005-10-05,1111.7465215828765
2005-10-06,1083.885161003379
2005-10-07,1085.4954893346953
2005-10-10,1097.547784385321
2005-10-11,1101.7077140025008
2005-10-12,1098.3335068143572
2005-10-13,1102.6416506169026
2005-10-14,1090.0358559200977
2005-10-17,1121.887291123488
2005-10-18,1139.0460526152071
2005-10-19,1127.22161186712
