Date,PAKISTAN
2000-12-29,100.0
2001-01-01,101.07467778477198
2001-01-02,98.60691362941657
2001-01-03,101.27820015822715
2001-01-04,100.33696722082163
2001-01-05,98.75447239451802
2001-01-08,99.5700848125656
2001-01-09,101.34243871006873
2001-01-10,101.47203973595644
2001-01-11,98.62627179308467
2001-01-12,95.8645145055245
2001-01-15,94.476430408639
2001-01-16,95.37062977397157
2001-01-17,96.51837002935115
2001-01-18,93.92370609087256
2001-01-19,95.5743424917177
2001-01-22,97.2515524162478
2001-01-23,97.21041356700019
2001-01-24,97.9709009300516
2001-01-25,96.09329296162237
2001-01-26,94.56492385426735
2001-01-29,94.33910653907385
2001-01-30,95.87374661709892
2001-01-31,97.13088516707992
2001-02-01,95.62226837425303
2001-02-02,97.6327448227529
2001-02-05,97.0485748053171
2001-02-06,97.93712919809839
2001-02-07,98.32642658279843
2001-02-08,99.81650823594168
2001-02-09,99.69077696459867
2001-02-12,100.90469826086422
2001-02-13,100.72424754083943
2001-02-14,103.04390962353365
2001-02-15,102.72627919222617
2001-02-16,102.06157245426867
2001-02-19,100.82016568999947
2001-02-20,99.6683987538952
2001-02-21,99.05611308818605
2001-02-22,97.6292173103484
2001-02-23,95.49997348796934
2001-02-26,94.54896965732132
2001-02-27,94.53609544234524
2001-02-28,93.61330249518099
2001-03-01,93.25556746160761
2001-03-02,92.86634115444437
2001-03-05,93.51610565121929
2001-03-06,93.29809173351804
2001-03-07,95.02594032827676
2001-03-08,93.34109053416925
2001-03-09,92.03553083872272
2001-03-12,91.51086461735285
2001-03-13,92.63751789379708
2001-03-14,92.70234392015449
2001-03-15,92.63454973213344
2001-03-16,93.59538225801609
2001-03-19,93.14435633483004
2001-03-20,92.97426526918915
2001-03-21,92.39067822897015
2001-03-22,91.39996825311987
2001-03-23,90.79129970844815
2001-03-26,88.65910926234356
2001-03-27,90.2232766655934
2001-03-28,90.43198158616656
2001-03-29,89.66080941518301
2001-03-30,89.66255100216163
2001-04-02,90.3504651719569
2001-04-03,88.56531719706979
2001-04-04,87.23381980388497
2001-04-05,87.62298008313688
2001-04-06,86.80201237026463
2001-04-09,88.21291256459722
2001-04-10,91.0066024239373
2001-04-11,91.21113335669534
2001-04-12,92.1799804932858
2001-04-13,93.82976831210432
2001-04-16,94.57653280794446
2001-04-17,94.81795991240361
2001-04-18,95.12848330170748
2001-04-19,92.25515648394153
2001-04-20,92.78025828002393
2001-04-23,93.41782616747399
2001-04-24,92.36716786937608
2001-04-25,92.41040653472551
2001-04-26,92.32102500907607
2001-04-27,91.73076825032567
2001-04-30,92.6045900893689
2001-05-01,92.11624049787376
2001-05-02,92.71837123521163
2001-05-03,92.14680334635881
2001-05-04,91.90456958821552
2001-05-07,92.79001966422243
2001-05-08,91.85352558685435
2001-05-09,91.24276110292269
2001-05-10,91.1317036334762
2001-05-11,91.748229523668
2001-05-14,90.9227483031333
2001-05-15,90.11923840674287
2001-05-16,91.79455214060337
2001-05-17,92.50872520633789
2001-05-18,92.07464479311493
2001-05-21,92.47698334051502
2001-05-22,91.9738322397096
2001-05-23,91.11488345710333
2001-05-24,92.63896017381073
2001-05-25,91.7706985549295
2001-05-28,91.69668862117874
2001-05-29,92.33544241798421
2001-05-30,92.27274871838806
