Date,BAHRAIN DOMESTIC
2005-05-31,1157.0967364593641
2005-06-01,1162.3651018875887
2005-06-02,1157.0503607212634
2005-06-03,1158.0402192610093
2005-06-06,1147.2006370145327
2005-06-07,1140.254729944949
2005-06-08,1140.2435907001664
2005-06-09,1153.290565411113
2005-06-10,1159.9501108496597
2005-06-13,1154.9841760988993
2005-06-14,1151.6825626046655
2005-06-15,1145.595797337173
2005-06-16,1144.5691351314492
2005-06-17,1130.9059902290173
2005-06-20,1137.5709191581525
2005-06-21,1136.3928197060036
2005-06-22,1137.1241228957756
2005-06-23,1148.3881979596729
2005-06-24,1144.9206128152712
2005-06-27,1134.7274822576574
2005-06-28,1141.8787397675815
2005-06-29,1143.1999396731155
2005-06-30,1149.8286505370668
2005-07-01,1163.1836689138913
2005-07-04,1176.6778113928526
2005-07-05,1172.3700807943312
2005-07-06,1147.1468326017184
2005-07-07,1155.8874405690917
2005-07-08,1157.6309335870865
2005-07-11,1136.2738768214356
2005-07-12,1124.0724031656625
2005-07-13,1137.740445968741
2005-07-14,1142.1732374796545
2005-07-15,1147.9587942565913
2005-07-18,1136.8028655156943
2005-07-19,1133.0086177990906
2005-07-20,1119.5011388407622
2005-07-21,1122.7790602764553
2005-07-22,1123.2424632482148
2005-07-25,1113.5998326807012
2005-07-26,1112.5395351764607
2005-07-27,1091.2399863409892
2005-07-28,1070.1388129209254
2005-07-29,1064.5883461021695
2005-08-01,1037.8677675426545
2005-08-02,1037.8677675426545
2005-08-03,1021.365380469979
2005-08-04,1000.0153090908686
2005-08-05,1002.6090671367375
2005-08-08,975.3360324929037
2005-08-09,973.3778315471592
2005-08-10,971.5746505546314
2005-08-11,967.0840318168882
2005-08-12,967.7063259857628
2005-08-15,925.0236827379548
2005-08-16,924.7754338061452
2005-08-17,930.353247862274
2005-08-18,940.3942954380014
2005-08-19,942.7949396640136
2005-08-22,935.0929746052889
2005-08-23,937.3150990993731
2005-08-24,932.4304612469006
2005-08-25,929.7747208275134
2005-08-26,926.5325918897861
2005-08-29,945.2000742207016
2005-08-30,966.2898709639296
2005-08-31,989.0872868239217
2005-09-01,978.3628427012393
2005-09-02,972.0470514871488
2005-09-05,975.9073069751527
2005-09-06,976.6891207516726
2005-09-07,983.9958274668809
2005-09-08,997.1721365311581
2005-09-09,995.8884132995131
2005-09-12,1009.2109460663842
2005-09-13,1007.5354194088372
2005-09-14,1020.4605699782194
2005-09-15,1026.8594411425004
2005-09-16,1026.943496268039
2005-09-19,1023.4248036787404
2005-09-20,1004.5532742695009
2005-09-21,990.9573782424243
2005-09-22,983.9235006129841
2005-09-23,990.160152182865
2005-09-26,989.4418485332668
2005-09-27,979.0224886432878
2005-09-28,978.1699331838905
2005-09-29,1010.111839760063
2005-09-30,1006.3416715695267
2005-10-03,1056.1959669050339
2005-10-04,1064.345531174073
2005-10-05,1062.21764322159
2005-10-06,1050.4761626716115
2005-10-07,1051.6182737496595
2005-10-10,1055.0857229760056
2005-10-11,1057.0839469067566
2005-10-12,1054.959242872012
2005-10-13,1065.3006495991367
2005-10-14,1053.1217506144064
2005-10-17,1054.9865784486885
2005-10-18,1060.6959878084
2005-10-19,1057.6904157009053
2005-10-20,1047.477167518259
2005-10-21,1044.4259669137778
2005-10-24,1033.0150281800156
2005-10-25,1022.0043681264514
2005-10-26,1020.3987181836732
2005-10-27,1010.4487224347699
2005-10-28,1014.2064343069708
2005-10-31,1021.7880009971194
2005-11-01,1015.849682579792
2005-11-02,1014.3169946472586
2005-11-03,1019.4287129459807
2005-11-04,1035.8164573471452
2005-11-07,1037.6227647561573
2005-11-08,1026.6410539599437
2005-11-09,1023.7314746503172
2005-11-10,1012.5886369902097
2005-11-11,1016.6747796357265
2005-11-14,1026.2401133187623
2005-11-15,1037.7487102682571
2005-11-16,1050.5724670375992
2005-11-17,1048.1905497474097
2005-11-18,1049.9813335850167
2005-11-21,1037.3135379885427
2005-11-22,1028.5217160306809
2005-11-23,1024.6383698074037
2005-11-24,1020.724784282248
2005-11-25,1025.5097715514169
2005-11-28,1018.1580212995717
2005-11-29,1002.7807598819128
2005-11-30,1000.0
2005-12-01,985.4453148392714
2005-12-02,987.4350111628466
2005-12-05,974.6538766304434
2005-12-06,987.1735656429877
2005-12-07,989.9536777633142
2005-12-08,978.7500384476782
2005-12-09,978.0883576002891
2005-12-12,963.4714964887567
2005-12-13,961.7793529558437
2005-12-14,944.7595949971666
2005-12-15,949.9591651987433
2005-12-16,945.4489263568519
2005-12-19,948.1388726505218
2005-12-20,956.3275085990152
2005-12-21,964.9930921894359
2005-12-22,959.308322644369
2005-12-23,959.0658383398709
2005-12-26,951.0993865221956
2005-12-27,951.063616107355
2005-12-28,944.8993851208407
2005-12-29,954.6764518879622
2005-12-30,958.6018308813553
2006-01-02,949.3752721977124
2006-01-03,920.9180894659984
2006-01-04,916.8235321734726
2006-01-05,917.6197322997922
2006-01-06,913.5402472181482
2006-01-09,915.6997841032596
2006-01-10,916.1549975507612
2006-01-11,913.9589819348606
2006-01-12,918.5141623075059
2006-01-13,915.6997841032596
2006-01-16,921.0099883316482
2006-01-17,925.2083679560518
2006-01-18,926.0482347732434
2006-01-19,931.1632767127456
2006-01-20,932.818643874092
2006-01-23,919.8958533076433
2006-01-24,1032.5807885801144
2006-01-25,1020.4980805670077
2006-01-26,1021.4154585828089
2006-01-27,1030.88352920371
2006-01-30,1048.0122112353197
2006-01-31,1042.8770118143773
2006-02-01,1050.0277593355943
2006-02-02,1045.207643104535
2006-02-03,1052.7850827903892
2006-02-06,1050.8863061477025
2006-02-07,1048.063188141979
2006-02-08,1048.2385888679976
2006-02-09,1048.1508811669669
2006-02-10,1051.6706759238555
2006-02-13,1034.4987636402677
2006-02-14,1023.3546398985569
2006-02-15,997.3980104520617
2006-02-16,1002.1714343975235
2006-02-17,998.9285221452692
2006-02-20,1004.5346682679192
2006-02-21,1012.2028460244891
2006-02-22,1021.7173724631806
2006-02-23,1011.7870100333029
2006-02-24,1016.3052483559014
2006-02-27,1053.5552538195484
2006-02-28,1038.1740605994958
2006-03-01,1027.7990666608464
2006-03-02,1026.469498666465
2006-03-03,1024.0766962718712
2006-03-06,1012.493290306479
2006-03-07,1028.077552128909
2006-03-08,1022.2376822101951
2006-03-09,1017.2408266545458
2006-03-10,1020.5730108023729
2006-03-13,1004.200311884077
2006-03-14,977.2996061947479
2006-03-15,948.1621850004659
2006-03-16,924.7496972925109
2006-03-17,923.2131452829905
2006-03-20,935.5971305571801
2006-03-21,939.2406651535774
2006-03-22,940.8571206281739
2006-03-23,930.9159108909347
2006-03-24,928.5912363725405
2006-03-27,913.6201998630976
2006-03-28,904.4786629472097
2006-03-29,922.051344457471
2006-03-30,916.814554323535
2006-03-31,919.844970567219
2006-04-03,932.633237963471
2006-04-04,928.6251912324623
2006-04-05,934.761255014837
2006-04-06,940.194083402998
2006-04-07,949.1103834772845
2006-04-10,951.2047586874806
2006-04-11,948.6967451282416
2006-04-12,948.1611863127871
2006-04-13,947.4133214716528
2006-04-14,947.4133214716528
2006-04-17,932.9036854979249
2006-04-18,932.6802674976341
2006-04-19,925.041929976674
2006-04-20,918.8290861756975
2006-04-21,916.4460954752377
2006-04-24,893.8122715670615
2006-04-25,860.0087778902216
2006-04-26,858.863693196882
2006-04-27,857.8616654232812
2006-04-28,853.9797843508304
2006-05-01,844.5700339864707
2006-05-02,843.355205241013
2006-05-03,839.7050869698281
2006-05-04,837.1306476405007
2006-05-05,833.7791020872827
2006-05-08,824.7491218094311
2006-05-09,819.9610316430399
2006-05-10,819.024002677337
2006-05-11,818.0169175984995
2006-05-12,814.0800226719628
2006-05-15,821.1472722159477
2006-05-16,823.9653694731594
2006-05-17,826.1911916210324
2006-05-18,821.3610852136327
2006-05-19,828.1489262232293
2006-05-22,819.0948613462061
2006-05-23,816.1771414383031
2006-05-24,819.3583102942195
2006-05-25,818.4294174479354
2006-05-26,822.2254424178209
2006-05-29,819.362879037809
2006-05-30,810.6623860369946
2006-05-31,812.2495876077319
2006-06-01,816.0960123222881
2006-06-02,808.9956835348277
2006-06-05,812.7252146330637
2006-06-06,822.901259206847
2006-06-07,824.9078732440245
2006-06-08,848.5371889906693
2006-06-09,848.0003737194721
2006-06-12,855.2680892099543
2006-06-13,859.6708308537682
2006-06-14,855.4034475016928
2006-06-15,852.8771421096536
2006-06-16,851.7300309568498
2006-06-19,843.3867503845307
2006-06-20,841.8265126514467
2006-06-21,833.9354734411952
2006-06-22,834.7873848849163
2006-06-23,838.6556921851458
2006-06-26,830.9861078145638
2006-06-27,828.5922155552482
2006-06-28,833.4076234324524
2006-06-29,836.97874481448
2006-06-30,820.7451602750056
2006-07-03,816.1033726617519
2006-07-04,814.9699320927643
2006-07-05,826.2433791648434
2006-07-06,822.2977227804181
2006-07-07,817.8086730167504
2006-07-10,827.3361111881649
2006-07-11,825.4245750643362
2006-07-12,832.7626673133055
2006-07-13,843.3707519074624
2006-07-14,847.3090853882128
2006-07-17,851.8669981333995
2006-07-18,855.3373167421078
2006-07-19,848.7609375871476
2006-07-20,842.3092007882263
2006-07-21,839.6534353658063
2006-07-24,838.6386933635382
2006-07-25,835.6108343217359
2006-07-26,839.0031632977224
2006-07-27,834.1747718844446
2006-07-28,832.083698859471
2006-07-31,833.5590196989168
2006-08-01,833.3385319784621
2006-08-02,829.1932085578878
2006-08-03,829.3252766208683
2006-08-04,822.7328658369187
2006-08-07,829.7088349934722
2006-08-08,831.1307313416598
2006-08-09,830.9044532868505
2006-08-10,846.5483128656338
2006-08-11,847.1451508128972
2006-08-14,848.4649449282086
2006-08-15,858.0633395494476
2006-08-16,884.4783873151164
2006-08-17,937.8424315096186
2006-08-18,940.8782304962144
2006-08-21,895.3610252176563
2006-08-22,898.191133994962
2006-08-23,932.2881804586151
2006-08-24,933.5390864463914
2006-08-25,937.0545515661835
2006-08-28,930.1125359404283
2006-08-29,930.0453940793891
2006-08-30,935.7518886163547
2006-08-31,945.0647632422102
2006-09-01,944.8433242380531
2006-09-04,952.1971322066465
2006-09-05,954.1149523913805
2006-09-06,958.9915970253694
2006-09-07,961.6335991881631
2006-09-08,966.4157688806174
2006-09-11,991.1536827107383
2006-09-12,997.1415883926264
2006-09-13,998.8245715015266
2006-09-14,991.9718560480418
2006-09-15,999.7348072158817
2006-09-18,991.7612098386895
2006-09-19,988.881492302495
2006-09-20,995.0555996289221
2006-09-21,989.8790606860903
2006-09-22,983.5775458689907
2006-09-25,996.0901857812702
2006-09-26,997.1008183662001
2006-09-27,994.4602569661945
2006-09-28,991.8718958677039
2006-09-29,993.516206885128
2006-10-02,988.2854832546311
2006-10-03,985.9616343355383
2006-10-04,989.0220959399942
2006-10-05,984.5892720640866
2006-10-06,992.5683056119782
2006-10-09,987.1502160194277
2006-10-10,1002.6948882426465
2006-10-11,1002.5683135953545
2006-10-12,998.7006890381502
2006-10-13,1002.017834869923
2006-10-16,994.2708546025599
2006-10-17,989.7253814654199
2006-10-18,993.9539117787804
2006-10-19,994.8693458512645
2006-10-20,994.3167941457099
2006-10-23,1002.2448713839246
2006-10-24,1002.5644010922526
2006-10-25,999.298848723253
2006-10-26,993.5508451716993
2006-10-27,989.3341009079927
2006-10-30,988.8671092203354
2006-10-31,990.940885430453
2006-11-01,980.6947560749959
2006-11-02,981.3058463892853
2006-11-03,986.2496472448692
2006-11-06,978.9318471667483
2006-11-07,970.2115512620742
2006-11-08,967.9434542418767
2006-11-09,966.4872404002118
2006-11-10,961.5268486379804
2006-11-13,963.5520600339466
2006-11-14,956.3524560488701
2006-11-15,953.6806447957848
2006-11-16,952.7604803866238
2006-11-17,951.2007087952678
2006-11-20,947.9375494223824
2006-11-21,947.1985032683871
2006-11-22,938.1526672243951
2006-11-23,932.6900516328085
2006-11-24,922.5741847371153
2006-11-27,923.3534088481375
2006-11-28,920.76425127711
2006-11-29,916.7599765173794
2006-11-30,907.3736782616534
2006-12-01,901.930320737681
2006-12-04,895.64456349793
2006-12-05,888.65733380742
2006-12-06,889.1145713758002
2006-12-07,894.1945665606469
2006-12-08,892.7845357066748
2006-12-11,902.3046851432014
2006-12-12,899.5006927374982
2006-12-13,903.5003765351496
2006-12-14,902.6608509784103
2006-12-15,908.2466662447881
2006-12-18,909.8453861256767
2006-12-19,904.8041445188221
2006-12-20,904.1465763499078
2006-12-21,907.0914039518713
2006-12-22,907.7119674147245
2006-12-25,905.725129161604
2006-12-26,904.2534312729053
2006-12-27,904.8150343259348
2006-12-28,925.4063760592421
2006-12-29,922.388708431703
2007-01-01,922.388708431703
2007-01-02,916.0669330622972
2007-01-03,924.3815431073015
2007-01-04,930.842694942125
2007-01-05,937.8159598490992
2007-01-08,930.4154265898363
2007-01-09,932.1914421829936
2007-01-10,935.1390460441806
2007-01-11,938.2288011648484
2007-01-12,935.1817793478044
2007-01-15,932.7747417134601
2007-01-16,932.6937522446352
2007-01-17,933.9791232009478
2007-01-18,928.0061363488385
2007-01-19,928.3645921162877
2007-01-22,924.7722078494386
2007-01-23,915.8714805408451
2007-01-24,899.8274005760101
2007-01-25,900.0653174796635
2007-01-26,905.0871860416794
2007-01-29,904.6176958748481
2007-01-30,903.1514841962797
2007-01-31,854.2333526568856
2007-02-01,872.7921346090076
2007-02-02,876.0210854326408
2007-02-05,875.1972005572705
2007-02-06,869.3480521690808
2007-02-07,861.727727001982
2007-02-08,860.8917222849713
2007-02-09,863.5191528970724
2007-02-12,864.5803115472785
2007-02-13,865.0894129813192
2007-02-14,855.7202930816791
2007-02-15,856.9806671443713
2007-02-16,858.2867912322268
2007-02-19,866.1317737926154
2007-02-20,865.6139315044144
2007-02-21,876.8961500380796
2007-02-22,872.7571278116696
2007-02-23,868.8462425695105
2007-02-26,868.3812279828877
2007-02-27,859.4982160578467
2007-02-28,858.3138058762231
2007-03-01,865.2998298268725
2007-03-02,864.8399658167913
2007-03-05,862.5787107901584
2007-03-06,861.5704856894446
2007-03-07,849.1807806379921
2007-03-08,850.025580233676
2007-03-09,850.8034280212844
2007-03-12,848.2493265215134
2007-03-13,845.3236855748347
2007-03-14,842.554846356833
2007-03-15,844.8956804015197
2007-03-16,841.1494777829731
2007-03-19,838.4328670697328
2007-03-20,848.2028617947361
2007-03-21,845.1985827555775
2007-03-22,845.7884458339016
2007-03-23,849.4128446921155
2007-03-26,830.2927715054321
2007-03-27,832.6256986472325
2007-03-28,860.4367584929599
2007-03-29,854.945652011575
2007-03-30,856.3586260824351
2007-04-02,847.2493480250575
2007-04-03,843.3525027810208
2007-04-04,844.4082782703978
2007-04-05,841.5432318440907
2007-04-06,841.5432318440907
2007-04-09,836.3591761237718
2007-04-10,833.8176975753086
2007-04-11,835.7162427307317
2007-04-12,832.5960480539256
2007-04-13,831.633601754654
2007-04-16,826.9397164444065
2007-04-17,821.580853809178
2007-04-18,818.4766049763583
2007-04-19,815.5991938373767
2007-04-20,816.4391827080665
2007-04-23,833.9702855234884
2007-04-24,822.2497635480865
2007-04-25,819.046738594338
2007-04-26,817.8862643518736
2007-04-27,814.8318800307119
2007-04-30,808.1352798333875
2007-05-01,811.1665672434933
2007-05-02,814.339870012522
2007-05-03,824.7982024644264
2007-05-04,823.4627426333892
2007-05-07,818.351742839531
2007-05-08,824.0142676564178
2007-05-09,828.7409850848871
2007-05-10,830.6176438445904
2007-05-11,830.0341076925087
2007-05-14,866.2131191867713
2007-05-15,861.1951268166208
2007-05-16,839.1805158405097
2007-05-17,852.5405257309908
2007-05-18,852.3509950646309
2007-05-21,857.3493947815231
2007-05-22,861.1909338382036
2007-05-23,872.4460782532708
2007-05-24,896.8078275665549
2007-05-25,895.4082835262103
2007-05-28,911.6161537267541
2007-05-29,913.7729980477365
2007-05-30,924.6189416115845
2007-05-31,928.5238096441825
2007-06-01,931.060970620309
2007-06-04,929.3755097956648
2007-06-05,916.5576535952241
2007-06-06,919.9518298762868
2007-06-07,923.2433860037494
2007-06-08,930.0850413961198
