Date,CHINA A RMB VALUE WEIGHTED
2010-08-02,1433.8354275946376
2010-08-03,1403.50157739682
2010-08-04,1413.100177240556
2010-08-05,1393.4234690164997
2010-08-06,1400.3396007927809
2010-08-09,1409.099726007477
2010-08-10,1386.3212292356516
2010-08-11,1410.4550319329678
2010-08-12,1394.9772118275666
2010-08-13,1418.2085174166207
2010-08-16,1439.8238327480528
2010-08-17,1447.2322795415778
2010-08-18,1444.9357403162248
2010-08-19,1457.424487165121
2010-08-20,1454.4826858520328
2010-08-23,1451.9792588413989
2010-08-24,1454.260526435542
2010-08-25,1425.4355034715263
2010-08-26,1414.958478248873
2010-08-27,1420.200725891572
2010-08-30,1444.2000680495007
2010-08-31,1428.815489309936
2010-09-01,1409.7468802091673
2010-09-02,1424.4977159915059
2010-09-03,1415.472975871402
2010-09-06,1451.6142434176322
2010-09-07,1471.502137565337
2010-09-08,1459.662648903215
2010-09-09,1432.9714938710208
2010-09-10,1434.4114535564158
2010-09-13,1429.2793731745824
2010-09-14,1419.9639507331174
2010-09-15,1392.8825435007634
2010-09-16,1363.3804902633042
2010-09-17,1367.373344995442
2010-09-20,1362.8807939896199
2010-09-21,1363.682616881176
2010-09-22,1335.3138699021024
2010-09-23,1343.1757268575748
2010-09-24,1328.922674843577
2010-09-27,1345.5103078590373
2010-09-28,1323.6209019737867
2010-09-29,1322.6190134298242
2010-09-30,1341.197898402463
2010-10-01,1331.9778641101682
2010-10-04,1338.3060124248386
2010-10-05,1323.0271114556472
2010-10-06,1318.264423412681
2010-10-07,1313.441677772708
2010-10-08,1364.170423705282
2010-10-11,1419.105985959714
2010-10-12,1439.5316065685427
2010-10-13,1448.2876096630844
2010-10-14,1452.99568876542
2010-10-15,1521.0375927520781
2010-10-18,1526.9898629531933
2010-10-19,1568.5035708558053
2010-10-20,1543.6991140057974
2010-10-21,1523.0999721640358
2010-10-22,1524.966115760173
2010-10-25,1558.4562828446708
2010-10-26,1558.7662937236373
2010-10-27,1540.442206478572
2010-10-28,1524.0148962427747
2010-10-29,1512.8345793984263
2010-11-01,1546.2377066090605
2010-11-02,1531.9393574331905
2010-11-03,1524.2970276600802
2010-11-04,1525.1878041484038
2010-11-05,1563.3498886424522
2010-11-08,1585.9564922566194
2010-11-09,1571.5242682107814
2010-11-10,1576.6575319194794
2010-11-11,1598.6891490703042
2010-11-12,1500.2737565259379
2010-11-15,1516.5502858389664
2010-11-16,1464.2201799471866
2010-11-17,1444.5970695300437
2010-11-18,1455.7813853663874
2010-11-19,1454.074377678529
2010-11-22,1449.5013775606574
2010-11-23,1436.9216748314059
2010-11-24,1455.9887460222903
2010-11-25,1480.9542846970137
2010-11-26,1477.7941526111508
2010-11-29,1487.9311250783887
2010-11-30,1472.1825525203312
2010-12-01,1470.7237388704154
2010-12-02,1468.9403030805538
2010-12-03,1448.1030739735402
2010-12-06,1472.9301297205118
2010-12-07,1475.2621557460411
2010-12-08,1470.9572693530138
2010-12-09,1462.8966329864927
2010-12-10,1472.1312072906378
2010-12-13,1495.104418435803
2010-12-14,1498.1571890211608
2010-12-15,1493.6978611200573
2010-12-16,1498.255436688464
2010-12-17,1502.0714966397286
2010-12-20,1481.1871097027054
2010-12-21,1516.7107696637074
2010-12-22,1508.9100932104086
2010-12-23,1506.9182609032785
2010-12-24,1499.6185233275469
2010-12-27,1469.822827920041
2010-12-28,1449.0912961981235
2010-12-29,1453.6106316836724
2010-12-30,1441.8321856414861
2010-12-31,1451.795111177018
2011-01-03,1457.6079414754738
2011-01-04,1487.3930293797703
2011-01-05,1499.5429794643924
2011-01-06,1503.571134171068
2011-01-07,1525.2024932672362
2011-01-10,1504.7965922087249
2011-01-11,1526.9318921510835
2011-01-12,1527.039851810717
2011-01-13,1494.9206344839035
2011-01-14,1478.450961912011
2011-01-17,1437.2488355020866
2011-01-18,1429.1536907986713
2011-01-19,1444.4823360195585
2011-01-20,1412.6410098013016
2011-01-21,1422.2488375817982
2011-01-24,1409.8674227459767
2011-01-25,1407.055371512321
2011-01-26,1421.368250085349
2011-01-27,1434.7298128496268
2011-01-28,1442.7143738391965
2011-01-31,1445.2879074553725
2011-02-01,1436.613477200947
2011-02-02,1434.8448893877514
2011-02-03,1453.5817678494213
2011-02-04,1461.8395364877867
2011-02-07,1463.026883080223
2011-02-08,1449.2227236362976
2011-02-09,1429.9006756209587
2011-02-10,1463.6613734922664
2011-02-11,1472.4842575184766
2011-02-14,1526.5348398964838
2011-02-15,1520.2463256129272
2011-02-16,1529.2983907167898
2011-02-17,1520.3079302434555
2011-02-18,1502.5120502875263
2011-02-21,1512.7557032709813
2011-02-22,1461.9895776440844
2011-02-23,1454.9177918540174
2011-02-24,1457.4321401480556
2011-02-25,1464.9749638408682
2011-02-28,1472.6005378637792
2011-03-01,1478.113452852526
2011-03-02,1468.4375332728798
2011-03-03,1463.9018691127583
2011-03-04,1481.047638378775
2011-03-07,1508.2188976587768
2011-03-08,1519.8522738110344
2011-03-09,1517.2471048359016
2011-03-10,1500.2712257649318
2011-03-11,1480.1586969959296
2011-03-14,1472.103371734661
2011-03-15,1450.5203100825252
2011-03-16,1474.2903391574373
2011-03-17,1443.2617188885556
2011-03-18,1436.7900075247173
2011-03-21,1433.8364770199994
2011-03-22,1440.9160060528036
2011-03-23,1464.0562766759865
2011-03-24,1449.469310282669
2011-03-25,1475.193099025527
2011-03-28,1482.0791399840275
2011-03-29,1481.3735464918866
2011-03-30,1479.9411383032357
2011-03-31,1457.3297767856857
2011-04-01,1485.4320108791596
2011-04-04,1476.1966508059004
2011-04-05,1479.1581885046166
2011-04-06,1489.5904982689758
2011-04-07,1500.4062173414377
2011-04-08,1496.2952071636278
2011-04-11,1490.9004286829384
2011-04-12,1489.9016312196195
2011-04-13,1509.0674796201738
2011-04-14,1506.6481857054098
2011-04-15,1514.9529188906645
2011-04-18,1540.4425377333234
2011-04-19,1497.8586357544968
2011-04-20,1475.3852095957052
2011-04-21,1480.9015991641127
2011-04-22,1472.0134517351398
2011-04-25,1451.2474451703554
2011-04-26,1438.4374251701286
2011-04-27,1435.516731227066
2011-04-28,1408.481020431888
2011-04-29,1416.6743100267097
2011-05-02,1411.394423903318
2011-05-03,1421.5907668587101
2011-05-04,1384.7550073713958
2011-05-05,1410.314096744898
2011-05-06,1413.9059781307133
2011-05-09,1438.6861343246906
2011-05-10,1440.2525739471293
2011-05-11,1439.9738039588362
2011-05-12,1429.005132139134
2011-05-13,1441.018544304048
2011-05-16,1420.0001022298666
2011-05-17,1435.3766126496982
2011-05-18,1439.2118126019118
2011-05-19,1430.673261148735
2011-05-20,1443.6334705407871
2011-05-23,1411.3341360084426
2011-05-24,1404.2634350827059
2011-05-25,1390.9130667709503
2011-05-26,1386.718645280359
2011-05-27,1370.769439033101
2011-05-30,1374.8846291032974
2011-05-31,1382.9695189641377
2011-06-01,1374.4905460251312
2011-06-02,1347.8717924735972
2011-06-03,1346.7488284932183
2011-06-06,1343.3826481028877
2011-06-07,1342.4090507124104
2011-06-08,1350.779898435966
2011-06-09,1337.6350801982767
2011-06-10,1355.3677627550667
2011-06-13,1352.1428676010282
2011-06-14,1359.5158626166929
2011-06-15,1365.9834091061741
2011-06-16,1365.2825446570416
2011-06-17,1342.0112637271886
2011-06-20,1334.3703023391774
2011-06-21,1345.1146739991593
2011-06-22,1341.2036870868762
2011-06-23,1387.7249527348115
2011-06-24,1417.3030011375783
2011-06-27,1405.2945551467583
2011-06-28,1397.6135442791658
2011-06-29,1379.386393788093
2011-06-30,1386.7472817531998
2011-07-01,1385.655559596163
2011-07-04,1412.065341549914
2011-07-05,1414.3587729629955
2011-07-06,1422.063217142098
2011-07-07,1407.1554178245765
2011-07-08,1423.4445745836338
2011-07-11,1448.706040213149
2011-07-12,1422.6037477147252
2011-07-13,1425.714948544576
2011-07-14,1431.5557156747213
2011-07-15,1437.828852160768
2011-07-18,1441.09511613213
2011-07-19,1414.7210249082955
2011-07-20,1412.4775529321187
2011-07-21,1383.810977340248
2011-07-22,1387.9800821295871
2011-07-25,1349.9988645295416
2011-07-26,1339.8643409020099
2011-07-27,1352.415685603266
2011-07-28,1349.5350814855137
2011-07-29,1348.5725853153278
2011-08-01,1364.5488421373202
2011-08-02,1350.2241085546216
2011-08-03,1342.369616642551
2011-08-04,1354.659426848983
2011-08-05,1320.0689901855662
2011-08-08,1274.8292200637866
2011-08-09,1276.2809607412178
2011-08-10,1292.2608606106155
2011-08-11,1304.6140168051654
2011-08-12,1313.496879430466
2011-08-15,1312.6206688167777
2011-08-16,1309.5347417647922
2011-08-17,1299.6646736217901
2011-08-18,1289.7135649310922
2011-08-19,1265.5457232666558
2011-08-22,1256.5196226468893
2011-08-23,1278.187481688604
2011-08-24,1271.2216043786227
2011-08-25,1322.667071650455
2011-08-26,1320.0831614801648
2011-08-29,1280.6429314886432
2011-08-30,1288.2094103337008
2011-08-31,1295.0397366957839
2011-09-01,1305.2443565812937
2011-09-02,1294.9888177241517
2011-09-05,1280.5880037433212
2011-09-06,1280.0264091945883
2011-09-07,1303.6319641291705
2011-09-08,1300.0218336393125
2011-09-09,1327.3425311985256
2011-09-12,1337.388181715697
2011-09-13,1318.2728776757538
2011-09-14,1324.9134808207418
2011-09-15,1306.1657028717734
2011-09-16,1315.906267090369
2011-09-19,1308.3795044531826
2011-09-20,1304.1814624751232
2011-09-21,1342.1306812096166
2011-09-22,1324.0167368062878
2011-09-23,1313.149355240426
2011-09-26,1288.9267553855036
2011-09-27,1288.2188967135382
2011-09-28,1281.6805635816586
2011-09-29,1272.32781414487
2011-09-30,1293.6960157916337
2011-10-03,1307.6329248061134
2011-10-04,1307.2390001413125
2011-10-05,1304.1451176885944
2011-10-06,1294.9990259168387
2011-10-07,1286.5045540969722
2011-10-10,1267.9664555109484
2011-10-11,1267.9918331838248
2011-10-12,1297.9847606901592
2011-10-13,1310.4665779834468
2011-10-14,1293.8102394999728
2011-10-17,1310.1020779495516
2011-10-18,1285.472853452488
2011-10-19,1273.6743596763497
2011-10-20,1258.1904769410626
2011-10-21,1239.8963984146183
2011-10-24,1276.983997756867
2011-10-25,1296.064562256193
2011-10-26,1315.0884074112546
2011-10-27,1289.7875977706829
2011-10-28,1307.2603914553176
2011-10-31,1320.2185599438658
2011-11-01,1346.5945274083113
2011-11-02,1355.5383702146362
2011-11-03,1360.8492237606238
2011-11-04,1370.1619090392537
2011-11-07,1354.2731085032501
2011-11-08,1348.5552815754609
2011-11-09,1379.980463862276
2011-11-10,1351.129974732494
2011-11-11,1336.8929878291324
2011-11-14,1369.7558882273793
2011-11-15,1376.7741955504837
2011-11-16,1340.0463985190586
2011-11-17,1336.9257805088475
2011-11-18,1314.0881111732383
2011-11-21,1318.789220195439
2011-11-22,1314.5380275826296
2011-11-23,1316.2750122795187
2011-11-24,1320.0858022054895
2011-11-25,1314.0347166127915
2011-11-28,1304.0019408136377
2011-11-29,1322.507536355584
2011-11-30,1271.2326120592568
2011-12-01,1305.0862803776295
2011-12-02,1298.747826984902
2011-12-05,1286.1604813334636
2011-12-06,1289.7040753578362
2011-12-07,1294.729415630832
2011-12-08,1303.0304309360906
2011-12-09,1290.82386423953
2011-12-12,1294.8915543764863
2011-12-13,1284.8734601724864
2011-12-14,1288.846965247161
2011-12-15,1259.2273127243636
2011-12-16,1283.1465423228226
2011-12-19,1284.2898375389739
2011-12-20,1273.0382044569722
2011-12-21,1269.8347540022926
2011-12-22,1270.2019370879593
2011-12-23,1282.8106144957453
2011-12-26,1275.194629378202
2011-12-27,1265.0413243089592
2011-12-28,1278.721272557109
2011-12-29,1285.1902846100147
2011-12-30,1298.9558123485167
2012-01-02,1298.9558123485167
2012-01-03,1291.840563702005
2012-01-04,1289.385929291556
2012-01-05,1299.6690154712398
2012-01-06,1314.2271371436539
2012-01-09,1347.1769327096144
2012-01-10,1376.9497937412673
2012-01-11,1377.778742907638
2012-01-12,1365.502416137597
2012-01-13,1366.3569538960217
2012-01-16,1348.4212164145806
2012-01-17,1395.151467773251
2012-01-18,1369.843831267699
2012-01-19,1382.8557027607362
2012-01-20,1393.2076433065088
2012-01-23,1379.592714623932
2012-01-24,1386.660463595273
2012-01-25,1387.4086520752644
2012-01-26,1368.0585352054752
2012-01-27,1370.6629719538867
2012-01-30,1348.3123615209108
2012-01-31,1356.239714668491
2012-02-01,1328.4071562201543
2012-02-02,1362.9314458243196
2012-02-03,1375.6499695002256
2012-02-06,1374.2381008361556
2012-02-07,1335.640476765427
2012-02-08,1369.719301762595
2012-02-09,1362.0931275859916
2012-02-10,1373.3253153231487
2012-02-13,1365.2845168047256
2012-02-14,1366.2780291641225
2012-02-15,1384.8131382420484
2012-02-16,1380.959629151769
2012-02-17,1370.729608294995
2012-02-20,1361.6280224009602
2012-02-21,1370.702535385499
2012-02-22,1385.3792902302985
2012-02-23,1380.652883316144
2012-02-24,1385.0022563634825
2012-02-27,1394.668686286853
2012-02-28,1398.515255851978
2012-02-29,1389.4193524467362
2012-03-01,1391.0569119013037
2012-03-02,1425.3911033842253
2012-03-05,1407.6974076224521
2012-03-06,1398.7986240858993
2012-03-07,1388.506116937031
2012-03-08,1383.867385980849
2012-03-09,1409.7792700889734
2012-03-12,1393.6384745788966
2012-03-13,1409.3229817381023
2012-03-14,1386.709925607498
2012-03-15,1371.9263127964623
2012-03-16,1375.3413183001073
2012-03-19,1365.780060298902
2012-03-20,1350.0396946179808
2012-03-21,1354.3629792587165
2012-03-22,1360.5170067930915
2012-03-23,1339.0212378093972
2012-03-26,1332.7346577493088
2012-03-27,1332.5737377595806
2012-03-28,1305.4459082623937
2012-03-29,1291.6053107633036
2012-03-30,1301.6667853673866
2012-04-02,1303.232582568039
2012-04-03,1299.519947577591
2012-04-04,1321.463432874975
2012-04-05,1341.8345556815007
2012-04-06,1342.5457377028995
2012-04-09,1330.8379076324418
2012-04-10,1340.8254785187837
2012-04-11,1336.6583125682605
2012-04-12,1356.4735681137934
2012-04-13,1370.432022614751
2012-04-16,1366.8286611007254
