Date,MEXICO VALUE WEIGHTED
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,973.9840308707957
1999-01-05,959.8800153277634
1999-01-06,951.339131426957
1999-01-07,940.0124610341991
1999-01-08,936.3099905188616
1999-01-11,919.1181229680504
1999-01-12,871.089260983446
1999-01-13,784.921787919416
1999-01-14,784.9916883325093
1999-01-15,892.3085287377213
1999-01-18,901.5216745468623
1999-01-19,888.6085811632585
1999-01-20,937.3153431316608
1999-01-21,914.8847277476389
1999-01-22,907.3860165211834
1999-01-25,907.9562894149728
1999-01-26,929.0720696856416
1999-01-27,946.9288794275004
1999-01-28,998.8375054473489
1999-01-29,1011.9322597809738
1999-02-01,1040.8012706128861
1999-02-02,1031.3596264654516
1999-02-03,1040.8569954902491
1999-02-04,1043.0038530650372
1999-02-05,1045.1408748589913
1999-02-08,1047.4623847930004
1999-02-09,1028.3998093782152
1999-02-10,1033.5376250830027
1999-02-11,1082.7880653612494
1999-02-12,1082.1412151529191
1999-02-15,1088.5201678927133
1999-02-16,1108.1794189077752
1999-02-17,1088.273634034827
1999-02-18,1097.1912252183752
1999-02-19,1128.0327213578475
1999-02-22,1147.927466589806
1999-02-23,1148.2505873541604
1999-02-24,1159.8192673138499
1999-02-25,1158.4460683477175
1999-02-26,1165.4085997736952
1999-03-01,1154.8881578362489
1999-03-02,1144.637898100034
1999-03-03,1131.6064685948004
1999-03-04,1170.7861240247246
1999-03-05,1199.0271870199954
1999-03-08,1244.0284034231584
1999-03-09,1274.3701477778732
1999-03-10,1307.5868509675954
1999-03-11,1321.8375863175033
1999-03-12,1314.7360384632693
1999-03-15,1342.5707982956308
1999-03-16,1386.968309501646
1999-03-17,1366.2905249786818
1999-03-18,1376.511854474668
1999-03-19,1356.0935243178967
1999-03-22,1342.2845786347705
1999-03-23,1321.7778182742734
1999-03-24,1370.3529725677352
1999-03-25,1388.4535419716376
1999-03-26,1389.9626493074904
1999-03-29,1426.3060182353709
1999-03-30,1435.4299962862137
1999-03-31,1450.0020314948717
1999-04-01,1446.2516077939113
1999-04-02,1452.9766196313963
1999-04-05,1521.397034316196
1999-04-06,1525.7551463371024
1999-04-07,1516.4008840114914
1999-04-08,1521.6380272186263
1999-04-09,1534.3730385322285
1999-04-12,1554.6239884291194
1999-04-13,1558.0586410009776
1999-04-14,1553.8143606602898
1999-04-15,1635.9406221822533
1999-04-16,1668.6710196162328
1999-04-19,1677.5832266888226
1999-04-20,1634.4936541676498
1999-04-21,1623.6477234164781
1999-04-22,1683.4397770914618
1999-04-23,1671.245136434457
1999-04-26,1646.3610643908203
1999-04-27,1636.4600060078867
1999-04-28,1665.281570716926
1999-04-29,1691.0602153169489
1999-04-30,1664.388401166272
1999-05-03,1719.3118677098712
1999-05-04,1695.2277162907642
1999-05-05,1684.1151124474943
1999-05-06,1737.47773559746
1999-05-07,1793.081635123369
1999-05-10,1836.9244598480714
1999-05-11,1817.5177907914358
1999-05-12,1789.5268162409454
1999-05-13,1851.152197753693
1999-05-14,1784.6793900563541
1999-05-17,1777.9511166499174
1999-05-18,1793.3875297004163
1999-05-19,1753.3812106921268
1999-05-20,1774.3026037667332
1999-05-21,1718.9246952994226
1999-05-24,1663.4109590823853
1999-05-25,1600.4876178150146
1999-05-26,1685.1861281971146
1999-05-27,1600.2058547173149
1999-05-28,1598.0911116957382
1999-05-31,1616.7431511915754
1999-06-01,1584.7735881701763
1999-06-02,1593.3690121421519
1999-06-03,1589.148171055187
1999-06-04,1624.0989174450306
1999-06-07,1655.5738751920703
1999-06-08,1628.6878053301273
1999-06-09,1617.682047807183
1999-06-10,1593.76493352321
1999-06-11,1551.981203943119
1999-06-14,1534.0197046514913
1999-06-15,1584.476758501015
1999-06-16,1711.7494308175098
1999-06-17,1733.3063196213411
1999-06-18,1738.1264928634596
1999-06-21,1781.249446135965
1999-06-22,1776.24473133584
1999-06-23,1722.656241786944
1999-06-24,1675.1083229593535
1999-06-25,1633.8348055080394
1999-06-28,1685.4228851601447
1999-06-29,1720.425702742472
1999-06-30,1797.9447622146993
1999-07-01,1810.669746201687
1999-07-02,1838.1434170531904
1999-07-05,1857.731206196412
1999-07-06,1845.467433450469
1999-07-07,1859.0683538932508
1999-07-08,1850.6769129602033
1999-07-09,1842.8692746798229
1999-07-12,1802.9734293332908
1999-07-13,1830.204393344053
1999-07-14,1833.7388436715503
1999-07-15,1831.0515576847943
1999-07-16,1826.1108026184668
1999-07-19,1859.6929707042211
1999-07-20,1777.7077556999134
1999-07-21,1771.889429512581
1999-07-22,1743.3300497686855
1999-07-23,1678.8525007029693
1999-07-26,1594.880765160947
1999-07-27,1601.855390606259
1999-07-28,1625.4197609521723
1999-07-29,1545.1318003904576
1999-07-30,1537.6947505509659
1999-08-02,1499.580031974994
1999-08-03,1517.4056835777642
1999-08-04,1485.868089944312
1999-08-05,1479.3794024983563
1999-08-06,1443.90973032264
1999-08-09,1480.0105533156839
1999-08-10,1472.1616155232193
1999-08-11,1519.7352726612999
1999-08-12,1543.5123871443334
1999-08-13,1593.520740026714
1999-08-16,1580.0051260277978
1999-08-17,1593.2436891261505
1999-08-18,1550.9716593808103
1999-08-19,1527.3355385204873
1999-08-20,1509.518298310178
1999-08-23,1561.9048749710387
1999-08-24,1582.0780005423098
1999-08-25,1627.101806455449
1999-08-26,1621.5845159546516
1999-08-27,1587.7637388680876
1999-08-30,1568.3497946444368
1999-08-31,1529.6663041870609
1999-09-01,1518.6247053973625
1999-09-02,1490.5843238760158
1999-09-03,1507.2487086780545
1999-09-06,1515.3710648819258
1999-09-07,1473.303408667061
1999-09-08,1458.438322913196
1999-09-09,1457.001388729037
1999-09-10,1515.9784688074076
1999-09-13,1537.0980444819882
1999-09-14,1517.7030322123421
1999-09-15,1517.1678568398772
1999-09-16,1509.0183686264745
1999-09-17,1511.2689284938194
1999-09-20,1530.9546237744262
1999-09-21,1495.873597809622
1999-09-22,1507.5648261484305
1999-09-23,1511.650222114235
1999-09-24,1510.0099076112267
1999-09-27,1539.5583636917427
1999-09-28,1541.676482445426
1999-09-29,1522.6209866550587
1999-09-30,1507.9391126577436
1999-10-01,1477.6485117579987
1999-10-04,1479.826389364203
1999-10-05,1477.2471961828337
1999-10-06,1507.2171079584512
1999-10-07,1513.5769572443087
1999-10-08,1555.560746624127
1999-10-11,1569.3741366678046
1999-10-12,1509.221136970752
1999-10-13,1452.7767548265115
1999-10-14,1427.3113510996134
1999-10-15,1346.451473943035
1999-10-18,1364.1874210291608
1999-10-19,1412.80575207869
1999-10-20,1427.5835189574411
1999-10-21,1427.4727490503474
1999-10-22,1461.9365981455414
1999-10-25,1455.3484842138578
1999-10-26,1462.513989241363
1999-10-27,1471.8278857938526
1999-10-28,1523.9030751321386
1999-10-29,1570.687485365286
1999-11-01,1581.5114865432977
1999-11-02,1585.4691817288497
1999-11-03,1676.610018864052
1999-11-04,1696.1663738960262
1999-11-05,1721.3927481843161
1999-11-08,1746.002685677318
1999-11-09,1722.0234592970007
1999-11-10,1742.3389586583246
1999-11-11,1775.785951388325
1999-11-12,1788.2631450883164
1999-11-15,1817.5253070955887
1999-11-16,1821.8158250585775
1999-11-17,1816.631471563738
1999-11-18,1860.0768984302454
1999-11-19,1889.8953343710511
1999-11-22,1822.8970758211108
1999-11-23,1832.2414852771037
1999-11-24,1885.804532503327
1999-11-25,1926.3237505420072
1999-11-26,1934.8514469274005
1999-11-29,1924.3477525178132
1999-11-30,1879.203240124982
1999-12-01,1875.5707402386493
1999-12-02,1916.997287956265
1999-12-03,1975.0509284417444
1999-12-06,1921.4497844995756
1999-12-07,1914.5804414136765
1999-12-08,1980.5159283636806
1999-12-09,2003.923082080791
1999-12-10,2020.40807509565
1999-12-13,2002.9993042460549
1999-12-14,1995.077044905835
1999-12-15,2052.1019065085857
1999-12-16,2045.1076863339697
1999-12-17,2086.3494788543267
1999-12-20,2084.520764662187
1999-12-21,2096.804294491919
1999-12-22,2066.1589723990546
1999-12-23,2064.4842249008993
1999-12-24,2061.7743814243845
1999-12-27,2057.674431806471
1999-12-28,2092.7193859963504
1999-12-29,2122.2858995314646
1999-12-30,2134.6494207464043
1999-12-31,2134.6494207464043
2000-01-03,2103.0750218751036
2000-01-04,1911.9367947502242
2000-01-05,1940.3520767470325
2000-01-06,1912.5221793310097
2000-01-07,2033.6543721216779
2000-01-10,2129.627229731377
2000-01-11,2049.7925910196755
2000-01-12,2045.5354108303916
2000-01-13,2080.453616571363
2000-01-14,2163.8297740872363
2000-01-17,2195.2499301959715
2000-01-18,2146.884047150436
2000-01-19,2113.5062433395424
2000-01-20,2067.8795798964447
2000-01-21,2023.4336564265
2000-01-24,2004.627568133506
2000-01-25,2008.2453737858175
2000-01-26,2030.0675426005832
2000-01-27,2035.086582278487
2000-01-28,1976.9910429678823
2000-01-31,1960.6873313713538
2000-02-01,2011.7479825915345
2000-02-02,2033.6019841394052
2000-02-03,2105.3538351588113
2000-02-04,2175.6337121952693
2000-02-07,2271.7110117993398
2000-02-08,2251.1735568974905
2000-02-09,2212.6766127256196
2000-02-10,2278.4478101336554
2000-02-11,2256.16561088882
2000-02-14,2261.489023078689
2000-02-15,2258.3598821685437
2000-02-16,2247.2077262826424
2000-02-17,2232.9073959097664
2000-02-18,2166.43684280792
2000-02-21,2146.311696561036
2000-02-22,2063.3063024536723
2000-02-23,2140.047070611492
2000-02-24,2147.6853034771343
2000-02-25,2143.9537039454385
2000-02-28,2162.9472409296754
2000-02-29,2192.9725104033973
2000-03-01,2257.914072657853
2000-03-02,2382.995532106523
2000-03-03,2434.379672297256
2000-03-06,2393.8835090137204
2000-03-07,2426.747711929784
2000-03-08,2511.751438368424
2000-03-09,2509.1871767648327
2000-03-10,2465.3524929779287
2000-03-13,2405.5474626184027
2000-03-14,2358.2566371877106
2000-03-15,2385.334075609437
2000-03-16,2377.1469909367775
2000-03-17,2391.2820055156185
2000-03-20,2394.5371288341503
2000-03-21,2398.457695402145
2000-03-22,2368.1083339712177
2000-03-23,2397.799282098124
2000-03-24,2423.255725779652
2000-03-27,2453.035366344974
2000-03-28,2397.257856366252
2000-03-29,2408.018784995244
2000-03-30,2321.685968882606
2000-03-31,2298.11812080554
2000-04-03,2278.2348939846224
