Date,KOREA VALUE WEIGHTED
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,1079.355559664299
1999-01-05,1127.280531042819
1999-01-06,1179.5880053898732
1999-01-07,1239.9620139352853
1999-01-08,1217.9457481570864
1999-01-11,1236.0152943512676
1999-01-12,1196.8383854624738
1999-01-13,1176.5111413384698
1999-01-14,1101.6769702902254
1999-01-15,1139.6097053598487
1999-01-18,1155.9118443211505
1999-01-19,1155.7927860118928
1999-01-20,1160.9977590266487
1999-01-21,1090.4766552014562
1999-01-22,1023.3509629298906
1999-01-25,1004.1157396391286
1999-01-26,992.4994726618622
1999-01-27,1061.7526986540056
1999-01-28,1076.9762571682102
1999-01-29,1081.4374242514382
1999-02-01,1100.7695635822872
1999-02-02,1078.3193185631428
1999-02-03,1053.1781957587275
1999-02-04,1042.539100591394
1999-02-05,1045.852624471277
1999-02-08,1034.9325643256334
1999-02-09,980.2645897678987
1999-02-10,984.8565004348297
1999-02-11,985.2893982709768
1999-02-12,1043.1682550494832
1999-02-15,1047.0210101408866
1999-02-16,1052.8048776611527
1999-02-17,1047.837490630436
1999-02-18,1009.8507649333186
1999-02-19,977.7505191799539
1999-02-22,954.1117201011529
1999-02-23,954.9062616706473
1999-02-24,947.1310572368476
1999-02-25,935.6257347685352
1999-02-26,983.0575385102208
1999-03-01,990.6572961858378
1999-03-02,1015.5562443604258
1999-03-03,1007.7498251542055
1999-03-04,1000.5093693015767
1999-03-05,1005.1017165571861
1999-03-08,1075.628878886207
1999-03-09,1073.0663018309522
1999-03-10,1069.3005995459769
1999-03-11,1106.5187238573471
1999-03-12,1110.18188348479
1999-03-15,1116.0808769298242
1999-03-16,1139.30881504714
1999-03-17,1125.888357016829
1999-03-18,1085.6805992609757
1999-03-19,1151.3959342950884
1999-03-22,1164.3547574429394
1999-03-23,1176.5957380826069
1999-03-24,1174.8029612866171
1999-03-25,1171.2022724371107
1999-03-26,1191.568774947808
1999-03-29,1178.0049894088258
1999-03-30,1211.8190652121013
1999-03-31,1206.0871618016818
1999-04-01,1253.952544448743
1999-04-02,1290.552370679033
1999-04-05,1296.7424284276317
1999-04-06,1343.883137865938
1999-04-07,1351.6661538078897
1999-04-08,1374.6521038537724
1999-04-09,1402.5941142720962
1999-04-12,1383.1853153596132
1999-04-13,1392.6984910883793
1999-04-14,1389.4574410205996
1999-04-15,1480.1984325251624
1999-04-16,1495.322758084032
1999-04-19,1615.7908331257322
1999-04-20,1629.6538703927386
1999-04-21,1589.7685647044493
1999-04-22,1581.8612317041475
1999-04-23,1623.4296152756194
1999-04-26,1722.989014580843
1999-04-27,1791.9075382338613
1999-04-28,1780.6885703509279
1999-04-29,1693.134677863567
1999-04-30,1684.1641910573276
1999-05-03,1672.2560632884758
1999-05-04,1692.7544191760187
1999-05-05,1679.9033768266447
1999-05-06,1766.6641854952397
1999-05-07,1793.468567022782
1999-05-10,1799.987377018462
1999-05-11,1735.8364630632477
1999-05-12,1721.344151266907
1999-05-13,1668.0236251039812
1999-05-14,1633.3883507072997
1999-05-17,1576.2007456917631
1999-05-18,1641.027425185456
1999-05-19,1647.1137108157798
1999-05-20,1590.9434227284455
1999-05-21,1620.2754229906323
1999-05-24,1601.5558521648218
1999-05-25,1613.1642478619426
1999-05-26,1675.7806611108167
1999-05-27,1694.568242021773
1999-05-28,1709.3023888295647
1999-05-31,1711.4031107375522
1999-06-01,1743.221278100215
1999-06-02,1812.6410285953239
1999-06-03,1830.0941661786464
1999-06-04,1893.5267601520336
1999-06-07,2005.615150787071
1999-06-08,2022.3548126195883
1999-06-09,1908.3954950557288
1999-06-10,2042.9670699377257
1999-06-11,2040.7827396207986
1999-06-14,1984.6118758842915
1999-06-15,1936.373910295555
1999-06-16,2030.7049380685726
1999-06-17,2052.2379362597903
1999-06-18,2057.2809923497443
1999-06-21,2179.1504805722348
1999-06-22,2211.716799870881
1999-06-23,2229.5732498953716
1999-06-24,2213.1084816381936
1999-06-25,2207.8147046529984
1999-06-28,2284.2184082703443
1999-06-29,2277.284108760937
1999-06-30,2245.8971344037946
1999-07-01,2336.501909999317
1999-07-02,2389.274745169886
1999-07-05,2444.506978322049
1999-07-06,2492.891555464012
1999-07-07,2527.860660519003
1999-07-08,2505.199373445936
1999-07-09,2561.9702019910787
1999-07-12,2517.8153709040603
1999-07-13,2462.537351718145
1999-07-14,2355.441787055112
1999-07-15,2400.5597472030286
1999-07-16,2512.4817414202134
1999-07-19,2527.1520621174723
1999-07-20,2403.790708404767
1999-07-21,2287.6825273613695
1999-07-22,2299.8247370342106
1999-07-23,2114.546833644651
1999-07-26,2016.4167463569959
1999-07-27,2176.6915665668535
1999-07-28,2223.8816992654283
1999-07-29,2321.420573104575
1999-07-30,2267.528368632755
1999-08-02,2256.8525146823195
1999-08-03,2288.7000785248306
1999-08-04,2267.168835337259
1999-08-05,2167.0760033855463
1999-08-06,2158.9968634597008
1999-08-09,2183.7890393939974
1999-08-10,2224.1157882852494
1999-08-11,2178.9259864924616
1999-08-12,2183.4030253731494
1999-08-13,2127.6184833479497
1999-08-16,2128.7591449106585
1999-08-17,2066.3622524269576
1999-08-18,2047.8182076278524
1999-08-19,2051.477303341355
1999-08-20,2076.048631079697
1999-08-23,2188.753446322507
1999-08-24,2227.034738378318
1999-08-25,2353.7679874434675
1999-08-26,2358.8034398839623
1999-08-27,2369.8436595786015
1999-08-30,2332.3452519747275
1999-08-31,2309.924820366283
1999-09-01,2212.339588994198
1999-09-02,2154.509522695609
1999-09-03,2195.4471299593115
1999-09-06,2278.0220190161235
1999-09-07,2291.6195136701626
1999-09-08,2255.0512055026106
1999-09-09,2291.9545321631167
1999-09-10,2330.0098592288778
1999-09-13,2404.715638973486
1999-09-14,2365.4294305161784
1999-09-15,2326.1839662935163
1999-09-16,2216.767038495036
1999-09-17,2231.898424761274
1999-09-20,2244.3614901581313
1999-09-21,2289.404553638831
1999-09-22,2232.686036279899
1999-09-23,2247.058942051964
1999-09-24,2233.890050389991
1999-09-27,2137.9183170179645
1999-09-28,2094.3354626949485
1999-09-29,1988.2002362802152
1999-09-30,1905.3604118070268
1999-10-01,1901.66655153946
1999-10-04,1861.7501241264526
1999-10-05,1802.4697674223778
1999-10-06,1915.047637738039
1999-10-07,1969.2161971171492
1999-10-08,1947.8184961617083
1999-10-11,1929.3566308946822
1999-10-12,1978.2062077333896
1999-10-13,1972.45310688484
1999-10-14,1978.8886903872985
1999-10-15,1947.6631552311758
1999-10-18,1868.368082187144
1999-10-19,1844.376794715305
1999-10-20,1892.1446306269495
1999-10-21,1851.7908548894811
1999-10-22,1874.1131564547704
1999-10-25,1815.0264094937256
1999-10-26,1827.0739227607473
1999-10-27,1828.9194372993286
1999-10-28,1901.4892578851423
1999-10-29,1920.3050901504323
1999-11-01,2039.5946440816845
1999-11-02,2082.255658932212
1999-11-03,2080.125745625992
1999-11-04,2156.715343373081
1999-11-05,2168.715274651538
1999-11-08,2167.0375169167946
1999-11-09,2233.1483666909876
1999-11-10,2191.325461541721
1999-11-11,2232.7287129638635
1999-11-12,2281.026882922648
1999-11-15,2249.264524488574
1999-11-16,2285.09728731893
1999-11-17,2184.794983115198
1999-11-18,2227.9541288395135
1999-11-19,2294.1200775366005
1999-11-22,2262.372136031765
1999-11-23,2262.487348436133
1999-11-24,2304.561614262314
1999-11-25,2288.5055961037096
1999-11-26,2256.439429870999
1999-11-29,2333.274736188434
1999-11-30,2384.2409066701734
1999-12-01,2395.232417170518
1999-12-02,2391.022872296792
1999-12-03,2378.340363590272
1999-12-06,2346.2021731209697
1999-12-07,2297.9433913923476
1999-12-08,2304.1796812604075
1999-12-09,2264.1089300906806
1999-12-10,2391.884913424333
1999-12-13,2389.49155854429
1999-12-14,2374.141494858548
1999-12-15,2294.580385402458
1999-12-16,2255.7930110722236
1999-12-17,2246.0461559403843
1999-12-20,2241.4808956444786
1999-12-21,2164.198527877486
1999-12-22,2155.586532845124
1999-12-23,2102.500748702972
1999-12-24,2127.735961482278
1999-12-27,2090.6720032530816
1999-12-28,2159.052469322009
1999-12-29,2166.169158374806
1999-12-30,2188.772510083072
1999-12-31,2190.760834493984
2000-01-03,2175.4668105232076
2000-01-04,2312.1097982280394
2000-01-05,2197.566212582381
2000-01-06,2086.4423485707825
2000-01-07,2139.5197733435793
2000-01-10,2200.0927048026633
2000-01-11,2175.9760046143183
2000-01-12,2163.0517127312355
2000-01-13,2170.6730646396854
2000-01-14,2206.6931810943893
2000-01-17,2268.510006089761
2000-01-18,2219.071978266518
2000-01-19,2089.2908246734532
2000-01-20,2124.7179129315987
2000-01-21,2092.5845589914484
2000-01-24,2115.213466759347
2000-01-25,2037.0490142840388
2000-01-26,2054.751896326654
2000-01-27,2154.2850738983484
2000-01-28,2221.7752456713506
2000-01-31,2224.23611590568
2000-02-01,2211.301115704979
2000-02-02,2256.8429769351696
2000-02-03,2247.5291424313173
2000-02-04,2258.6220547692114
2000-02-07,2262.8717550597075
2000-02-08,2214.877353356141
2000-02-09,2201.4272239170336
2000-02-10,2156.95804956964
2000-02-11,2120.5391643298512
2000-02-14,2002.5117872942733
2000-02-15,1945.772476972862
2000-02-16,1961.7162331441577
2000-02-17,2015.4968093889906
2000-02-18,1960.7439257415788
2000-02-21,1860.9009890481318
2000-02-22,1792.7106596576675
2000-02-23,1893.446968268182
2000-02-24,1860.9391087595316
2000-02-25,1902.879004067218
2000-02-28,1842.6194823950327
2000-02-29,1869.522086527027
2000-03-01,1864.3082866381085
2000-03-02,1990.4513171621957
2000-03-03,1960.2121338088698
2000-03-06,2026.2070452196044
2000-03-07,2045.6268311903166
2000-03-08,2055.883606615804
2000-03-09,1963.7395189945855
2000-03-10,1993.2760692114887
2000-03-13,1916.4022675995795
2000-03-14,1915.2588506196241
2000-03-15,1880.1268617090516
2000-03-16,1891.5653165305955
2000-03-17,1953.4731329467563
2000-03-20,1950.7225035593578
2000-03-21,1972.1912532506065
2000-03-22,2043.6815173662665
2000-03-23,1986.7060053905063
2000-03-24,2038.6393006346798
2000-03-27,2046.533038558705
2000-03-28,2071.520673779145
2000-03-29,2139.851191535423
2000-03-30,2121.2878711939743
2000-03-31,2066.480015528937
2000-04-03,2043.7778867048003
2000-04-04,2030.6038473007486
