Date,BRAZIL VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,991.8238435662599
1999-01-05,996.7847737549691
1999-01-06,1023.7971428375121
1999-01-07,983.9524250694661
1999-01-08,977.018152317416
1999-01-11,929.5449228878159
1999-01-12,876.4789121749411
1999-01-13,756.868989134523
1999-01-14,703.740580816648
1999-01-15,836.2531073320212
1999-01-18,792.4504852930551
1999-01-19,828.1452058417789
1999-01-20,862.2042445741349
1999-01-21,770.5944484495104
1999-01-22,750.7217848573525
1999-01-25,718.41053711361
1999-01-26,740.8741348743762
1999-01-27,723.3527082968975
1999-01-28,739.196512769854
1999-01-29,723.1246608955494
1999-02-01,839.457487814176
1999-02-02,893.6058822555337
1999-02-03,864.9440286586963
1999-02-04,867.9738657754931
1999-02-05,832.1739410019603
1999-02-08,833.8407563646759
1999-02-09,833.7432126344836
1999-02-10,849.1912488175585
1999-02-11,856.1459545352299
1999-02-12,851.2362844131178
1999-02-15,854.3801731509938
1999-02-16,858.6979262621774
1999-02-17,843.222513914509
1999-02-18,829.0231541277241
1999-02-19,841.1291652040283
1999-02-22,825.4556501309766
1999-02-23,806.5448055896147
1999-02-24,793.7950401208705
1999-02-25,765.988400999082
1999-02-26,790.0761757705174
1999-03-01,767.7595243074636
1999-03-02,760.1206336585499
1999-03-03,770.6114990703949
1999-03-04,828.7384189972477
1999-03-05,865.6827426528339
1999-03-08,869.9843558346232
1999-03-09,894.2385556234984
1999-03-10,917.3070026313673
1999-03-11,893.5726075655325
1999-03-12,873.7293761900656
1999-03-15,939.3164914607822
1999-03-16,960.8079591245679
1999-03-17,954.7072885779235
1999-03-18,999.313099878343
1999-03-19,1001.7214013349285
1999-03-22,982.5863832867334
1999-03-23,968.2185850741353
1999-03-24,971.3087826287832
1999-03-25,1046.1329768804876
1999-03-26,1061.0262938095004
1999-03-29,1071.5854986953846
1999-03-30,1107.898447770819
1999-03-31,1125.7743474821223
1999-04-01,1124.160371402395
1999-04-02,1126.661400270405
1999-04-05,1159.561548131313
1999-04-06,1187.89459532744
1999-04-07,1215.804461983183
1999-04-08,1215.283043406285
1999-04-09,1210.196533433575
1999-04-12,1210.5059867312918
1999-04-13,1215.5292947947678
1999-04-14,1222.6980528007318
1999-04-15,1248.2555296878088
1999-04-16,1267.8760275175046
1999-04-19,1258.4448613947877
1999-04-20,1193.8498044798812
1999-04-21,1199.364642134325
1999-04-22,1225.2629820631626
1999-04-23,1230.4511438062634
1999-04-26,1203.1787727984665
1999-04-27,1196.6222401806262
1999-04-28,1244.7024210190552
1999-04-29,1269.7922538073767
1999-04-30,1302.0439381527701
1999-05-03,1310.6770094305175
1999-05-04,1293.111650841517
1999-05-05,1326.841945598521
1999-05-06,1362.4530276125781
1999-05-07,1414.3046354253424
1999-05-10,1443.1837627334535
1999-05-11,1430.390493715493
1999-05-12,1417.1970439505615
1999-05-13,1464.2192635635836
1999-05-14,1445.2258509725123
1999-05-17,1410.0067216719985
1999-05-18,1427.1817606641243
1999-05-19,1410.3883022761418
1999-05-20,1398.5015170381475
1999-05-21,1351.8301184685415
1999-05-24,1273.551204378862
1999-05-25,1206.4312282451344
1999-05-26,1304.0113260407115
1999-05-27,1268.6787017478082
1999-05-28,1257.645034215705
1999-05-31,1283.0426841023996
1999-06-01,1266.855351960601
1999-06-02,1281.3250533590601
1999-06-03,1283.5117591953615
1999-06-04,1287.838223380104
1999-06-07,1268.1689074488659
1999-06-08,1238.4611626672438
1999-06-09,1236.8690830157482
1999-06-10,1229.0511048703972
1999-06-11,1245.9633847035168
1999-06-14,1243.7199139393076
1999-06-15,1274.2651343254126
1999-06-16,1356.772715807336
1999-06-17,1366.916259623718
1999-06-18,1367.1804583294256
1999-06-21,1353.203470356291
1999-06-22,1344.5574001408459
1999-06-23,1310.3464135364097
1999-06-24,1266.6305872976502
1999-06-25,1235.9571136634006
1999-06-28,1255.192735838053
1999-06-29,1287.6097764613894
1999-06-30,1321.4806546876544
1999-07-01,1312.8704338691616
1999-07-02,1348.0078877344092
1999-07-05,1358.506095006245
1999-07-06,1328.0430874932524
1999-07-07,1359.572895559135
1999-07-08,1365.5399238406494
1999-07-09,1367.2347068564643
1999-07-12,1360.8495048743166
1999-07-13,1394.1814205234036
1999-07-14,1348.61719329295
1999-07-15,1345.6018059023659
1999-07-16,1377.0316339682754
1999-07-19,1397.810501012292
1999-07-20,1308.740636264157
1999-07-21,1307.7754301151015
1999-07-22,1302.6135417427183
1999-07-23,1285.6355730229247
1999-07-26,1228.553601750782
1999-07-27,1223.025932176373
1999-07-28,1238.2345792826025
1999-07-29,1209.9712416391135
1999-07-30,1221.233276280612
1999-08-02,1192.2956374765386
1999-08-03,1159.6441036220892
1999-08-04,1144.1212908398054
1999-08-05,1099.1899262883505
1999-08-06,1098.848964586024
