Date,TAIWAN VALUE WEIGHTED
1999-08-05,1217.5735456392124
1999-08-06,1188.205387069238
1999-08-09,1225.8734093468365
1999-08-10,1261.294668065163
1999-08-11,1255.6417833488088
1999-08-12,1278.6017685586257
1999-08-13,1350.851486773809
1999-08-16,1431.7554364774194
1999-08-17,1461.5313085539078
1999-08-18,1439.4965926648329
1999-08-19,1416.4224461536096
1999-08-20,1443.2502136999553
1999-08-23,1462.6097306217737
1999-08-24,1443.2629303838867
1999-08-25,1482.5034725053492
1999-08-26,1480.0777976606219
1999-08-27,1467.1838403494528
1999-08-30,1468.662025087306
1999-08-31,1464.0960299401643
1999-09-01,1479.5115227336412
1999-09-02,1452.9836110957472
1999-09-03,1436.1422002088716
1999-09-06,1440.4496627089902
1999-09-07,1409.415933346842
1999-09-08,1418.6877338793095
1999-09-09,1431.1140127104045
1999-09-10,1474.155819012445
1999-09-13,1488.7103114008844
1999-09-14,1466.2255346272643
1999-09-15,1450.241804105694
1999-09-16,1450.6915916868836
1999-09-17,1435.6688390610339
1999-09-20,1449.627275087957
1999-09-21,1436.237607459278
1999-09-22,1432.4320579185198
1999-09-23,1442.272969075291
1999-09-24,1437.3813391524693
1999-09-27,1411.5468490652459
1999-09-28,1377.5165359718926
1999-09-29,1369.5258960601934
1999-09-30,1358.1139637242532
1999-10-01,1377.9579435051724
1999-10-04,1381.804823796874
1999-10-05,1356.3597206357522
1999-10-06,1337.3963283006935
1999-10-07,1351.8919291977566
1999-10-08,1355.3656498231621
1999-10-11,1362.1601074988794
1999-10-12,1389.536709416179
1999-10-13,1387.3329362175164
1999-10-14,1393.045695731401
1999-10-15,1369.4863998991732
1999-10-18,1361.5608949081466
1999-10-19,1357.7530510829213
1999-10-20,1355.9602966535044
1999-10-21,1349.9490347440305
1999-10-22,1349.1627823612796
1999-10-25,1372.709476616176
1999-10-26,1389.757124032835
1999-10-27,1397.5464427195507
1999-10-28,1396.834859825033
1999-10-29,1401.574572683069
1999-11-01,1420.031079536807
1999-11-02,1400.6612905691716
1999-11-03,1375.456258568076
1999-11-04,1357.6552123912602
1999-11-05,1367.329531660986
1999-11-08,1358.3983743835076
1999-11-09,1344.002610598034
1999-11-10,1349.9656453409502
1999-11-11,1379.140847697531
1999-11-12,1390.8987624227655
1999-11-15,1390.6093177713774
1999-11-16,1401.11581608441
1999-11-17,1391.8619558125736
1999-11-18,1413.3677894260886
1999-11-19,1423.3191663592886
1999-11-22,1476.4502155459445
1999-11-23,1482.3070532619415
1999-11-24,1470.3039001296534
1999-11-25,1463.3039942452256
1999-11-26,1419.4020485956628
1999-11-29,1474.3662749958899
1999-11-30,1462.0769194844438
1999-12-01,1462.8331907290706
1999-12-02,1488.3702065101672
1999-12-03,1512.4234224935888
1999-12-06,1469.6410670959756
1999-12-07,1451.751722544007
1999-12-08,1441.8363075216787
1999-12-09,1440.4931880545457
1999-12-10,1445.0447640870336
1999-12-13,1472.2240748520792
1999-12-14,1473.149927879386
1999-12-15,1473.4392873590646
1999-12-16,1419.2952017174905
1999-12-17,1427.8285018478252
1999-12-20,1437.156886465739
1999-12-21,1462.2058760285488
1999-12-22,1471.4074344482538
1999-12-23,1478.892852513194
1999-12-24,1498.691367148319
1999-12-27,1534.5174202492935
1999-12-28,1560.143559258227
1999-12-29,1565.1284438395517
1999-12-30,1575.1247799363045
1999-12-31,1575.1247799363045
2000-01-03,1553.2281813894438
2000-01-04,1630.6484638282968
2000-01-05,1628.2634615250024
2000-01-06,1640.1192083138462
2000-01-07,1641.053179799461
2000-01-10,1689.7670939016277
2000-01-11,1647.875076392242
2000-01-12,1681.286589810487
2000-01-13,1690.8735565926802
2000-01-14,1693.5776479146616
2000-01-17,1750.987669812476
2000-01-18,1737.922715839547
2000-01-19,1725.207192417451
2000-01-20,1722.0420330071447
2000-01-21,1753.5589559841267
2000-01-24,1802.7583946086588
2000-01-25,1786.3309815239045
2000-01-26,1824.937979298133
2000-01-27,1860.0694601691298
2000-01-28,1914.5363341006587
2000-01-31,1911.482760876745
2000-02-01,1952.8695613870022
2000-02-02,1947.9585091191816
2000-02-03,1923.9877683426694
2000-02-04,1933.2248721082965
2000-02-07,1937.5473197842828
2000-02-08,1926.1375099492068
2000-02-09,1949.0920438328735
2000-02-10,1972.807184575844
2000-02-11,1980.515327475984
2000-02-14,1947.6727306487232
2000-02-15,1930.713609181515
2000-02-16,1953.1181301765578
2000-02-17,1993.2608142259414
2000-02-18,1973.6704194970791
2000-02-21,1958.1501989345822
2000-02-22,1859.3585016283573
2000-02-23,1846.94117140149
2000-02-24,1842.855395380138
2000-02-25,1832.05620318756
2000-02-28,1855.1123580039396
2000-02-29,1862.7106553826543
2000-03-01,1909.1675536295027
2000-03-02,1886.1889278858005
2000-03-03,1900.3288317990146
2000-03-06,1851.7295459041707
2000-03-07,1858.0363211007998
2000-03-08,1852.1020007475345
2000-03-09,1857.7198945114783
2000-03-10,1839.1873081570538
2000-03-13,1712.9371273563322
2000-03-14,1725.895687934422
2000-03-15,1673.4072567910728
2000-03-16,1674.7897481339808
2000-03-17,1712.8764067259017
2000-03-20,1666.2978800629423
2000-03-21,1742.71123612136
2000-03-22,1753.2005315100628
2000-03-23,1819.6761519973104
2000-03-24,1789.8628522462502
2000-03-27,1836.7511355480224
2000-03-28,1846.4085829393982
2000-03-29,1862.2911891635333
2000-03-30,1886.7183594201963
2000-03-31,1882.252461118423
2000-04-03,1893.304122842286
2000-04-04,1897.610421525417
2000-04-05,1895.714578750901
2000-04-06,1885.6687965339074
2000-04-07,1870.0971563609548
2000-04-10,1890.0081585676573
2000-04-11,1882.6746245248669
2000-04-12,1876.3432320644988
2000-04-13,1839.439564293781
2000-04-14,1794.2746210749128
2000-04-17,1702.9546051866248
2000-04-18,1767.969750092843
2000-04-19,1741.3874982643326
2000-04-20,1747.388772745818
2000-04-21,1753.8806043243083
2000-04-24,1698.9632312759911
2000-04-25,1730.1719714039812
2000-04-26,1656.7595749908444
2000-04-27,1673.8791793935584
2000-04-28,1719.8879147524572
2000-05-01,1714.3500968050344
2000-05-02,1688.5448896318012
2000-05-03,1684.6211454409415
2000-05-04,1708.9069266148153
2000-05-05,1760.6658847597691
2000-05-08,1738.2565176759242
2000-05-09,1738.5529857572124
2000-05-10,1700.6063376758339
2000-05-11,1682.894896643591
2000-05-12,1725.6420844842355
2000-05-15,1695.719322459386
2000-05-16,1750.5995418614727
2000-05-17,1847.191090187712
2000-05-18,1833.6265357824338
2000-05-19,1851.4812142726105
2000-05-22,1761.9339732775
2000-05-23,1728.7334718070633
2000-05-24,1698.8579439693913
2000-05-25,1693.6579287084603
2000-05-26,1685.6736985750524
2000-05-29,1685.9140051295828
2000-05-30,1703.5379129288845
2000-05-31,1740.298708104273
2000-06-01,1714.631103108802
2000-06-02,1693.8090638216179
2000-06-05,1704.5631184542417
2000-06-06,1678.9653408906363
2000-06-07,1691.452369118208
2000-06-08,1696.3526120223867
2000-06-09,1682.9142778605594
2000-06-12,1649.133348291933
2000-06-13,1631.2196150892878
2000-06-14,1641.9769736890291
2000-06-15,1639.5923950600027
2000-06-16,1626.0376117018504
2000-06-19,1616.949925331735
2000-06-20,1618.11720105389
2000-06-21,1617.4988449416717
2000-06-22,1656.3209346662006
2000-06-23,1643.667825317485
2000-06-26,1622.5828284773743
2000-06-27,1595.1856507716273
2000-06-28,1569.5370606137901
2000-06-29,1508.9709851882262
2000-06-30,1537.6832529213973
2000-07-03,1582.961569609556
2000-07-04,1537.1733511730918
2000-07-05,1598.2068275300576
2000-07-06,1591.1811795462295
2000-07-07,1583.0648436945717
2000-07-10,1576.9289807833256
2000-07-11,1581.4933918098834
2000-07-12,1551.9205295415109
2000-07-13,1601.8251298998273
2000-07-14,1651.4534813704865
2000-07-17,1694.981897377437
2000-07-18,1647.1691433456149
2000-07-19,1672.7491001247688
2000-07-20,1644.4161461324238
2000-07-21,1627.8910063785622
2000-07-24,1615.968990866964
2000-07-25,1569.0075174924518
2000-07-26,1579.705908623409
2000-07-27,1592.4943556138612
2000-07-28,1660.199143987515
2000-07-31,1666.1435115418337
2000-08-01,1630.0810504568824
2000-08-02,1651.8975170935585
2000-08-03,1651.1744917162946
2000-08-04,1652.9184552472605
2000-08-07,1604.9857218331808
2000-08-08,1636.9974949838163
2000-08-09,1681.3961633923677
2000-08-10,1646.5556994259086
2000-08-11,1641.8631731441262
2000-08-14,1620.1803745756504
2000-08-15,1599.1591689519205
2000-08-16,1618.790533822046
2000-08-17,1634.5673856784795
2000-08-18,1651.2034085091195
2000-08-21,1660.5906568979287
2000-08-22,1646.361220869086
2000-08-23,1656.0533827260826
2000-08-24,1619.6236030060882
2000-08-25,1601.384366889023
2000-08-28,1582.263641508742
2000-08-29,1562.7768043744154
2000-08-30,1506.0805918531555
2000-08-31,1532.290600961929
2000-09-01,1469.5644292390666
2000-09-04,1552.9706852509094
2000-09-05,1563.281874144222
2000-09-06,1539.8098361004631
2000-09-07,1528.6968045569238
2000-09-08,1545.2871564511897
2000-09-11,1545.4735958719539
2000-09-12,1547.9469694713262
2000-09-13,1541.0412322600937
2000-09-14,1504.9122866683385
2000-09-15,1505.273571298218
2000-09-18,1443.2650375100663
2000-09-19,1426.161216131304
2000-09-20,1484.9752740758966
2000-09-21,1491.3696892036653
2000-09-22,1396.9023729115734
2000-09-25,1439.110393294065
2000-09-26,1423.1189279338666
2000-09-27,1417.0548033530467
2000-09-28,1387.816757810369
2000-09-29,1366.7484441364516
2000-10-02,1308.10870058343
2000-10-03,1361.549266599158
2000-10-04,1349.2276057193296
2000-10-05,1356.8280421846005
2000-10-06,1416.9622988797516
2000-10-09,1379.1420492436664
2000-10-10,1380.4128550941557
2000-10-11,1334.1440823514606
2000-10-12,1319.0012566878343
2000-10-13,1338.84481693909
2000-10-16,1298.525578224375
2000-10-17,1319.5578215427336
2000-10-18,1272.9143205753692
2000-10-19,1204.2724840225387
2000-10-20,1294.204570332963
2000-10-23,1350.1138213599559
2000-10-24,1385.1516791601146
2000-10-25,1405.8244225551696
2000-10-26,1388.739821012482
2000-10-27,1329.7150348316336
2000-10-30,1303.7723720078131
2000-10-31,1274.868892814594
2000-11-01,1233.3867208908764
2000-11-02,1283.7798069768696
2000-11-03,1309.1437958474537
2000-11-06,1285.2870997577108
2000-11-07,1323.6531772487674
2000-11-08,1369.0105315330527
2000-11-09,1366.0754079539724
2000-11-10,1356.6112333538792
2000-11-13,1302.8208597793364
2000-11-14,1309.5161494045499
2000-11-15,1297.016441828437
2000-11-16,1233.0618142236938
2000-11-17,1196.1578835807054
2000-11-20,1085.6769107094897
2000-11-21,1143.6207950066357
2000-11-22,1144.623741635198
2000-11-23,1151.010299721681
2000-11-24,1216.4499508750728
2000-11-27,1202.9561316276422
2000-11-28,1182.5308771285684
2000-11-29,1170.0550113442594
2000-11-30,1139.2144446617096
2000-12-01,1155.4110722368346
2000-12-04,1104.7835754111063
2000-12-05,1131.7620057666727
2000-12-06,1125.874783861817
2000-12-07,1128.781010486448
2000-12-08,1149.365831605423
2000-12-11,1173.35530235271
2000-12-12,1192.15535145176
2000-12-13,1195.4296773060184
2000-12-14,1164.75775745938
2000-12-15,1126.9576301311397
2000-12-18,1092.5969138556152
2000-12-19,1103.2449972530244
2000-12-20,1068.0950373870287
2000-12-21,1031.588372498653
2000-12-22,1022.8361415237505
2000-12-25,1022.8361415237505
2000-12-26,998.0626467209788
2000-12-27,973.3503491445384
2000-12-28,1020.4512000275133
2000-12-29,999.628949866958
2001-01-01,1006.2189246621216
2001-01-02,1040.5467270880117
2001-01-03,1030.4296698963951
2001-01-04,1075.7878715519435
2001-01-05,1094.5139544614576
2001-01-08,1079.912360207139
2001-01-09,1131.4474732256022
2001-01-10,1139.1735525624754
2001-01-11,1115.9724095354711
2001-01-12,1103.6546579833075
2001-01-15,1129.5930465305078
2001-01-16,1190.004261367303
2001-01-17,1237.8923286600668
2001-01-18,1251.9690599997928
2001-01-19,1265.9320340839395
2001-01-22,1266.3709485738846
2001-01-23,1260.7255196361657
2001-01-24,1283.1299174494973
2001-01-25,1287.8834095679017
2001-01-26,1285.368967204192
2001-01-29,1266.3910823722035
2001-01-30,1292.7188707112712
2001-01-31,1307.2310168320032
2001-02-01,1284.9924239432637
2001-02-02,1326.5274465858188
2001-02-05,1280.2236502017934
2001-02-06,1268.3913899902873
2001-02-07,1243.4935417945096
2001-02-08,1271.458490699949
2001-02-09,1275.3059278524538
2001-02-12,1263.7834572019372
2001-02-13,1308.3116013774932
2001-02-14,1282.524919752457
2001-02-15,1347.1059446656423
2001-02-16,1316.3825931153035
2001-02-19,1283.5614464685214
2001-02-20,1313.453171535091
2001-02-21,1302.2239425720202
2001-02-22,1270.7803164299921
2001-02-23,1271.534698296574
2001-02-26,1274.017833334649
2001-02-27,1250.9940614641655
2001-02-28,1249.7017122271159
2001-03-01,1200.7310015680605
2001-03-02,1192.7648653886836
2001-03-05,1222.6721780853175
2001-03-06,1219.7782446836525
2001-03-07,1242.8725477051253
2001-03-08,1223.497579396542
2001-03-09,1218.4056783887124
2001-03-12,1189.6871363201014
2001-03-13,1211.04042325931
2001-03-14,1223.8214087258443
2001-03-15,1244.0269055534493
2001-03-16,1270.4874460702597
2001-03-19,1237.12211608263
2001-03-20,1230.0843959413771
2001-03-21,1237.0154399827152
2001-03-22,1270.1696471310606
2001-03-23,1272.0454973052401
2001-03-26,1292.1304262675324
2001-03-27,1289.3942155116779
2001-03-28,1287.0938406190587
2001-03-29,1290.437945853042
2001-03-30,1269.603686199036
2001-04-02,1226.5635851161803
2001-04-03,1188.322663764401
2001-04-04,1156.4007446689527
2001-04-05,1168.0979851734717
2001-04-06,1180.483254731022
2001-04-09,1149.845196995376
2001-04-10,1153.9139752518251
2001-04-11,1182.3234787801512
2001-04-12,1174.53076468796
2001-04-13,1172.1414316600667
2001-04-16,1168.0705494413041
2001-04-17,1171.9416901673524
2001-04-18,1199.9797660992558
2001-04-19,1201.8269428602819
2001-04-20,1173.456481048544
2001-04-23,1176.696469827856
2001-04-24,1178.5228015215816
2001-04-25,1163.4252358552224
2001-04-26,1155.9311200048837
2001-04-27,1143.6195645194214
2001-04-30,1143.0985269944886
2001-05-01,1137.88284581934
2001-05-02,1110.193190709786
2001-05-03,1131.3358744137688
2001-05-04,1099.4009783010745
2001-05-07,1103.8511070875322
2001-05-08,1100.52416757401
2001-05-09,1119.3244090447533
2001-05-10,1098.7612163104611
2001-05-11,1137.7219338407792
2001-05-14,1124.6038422351457
2001-05-15,1110.353145225576
2001-05-16,1090.3683523098775
2001-05-17,1106.6494269897194
2001-05-18,1101.480000829761
2001-05-21,1062.2171587675225
2001-05-22,1084.9853387635
2001-05-23,1142.9900311407898
2001-05-24,1145.212718516018
2001-05-25,1127.358324992997
2001-05-28,1106.474674598931
2001-05-29,1097.8271563481323
2001-05-30,1083.9571031195212
2001-05-31,1099.4507819421897
2001-06-01,1092.803034936548
2001-06-04,1083.8054280858264
2001-06-05,1103.9050944122675
2001-06-06,1137.0464325831128
2001-06-07,1118.182880426876
2001-06-08,1133.4476318317857
2001-06-11,1152.9320507895984
2001-06-12,1143.8393318780586
2001-06-13,1121.4833035023905
2001-06-14,1091.2488288011439
2001-06-15,1095.473000070245
2001-06-18,1079.2871138831167
2001-06-19,1082.5517040880823
2001-06-20,1086.9939637706036
2001-06-21,1073.2881088115391
2001-06-22,1062.8472293897066
2001-06-25,1054.9446995214746
2001-06-26,1030.35791246976
2001-06-27,1037.6370387506577
2001-06-28,1033.3589178249892
2001-06-29,1067.6750880559887
2001-07-02,1068.0519228107441
2001-07-03,1060.3287622448438
2001-07-04,1036.9061188813384
2001-07-05,1038.5192081076934
2001-07-06,1028.925999584451
2001-07-09,1013.2033352409865
2001-07-10,990.2663850992813
2001-07-11,955.694430455082
2001-07-12,979.6741521189971
2001-07-13,942.8776406643115
2001-07-16,903.7932209918781
2001-07-17,901.5058145438212
2001-07-18,843.2156434750037
2001-07-19,838.7375495277334
2001-07-20,847.9372870195856
2001-07-23,843.4225397380505
2001-07-24,812.897110935054
2001-07-25,829.0901424481161
2001-07-26,865.1218006490355
2001-07-27,873.6684881685323
2001-07-30,871.8715353276442
2001-07-31,869.7670984686266
2001-08-01,864.2396658568397
2001-08-02,890.8784467485119
2001-08-03,903.5257331194737
2001-08-06,899.527719797806
2001-08-07,888.1019650450552
2001-08-08,918.7543891582519
2001-08-09,892.273533781656
2001-08-10,892.525748930952
2001-08-13,908.3470445921164
2001-08-14,922.6247748749786
2001-08-15,917.0872692741962
2001-08-16,935.4202445464025
2001-08-17,914.8504380370836
2001-08-20,901.9777352522052
2001-08-21,903.9923983333684
2001-08-22,885.671881408113
2001-08-23,887.1494254010249
2001-08-24,857.6619749372394
2001-08-27,877.5054956765296
2001-08-28,873.6223633700881
2001-08-29,908.0300144101683
2001-08-30,918.1357547354779
2001-08-31,918.4577987318282
2001-09-03,905.3078122239694
2001-09-04,925.9022766044839
2001-09-05,913.4881876545973
2001-09-06,897.3080493749073
2001-09-07,876.3814599496387
2001-09-10,878.8913717782366
2001-09-11,851.3280612751657
2001-09-12,858.2209407801223
2001-09-13,809.1418574865187
2001-09-14,761.4520519259823
2001-09-17,762.4044363511441
2001-09-18,760.5020439414801
2001-09-19,759.6725763552292
2001-09-20,744.7526794718866
2001-09-21,730.6481536409373
2001-09-24,713.2985223921272
2001-09-25,695.5177478310097
2001-09-26,725.1483335495368
2001-09-27,712.9778929512466
2001-09-28,742.1834592495655
2001-10-01,737.2763467848888
2001-10-02,708.6722250800979
2001-10-03,701.3646421842012
2001-10-04,722.3654390887006
2001-10-05,737.2598475887237
2001-10-08,725.5037914922008
2001-10-09,741.9539121759829
2001-10-10,747.5306766445246
2001-10-11,787.4705685285713
2001-10-12,780.8180403177989
2001-10-15,760.1433688734771
2001-10-16,774.5281072991053
2001-10-17,779.6185768006526
2001-10-18,779.7439797652327
2001-10-19,792.626098535587
2001-10-22,811.7190001684429
2001-10-23,809.9115925136294
2001-10-24,829.0682922655458
2001-10-25,828.3166963485097
2001-10-26,839.5373805514652
2001-10-29,829.4447207122171
2001-10-30,794.8489114970658
2001-10-31,797.9373512207903
2001-11-01,793.6017500644218
2001-11-02,805.9067139511234
2001-11-05,825.2128304025041
2001-11-06,828.3677843359322
2001-11-07,838.5265808301073
2001-11-08,839.528134525275
2001-11-09,835.2206284070264
2001-11-12,841.0983297125355
2001-11-13,845.4399151988598
2001-11-14,871.3551543607836
2001-11-15,894.3364088742366
2001-11-16,898.8743879590654
2001-11-19,923.1109723000652
2001-11-20,912.7428395212813
2001-11-21,935.6181629675621
2001-11-22,917.3792312542303
2001-11-23,931.76049420871
2001-11-26,944.9148788224327
2001-11-27,929.3507433097212
2001-11-28,892.4763401197342
2001-11-29,895.9853075601271
2001-11-30,875.2771883870972
2001-12-03,917.1313735817553
2001-12-04,939.8048110574188
2001-12-05,970.3880496227374
2001-12-06,1027.8356169583135
2001-12-07,1062.4937712650142
2001-12-10,1077.122898951718
2001-12-11,1048.4895562242332
2001-12-12,1095.370537549456
2001-12-13,1067.6807143674303
2001-12-14,1072.4988973269951
2001-12-17,1073.0132225448956
2001-12-18,1045.109169995152
2001-12-19,1017.2692284733605
2001-12-20,1034.4385448615756
2001-12-21,1006.0904652691149
2001-12-24,1024.0244763315152
2001-12-25,1061.5002080679997
2001-12-26,1059.179943107707
2001-12-27,1041.3296335991336
2001-12-28,1053.5383761424994
2001-12-31,1078.6089617453824
2002-01-01,1078.6089617453824
2002-01-02,1078.1981044850138
2002-01-03,1073.5861960090988
2002-01-04,1098.5748323369282
2002-01-07,1141.3599299220175
2002-01-08,1131.0346546399862
2002-01-09,1147.7745660876249
2002-01-10,1143.5681496655718
2002-01-11,1111.7305451791517
2002-01-14,1083.4564921030426
2002-01-15,1083.6531516902767
2002-01-16,1072.7259425906873
2002-01-17,1076.6684936048875
2002-01-18,1072.2014795182372
2002-01-21,1125.2327654258706
2002-01-22,1120.6970545449349
2002-01-23,1115.6636696807082
2002-01-24,1124.3682391707384
2002-01-25,1180.1590758423777
2002-01-28,1200.8717150256734
2002-01-29,1170.358881239912
2002-01-30,1167.5081039574611
2002-01-31,1196.2996529409552
2002-02-01,1191.5764624346887
2002-02-04,1188.2941089963833
2002-02-05,1177.4877813588896
2002-02-06,1188.3844125522908
2002-02-07,1185.5630104887066
2002-02-08,1180.1732273621458
2002-02-11,1172.3105443589732
2002-02-12,1175.9934164605322
2002-02-13,1181.3177032334352
2002-02-14,1184.3721330567805
2002-02-15,1176.9759903769423
2002-02-18,1185.5615509537001
2002-02-19,1162.4424569152388
2002-02-20,1130.4749053036712
2002-02-21,1125.8448135242713
2002-02-22,1114.0092521414672
2002-02-25,1102.977938906783
2002-02-26,1096.984013052339
2002-02-27,1143.6008829923192
2002-02-28,1142.3449051439459
2002-03-01,1144.030927222096
2002-03-04,1177.5939600126046
2002-03-05,1185.954009880021
2002-03-06,1210.4902444156994
2002-03-07,1196.5515783772391
2002-03-08,1198.6141846911532
2002-03-11,1232.8471531426696
2002-03-12,1225.7869899613372
2002-03-13,1211.117338839493
2002-03-14,1194.5202763867148
2002-03-15,1169.4113175670175
2002-03-18,1176.5448771388997
2002-03-19,1158.5866923733815
2002-03-20,1183.7827088874594
2002-03-21,1186.4170152517609
2002-03-22,1213.3814359868031
2002-03-25,1226.5472382989008
2002-03-26,1232.54377141
2002-03-27,1224.0081916109264
2002-03-28,1238.2703470790173
2002-03-29,1222.0271426937693
2002-04-01,1211.532413112147
2002-04-02,1221.1206376854727
2002-04-03,1243.4983115394964
2002-04-04,1231.713564620413
2002-04-05,1236.58371295566
2002-04-08,1250.2554019799559
2002-04-09,1215.9544393089375
2002-04-10,1207.856279212896
2002-04-11,1203.0687235248622
2002-04-12,1226.606779871526
2002-04-15,1226.3615236257713
2002-04-16,1240.9841993226505
2002-04-17,1275.1246396413708
2002-04-18,1274.861071872546
2002-04-19,1302.5816943599639
2002-04-22,1309.609850649154
2002-04-23,1288.2923458052326
2002-04-24,1294.9983946480331
2002-04-25,1267.3734653870677
2002-04-26,1255.7385492273231
2002-04-29,1236.78778663678
2002-04-30,1199.5510826656193
2002-05-01,1192.800133072158
2002-05-02,1165.072978703988
2002-05-03,1165.6208540666935
2002-05-06,1110.6362082178434
2002-05-07,1112.498600476298
2002-05-08,1129.8967470486928
2002-05-09,1137.1379758111239
2002-05-10,1141.3264079290036
2002-05-13,1137.161807116359
2002-05-14,1149.256391012682
2002-05-15,1176.8115625422324
2002-05-16,1156.760886626304
2002-05-17,1142.818642481957
2002-05-20,1098.230612042185
2002-05-21,1078.1042824489418
2002-05-22,1093.2736756882118
2002-05-23,1101.7856670408828
2002-05-24,1127.5388401200514
2002-05-27,1141.004550967919
2002-05-28,1118.2469276572513
2002-05-29,1109.739830190966
2002-05-30,1142.248872059088
2002-05-31,1121.2881103975656
2002-06-03,1101.7083058107175
2002-06-04,1085.8593709237816
