Date,SAUDI ARABIA IMI QUALITY
2015-05-29,1000.0
2015-06-01,999.9818519936669
2015-06-02,1000.4452176845222
2015-06-03,997.9515897734199
2015-06-04,1000.5578858842035
2015-06-05,1000.5578858842035
2015-06-08,983.4406164978863
2015-06-09,983.2932002835415
2015-06-10,988.6048632600252
2015-06-11,986.554605047946
2015-06-12,986.5546050479459
2015-06-15,993.8426482286891
2015-06-16,993.6124285646831
2015-06-17,995.3461801243815
2015-06-18,988.3200625025655
2015-06-19,988.3332397520055
2015-06-22,965.8574636400036
2015-06-23,965.2962948815747
2015-06-24,967.9389342563672
2015-06-25,973.8170036117413
2015-06-26,973.8170036117413
2015-06-29,953.381737048011
2015-06-30,954.7200314145267
2015-07-01,960.9376355260661
2015-07-02,960.9172819759034
2015-07-03,960.8276071239006
2015-07-06,958.4311908398477
2015-07-07,953.3552338664914
2015-07-08,955.2003767502805
2015-07-09,969.1345082295967
2015-07-10,969.0699070145279
2015-07-13,973.452961638685
2015-07-14,982.0214232498623
2015-07-15,993.9933385961343
2015-07-16,994.0463466267768
2015-07-17,994.0065900737856
2015-07-20,994.0198419047671
2015-07-21,994.0463466267771
2015-07-22,1001.8512395175167
2015-07-23,1004.6304597806214
2015-07-24,1004.6438539604733
2015-07-27,977.5410023242277
2015-07-28,979.8222785074386
2015-07-29,987.4142982736239
2015-07-30,976.2951071917007
2015-07-31,976.2820907913655
2015-08-03,952.0787899018038
2015-08-04,947.1639848721422
2015-08-05,951.7389541581321
2015-08-06,940.0171247847417
2015-08-07,940.0421902370394
2015-08-10,957.5851008121454
2015-08-11,948.2519851817628
2015-08-12,942.5655362560981
2015-08-13,941.5177389233618
2015-08-14,941.5302876410431
2015-08-17,916.1821238909166
2015-08-18,889.1302454488815
2015-08-19,868.0080993056093
2015-08-20,863.5973056835498
2015-08-21,863.6894116767702
2015-08-24,763.9622206444807
2015-08-25,826.2674045552839
2015-08-26,808.7515005213019
2015-08-27,829.311766508824
2015-08-28,829.3007121138344
2015-08-31,816.0058970888662
2015-09-01,805.2913563028721
2015-09-02,797.9800792694683
2015-09-03,801.9674889399527
2015-09-04,801.860589873166
2015-09-07,816.1564645478343
2015-09-08,822.2073739383367
2015-09-09,838.0640402307065
2015-09-10,833.745722984158
2015-09-11,833.7123793793778
2015-09-14,819.264517987175
2015-09-15,823.248219499018
2015-09-16,825.3583374945997
2015-09-17,824.9429493159936
2015-09-18,824.9429493159936
2015-09-21,832.3522579434087
2015-09-22,832.3855498142685
2015-09-23,832.3411612449065
2015-09-24,832.3855498142684
2015-09-25,832.3855498142682
2015-09-28,832.3633549377946
2015-09-29,816.4329234985579
2015-09-30,818.832734330742
2015-10-01,810.7038014528185
2015-10-02,810.7038014528185
2015-10-05,828.6044548417374
2015-10-06,829.6489293931289
2015-10-07,839.9760097208991
2015-10-08,844.8683920680216
2015-10-09,844.8683920680214
2015-10-12,857.6884982709299
2015-10-13,861.7405667737667
2015-10-14,857.2525442679831
2015-10-15,850.7333290471345
2015-10-16,850.7673574728719
2015-10-19,858.2394051530811
2015-10-20,850.6566413293073
2015-10-21,822.6824960121752
2015-10-22,816.0904937041139
2015-10-23,816.057851825266
2015-10-26,807.6652289665187
2015-10-27,782.6886025377459
2015-10-28,781.4702949011992
2015-10-29,784.101576915544
2015-10-30,784.0911236216244
2015-11-02,774.9096686203673
2015-11-03,761.7848152011807
2015-11-04,770.3255710688668
2015-11-05,764.3102453934274
2015-11-06,764.300055269497
2015-11-09,762.7596896457331
2015-11-10,760.9982810812555
2015-11-11,790.306161042607
2015-11-12,793.9310783163131
2015-11-13,793.9310783163131
2015-11-16,779.0776996431332
2015-11-17,776.5538113457847
2015-11-18,776.6793342442277
2015-11-19,785.3710311156242
2015-11-20,785.3605601999373
2015-11-23,792.4230781378326
2015-11-24,795.2220761493467
2015-11-25,796.050052167166
2015-11-26,797.8164120511179
2015-11-27,797.9227025403336
2015-11-30,796.8257259601402
2015-12-01,803.9294592838907
2015-12-02,809.9437466515515
2015-12-03,807.1331240463506
2015-12-04,807.1331240463509
2015-12-07,798.617609790099
2015-12-08,783.2032045875127
2015-12-09,785.1646625406137
2015-12-10,779.9104130763892
2015-12-11,779.9208064773285
2015-12-14,755.0098381408746
2015-12-15,759.3936737744953
2015-12-16,773.6968546035198
2015-12-17,796.4059587364123
2015-12-18,796.448424095397
2015-12-21,789.0763828710834
2015-12-22,794.8515704781731
2015-12-23,781.6603776712082
2015-12-24,785.1686840300355
2015-12-25,785.1686840300355
2015-12-28,795.3102024233585
2015-12-29,792.833220642267
2015-12-30,791.8007226424327
2015-12-31,796.1911736166572
2016-01-01,796.1911736166572
2016-01-04,781.5688900821294
2016-01-05,780.8365213905158
2016-01-06,759.3074194145485
2016-01-07,726.8337742647333
2016-01-08,726.8337742647333
2016-01-11,721.6909444019121
2016-01-12,712.9804581780727
2016-01-13,712.5652960517701
2016-01-14,699.0657678303838
2016-01-15,699.5133191055536
2016-01-18,669.8898535680859
2016-01-19,687.2296439689194
2016-01-20,660.5429381548223
2016-01-21,654.9528704271885
2016-01-22,655.3106775623606
2016-01-25,669.9306605241259
2016-01-26,668.829901588083
2016-01-27,677.1199474813898
2016-01-28,689.9011843656756
2016-01-29,689.9011843656755
2016-02-01,706.9769115284777
2016-02-02,698.4013645158636
2016-02-03,702.1047730313066
2016-02-04,710.0941577388924
2016-02-05,710.0941577388925
2016-02-08,709.5584255534943
2016-02-09,706.9673033061273
2016-02-10,702.6060608070276
2016-02-11,689.8847968533953
2016-02-12,689.8847968533953
2016-02-15,694.2942374870526
2016-02-16,697.3842781703265
2016-02-17,700.342810468914
2016-02-18,707.3940177922354
2016-02-19,707.3940177922354
2016-02-22,715.2758747840512
2016-02-23,719.0515725730822
2016-02-24,714.5804630525855
2016-02-25,720.3473853171114
2016-02-26,720.3281783583382
2016-02-29,729.9157549187237
2016-03-01,736.5423726553822
2016-03-02,731.0289504740182
2016-03-03,733.6571394388208
2016-03-04,733.6767015425817
2016-03-07,748.7325059158837
2016-03-08,750.6019248010681
2016-03-09,743.6542961793649
2016-03-10,740.463527410174
2016-03-11,740.463527410174
2016-03-14,732.8598808709472
2016-03-15,724.8651182720324
2016-03-16,731.8072749279125
2016-03-17,739.9289007515373
2016-03-18,739.9190355590044
2016-03-21,744.0810333860838
2016-03-22,745.1446373499641
2016-03-23,744.3159025651373
2016-03-24,727.0443865503026
2016-03-25,727.0443865503028
2016-03-28,714.9836033315433
2016-03-29,710.5570427203655
2016-03-30,719.4961182304176
2016-03-31,719.9172727131495
2016-04-01,719.9748607200856
2016-04-04,713.6297266397747
2016-04-05,712.7272166645755
2016-04-06,713.4031159057629
2016-04-07,718.253946517174
2016-04-08,718.2730997003721
2016-04-11,722.9615242686064
2016-04-12,732.3166580996572
2016-04-13,738.1910141779774
2016-04-14,747.2219380546662
2016-04-15,747.2219380546663
2016-04-18,731.725451649891
2016-04-19,742.226412077155
2016-04-20,741.4372420826832
2016-04-21,748.0974961205922
2016-04-22,748.0576002471905
2016-04-25,784.9052547422018
2016-04-26,767.751212741145
2016-04-27,775.2017696019807
2016-04-28,777.7182079737909
2016-04-29,777.7078392271843
2016-05-02,765.5834147459152
2016-05-03,764.9740787778638
2016-05-04,760.2143057562236
2016-05-05,768.6721697230108
2016-05-06,768.6824178654222
2016-05-09,775.1450866513127
2016-05-10,769.4359419870585
2016-05-11,771.8704849186712
2016-05-12,773.8114601937657
2016-05-13,773.8320937904641
2016-05-16,774.6250855645604
2016-05-17,778.9242964443843
2016-05-18,781.9043308416203
2016-05-19,779.7203581335774
2016-05-20,779.6787924451316
2016-05-23,758.9180918289462
2016-05-24,765.551972283742
2016-05-25,770.6140529572269
2016-05-26,764.9800567340669
2016-05-27,764.9800567340668
2016-05-30,757.8092511993387
2016-05-31,762.5512463186864
2016-06-01,762.2800357608904
2016-06-02,765.0071497908381
2016-06-03,765.0071497908381
2016-06-06,761.5762943999265
2016-06-07,765.5053651598508
2016-06-08,772.9966454546656
2016-06-09,771.7477893924046
2016-06-10,771.7683679615507
2016-06-13,768.0490533492945
2016-06-14,771.572400997764
2016-06-15,771.3534540965986
2016-06-16,767.7654592718947
2016-06-17,767.7859316526495
2016-06-20,769.1514205732352
2016-06-21,768.9517301856736
2016-06-22,769.706971658807
2016-06-23,768.7361864075398
2016-06-24,768.6951909705052
2016-06-27,760.2166397010284
2016-06-28,758.9489025789065
2016-06-29,762.1231226458408
2016-06-30,764.7244703463521
2016-07-01,764.6225424186541
2016-07-04,764.7958360663646
2016-07-05,764.5512090347174
2016-07-06,764.5613987032459
2016-07-07,764.5613987032459
2016-07-08,764.5308305124535
2016-07-11,768.423387993968
2016-07-12,770.9424411488204
2016-07-13,778.7110888330953
2016-07-14,776.6050471840243
2016-07-15,776.6050471840243
2016-07-18,779.4346216458054
2016-07-19,775.643050279756
2016-07-20,773.078407112827
2016-07-21,774.5583636205105
2016-07-22,774.5686902392293
2016-07-25,766.558398546628
2016-07-26,762.6717723829443
2016-07-27,761.9411430491008
2016-07-28,753.0513260391855
2016-07-29,753.0613659203422
2016-08-01,754.848699632585
2016-08-02,744.4649635639279
2016-08-03,746.0254338692091
2016-08-04,749.849309425013
2016-08-05,749.849309425013
2016-08-08,754.670059850066
2016-08-09,764.3891048833505
2016-08-10,761.3663409348378
2016-08-11,759.1506429636935
2016-08-12,759.1506429636935
2016-08-15,761.4915884183984
2016-08-16,756.0010587888547
2016-08-17,742.2337741288511
2016-08-18,745.1190014809413
2016-08-19,745.0593975238589
2016-08-22,734.5290810668608
2016-08-23,735.7554934884465
2016-08-24,735.2795525851092
2016-08-25,727.2019803569418
2016-08-26,727.2213708585111
2016-08-29,739.8203088602027
2016-08-30,744.298123839892
2016-08-31,745.4510698013881
2016-09-01,740.9154481176491
2016-09-02,740.9055701669497
2016-09-05,757.0686298579271
2016-09-06,755.6424690351092
2016-09-07,750.4573488905596
2016-09-08,753.357595707523
2016-09-09,753.357595707523
2016-09-12,753.4178522638683
2016-09-13,753.3575957075229
2016-09-14,753.3575957075229
2016-09-15,753.3575957075229
2016-09-16,753.3575957075229
2016-09-19,731.5461120504596
2016-09-20,729.4819865644998
2016-09-21,733.3694138839512
2016-09-22,733.2325565800712
2016-09-23,733.1836913495789
2016-09-26,733.1806870452575
2016-09-27,713.2213933099167
2016-09-28,687.0321210292233
2016-09-29,706.2990427913992
2016-09-30,707.0991416604242
2016-10-03,687.6562305054116
2016-10-04,695.7108656542418
2016-10-05,698.8726945283545
2016-10-06,708.2583638110351
2016-10-07,708.4094327433664
2016-10-10,696.5812155530084
2016-10-11,704.1039956253458
2016-10-12,707.4944907627838
2016-10-13,704.3763917253783
2016-10-14,704.3763917253782
2016-10-17,696.339690066686
2016-10-18,686.6345194526848
2016-10-19,693.395134345467
2016-10-20,706.8435063434623
2016-10-21,706.9377282747521
2016-10-24,720.8790880943513
2016-10-25,732.4182777993148
2016-10-26,735.8695638620752
2016-10-27,740.4704896932586
2016-10-28,740.4803618433493
2016-10-31,744.0891960699544
2016-11-01,744.8995711211908
2016-11-02,745.0940124241256
2016-11-03,753.5391834100318
2016-11-04,753.5391834100319
2016-11-07,773.6060571570744
2016-11-08,791.0201436931428
2016-11-09,792.7519227863785
2016-11-10,809.0334709327569
2016-11-11,809.0334709327569
2016-11-14,817.0231248527358
2016-11-15,803.4667813216635
2016-11-16,822.490081791169
2016-11-17,820.5907627092066
2016-11-18,820.5251320746166
2016-11-21,800.8692130352003
2016-11-22,813.3245914652705
