Date,TAIWAN IMI QUALITY
1998-11-30,1000.0
1998-12-01,988.6800043084708
1998-12-02,990.2855687930816
1998-12-03,989.9958550894635
1998-12-04,999.0222923069869
1998-12-07,1020.4734804302179
1998-12-08,1006.8955333099923
1998-12-09,998.5097213615022
1998-12-10,984.8824395340521
1998-12-11,968.6087820354536
1998-12-14,961.8450650057156
1998-12-15,967.1922245451277
1998-12-16,947.0363176051156
1998-12-17,930.7531278697999
1998-12-18,929.465960415064
1998-12-21,922.9108907818527
1998-12-22,961.3873013090002
1998-12-23,947.9017589526453
1998-12-24,947.6161812441818
1998-12-25,947.6161812441818
1998-12-28,924.690956924551
1998-12-29,925.1052072226884
1998-12-30,928.7641458290788
1998-12-31,923.210138984202
1999-01-01,923.210138984202
1999-01-04,925.1484495403893
1999-01-05,891.308977006926
1999-01-06,895.5423489191257
1999-01-07,920.9428507841183
1999-01-08,917.3036362145551
1999-01-11,919.4026331847911
1999-01-12,914.3155511392295
1999-01-13,906.9938539306536
1999-01-14,888.5023860311965
1999-01-15,914.7745898322594
1999-01-18,897.8510089637163
1999-01-19,890.4579271189905
1999-01-20,886.9669774563629
1999-01-21,890.5260573251273
1999-01-22,876.7892324166316
1999-01-25,845.3140453561841
1999-01-26,855.6911465412339
1999-01-27,858.6107848715995
1999-01-28,843.6045211520817
1999-01-29,829.7588312439484
1999-02-01,815.2297477824593
1999-02-02,796.584300898747
1999-02-03,803.2515004662716
1999-02-04,776.7971052212067
1999-02-05,779.0388891223712
1999-02-08,826.6068040770382
1999-02-09,811.6380762203329
1999-02-10,817.5292851573188
1999-02-11,817.2762584519156
1999-02-12,817.5292851573188
1999-02-15,817.5292851573188
1999-02-16,817.5292851573188
1999-02-17,816.2657159376017
1999-02-18,816.2657159376017
1999-02-19,813.1238155683267
1999-02-22,851.9416816381946
1999-02-23,821.9645170739803
1999-02-24,823.7999806080912
1999-02-25,826.2990478349025
1999-02-26,836.0126465048143
1999-03-01,838.2231131544497
1999-03-02,829.0964293284495
1999-03-03,840.3715859736338
1999-03-04,834.6300187914882
1999-03-05,831.9142013818511
1999-03-08,843.8907759812638
1999-03-09,857.0775243402156
1999-03-10,857.7524319185567
1999-03-11,852.5920137759873
1999-03-12,858.0176951609277
1999-03-15,880.6152188975252
1999-03-16,895.9999359612867
1999-03-17,905.2498519981883
1999-03-18,928.5500844701686
1999-03-19,934.2263627745946
1999-03-22,941.5342085032858
1999-03-23,931.339177157197
1999-03-24,925.9553548770979
1999-03-25,928.8695084380902
1999-03-26,934.9790388735676
1999-03-29,912.0285111225285
1999-03-30,910.8976172512868
1999-03-31,907.56706011892
1999-04-01,922.995025146264
1999-04-02,943.8923300013856
1999-04-05,935.1988297663976
1999-04-06,933.1632673927426
1999-04-07,931.7497185490212
1999-04-08,953.1080161094663
1999-04-09,956.3044105306581
1999-04-12,967.7217061643221
1999-04-13,979.4361037585805
1999-04-14,985.2235172637489
1999-04-15,989.9281762228616
1999-04-16,983.8492675645069
1999-04-19,1005.028373266926
1999-04-20,998.2356838135488
1999-04-21,982.4814946582027
1999-04-22,985.9580083760846
1999-04-23,1003.0914263419029
1999-04-26,1016.0005635862195
1999-04-27,1007.1894880040602
1999-04-28,1000.7721619271427
1999-04-29,970.3599785889744
1999-04-30,979.2409612316106
1999-05-03,985.939048324403
1999-05-04,1004.7395216585354
1999-05-05,1005.9957833959429
1999-05-06,1005.0780547168147
1999-05-07,990.1392206205045
1999-05-10,991.337529037454
1999-05-11,992.2558732320175
1999-05-12,991.0475290497023
1999-05-13,987.108978074754
1999-05-14,1008.2166373601915
1999-05-17,1015.2825884800646
1999-05-18,1025.4616678709137
1999-05-19,1034.6021853368889
1999-05-20,1027.119255455665
1999-05-21,1030.8403329829891
1999-05-24,1037.4797575864613
1999-05-25,1024.970778298967
1999-05-26,1021.2299323837965
1999-05-27,1026.8503261869394
1999-05-28,1022.4542250426907
1999-05-31,1021.956484978227
1999-06-01,1022.4326204731392
1999-06-02,1036.8604258889334
1999-06-03,1042.3793797205667
1999-06-04,1048.078329442484
1999-06-07,1082.7387130637062
1999-06-08,1096.337669625031
1999-06-09,1112.6462075424226
1999-06-10,1116.4279338670538
1999-06-11,1111.0853055559128
1999-06-14,1111.0371098361213
1999-06-15,1112.7411208247345
1999-06-16,1127.5383796303292
1999-06-17,1163.4065212200683
1999-06-18,1163.5863645530758
1999-06-21,1180.103224859465
1999-06-22,1216.2941139176144
1999-06-23,1202.9222373651398
1999-06-24,1223.4454838944614
1999-06-25,1183.8532806298806
1999-06-28,1186.4600344944593
1999-06-29,1232.4160887639591
1999-06-30,1237.5458220646833
1999-07-01,1237.16279952613
1999-07-02,1267.9767884093344
1999-07-05,1261.7307010217417
1999-07-06,1241.1231573766574
1999-07-07,1237.3179076186757
1999-07-08,1263.6824697931445
1999-07-09,1252.4444543249608
1999-07-12,1249.5346990666708
1999-07-13,1203.508530223948
1999-07-14,1145.1847244766648
1999-07-15,1141.2272114120829
1999-07-16,1064.1660196917178
1999-07-19,1080.3940435851064
1999-07-20,1145.8492352058463
1999-07-21,1152.5454060524182
1999-07-22,1131.9703330204466
1999-07-23,1137.3058423508546
1999-07-26,1116.955116131058
1999-07-27,1078.7275555539177
1999-07-28,1092.2366853423819
1999-07-29,1073.6217275657036
1999-07-30,1082.912366169835
1999-08-02,1043.6255142266682
1999-08-03,1043.0447587868223
1999-08-04,1030.8468126857642
1999-08-05,1014.577003615898
1999-08-06,998.9498598384804
1999-08-09,1033.8126709818605
1999-08-10,1071.9964339599146
1999-08-11,1066.204104200757
1999-08-12,1073.226305960582
1999-08-13,1116.6611479296712
1999-08-16,1177.4722561733142
1999-08-17,1180.7572057107686
1999-08-18,1163.0359412462512
1999-08-19,1162.45901571335
1999-08-20,1187.0987113248816
1999-08-23,1174.2575713562464
1999-08-24,1161.5644957744287
1999-08-25,1180.515379504688
1999-08-26,1174.0488760320545
1999-08-27,1168.698593993124
1999-08-30,1162.4988869610283
1999-08-31,1183.9206151591263
1999-09-01,1206.9759182287023
1999-09-02,1194.6789800986903
1999-09-03,1177.0130672042628
1999-09-06,1194.6457865742564
1999-09-07,1165.631572181878
1999-09-08,1169.6759430420861
1999-09-09,1174.469931570666
1999-09-10,1187.0428096555493
1999-09-13,1186.4486045415413
1999-09-14,1174.6067752160557
1999-09-15,1156.9525453353272
1999-09-16,1156.8409680094826
1999-09-17,1151.9499080040898
1999-09-20,1165.708793410693
1999-09-21,1162.1526795332557
1999-09-22,1162.116131552895
1999-09-23,1162.1344052557256
1999-09-24,1162.1344052557256
1999-09-27,1132.9430747835338
1999-09-28,1106.6798118220916
1999-09-29,1115.1144001265866
1999-09-30,1115.0137827069793
1999-10-01,1126.1493440261474
1999-10-04,1117.1289344852048
1999-10-05,1101.149699840429
1999-10-06,1098.6909083903413
1999-10-07,1114.4817668772105
1999-10-08,1105.4257042901136
1999-10-11,1113.8344985919935
1999-10-12,1149.3964169911353
1999-10-13,1144.8477932496871
1999-10-14,1153.401764808065
1999-10-15,1146.583821139537
1999-10-18,1128.5341547579858
1999-10-19,1124.7853096094796
1999-10-20,1127.9081044065877
1999-10-21,1123.0589156135104
1999-10-22,1112.3619910864857
1999-10-25,1126.5237830689034
1999-10-26,1128.1363393986699
1999-10-27,1130.5841600421006
1999-10-28,1135.1359948976426
1999-10-29,1144.8112100350343
