Date,BRAZIL IMI QUALITY
1998-11-30,1000.0
1998-12-01,987.6022109244035
1998-12-02,976.311859087544
1998-12-03,912.1462563967121
1998-12-04,909.1040918332856
1998-12-07,908.6676548327334
1998-12-08,881.3062177259058
1998-12-09,874.3715698058904
1998-12-10,874.4875174867815
1998-12-11,842.8240548749864
1998-12-14,798.4115479618093
1998-12-15,817.1982807137064
1998-12-16,794.6372835895447
1998-12-17,806.0470989417396
1998-12-18,813.5667384597888
1998-12-21,848.7553459581655
1998-12-22,847.7222617477962
1998-12-23,858.4858370937683
1998-12-24,858.4858370937685
1998-12-25,858.4858370937687
1998-12-28,849.3821368726848
1998-12-29,847.8735989562922
1998-12-30,860.8109248794588
1998-12-31,860.5971915647768
1999-01-01,860.5971915647768
1999-01-04,862.7915087043407
1999-01-05,860.4052410925086
1999-01-06,873.8079937658647
1999-01-07,844.363612228994
1999-01-08,836.7049184107867
1999-01-11,807.1295073651912
1999-01-12,767.5439474207185
1999-01-13,677.8107026548562
1999-01-14,632.0393136556215
1999-01-15,687.1610275585662
1999-01-18,634.8532551218675
1999-01-19,654.8578678218688
1999-01-20,675.3356655566864
1999-01-21,608.0449867338219
1999-01-22,592.1944947980228
1999-01-25,565.7277017344237
1999-01-26,581.5034549307314
1999-01-27,564.2531743357993
1999-01-28,562.9468570535007
1999-01-29,552.8110433555248
1999-02-01,631.748556340475
1999-02-02,682.8642651667827
1999-02-03,666.9846476502223
1999-02-04,655.7488344039639
1999-02-05,638.7838037028366
1999-02-08,620.761989057836
1999-02-09,618.1738002180577
1999-02-10,626.2006916827957
1999-02-11,625.3369260171767
1999-02-12,634.6390767523177
1999-02-15,634.6390767523177
1999-02-16,634.6390767523177
1999-02-17,626.346714172132
1999-02-18,618.0680032015881
1999-02-19,616.6845770143547
1999-02-22,605.8359979020621
1999-02-23,590.1114332197526
1999-02-24,582.2561059329337
1999-02-25,574.3656844602914
1999-02-26,588.7485773592432
1999-03-01,565.4438931485336
1999-03-02,559.8273053314276
1999-03-03,568.9453017826902
1999-03-04,605.0587688396206
1999-03-05,634.746008688916
1999-03-08,644.9967092297394
1999-03-09,674.3788290378698
1999-03-10,690.3911274044771
1999-03-11,668.0041707917932
1999-03-12,661.9335786193247
1999-03-15,703.6538333076656
1999-03-16,715.6590232636684
1999-03-17,710.3291170645048
1999-03-18,738.4125987344122
1999-03-19,746.0461164271733
1999-03-22,731.3160480765599
1999-03-23,722.981761648242
1999-03-24,723.8937897695764
1999-03-25,769.401146896328
1999-03-26,783.4619503842334
1999-03-29,792.0967638841636
1999-03-30,812.1303374194512
1999-03-31,824.2191468081933
1999-04-01,824.2191468081933
1999-04-02,824.2191468081933
1999-04-05,831.103298207216
1999-04-06,847.5851650715263
1999-04-07,862.1709267594335
1999-04-08,867.4003889892091
1999-04-09,862.6548648702144
1999-04-12,869.4647160550572
1999-04-13,876.0005379864343
1999-04-14,878.5108888225445
1999-04-15,896.1396424463987
1999-04-16,902.1448725670724
1999-04-19,882.9699729097929
1999-04-20,845.2968801069896
1999-04-21,845.2968801069896
1999-04-22,861.708463438215
1999-04-23,869.1029604357209
1999-04-26,854.2649698756111
1999-04-27,849.0349217268163
1999-04-28,883.5099980453093
1999-04-29,900.0715645938933
1999-04-30,915.3473499173766
1999-05-03,915.9683334496348
1999-05-04,901.211314170544
1999-05-05,926.0804384106774
1999-05-06,947.5597796281868
1999-05-07,976.5582277735609
1999-05-10,993.6350017370266
1999-05-11,983.656579354719
1999-05-12,974.2675430577159
1999-05-13,999.3997443962386
1999-05-14,1000.1099441754391
1999-05-17,977.4769445919475
1999-05-18,993.7897736715734
1999-05-19,992.2176405821436
1999-05-20,975.2824824579897
1999-05-21,944.3959194777573
1999-05-24,894.9919117863923
1999-05-25,855.6916909413937
1999-05-26,903.6174222267404
1999-05-27,883.8203877148305
1999-05-28,886.2320631635924
1999-05-31,897.5503571345566
1999-06-01,882.636771734522
1999-06-02,883.8068938324632
1999-06-03,883.8068938324632
1999-06-04,903.7745993675576
1999-06-07,892.4520750147848
1999-06-08,884.3412094308459
1999-06-09,878.722565052837
1999-06-10,883.0194821130466
1999-06-11,882.3595803683162
1999-06-14,872.0606316419802
1999-06-15,882.4787512287104
1999-06-16,915.6514895915415
1999-06-17,921.5376243469532
1999-06-18,931.4755420889302
1999-06-21,929.4178685396766
1999-06-22,921.4807297864952
1999-06-23,904.7514936037747
1999-06-24,881.3803830937179
1999-06-25,875.0000407618163
1999-06-28,884.4637288901974
1999-06-29,894.8155945606142
1999-06-30,922.5355249889476
1999-07-01,918.2895823331684
1999-07-02,939.4237296254079
1999-07-05,942.1799038930307
1999-07-06,931.1843350290073
1999-07-07,937.5021836971629
1999-07-08,903.2763853253905
1999-07-09,905.2858989746126
1999-07-12,869.5607397138688
1999-07-13,879.0201889201637
1999-07-14,884.5785702226774
1999-07-15,893.9675973496368
1999-07-16,904.6323659370057
1999-07-19,920.9530731922272
1999-07-20,897.7435818961361
1999-07-21,905.0569058325883
1999-07-22,902.5179904776111
1999-07-23,887.7530078196936
1999-07-26,865.1085353925001
1999-07-27,866.5804233810211
1999-07-28,877.0842023965837
1999-07-29,870.9029833045101
1999-07-30,855.3553945398605
1999-08-02,837.0850635029667
1999-08-03,835.3634491932082
1999-08-04,825.5513076537127
1999-08-05,816.2774427935063
1999-08-06,809.3308972637333
1999-08-09,798.3271883966737
1999-08-10,784.6525182205363
1999-08-11,802.0462688679208
1999-08-12,804.6291977899662
1999-08-13,806.6915761539816
1999-08-16,801.4806352986304
1999-08-17,793.7027190287622
1999-08-18,763.5049872208883
1999-08-19,759.1540004037596
1999-08-20,789.809000823979
1999-08-23,805.5900287328001
1999-08-24,790.3954413802797
1999-08-25,812.1133372250432
1999-08-26,800.4422961431504
1999-08-27,788.0938320400608
1999-08-30,795.5289847801541
1999-08-31,803.66486369305
1999-09-01,819.1641406495012
1999-09-02,827.3485375936934
1999-09-03,833.4525133463658
1999-09-06,837.7244590688084
1999-09-07,837.7244590688084
1999-09-08,836.8874014714918
1999-09-09,854.3552159320108
1999-09-10,863.6544431127087
1999-09-13,864.2659539293932
1999-09-14,871.6466015042857
1999-09-15,855.3788971028852
1999-09-16,854.5672726953604
1999-09-17,862.947031381563
1999-09-20,885.7385244369563
1999-09-21,874.6786738801916
1999-09-22,879.6485866516168
1999-09-23,864.3963214244145
1999-09-24,868.0264960030443
1999-09-27,870.004457012383
1999-09-28,860.1492122885046
1999-09-29,868.2570682359772
1999-09-30,843.7469229801999
1999-10-01,836.9414311841534
1999-10-04,844.1559437997881
1999-10-05,832.2427382211628
1999-10-06,849.5468716279574
1999-10-07,855.2016168691683
1999-10-08,851.8333419215783
1999-10-11,862.6197606058146
1999-10-12,862.6197606058146
1999-10-13,842.4893723727724
1999-10-14,844.0359535986383
1999-10-15,828.068939542362
1999-10-18,816.5651969860447
1999-10-19,828.9916657424252
1999-10-20,842.7143044097543
1999-10-21,838.4444716625269
1999-10-22,857.2444369933894
1999-10-25,841.2542339598094
1999-10-26,844.2701630103858
1999-10-27,846.9856791543215
1999-10-28,864.3400471076096
1999-10-29,880.7772605628538
1999-11-01,880.6970984031531
1999-11-02,880.6970984031531
1999-11-03,916.6279457713
1999-11-04,937.1684810218306
1999-11-05,960.3827044906487
1999-11-08,963.94972375191
1999-11-09,954.1510979163015
1999-11-10,972.7982523070455
1999-11-11,967.2378051128992
1999-11-12,964.543051885225
1999-11-15,964.5430518852249
1999-11-16,972.7433698462484
1999-11-17,956.7578622888342
1999-11-18,974.1525775253626
1999-11-19,1008.6476446080201
1999-11-22,1002.5681352621175
1999-11-23,1004.0364540546685
1999-11-24,990.1404573781169
1999-11-25,1001.8706870595174
1999-11-26,1024.0833897903383
1999-11-29,1034.93659044149
1999-11-30,1030.6909654449275
1999-12-01,1041.492413067546
1999-12-02,1086.282684764578
1999-12-03,1101.4257090504907
1999-12-06,1104.9723890286468
1999-12-07,1111.287536104444
1999-12-08,1116.9906151349003
1999-12-09,1127.1579892601346
1999-12-10,1150.8748032814588
1999-12-13,1163.4339614354258
1999-12-14,1160.1200556473445
1999-12-15,1149.345963175524
1999-12-16,1171.75217071236
1999-12-17,1200.5734406595504
1999-12-20,1225.05362996545
1999-12-21,1242.8952655709654
1999-12-22,1253.48386333087
1999-12-23,1256.0509177258361
1999-12-24,1256.0509177258361
1999-12-27,1254.931084659904
1999-12-28,1282.464920239761
1999-12-29,1327.8859849663502
1999-12-30,1350.5067112788881
1999-12-31,1350.5067112788881
2000-01-03,1329.3880225817954
2000-01-04,1245.5191212714176
2000-01-05,1268.3373392847157
2000-01-06,1256.8223094701048
2000-01-07,1279.5296963166022
2000-01-10,1331.992764698567
2000-01-11,1306.976755899063
2000-01-12,1306.1347053084173
2000-01-13,1362.435624929056
2000-01-14,1406.6612127487958
2000-01-17,1446.435723625658
2000-01-18,1434.3677116169022
2000-01-19,1403.9461447217109
2000-01-20,1393.8210307710372
2000-01-21,1391.618696019974
2000-01-24,1394.2510444140996
2000-01-25,1390.719308022395
2000-01-26,1394.4868260288563
2000-01-27,1390.8954972378258
2000-01-28,1345.5161394660363
2000-01-31,1324.6141176788776
2000-02-01,1332.3765590524984
2000-02-02,1348.485464575453
2000-02-03,1387.4352041937698
2000-02-04,1429.7723962905739
2000-02-07,1444.6763721099148
2000-02-08,1493.2476637898303
2000-02-09,1470.2410745960808
2000-02-10,1489.7102065766305
2000-02-11,1461.580713264781
2000-02-14,1436.53470160236
2000-02-15,1433.3984081524527
2000-02-16,1441.2120587080462
2000-02-17,1447.299869344915
2000-02-18,1424.5342399308163
2000-02-21,1430.8771193272228
2000-02-22,1405.2358703579357
2000-02-23,1426.4890756106106
2000-02-24,1425.6649321255852
2000-02-25,1433.2586533752533
2000-02-28,1408.6983707357524
2000-02-29,1426.4029760378428
2000-03-01,1447.3552160749255
2000-03-02,1457.7734823717187
2000-03-03,1511.7571795003053
2000-03-06,1511.3241353354529
2000-03-07,1511.757179500305
2000-03-08,1492.9195798065214
2000-03-09,1498.2452303111547
2000-03-10,1474.6207365505963
2000-03-13,1428.1661797814486
2000-03-14,1419.8214131708144
2000-03-15,1409.9405996019707
2000-03-16,1440.9657897839359
2000-03-17,1433.665423719556
2000-03-20,1443.940029916867
2000-03-21,1497.5576257054356
2000-03-22,1524.9969108404325
2000-03-23,1542.4108002663888
2000-03-24,1562.2490464022817
2000-03-27,1561.7513518552905
2000-03-28,1519.9353710364492
2000-03-29,1483.9961211038244
2000-03-30,1450.7480152979654
2000-03-31,1481.5308710451698
2000-04-03,1428.2433000942833
2000-04-04,1385.3233354070787
2000-04-05,1384.7450554148998
2000-04-06,1412.7617742131506
2000-04-07,1440.5989144396324
2000-04-10,1401.7543124156684
2000-04-11,1377.8550313496794
2000-04-12,1354.3888545856523
2000-04-13,1286.0325662911212
2000-04-14,1214.8413175141966
2000-04-17,1225.9084273697522
2000-04-18,1288.2379038444612
2000-04-19,1249.5880434284759
2000-04-20,1276.0727564691956
2000-04-21,1276.0727564691956
2000-04-24,1237.7727093184135
2000-04-25,1270.0108166497616
2000-04-26,1270.034220123374
2000-04-27,1270.4501221674263
2000-04-28,1302.1421186614295
2000-05-01,1302.1421186614293
2000-05-02,1310.9294886284313
2000-05-03,1269.5613243156756
2000-05-04,1259.9623332231124
2000-05-05,1281.0902452862445
2000-05-08,1245.174259322584
2000-05-09,1209.1352734013617
2000-05-10,1184.3061045469606
2000-05-11,1189.444491160743
2000-05-12,1182.339090070106
2000-05-15,1236.818045132141
2000-05-16,1265.3638099694174
2000-05-17,1222.0211237563258
2000-05-18,1199.9280236746633
2000-05-19,1172.1123229169912
2000-05-22,1129.5417094192123
2000-05-23,1104.466849322344
2000-05-24,1148.885521139288
2000-05-25,1144.29365335999
2000-05-26,1178.9066647140055
2000-05-29,1200.865994140562
2000-05-30,1250.607301188523
2000-05-31,1239.8269275164755
2000-06-01,1273.233904927818
2000-06-02,1333.976595615197
2000-06-05,1325.4216782060762
2000-06-06,1320.2707222520994
2000-06-07,1350.5580996784392
2000-06-08,1340.5646377271514
2000-06-09,1346.2282140867944
2000-06-12,1325.0167523357586
2000-06-13,1334.5465851700778
2000-06-14,1338.0205923864792
2000-06-15,1346.123338082008
2000-06-16,1334.857893744859
2000-06-19,1350.8320037896744
2000-06-20,1360.5089220388818
2000-06-21,1387.853783028608
2000-06-22,1387.853783028608
2000-06-23,1365.102137609175
2000-06-26,1354.9295511561606
2000-06-27,1345.4816302279992
2000-06-28,1370.7454349863674
2000-06-29,1358.7294329451297
2000-06-30,1373.3579233469204
