Date,KOREA IMI QUALITY
1998-11-30,1000.0
1998-12-01,988.5205368746608
1998-12-02,995.3789769743332
1998-12-03,1008.3462768656188
1998-12-04,1052.2433072901538
1998-12-07,1126.8846205998648
1998-12-08,1103.7539795006892
1998-12-09,1135.9541259861578
1998-12-10,1217.2943398928253
1998-12-11,1166.5413498359258
1998-12-14,1148.6340168079062
1998-12-15,1172.7420725148386
1998-12-16,1147.3527670130259
1998-12-17,1132.6392677621718
1998-12-18,1130.9823292451756
1998-12-21,1207.3817624472201
1998-12-22,1193.415871310471
1998-12-23,1230.0040744417865
1998-12-24,1233.496906968019
1998-12-25,1233.496906968019
1998-12-28,1250.552334514923
1998-12-29,1250.2938491212656
1998-12-30,1259.6671474487061
1998-12-31,1257.5720669539878
1999-01-01,1257.5720669539878
1999-01-04,1320.3223217510176
1999-01-05,1368.1939980174072
1999-01-06,1400.5428541469257
1999-01-07,1453.881368978239
1999-01-08,1388.3568515004147
1999-01-11,1396.9032121871683
1999-01-12,1370.2624916696852
1999-01-13,1373.0597217790914
1999-01-14,1301.4215908482452
1999-01-15,1317.5438015836905
1999-01-18,1342.759541688081
1999-01-19,1341.4179285061414
1999-01-20,1366.4982176833335
1999-01-21,1308.4122898927233
1999-01-22,1223.9371124111858
1999-01-25,1201.9683863283547
1999-01-26,1198.1948131043337
1999-01-27,1257.911152723516
1999-01-28,1269.8877958845085
1999-01-29,1265.5385454356156
1999-02-01,1280.5970973067472
1999-02-02,1250.9311686367532
1999-02-03,1224.151564774923
1999-02-04,1217.4490497271352
1999-02-05,1217.7938151644323
1999-02-08,1210.6639474126014
1999-02-09,1173.341960485955
1999-02-10,1178.721463933869
1999-02-11,1169.5373614351915
1999-02-12,1223.898410448138
1999-02-15,1223.898410448138
1999-02-16,1224.4712990657954
1999-02-17,1224.4712990657954
1999-02-18,1180.7039241050948
1999-02-19,1124.216015645371
1999-02-22,1099.7964919862823
1999-02-23,1096.898443330419
1999-02-24,1100.1330124623476
1999-02-25,1106.1271664025487
1999-02-26,1135.4568845991128
1999-03-01,1139.6484809737608
1999-03-02,1165.7435956035276
1999-03-03,1159.627391194268
1999-03-04,1145.6980622653602
1999-03-05,1156.7092060509385
1999-03-08,1206.5502641050673
1999-03-09,1213.4829852661007
1999-03-10,1198.7024533838662
1999-03-11,1210.477339295533
1999-03-12,1232.0159889276676
1999-03-15,1238.571178902373
1999-03-16,1255.668122424295
1999-03-17,1246.7632465265417
1999-03-18,1227.1051156002097
1999-03-19,1272.6518429917196
1999-03-22,1287.9966505738205
1999-03-23,1301.027645623167
1999-03-24,1300.1903698479061
1999-03-25,1305.9527241100482
1999-03-26,1315.130117544791
1999-03-29,1310.5551017714192
1999-03-30,1361.2816557579001
1999-03-31,1343.0408970491924
1999-04-01,1384.2367813788599
1999-04-02,1398.175169335821
1999-04-05,1396.3512147732963
1999-04-06,1435.5460147025588
1999-04-07,1457.90120675877
1999-04-08,1462.3971431718805
1999-04-09,1458.1429269185396
1999-04-12,1448.654690596153
1999-04-13,1447.8145511941027
1999-04-14,1463.6555489860204
1999-04-15,1524.0443854781324
1999-04-16,1576.341599472467
1999-04-19,1717.2224685116792
1999-04-20,1753.592206285203
1999-04-21,1679.5071445613248
1999-04-22,1664.7177689868086
1999-04-23,1682.2592841304502
1999-04-26,1732.9918819277345
1999-04-27,1787.8693994771543
1999-04-28,1801.1196036365952
1999-04-29,1711.9031326640916
1999-04-30,1682.9703955947994
1999-05-03,1701.2304485795676
1999-05-04,1742.1863979948337
1999-05-05,1740.3685908182938
1999-05-06,1866.7909051373758
1999-05-07,1839.65069678101
1999-05-10,1868.8535333839452
1999-05-11,1795.2704490855813
1999-05-12,1766.3181868325687
1999-05-13,1705.656484037745
1999-05-14,1699.1279781618064
1999-05-17,1664.1253944509017
1999-05-18,1711.2129642053358
1999-05-19,1753.8441063792088
1999-05-20,1732.5617156460612
1999-05-21,1742.5984325605207
1999-05-24,1712.1384190669123
1999-05-25,1733.6974333378384
1999-05-26,1758.7850065567582
1999-05-27,1785.6296336169685
1999-05-28,1807.0353081071232
1999-05-31,1824.862833052621
1999-06-01,1881.7989551399983
1999-06-02,1918.8263922694052
1999-06-03,1920.815878256328
1999-06-04,1989.311170644331
1999-06-07,2074.8845885800365
1999-06-08,2069.6713970266014
1999-06-09,1966.0073203016495
1999-06-10,2067.936092230109
1999-06-11,2044.3195734470657
1999-06-14,1958.7593940376316
1999-06-15,1963.177312417229
1999-06-16,2029.146222823382
1999-06-17,2055.4841788220283
1999-06-18,2090.275748502669
1999-06-21,2183.817271512491
1999-06-22,2200.5401252163547
1999-06-23,2211.2846953412964
1999-06-24,2177.405130261527
1999-06-25,2218.0870705875386
1999-06-28,2286.9441843764725
1999-06-29,2288.9002693504463
1999-06-30,2278.075524942299
1999-07-01,2357.56351833858
1999-07-02,2384.9086056014366
1999-07-05,2436.8670370685695
1999-07-06,2464.877996293603
1999-07-07,2476.0293653033937
1999-07-08,2398.8253296546895
1999-07-09,2443.7065235559035
1999-07-12,2354.4368106453862
1999-07-13,2328.5441342211634
1999-07-14,2233.866970292385
1999-07-15,2281.2406395636467
1999-07-16,2358.842514888802
1999-07-19,2347.0016186307257
1999-07-20,2285.600435123153
1999-07-21,2188.4390248510003
1999-07-22,2197.8090425790024
1999-07-23,2066.7905735662603
1999-07-26,2034.5619723268887
1999-07-27,2134.6327711008257
1999-07-28,2172.9985614767115
1999-07-29,2281.605519403155
1999-07-30,2207.4479024371867
1999-08-02,2165.067812488543
1999-08-03,2235.8673778155544
1999-08-04,2220.0062397857173
1999-08-05,2157.906766773408
1999-08-06,2148.3819841662157
1999-08-09,2152.3664069806446
1999-08-10,2159.2382723055953
1999-08-11,2126.4222601375213
1999-08-12,2109.091608909715
1999-08-13,2018.8134556261698
1999-08-16,2002.9930326714261
1999-08-17,1954.8804102107074
1999-08-18,1952.9163744917657
1999-08-19,1963.1295292034524
1999-08-20,1978.1124210921703
1999-08-23,2061.5425199203023
1999-08-24,2116.288095114576
1999-08-25,2215.104729076567
1999-08-26,2207.60810052953
1999-08-27,2207.5417955138864
1999-08-30,2175.4565064645153
1999-08-31,2142.3568442671153
1999-09-01,2082.393608147835
1999-09-02,2063.5556864717596
1999-09-03,2056.9465420946203
1999-09-06,2149.866401060682
1999-09-07,2161.0655514229516
1999-09-08,2124.0153306822212
1999-09-09,2159.522880304755
1999-09-10,2200.1387901203466
1999-09-13,2235.376167373513
1999-09-14,2203.9558747535857
1999-09-15,2182.2766009824513
1999-09-16,2121.928647780841
1999-09-17,2118.2517411854415
1999-09-20,2138.031739141617
1999-09-21,2162.7144984199313
1999-09-22,2126.7564702438212
1999-09-23,2125.8761902478614
1999-09-24,2120.609775243117
1999-09-27,2038.272583236405
1999-09-28,2017.5864355675797
1999-09-29,1940.2918294693459
1999-09-30,1886.4298464713893
1999-10-01,1875.014055272663
1999-10-04,1842.9567618609183
1999-10-05,1807.8760522963516
1999-10-06,1886.1311587610674
1999-10-07,1930.4427757523997
1999-10-08,1913.9545489216923
1999-10-11,1914.0482863638229
1999-10-12,1964.7639688088955
1999-10-13,1965.5169648287256
1999-10-14,1970.6936078593744
1999-10-15,1972.4017588350323
1999-10-18,1900.222822049173
1999-10-19,1859.565759976791
1999-10-20,1912.1856546361423
1999-10-21,1888.3114083511712
1999-10-22,1887.2047868024883
1999-10-25,1854.4236351598577
1999-10-26,1857.233539636664
1999-10-27,1863.3511584805026
1999-10-28,1914.1905803482325
1999-10-29,1936.046709994072
1999-11-01,2023.2645448946107
1999-11-02,2048.5742128110533
1999-11-03,2042.1999262418153
1999-11-04,2097.557096701558
1999-11-05,2098.1653036357206
1999-11-08,2098.2031339278774
1999-11-09,2176.0619224645284
1999-11-10,2196.7216095986128
1999-11-11,2220.386836825757
1999-11-12,2235.80582044243
1999-11-15,2228.538753752986
1999-11-16,2319.113867737006
1999-11-17,2188.2487396674705
1999-11-18,2198.4858615207772
1999-11-19,2263.0811802639237
1999-11-22,2229.1486666498645
1999-11-23,2243.9276266080647
1999-11-24,2262.745968947214
1999-11-25,2316.062019915083
1999-11-26,2266.0165749478197
1999-11-29,2313.6550315513523
1999-11-30,2392.8761882603153
1999-12-01,2368.4756829930093
1999-12-02,2321.6089763387804
1999-12-03,2309.975783040838
1999-12-06,2320.802719360938
1999-12-07,2251.600757137202
1999-12-08,2267.0492167355787
1999-12-09,2253.4307696745254
1999-12-10,2408.00355465008
1999-12-13,2405.8966139538347
1999-12-14,2380.6058072376964
1999-12-15,2282.260264571875
1999-12-16,2262.050381001216
1999-12-17,2216.5413844968825
1999-12-20,2213.8740502091855
1999-12-21,2120.222262147245
1999-12-22,2105.740610570086
1999-12-23,2077.5820782723226
1999-12-24,2107.0984757969036
1999-12-27,2136.050641460041
1999-12-28,2169.37619774134
1999-12-29,2170.800919412362
1999-12-30,2188.431011625103
1999-12-31,2188.8191868207928
2000-01-03,2201.942096665566
2000-01-04,2324.205916223344
2000-01-05,2230.254640625169
2000-01-06,2094.749559052289
2000-01-07,2105.378291226749
2000-01-10,2183.9636811846817
2000-01-11,2163.897324457667
2000-01-12,2117.013311980365
2000-01-13,2150.937740250761
2000-01-14,2136.5784124905845
2000-01-17,2183.5292772719763
2000-01-18,2143.6938706165342
2000-01-19,1993.1403087667115
2000-01-20,2026.350825837454
2000-01-21,1990.8610945963148
2000-01-24,1986.8410257934045
2000-01-25,1942.1098855858272
2000-01-26,1956.435017430935
2000-01-27,2082.6000557340635
2000-01-28,2131.4606760862084
2000-01-31,2178.510500740093
2000-02-01,2170.757148940804
2000-02-02,2242.1300018312904
2000-02-03,2298.1262222836167
2000-02-04,2299.1435424351375
