Date,VIETNAM SMALL CAP
2010-11-30,1000.0
2010-12-01,997.480552514622
2010-12-02,1040.1462712600992
2010-12-03,1079.631968142774
2010-12-06,1089.290439530386
2010-12-07,1056.9560127832588
2010-12-08,1018.2953155669327
2010-12-09,1049.1779308627606
2010-12-10,1088.7964656267511
2010-12-13,1136.3746880533433
2010-12-14,1115.3977235109392
2010-12-15,1117.0843609864278
2010-12-16,1080.9961554428903
2010-12-17,1125.7249560819307
2010-12-20,1108.963967360401
2010-12-21,1103.4318953436077
2010-12-22,1090.5204240900619
2010-12-23,1074.5116185131474
2010-12-24,1065.4615068525516
2010-12-27,1063.7498414143013
2010-12-28,1088.6891536471178
2010-12-29,1076.9965017669228
2010-12-30,1081.5633644985492
2010-12-31,1090.7327194682803
2011-01-03,1090.7327194682803
2011-01-04,1085.008951287804
2011-01-05,1064.6759773574172
2011-01-06,1058.5966773036394
2011-01-07,1051.8568724344047
2011-01-10,1035.7241675175972
2011-01-11,1014.4524108623493
2011-01-12,1020.8758936064806
2011-01-13,1034.7909521866127
2011-01-14,1050.4999813460834
2011-01-17,1056.687090417502
2011-01-18,1039.8071640195
2011-01-19,1048.90065866036
2011-01-20,1040.599214552212
2011-01-21,1051.435845357381
2011-01-24,1041.3618830136681
2011-01-25,1032.5164546124643
2011-01-26,1042.5270691423993
2011-01-27,1056.381545661965
2011-01-28,1062.3696566184728
2011-01-31,1062.3696566184728
2011-02-01,1062.5058927888522
2011-02-02,1062.5058927888522
2011-02-03,1062.5058927888522
2011-02-04,1062.5058927888522
2011-02-07,1062.5058927888522
2011-02-08,1075.1258955903818
2011-02-09,1071.3947281765002
2011-02-10,1072.6445565788526
2011-02-11,1004.4652181383025
2011-02-14,992.5287828099962
2011-02-15,983.2268862273369
2011-02-16,970.8625731968469
2011-02-17,955.4714997366003
2011-02-18,937.4944421909503
2011-02-21,893.1722198360711
2011-02-22,874.0539460048923
2011-02-23,885.2005592507048
2011-02-24,875.4919665059983
2011-02-25,889.5471483589531
2011-02-28,876.2613690574146
2011-03-01,871.9254036178168
2011-03-02,834.0350246686403
2011-03-03,818.7694099574754
2011-03-04,820.3338076159052
2011-03-07,820.4469665639566
2011-03-08,818.4564548006276
2011-03-09,798.2780166543073
2011-03-10,833.0758037089449
2011-03-11,857.8409703235451
2011-03-14,826.616306442037
2011-03-15,818.6471290932761
2011-03-16,828.4705380315003
2011-03-17,829.6138570318429
2011-03-18,851.6963137216267
2011-03-21,851.8547100735348
2011-03-22,837.9999029270508
2011-03-23,847.6591058942773
2011-03-24,837.0077650629216
2011-03-25,836.0951433068826
2011-03-28,837.6135963527349
2011-03-29,828.7705502351104
2011-03-30,824.5630293407745
2011-03-31,822.0048893708059
2011-04-01,815.091164132505
2011-04-04,808.677339252945
2011-04-05,810.358586946336
2011-04-06,826.6739279197245
2011-04-07,817.364190818016
2011-04-08,818.2645897735446
2011-04-11,818.2645897735446
2011-04-12,818.2645897735446
2011-04-13,809.1792877757839
2011-04-14,805.8739500779088
2011-04-15,795.9725939074876
2011-04-18,778.5859807838808
2011-04-19,775.0208408397968
2011-04-20,777.4576522469787
2011-04-21,766.0308805027549
2011-04-22,755.723152771232
2011-04-25,773.330140078938
2011-04-26,758.3303927846882
2011-04-27,761.7481830160075
2011-04-28,760.1652760995805
2011-04-29,761.6965626972868
2011-05-02,761.6965626972868
2011-05-03,762.435177545963
2011-05-04,759.2888114695397
2011-05-05,751.2920352943448
2011-05-06,753.8068029943588
2011-05-09,755.1761629740065
2011-05-10,748.3905087647788
2011-05-11,746.0618372692163
2011-05-12,747.2142581589507
2011-05-13,740.6446017699916
2011-05-16,730.5290491803243
2011-05-17,712.8756897831671
2011-05-18,699.815683638145
2011-05-19,691.0485846356868
2011-05-20,682.1728054703136
2011-05-23,657.6521847145845
2011-05-24,630.2677941727209
2011-05-25,603.6751076656735
2011-05-26,620.4196553964005
2011-05-27,636.6046376750012
2011-05-30,620.133200112346
2011-05-31,623.3319666963245
2011-06-01,645.8700034398224
2011-06-02,673.2694908863318
2011-06-03,669.5864771005678
2011-06-06,664.0834814213797
2011-06-07,689.3168776041508
2011-06-08,681.9838629553161
2011-06-09,689.0159749208816
2011-06-10,704.0699461624023
2011-06-13,709.9656370474669
2011-06-14,699.9256420427396
2011-06-15,680.2502709182418
2011-06-16,691.565864135672
2011-06-17,667.1704402951233
2011-06-20,657.7118191607944
2011-06-21,677.0104064233922
2011-06-22,676.6599813835417
2011-06-23,663.5860462314396
2011-06-24,666.7698889138339
2011-06-27,664.359524389999
2011-06-28,656.9828543316776
2011-06-29,657.7345304803981
2011-06-30,654.7386519147508
2011-07-01,636.1874128673918
2011-07-04,630.119574739195
2011-07-05,647.944486519332
2011-07-06,639.2039370292572
2011-07-07,636.0371476149444
2011-07-08,636.6438922518059
2011-07-11,630.1247008367837
2011-07-12,627.4732969367365
2011-07-13,626.2394888510214
2011-07-14,627.8741771368047
2011-07-15,621.1444168631505
2011-07-18,618.7812740017181
2011-07-19,616.0744505594191
2011-07-20,631.2661800381157
2011-07-21,622.8325555890706
2011-07-22,620.7785386039259
2011-07-25,616.3978426717786
2011-07-26,615.7269429355268
2011-07-27,619.2590606567957
2011-07-28,621.7518824810676
2011-07-29,617.7472265874121
2011-08-01,607.0795664342749
2011-08-02,591.6884070580677
2011-08-03,586.6190391290392
2011-08-04,599.7665529469476
2011-08-05,596.9289859925184
2011-08-08,581.5224010212021
2011-08-09,556.5916102563662
2011-08-10,561.8140569154602
2011-08-11,557.6568699433855
2011-08-12,561.6210300740173
2011-08-15,560.4791098655024
2011-08-16,563.1695638375952
2011-08-17,578.7737722706678
2011-08-18,589.2231683517216
2011-08-19,581.6988505167595
2011-08-22,604.7904199013134
2011-08-23,608.5288790038572
2011-08-24,602.7944530323056
2011-08-25,614.3201980839553
2011-08-26,614.8325665036957
2011-08-29,638.0297078645343
2011-08-30,653.8523225096108
2011-08-31,665.6090638440609
2011-09-01,679.1373434729453
2011-09-02,679.1373434729453
2011-09-05,668.6375610126373
2011-09-06,659.5896653115066
2011-09-07,681.0577476574264
2011-09-08,692.7832520831189
2011-09-09,694.1376193952101
2011-09-12,698.0682573893693
2011-09-13,708.907933916732
2011-09-14,687.6799826801561
2011-09-15,683.0889483904878
2011-09-16,665.3941674794082
2011-09-19,679.5637647669396
2011-09-20,668.3590561049273
2011-09-21,667.1195048887382
2011-09-22,679.1437169884308
2011-09-23,669.616776626597
2011-09-26,661.2184188392249
2011-09-27,660.5829902333661
2011-09-28,656.7706508665918
2011-09-29,643.4135850758668
2011-09-30,637.5226706805987
2011-10-03,625.4134576130116
2011-10-04,624.1895290020915
2011-10-05,624.632900256707
2011-10-06,638.2714270004686
2011-10-07,632.9399331902978
