Date,UKRAINE SMALL CAP
2010-11-30,1000.0
2010-12-01,1020.9249919036279
2010-12-02,1059.5072722373125
2010-12-03,1147.7700231868932
2010-12-06,1115.844189053459
2010-12-07,1146.0714551323113
2010-12-08,1154.2658502380211
2010-12-09,1174.96788205172
2010-12-10,1202.7462221722885
2010-12-13,1200.7502088294548
2010-12-14,1190.5312621740118
2010-12-15,1191.0589628024306
2010-12-16,1165.6639005942536
2010-12-17,1186.3769105434692
2010-12-20,1183.0725872724324
2010-12-21,1183.5831318760047
2010-12-22,1187.5215122932025
2010-12-23,1178.1491605447425
2010-12-24,1192.3905708085288
2010-12-27,1205.3711657976273
2010-12-28,1225.616797242935
2010-12-29,1237.785291253227
2010-12-30,1235.393252979796
2010-12-31,1239.1292783069632
2011-01-03,1239.1292783069632
2011-01-04,1239.1292783069632
2011-01-05,1266.2976887858265
2011-01-06,1291.2918991306044
2011-01-07,1291.2918991306044
2011-01-10,1317.1615617488392
2011-01-11,1343.271239513339
2011-01-12,1359.9066359651908
2011-01-13,1383.1865261565017
2011-01-14,1352.8459946990943
2011-01-17,1363.9095284266753
2011-01-18,1368.4509964813024
2011-01-19,1372.705509273341
2011-01-20,1358.2065662291357
2011-01-21,1362.4306850640346
2011-01-24,1456.74069102841
2011-01-25,1536.9040185567856
2011-01-26,1514.4661042023351
2011-01-27,1494.8240170961133
2011-01-28,1507.9246515610487
2011-01-31,1501.477277848477
2011-02-01,1527.240383216299
2011-02-02,1531.5223902417056
2011-02-03,1536.0235525078328
2011-02-04,1537.0164850928277
2011-02-07,1532.1549282786943
2011-02-08,1528.2364394615984
2011-02-09,1513.6086430462444
2011-02-10,1445.4296428563514
2011-02-11,1442.2886972456463
2011-02-14,1430.7070472889682
2011-02-15,1407.3856022384537
2011-02-16,1419.4338761553072
2011-02-17,1433.6067722752596
2011-02-18,1421.046381101912
2011-02-21,1422.0067846098086
2011-02-22,1342.390931516433
2011-02-23,1350.6177612132894
2011-02-24,1262.3566400280968
2011-02-25,1297.2481260586153
2011-02-28,1303.2535300623413
2011-03-01,1306.5347576144188
2011-03-02,1300.1385437562494
2011-03-03,1305.8378836035633
2011-03-04,1301.5931954539615
2011-03-07,1301.5931954539615
2011-03-08,1301.5931954539615
2011-03-09,1300.2770368157114
2011-03-10,1294.5317664412223
2011-03-11,1295.0740503591524
2011-03-14,1299.4942071533803
2011-03-15,1284.9350561389372
2011-03-16,1289.5650777434075
2011-03-17,1286.9180707604712
2011-03-18,1289.998346841227
2011-03-21,1299.809838684862
2011-03-22,1298.8660356183298
2011-03-23,1296.1467440709996
2011-03-24,1296.1467440709996
2011-03-25,1295.7401735741141
2011-03-28,1295.3338580602933
2011-03-29,1287.3036593692843
2011-03-30,1290.415584650193
2011-03-31,1289.9877605837087
2011-04-01,1289.6068002035304
2011-04-04,1290.415584650193
2011-04-05,1287.5622116763122
2011-04-06,1286.3238430444524
2011-04-07,1285.4126850767054
2011-04-08,1284.7551139325763
2011-04-11,1276.0072263199518
2011-04-12,1271.9924420132413
2011-04-13,1302.4130466263894
2011-04-14,1261.964056162504
2011-04-15,1285.1995285319201
2011-04-18,1244.1635714825572
2011-04-19,1177.6353444853166
2011-04-20,1162.3250289760276
2011-04-21,1161.1893641149195
2011-04-22,1155.79507280017
2011-04-25,1159.575744863176
2011-04-26,1126.5631346105768
2011-04-27,1144.7763175278697
2011-04-28,1156.6849509852418
2011-04-29,1149.1566139628537
2011-05-02,1149.1566139628537
2011-05-03,1149.1566139628537
2011-05-04,1119.3212178172087
2011-05-05,1120.0941811793778
2011-05-06,1063.135361540217
2011-05-09,1063.135361540217
2011-05-10,1023.8485815265233
2011-05-11,959.997666445499
2011-05-12,907.8481199157841
2011-05-13,913.3550334151896
