Date,JAMAICA SMALL CAP
2010-11-30,1000.0
2010-12-01,1000.0584966364435
2010-12-02,998.69416035181
2010-12-03,1000.0584966364435
2010-12-06,1000.0584966364435
2010-12-07,1000.0584966364435
2010-12-08,999.9999999999999
2010-12-09,998.0151780502042
2010-12-10,1003.124535848225
2010-12-13,1003.1833184169826
2010-12-14,1003.1833184169826
2010-12-15,1007.2835227156896
2010-12-16,1007.2835227156896
2010-12-17,1007.2835227156896
2010-12-20,1007.2835227156896
2010-12-21,1007.874131641351
2010-12-22,1007.874131641351
2010-12-23,1007.874131641351
2010-12-24,1007.874131641351
2010-12-27,1008.465433566632
2010-12-28,1008.465433566632
2010-12-29,1008.465433566632
2010-12-30,1012.5704489000103
2010-12-31,998.8870644554156
2011-01-03,998.8870644554156
2011-01-04,998.8870644554156
2011-01-05,998.8870644554156
2011-01-06,997.1320652206476
2011-01-07,997.1320652206476
2011-01-10,997.1320652206476
2011-01-11,984.8386561973792
2011-01-12,984.8386561973792
2011-01-13,984.8386561973792
2011-01-14,984.8386561973792
2011-01-17,985.358024995327
2011-01-18,985.4157664559186
2011-01-19,985.9357442876553
2011-01-20,985.9935534781733
2011-01-21,984.8995245700145
2011-01-24,985.9979685103074
2011-01-25,986.0558492246314
2011-01-26,1013.1053828070362
2011-01-27,1013.1648547989827
2011-01-28,1013.1648547989827
2011-01-31,1013.1648547989827
2011-02-01,1013.1053828070363
2011-02-02,1019.4485116066551
2011-02-03,1013.1053828070362
2011-02-04,1013.1648547989827
2011-02-07,1036.7140919645806
2011-02-08,1037.323028288789
2011-02-09,1037.9326803771162
2011-02-10,1041.7707832628214
2011-02-11,1040.4866093693886
2011-02-14,1040.5476887124687
2011-02-15,1040.5476887124687
2011-02-16,1040.5476887124687
2011-02-17,1038.65755755402
2011-02-18,1038.0493017812666
2011-02-21,1038.0493017812666
2011-02-22,1038.1100952982083
2011-02-23,1012.157342915753
2011-02-24,983.7459087286442
2011-02-25,983.7459087286442
2011-02-28,1065.428782016582
2011-03-01,1066.6781854548894
2011-03-02,1066.615645692609
2011-03-03,1065.9906511738625
2011-03-04,1066.0531176638228
2011-03-07,1065.3663886702468
2011-03-08,1065.4287820165819
2011-03-09,1065.4287820165819
2011-03-10,1065.366388670247
2011-03-11,1065.428782016582
2011-03-14,1065.3663886702473
2011-03-15,1065.3663886702473
2011-03-16,1065.4287820165823
2011-03-17,1070.892519360257
2011-03-18,1070.892519360257
2011-03-21,1070.8298060480433
2011-03-22,1015.9154570199385
2011-03-23,1015.9154570199385
2011-03-24,1002.1868697629122
2011-03-25,1002.1868697629122
2011-03-28,1035.4100509249156
2011-03-29,1035.4100509249156
2011-03-30,1035.4100509249156
2011-03-31,1015.9154570199383
2011-04-01,1018.0381889816654
2011-04-04,1018.0381889816654
2011-04-05,1018.0381889816654
2011-04-06,1045.2702291624773
2011-04-07,1045.2702291624773
2011-04-08,1045.2702291624773
2011-04-11,1044.6573471752815
2011-04-12,1044.6573471752815
2011-04-13,1044.6573471752815
2011-04-14,1049.6424564672102
2011-04-15,1057.101218791017
2011-04-18,1057.1631280864071
2011-04-19,1057.1631280864071
2011-04-20,1057.7206382324741
2011-04-21,1044.04518347931
2011-04-22,1044.04518347931
2011-04-25,1044.04518347931
2011-04-26,1044.04518347931
2011-04-27,1044.5960985034253
2011-04-28,1072.7144061994827
2011-04-29,1072.7773404562267
2011-05-02,1058.473642583477
2011-05-03,1045.8224381353855
2011-05-04,1045.8838307058659
2011-05-05,1045.8838307058659
2011-05-06,1045.8838307058659
2011-05-09,1045.8838307058659
2011-05-10,1045.8838307058659
2011-05-11,1051.388482446423
2011-05-12,1051.388482446423
2011-05-13,1050.7716514212273
2011-05-16,1050.7716514212273
2011-05-17,1050.7716514212273
2011-05-18,1081.0501413146826
2011-05-19,1081.113601845432
2011-05-20,1054.1408083167016
2011-05-23,1054.1408083167016
2011-05-24,1054.1408083167016
2011-05-25,1087.1687187600448
2011-05-26,1105.8845346779392
2011-05-27,1106.4377535547167
2011-05-30,1106.4377535547167
2011-05-31,1064.9463377964148
2011-11-30,1000.0
2011-12-01,995.1125643142134
2011-12-02,992.9822466750198
2011-12-05,992.924635730098
2011-12-06,976.4530421862272
