Date,SLOVENIA SMALL CAP
2010-11-30,1000.0
2010-12-01,973.0786527074405
2010-12-02,963.9794654476495
2010-12-03,979.5706136416092
2010-12-06,962.691929335663
2010-12-07,961.479624863865
2010-12-08,947.7082595948267
2010-12-09,956.6788161984321
2010-12-10,966.7941979508221
2010-12-13,971.3573091254656
2010-12-14,967.7589309090594
2010-12-15,942.1211288052963
2010-12-16,942.4949441129932
2010-12-17,950.5874454931628
2010-12-20,952.3016465537598
2010-12-21,960.6236510020942
2010-12-22,968.7455623411129
2010-12-23,978.172349357764
2010-12-24,982.027252632322
2010-12-27,980.0667703472964
2010-12-28,999.5414127483062
2010-12-29,1008.758902991896
2010-12-30,1040.8335073670598
2010-12-31,1051.2951301071216
2011-01-03,1058.402533541257
2011-01-04,1036.380264473914
2011-01-05,998.1218024470489
2011-01-06,983.6274849233864
2011-01-07,977.5257626852643
2011-01-10,972.462178903646
2011-01-11,963.0016807013018
2011-01-12,963.1619554825733
2011-01-13,909.0597825388758
2011-01-14,916.2623076626206
2011-01-17,923.5592333935566
2011-01-18,930.7684290071791
2011-01-19,923.1735386543917
2011-01-20,908.3134400195713
2011-01-21,924.5353582360265
2011-01-24,929.432431608335
2011-01-25,928.5169150428583
2011-01-26,930.0904800816255
2011-01-27,917.3818911755498
2011-01-28,899.1943506312451
2011-01-31,888.7307173007498
2011-02-01,887.2149618381965
2011-02-02,879.8934164554637
2011-02-03,859.6149004920643
2011-02-04,839.2237775897031
2011-02-07,837.3079529356269
2011-02-08,845.2834920280505
2011-02-09,834.5054525165589
2011-02-10,829.172039340805
2011-02-11,824.063419219562
2011-02-14,808.444052897497
2011-02-15,830.1140831998027
2011-02-16,829.4315051864535
2011-02-17,848.1099345100025
2011-02-18,858.5218845342334
2011-02-21,882.5294206301036
2011-02-22,891.1599487345234
2011-02-23,887.0285239490721
2011-02-24,872.3687542291808
2011-02-25,868.5008583933461
2011-02-28,877.1227822221455
2011-03-01,854.4233189390638
2011-03-02,846.8775494624483
2011-03-03,852.717180196454
2011-03-04,836.2959737854976
2011-03-07,851.1926894761081
2011-03-08,840.5005941677415
2011-03-09,847.695157199939
2011-03-10,828.5696766705787
2011-03-11,826.4432563104708
2011-03-14,837.810419909245
2011-03-15,819.2837384662644
2011-03-16,805.9666541525133
2011-03-17,815.4034434742657
2011-03-18,811.7529743988993
2011-03-21,810.8738533954078
2011-03-22,807.7757631577701
2011-03-23,798.0645138517423
2011-03-24,809.2051565451814
2011-03-25,821.9620564718288
2011-03-28,816.1171859325577
2011-03-29,809.5009347775276
2011-03-30,817.3866573642466
2011-03-31,828.0471738615157
2011-04-01,837.2684979798928
2011-04-04,834.749340337131
2011-04-05,826.5377620694169
2011-04-06,830.860728203083
2011-04-07,823.3651205619783
2011-04-08,833.835450314477
2011-04-11,827.1692313237181
2011-04-12,824.9126366896519
2011-04-13,825.1923798285662
2011-04-14,817.7501411876281
2011-04-15,814.1570097010022
2011-04-18,801.7295493572462
2011-04-19,797.0693078993808
2011-04-20,799.9478893718065
2011-04-21,797.2905349996079
2011-04-22,797.2905349996079
2011-04-25,796.7159802061899
2011-04-26,794.8896789317051
2011-04-27,795.7592423709848
2011-04-28,806.4912064326705
2011-04-29,814.9717215641244
2011-05-02,818.0204496948072
2011-05-03,808.5265815034834
2011-05-04,806.1031058365814
2011-05-05,777.6186322334959
2011-05-06,756.2525432632265
2011-05-09,742.2477910718989
2011-05-10,729.5435225852061
2011-05-11,729.4261403604414
