Date,TUNISIA SMALL CAP
2010-11-30,1000.0
2010-12-01,995.5179396697615
2010-12-02,1005.0346047859115
2010-12-03,1010.3664519275541
2010-12-06,1005.0402501972013
2010-12-07,1009.9791089877707
2010-12-08,1000.7505589505124
2010-12-09,997.4872038797077
2010-12-10,994.1017068410384
2010-12-13,995.5739654314131
2010-12-14,985.0750984679105
2010-12-15,987.6771973362846
2010-12-16,981.1181611846295
2010-12-17,975.1253476820962
2010-12-20,966.6236097731771
2010-12-21,974.554875758089
2010-12-22,977.4620776455918
2010-12-23,977.5576161181348
2010-12-24,983.5988896972365
2010-12-27,973.7443903244473
2010-12-28,955.6275727792541
2010-12-29,946.6672270450653
2010-12-30,964.884748569723
2010-12-31,978.082330504717
2011-01-03,977.6570659236003
2011-01-04,982.7320431276734
2011-01-05,987.5455542645448
2011-01-06,982.2505097821015
2011-01-07,971.3361001850305
2011-01-10,948.31770541077
2011-01-11,924.962645866551
2011-01-12,894.0817443701063
2011-01-13,864.244926876119
2011-01-14,852.8347675370885
2011-01-17,855.8676504005144
2011-01-18,858.6818227503691
2011-01-19,862.7256606729301
2011-01-20,854.1998729482757
2011-01-21,864.9751919939233
2011-01-24,871.3614918638202
2011-01-25,869.0478970788947
2011-01-26,866.5323854985188
2011-01-27,868.0031098188726
2011-01-28,866.0126983979235
2011-01-31,866.1453145219081
2011-02-01,852.7945144436629
2011-02-02,822.0176729383982
2011-02-03,812.7740472915522
2011-02-04,823.6133925863472
2011-02-07,847.3755646581207
2011-02-08,835.4127451415785
2011-02-09,847.4264092808271
2011-02-10,831.5835485951421
2011-02-11,814.8428151472551
2011-02-14,798.4326635397472
2011-02-15,800.9489090652944
2011-02-16,794.1371452915045
2011-02-17,801.147246234169
2011-02-18,801.6728090366366
2011-02-21,782.5911105583459
2011-02-22,771.7282142235036
2011-02-23,758.9968129133213
2011-02-24,737.6811688920739
2011-02-25,700.9315403166373
2011-02-28,702.2995756153391
2011-03-01,703.7480279084083
2011-03-02,706.8900968260976
2011-03-03,707.7242898312207
2011-03-04,711.0042048083442
2011-03-07,742.9722008741985
2011-03-08,762.1208386357971
2011-03-09,757.0852812073963
2011-03-10,752.0320929959861
2011-03-11,766.4576094347123
2011-03-14,766.638223544609
2011-03-15,754.865998102305
2011-03-16,754.41674635722
2011-03-17,758.314363975775
2011-03-18,775.777274991036
2011-03-21,775.1602431743403
2011-03-22,778.3879503197312
2011-03-23,786.8875051283096
2011-03-24,792.5102871334142
2011-03-25,785.334762261853
2011-03-28,787.149570649593
2011-03-29,773.1472885278317
2011-03-30,775.601395106998
2011-03-31,770.5846226939615
2011-04-01,763.8844931395613
2011-04-04,762.0623047629764
2011-04-05,756.5539697417047
2011-04-06,766.3180637061485
2011-04-07,762.0034850674085
2011-04-08,765.0785525024784
2011-04-11,756.0311623775445
2011-04-12,756.7723395275818
2011-04-13,749.1651852655309
2011-04-14,735.8866786883932
2011-04-15,725.7038213811603
2011-04-18,718.0198941691752
2011-04-19,732.5526188108107
2011-04-20,740.1058273461003
2011-04-21,743.9412535157962
2011-04-22,744.5247864729727
2011-04-25,752.6159345538733
2011-04-26,763.7556783507472
