Date,KENYA SMALL CAP
2010-11-30,1000.0
2010-12-01,1003.9076559465059
2010-12-02,1021.2320701810722
2010-12-03,1015.9205216456628
2010-12-06,1007.8315042059855
2010-12-07,1005.8275942876875
2010-12-08,1006.8881107744475
2010-12-09,1007.3429947155531
2010-12-10,999.5809286740463
2010-12-13,1000.8226441133929
2010-12-14,1000.8820620248052
2010-12-15,991.4823102535836
2010-12-16,994.0820781712903
2010-12-17,993.6959661856479
2010-12-20,990.9380953270899
2010-12-21,984.5786690971893
2010-12-22,982.358587072535
2010-12-23,988.333768681007
2010-12-24,1000.5899209573272
2010-12-27,999.5121722085261
2010-12-28,996.4285515023687
2010-12-29,1003.8140608900529
2010-12-30,1004.8593928314576
2010-12-31,1024.2195904809566
2011-01-03,1049.0844439592972
2011-01-04,1034.8766816467732
2011-01-05,1038.4984995019456
2011-01-06,1059.1117908632668
2011-01-07,1064.1640006122102
2011-01-10,1061.8235823770146
2011-01-11,1058.3670089985092
2011-01-12,1034.5082063759237
2011-01-13,1040.8744291153425
2011-01-14,1040.3933411845762
2011-01-17,1036.1474996121979
2011-01-18,1037.5134564882117
2011-01-19,1032.3005716165158
2011-01-20,1029.6612664055274
2011-01-21,1032.2564690833158
2011-01-24,1019.1125195505635
2011-01-25,1024.5356831121449
2011-01-26,1028.0258447370613
2011-01-27,1033.6438969289482
2011-01-28,1036.9089833777937
2011-01-31,1022.8930683730257
2011-02-01,1012.0377021199681
2011-02-02,1004.9729124860206
2011-02-03,997.1795302946576
2011-02-04,1000.1959577953759
2011-02-07,998.7779457754932
2011-02-08,994.1286866703032
2011-02-09,985.074741102474
2011-02-10,981.274314491302
2011-02-11,978.4637198145823
2011-02-14,981.4762312672135
2011-02-15,963.3870139395785
2011-02-16,957.3361439278766
2011-02-17,949.7462811324649
2011-02-18,938.5215358738981
2011-02-21,940.7747613675946
2011-02-22,946.521815283935
2011-02-23,947.7149863980139
2011-02-24,948.2791410941569
2011-02-25,942.8938994076705
2011-02-28,936.1380951625331
2011-03-01,925.021687209521
2011-03-02,925.8317524269345
2011-03-03,923.602351739563
2011-03-04,916.701300522696
2011-03-07,910.4106612505605
2011-03-08,898.4064970161596
2011-03-09,872.1081042764487
2011-03-10,843.0947204089384
2011-03-11,834.5365857323924
2011-03-14,847.9762253365582
2011-03-15,866.1628544953085
2011-03-16,873.1320551603957
2011-03-17,856.5893432109342
2011-03-18,862.9783379364762
2011-03-21,846.978484861319
2011-03-22,837.9833904259286
2011-03-23,833.7263327690999
2011-03-24,829.4075286059293
2011-03-25,842.4701754435721
2011-03-28,844.5456814982915
2011-03-29,849.5995348278409
2011-03-30,858.841555219865
2011-03-31,857.9008698197625
2011-04-01,859.458615907853
2011-04-04,859.8220711170878
2011-04-05,869.3393475090528
2011-04-06,864.3119152179657
2011-04-07,859.2442454589341
2011-04-08,864.5563358347104
2011-04-11,860.1031712206418
2011-04-12,860.0038489241955
2011-04-13,859.949683030599
2011-04-14,869.558670799148
2011-04-15,884.1685375048376
2011-04-18,886.9525699924211
2011-04-19,886.9428782554498
2011-04-20,882.864927592068
2011-04-21,885.4348076867853
2011-04-22,885.4348076867853
2011-04-25,887.5492788693209
2011-04-26,890.0108567426998
2011-04-27,889.4757781916197
2011-04-28,891.8697926248025
2011-04-29,892.3158798474151
2011-05-02,893.3877307541386
2011-05-03,898.1307793897101
2011-05-04,898.573077459254
2011-05-05,910.8712984059913
2011-05-06,917.5277157530111
2011-05-09,907.3890500995905
2011-05-10,896.8000593580363
2011-05-11,886.9860818091331
2011-05-12,884.0546562865668
2011-05-13,892.0842514214718
2011-05-16,881.5302430827386
2011-05-17,878.327368576019
2011-05-18,865.6602652441542
2011-05-19,878.268987751763
2011-05-20,878.464393597747
2011-05-23,871.4097831764836
2011-05-24,879.7966247002919
2011-05-25,888.635324752273
2011-05-26,885.152243475834
2011-05-27,883.4927731548003
2011-05-30,880.9529625297743
2011-05-31,878.3379269872936
2011-06-01,877.3166038163782
2011-06-02,866.165912526515
2011-06-03,869.5445317416116
2011-06-06,862.0976198841328
2011-06-07,860.2184107130226
2011-06-08,865.3121224492637
2011-06-09,868.2349334794978
2011-06-10,861.0552364535251
2011-06-13,836.8720240874194
2011-06-14,845.132079126283
2011-06-15,848.2237916926316
2011-06-16,833.9865615478872
2011-06-17,835.3941189516696
2011-06-20,826.0047398381375
2011-06-21,822.7494507415859
2011-06-22,822.2823606462308
2011-06-23,831.6551318658534
2011-06-24,823.0030301117741
2011-06-27,820.3422561889905
2011-06-28,826.7708048242918
2011-06-29,831.3633561557845
2011-06-30,833.5704645379019
2011-07-01,834.6371807421003
2011-07-04,836.2482685671016
2011-07-05,826.2729131969708
2011-07-06,814.1762173782404
2011-07-07,810.7982077474736
2011-07-08,799.7606592600606
2011-07-11,795.5347938638408
2011-07-12,792.9867362010982
2011-07-13,789.1824855469794
2011-07-14,782.755771691321
2011-07-15,777.7030460407617
2011-07-18,763.3359517342167
2011-07-19,767.7527037589585
2011-07-20,778.1684477000719
2011-07-21,772.036785083876
2011-07-22,774.048485603207
2011-07-25,768.6143692914841
2011-07-26,761.327951028465
2011-07-27,755.4006401598584
2011-07-28,744.2428164785089
2011-07-29,747.9315863087942
2011-08-01,746.5211397425852
2011-08-02,742.5178364080729
2011-08-03,735.430093830545
2011-08-04,732.549289452584
2011-08-05,723.8158061131921
2011-08-08,699.9084477057227
2011-08-09,659.4255295828599
2011-08-10,667.4989726791501
2011-08-11,676.7244379507549
2011-08-12,678.5520748017403
2011-08-15,676.135715531162
2011-08-16,677.0730850467861
2011-08-17,682.8884200809746
2011-08-18,694.6693103119973
2011-08-19,696.1764782168997
2011-08-22,690.8990441310194
2011-08-23,692.673258036797
2011-08-24,690.9578790996317
2011-08-25,678.4711181864902
2011-08-26,678.2556932093339
2011-08-29,667.050920499939
2011-08-30,666.6047500614176
2011-08-31,667.6730269044647
2011-09-01,651.0601120245788
2011-09-02,643.0453819162295
2011-09-05,638.3997252906414
2011-09-06,639.9785775314413
2011-09-07,638.1034842572859
2011-09-08,647.2652919257522
2011-09-09,645.195658385296
2011-09-12,640.9129897361562
2011-09-13,645.7317686789635
2011-09-14,650.1572705540067
2011-09-15,651.6997140709443
2011-09-16,653.8946032967987
2011-09-19,646.3721875698374
2011-09-20,640.6199945490634
2011-09-21,631.4816308937042
2011-09-22,612.8147885992314
2011-09-23,611.710737117711
2011-09-26,586.5269351385431
2011-09-27,573.8410591474737
2011-09-28,575.9286567872576
2011-09-29,578.6251181106585
2011-09-30,577.9080312264543
